"country";"fua_id";"fua_name";"tech";"index";"rankindex";"pat";"rankpat";"rel";"rankrel";"rca";"rankrca"
"MY";"MY25";"Sibu";"Waste management";2,69;167;0;135;0,04;167;0;135
"MY";"MY26";"Sungai Petani";"Waste management";23,57;105;0;135;5,77;104;0;135
"MY";"MY27";"Taiping";"Waste management";19,53;117;0;135;2,87;116;0;135
"MY";"MY29";"Sandakan";"Waste management";8,75;149;0;135;0,29;149;0;135
"MY";"MY3";"Bintulu";"Waste management";16,5;126;0;135;1,89;126;0;135
"MY";"MY4";"Bukit Mertajam";"Waste management";25,25;100;0;135;11,16;96;0;135
"MY";"MY5";"Butterworth";"Waste management";58,92;77;1;86;14,52;90;6,24;4
"MY";"MY6";"Gelugor";"Waste management";21,21;112;0;135;3,85;111;0;135
"MY";"MY7";"George Town";"Waste management";12,12;139;0;135;0,83;139;0;135
"MY";"MY8";"Ipoh";"Waste management";22,22;109;0;135;4,94;108;0;135
"MY";"MY9";"Johor Bahru";"Waste management";22,56;108;0;135;5,24;107;0;135
"PH";"PH1";"Angeles";"Waste management";1,68;170;0;135;0,03;170;0;135
"PH";"PH12";"Cebu";"Waste management";8,42;150;0;135;0,28;150;0;135
"PH";"PH15";"Davao";"Waste management";6,4;156;0;135;0,18;156;0;135
"PH";"PH18";"General Santos";"Waste management";11,11;142;0;135;0,6;142;0;135
"PH";"PH2";"Bacolod";"Waste management";19,19;118;0;135;2,82;117;0;135
"PH";"PH21";"Iloilo";"Waste management";14,48;132;0;135;1,35;132;0;135
"PH";"PH29";"Lucena";"Waste management";5,72;158;0;135;0,14;158;0;135
"PH";"PH3";"Baguio";"Waste management";1,68;170;0;135;0,03;170;0;135
"PH";"PH32";"Manila";"Waste management";59,26;76;1;86;15,15;87;5,79;5
"PH";"PH35";"Olongapo";"Waste management";0;175;0;135;0,01;175;0;135
"PH";"PH41";"San Pablo";"Waste management";3,7;164;0;135;0,06;164;0;135
"PH";"PH46";"Tarlac";"Waste management";13,8;134;0;135;1,21;134;0;135
"PH";"PH49";"San Carlos";"Waste management";13,13;136;0;135;1,16;136;0;135
"PH";"PH5";"Batangas";"Waste management";20,54;114;0;135;3,3;113;0;135
"PH";"PH50";"San Carlos";"Waste management";13,13;136;0;135;1,16;136;0;135
"PH";"PH51";"San Fernando";"Waste management";17,85;122;0;135;2,34;122;0;135
"PH";"PH52";"San Fernando";"Waste management";17,85;122;0;135;2,34;122;0;135
"PH";"PH9";"Cagayan de Oro";"Waste management";17,17;124;0;135;2,14;124;0;135
"SG";"SGZZZ";"Singapore";"Waste management";76,43;34;26;19;32,59;48;0,85;66
"TH";"TH1";"Bangkok";"Waste management";75,42;37;4;62;49,2;20;1,77;36
"TH";"TH10";"Nakhon Si Thammarat";"Waste management";24,58;102;0;135;9,23;99;0;135
"TH";"TH11";"Nonthaburi";"Waste management";63,97;66;1;86;26,31;60;4,61;8
"TH";"TH12";"Phitsanulok";"Waste management";11,78;140;0;135;0,66;140;0;135
"TH";"TH13";"Rayong";"Waste management";25,93;98;0;135;11,86;94;0;135
"TH";"TH14";"Samut Prakan";"Waste management";26,26;97;0;135;12,24;93;0;135
"TH";"TH16";"Surat Thani";"Waste management";18,52;120;0;135;2,48;120;0;135
"TH";"TH17";"Ubon Ratchathani";"Waste management";10,77;143;0;135;0,56;143;0;135
"TH";"TH18";"Udon Thani";"Waste management";7,07;154;0;135;0,19;154;0;135
"TH";"TH2";"Chiang Mai";"Waste management";19,87;116;0;135;3,08;115;0;135
"TH";"TH3";"Chon Buri";"Waste management";10,1;145;0;135;0,52;145;0;135
"TH";"TH5";"Khlong Luang";"Waste management";26,6;96;0;135;14,92;89;0;135
"TH";"TH6";"Khon Kaen";"Waste management";3,7;164;0;135;0,06;164;0;135
"TH";"TH7";"Lampang";"Waste management";9,76;146;0;135;0,46;146;0;135
"TH";"TH8";"Nakhon Pathom";"Waste management";24,92;101;0;135;9,85;97;0;135
"TH";"TH9";"Nakhon Ratchasima";"Waste management";18,86;119;0;135;2,52;119;0;135
"TW";"TW000";"Chinese Taipei";"Waste management";60,94;74;10;42;15,18;86;0,43;87
"CN";"CN12";"Beijing";"Air & Water pollution reduction";68,32;54;252;9;3,23;114;0,4;94
"CN";"CN126";"Nanchang";"Air & Water pollution reduction";78,55;36;21;53;43,04;33;1,79;33
"CN";"CN128";"Nanning";"Air & Water pollution reduction";87,13;18;27;50;58,58;9;3,46;13
"CN";"CN153";"Shijiazhuang";"Air & Water pollution reduction";81,85;26;32;44;51,46;19;1,44;45
"CN";"CN161";"Taiyuan";"Air & Water pollution reduction";57,76;75;11;63;23,22;73;1;71
"CN";"CN164";"Urumqi";"Air & Water pollution reduction";73,93;48;6;74;36,63;45;3,64;12
"CN";"CN167";"Wuhan";"Air & Water pollution reduction";66,34;61;61;27;15,85;86;0,67;84
"CN";"CN169";"Xian";"Air & Water pollution reduction";66,67;60;24;51;37,27;44;0,95;72
"CN";"CN17";"Changsha";"Air & Water pollution reduction";93,4;10;64;26;54,52;12;2,11;25
"CN";"CN191";"Shenzhen";"Air & Water pollution reduction";67,66;56;248;10;1,76;125;0,19;101
"CN";"CN20";"Chengdu";"Air & Water pollution reduction";80,2;30;49;33;52,48;15;1,05;69
"CN";"CN23";"Chongqing";"Air & Water pollution reduction";60,07;72;23;52;25,42;71;0,86;77
"CN";"CN238";"Changchun";"Air & Water pollution reduction";53,8;84;5;80;34,87;49;0,64;85
"CN";"CN277";"Hangzhou";"Air & Water pollution reduction";68,32;54;155;15;13,16;94;0,62;86
"CN";"CN280";"Harbin";"Air & Water pollution reduction";82,51;24;15;58;49,19;21;2,63;18
"CN";"CN282";"Hefei";"Air & Water pollution reduction";67,66;56;30;48;34,43;50;1,08;66
"CN";"CN335";"Nanjing";"Air & Water pollution reduction";100;2;686;4;55,98;10;1,79;33
"CN";"CN357";"Shanghai";"Air & Water pollution reduction";80,53;28;414;6;28,74;64;1,21;61
"CN";"CN362";"Shenyang";"Air & Water pollution reduction";91,75;13;71;25;52,58;14;1,78;35
"CN";"CN383";"Tianjin";"Air & Water pollution reduction";79,21;34;34;41;51,84;17;1,2;62
"CN";"CN393";"Weifang";"Air & Water pollution reduction";97,36;3;242;12;60,59;5;1,63;38
"CN";"CN400";"Xiamen";"Air & Water pollution reduction";75,25;44;78;23;31,47;55;1,08;66
"CN";"CN48";"Guangzhou";"Air & Water pollution reduction";74,26;46;363;8;25,95;70;0,78;81
"CN";"CN50";"Guiyang";"Air & Water pollution reduction";77,89;38;11;63;39,23;38;3,31;15
"CN";"CN64";"Inner Mongolia";"Air & Water pollution reduction";57,43;76;6;74;25,34;72;1,28;55
"CN";"CN95";"Kunming";"Air & Water pollution reduction";75,91;42;11;63;40,67;34;1,88;28
"CN";"CN98";"Lanzhou";"Air & Water pollution reduction";58,75;74;4;84;29,87;61;1,49;42
"ID";"ID102";"Tasikmalaya";"Air & Water pollution reduction";6,6;157;0;140;0,15;157;0;140
"ID";"ID107";"Yogyakarta";"Air & Water pollution reduction";18,48;121;0;140;2,11;120;0;140
"ID";"ID109";"Gorontalo";"Air & Water pollution reduction";14,19;134;0;140;0,88;134;0;140
"ID";"ID14";"Bogor";"Air & Water pollution reduction";15,84;129;0;140;1,1;129;0;140
"ID";"ID2";"Balikpapan";"Air & Water pollution reduction";7,59;154;0;140;0,2;154;0;140
"ID";"ID27";"Denpasar";"Air & Water pollution reduction";4,95;162;0;140;0,11;162;0;140
"ID";"ID30";"Gresik";"Air & Water pollution reduction";9,24;149;0;140;0,24;149;0;140
"ID";"ID33";"Jakarta";"Air & Water pollution reduction";23,76;105;0;140;10,48;99;0;140
"ID";"ID4";"Bandung";"Air & Water pollution reduction";56,11;80;1;96;13,25;93;8,38;5
"ID";"ID41";"Klaten";"Air & Water pollution reduction";2,31;170;0;140;0,04;170;0;140
"ID";"ID42";"Kudus";"Air & Water pollution reduction";7,92;153;0;140;0,21;153;0;140
"ID";"ID51";"Magelang";"Air & Water pollution reduction";2,31;170;0;140;0,04;170;0;140
"ID";"ID52";"Malang";"Air & Water pollution reduction";15,18;131;0;140;0,97;131;0;140
"ID";"ID55";"Medan";"Air & Water pollution reduction";9,24;149;0;140;0,24;149;0;140
"ID";"ID7";"Batam";"Air & Water pollution reduction";16,83;126;0;140;1,24;126;0;140
"ID";"ID70";"Pemalang";"Air & Water pollution reduction";2,31;170;0;140;0,04;170;0;140
"ID";"ID85";"Semarang";"Air & Water pollution reduction";20,13;116;0;140;3,18;115;0;140
"ID";"ID88";"Sidoarjo";"Air & Water pollution reduction";0,33;176;0;140;0,02;176;0;140
"ID";"ID9";"Batu";"Air & Water pollution reduction";5,94;159;0;140;0,13;159;0;140
"ID";"ID91";"Subang";"Air & Water pollution reduction";24,09;104;0;140;10,73;98;0;140
"ID";"ID92";"Sukabumi";"Air & Water pollution reduction";3,63;166;0;140;0,07;166;0;140
"ID";"ID93";"Sumedang";"Air & Water pollution reduction";15,51;130;0;140;1,09;130;0;140
"ID";"ID95";"Surabaya";"Air & Water pollution reduction";11,88;141;0;140;0,65;141;0;140
"ID";"ID97";"Tanjung Balai-Meral";"Air & Water pollution reduction";9,9;147;0;140;0,29;147;0;140
"JP";"JPA01";"Hokkaido";"Air & Water pollution reduction";83,5;21;32;44;44,16;28;1,8;30
"JP";"JPB02";"Aomori";"Air & Water pollution reduction";54,46;83;4;84;26,91;68;1,25;58
"JP";"JPB03";"Iwate";"Air & Water pollution reduction";69,64;52;6;74;32,95;53;2,61;20
"JP";"JPB04";"Miyagi";"Air & Water pollution reduction";60,4;70;20;54;28,25;66;0,83;80
"JP";"JPB05";"Akita";"Air & Water pollution reduction";61,72;67;4;84;37,79;42;1,38;48
"JP";"JPB06";"Yamagata";"Air & Water pollution reduction";45,87;100;4;84;19,01;82;0,37;97
"JP";"JPB07";"Fukushima";"Air & Water pollution reduction";57,1;77;7;70;37,68;43;0,44;91
"JP";"JPC08";"Ibaraki";"Air & Water pollution reduction";97,03;4;388;7;44,09;29;2,56;21
"JP";"JPC09";"Tochigi";"Air & Water pollution reduction";79,21;34;47;34;43,34;31;1,27;56
"JP";"JPC10";"Gumma";"Air & Water pollution reduction";80,2;30;59;28;39,82;36;1,29;54
"JP";"JPC19";"Yamanashi";"Air & Water pollution reduction";47,85;97;5;80;16,93;84;0,4;94
"JP";"JPC20";"Nagano";"Air & Water pollution reduction";61,72;67;30;48;27,26;67;0,83;80
"JP";"JPD13";"Tokyo";"Air & Water pollution reduction";82,51;24;2318;1;35,28;48;0,91;73
"JP";"JPE15";"Niigata";"Air & Water pollution reduction";60,4;70;17;57;31;56;0,7;82
"JP";"JPE16";"Toyama";"Air & Water pollution reduction";53,8;84;10;66;21,37;77;0,54;88
"JP";"JPE17";"Ishikawa";"Air & Water pollution reduction";65,68;64;19;56;22,98;74;1,6;40
"JP";"JPE18";"Fukui";"Air & Water pollution reduction";40,92;102;1;96;17,57;83;0,07;102
"JP";"JPF21";"Gifu";"Air & Water pollution reduction";92,41;12;57;30;46,41;23;4,16;10
"JP";"JPF22";"Shizuoka";"Air & Water pollution reduction";82,84;23;173;14;40,58;35;1,09;64
"JP";"JPF23";"Aichi";"Air & Water pollution reduction";96,37;6;723;3;39,82;36;2,2;23
"JP";"JPF24";"Mie";"Air & Water pollution reduction";51,82;89;14;60;12,99;95;0,21;100
"JP";"JPG25";"Shiga";"Air & Water pollution reduction";79,54;33;114;19;29,19;62;1,43;46
"JP";"JPG26";"Kyoto";"Air & Water pollution reduction";65,68;64;96;20;13,73;92;0,34;98
"JP";"JPG27";"Osaka";"Air & Water pollution reduction";92,74;11;574;5;60,34;6;1,08;66
"JP";"JPG29";"Nara";"Air & Water pollution reduction";48,51;96;5;80;21,22;78;0,4;94
"JP";"JPG30";"Wakayama";"Air & Water pollution reduction";53,14;88;7;70;28,49;65;0,53;89
"JP";"JPH31";"Tottori";"Air & Water pollution reduction";46,53;98;2;89;21,08;79;0,68;83
"JP";"JPH32";"Shimane";"Air & Water pollution reduction";72,61;49;6;74;36,55;46;3,38;14
"JP";"JPH33";"Okayama";"Air & Water pollution reduction";80,2;30;33;42;46,22;24;1,36;49
"JP";"JPH34";"Hiroshima";"Air & Water pollution reduction";100;2;202;13;66,12;2;4,61;9
"JP";"JPH35";"Yamaguchi";"Air & Water pollution reduction";74,26;46;32;44;38,83;39;1,31;52
"JP";"JPI36";"Tokushima";"Air & Water pollution reduction";71,29;51;15;58;30,85;57;1,8;30
"JP";"JPI37";"Kagawa";"Air & Water pollution reduction";49,83;90;7;70;15,28;88;0,38;96
"JP";"JPI38";"Ehime";"Air & Water pollution reduction";77,56;39;41;37;43,37;30;1,23;59
"JP";"JPI39";"Kochi";"Air & Water pollution reduction";86,8;19;56;32;30,2;58;13,51;1
"JP";"JPJ40";"Fukuoka";"Air & Water pollution reduction";86,14;20;59;28;46,13;25;1,46;44
"JP";"JPJ41";"Saga";"Air & Water pollution reduction";78,22;37;10;66;44,97;27;2,34;22
"JP";"JPJ42";"Nagasaki";"Air & Water pollution reduction";89,44;15;32;44;59,09;8;5,48;8
"JP";"JPJ43";"Kumamoto";"Air & Water pollution reduction";49,5;93;8;68;9,55;101;0,48;90
"JP";"JPJ44";"Oita";"Air & Water pollution reduction";49,5;93;2;89;33,01;52;0,61;87
"JP";"JPJ45";"Miyazaki";"Air & Water pollution reduction";65,68;64;5;80;33,85;51;1,82;29
"JP";"JPJ46";"Kagoshima";"Air & Water pollution reduction";42,9;101;1;96;22,1;76;0,22;99
"JP";"JPJ47";"Okinawa";"Air & Water pollution reduction";67;59;6;74;32,77;54;1,89;27
"KH";"KH2";"Kampong Saom";"Air & Water pollution reduction";0,99;174;0;140;0,03;174;0;140
"KH";"KH3";"Phnom Penh";"Air & Water pollution reduction";55,12;82;1;96;10,25;100;12,57;2
"KP";"KP14";"Sariwon";"Air & Water pollution reduction";3,63;166;0;140;0,07;166;0;140
"KP";"KP2";"Haeju";"Air & Water pollution reduction";19,8;117;0;140;3,08;116;0;140
"KP";"KP3";"Hamhung";"Air & Water pollution reduction";0,33;176;0;140;0,02;176;0;140
"KR";"KR011";"Seoul";"Air & Water pollution reduction";75,91;42;975;2;22,36;75;0,85;78
"KR";"KR012";"Incheon";"Air & Water pollution reduction";95,38;8;130;16;59,83;7;1,63;38
"KR";"KR021";"Busan";"Air & Water pollution reduction";96,7;5;117;18;64,93;3;2,17;24
"KR";"KR022";"Ulsan";"Air & Water pollution reduction";93,4;10;57;30;64,17;4;2,61;20
"KR";"KR023";"Gyeongsangnam-do";"Air & Water pollution reduction";95,71;7;94;21;69,3;1;2,03;26
"KR";"KR031";"Daegu";"Air & Water pollution reduction";71,95;50;41;37;38,41;40;0,9;74
"KR";"KR032";"Gyeongsangbuk-do";"Air & Water pollution reduction";88,12;17;79;22;48,89;22;1,39;47
"KR";"KR041";"Gwangju";"Air & Water pollution reduction";83,17;22;37;39;52,18;16;1,35;50
"KR";"KR042";"Jeollabuk-do";"Air & Water pollution reduction";88,78;16;42;35;54,54;11;1,67;36
"KR";"KR043";"Jeollanam-do";"Air & Water pollution reduction";75,91;42;29;49;45,9;26;1,29;54
"KR";"KR051";"Daejeon";"Air & Water pollution reduction";75,91;42;244;11;29,95;60;0,87;76
"KR";"KR052";"Chungcheongbuk-do";"Air & Water pollution reduction";80,86;27;41;37;51,74;18;1,25;58
"KR";"KR053";"Chungcheongnam-do";"Air & Water pollution reduction";90,76;14;74;24;50,54;20;1,79;33
"KR";"KR061";"Gangwon-do";"Air & Water pollution reduction";67,33;58;20;54;37,81;41;1,04;70
"KR";"KR071";"Jeju-do";"Air & Water pollution reduction";74,92;45;14;60;43,15;32;1,62;39
"LA";"LA4";"Vientiane";"Air & Water pollution reduction";10,23;146;0;140;0,31;146;0;140
"MM";"MM18";"Yangon";"Air & Water pollution reduction";2,31;170;0;140;0,04;170;0;140
"MM";"MM5";"Mandalay";"Air & Water pollution reduction";4,95;162;0;140;0,11;162;0;140
"MN";"MN1";"Ulaanbaatar";"Air & Water pollution reduction";19,47;118;0;140;3,06;117;0;140
"MY";"MY1";"Alor Setar";"Air & Water pollution reduction";10,56;145;0;140;0,37;145;0;140
"MY";"MY12";"Kota Kinabalu";"Air & Water pollution reduction";56,77;78;1;96;14,59;89;9,67;4
"MY";"MY13";"Kuala Lumpur";"Air & Water pollution reduction";53,47;86;5;80;29,97;59;0,87;76
"MY";"MY14";"Kuala Terengganu";"Air & Water pollution reduction";11,55;142;0;140;0,54;142;0;140
"MY";"MY15";"Kuantan";"Air & Water pollution reduction";21,12;113;0;140;3,66;111;0;140
"MY";"MY16";"Kuching";"Air & Water pollution reduction";18,81;120;0;140;2,54;119;0;140
"MY";"MY17";"Kulim";"Air & Water pollution reduction";18,15;122;0;140;1,93;121;0;140
"MY";"MY19";"Melaka";"Air & Water pollution reduction";55,12;82;1;96;16,2;85;3,14;17
"MY";"MY2";"Batu Pahat";"Air & Water pollution reduction";53,14;88;1;96;11,1;97;3,22;16
"MY";"MY21";"Pasir Gudang";"Air & Water pollution reduction";12,21;140;0;140;0,69;140;0;140
"MY";"MY22";"Rawang";"Air & Water pollution reduction";8,25;152;0;140;0,23;152;0;140
"MY";"MY24";"Seremban";"Air & Water pollution reduction";23,43;106;0;140;7,65;104;0;140
"MY";"MY25";"Sibu";"Air & Water pollution reduction";0;177;0;140;0,01;177;0;140
"MY";"MY26";"Sungai Petani";"Air & Water pollution reduction";21,45;112;0;140;4,55;110;0;140
"MY";"MY27";"Taiping";"Air & Water pollution reduction";56,77;78;2;89;8,46;102;11,97;3
"MY";"MY29";"Sandakan";"Air & Water pollution reduction";6,93;156;0;140;0,18;156;0;140
"MY";"MY3";"Bintulu";"Air & Water pollution reduction";22,11;110;0;140;6,33;108;0;140
"MY";"MY4";"Bukit Mertajam";"Air & Water pollution reduction";49,17;95;1;96;19,19;81;1,34;51
"MY";"MY5";"Butterworth";"Air & Water pollution reduction";23,1;107;0;140;7,33;105;0;140
"MY";"MY6";"Gelugor";"Air & Water pollution reduction";17,82;123;0;140;1,91;122;0;140
"MY";"MY7";"George Town";"Air & Water pollution reduction";13,86;135;0;140;0,86;135;0;140
"MY";"MY8";"Ipoh";"Air & Water pollution reduction";46,53;98;1;96;7,75;103;1,48;43
"MY";"MY9";"Johor Bahru";"Air & Water pollution reduction";19,14;119;0;140;2,56;118;0;140
"PH";"PH1";"Angeles";"Air & Water pollution reduction";5,61;160;0;140;0,12;160;0;140
"PH";"PH12";"Cebu";"Air & Water pollution reduction";7,59;154;0;140;0,2;154;0;140
"PH";"PH15";"Davao";"Air & Water pollution reduction";2,97;168;0;140;0,05;168;0;140
"PH";"PH18";"General Santos";"Air & Water pollution reduction";11,22;143;0;140;0,52;143;0;140
"PH";"PH2";"Bacolod";"Air & Water pollution reduction";16,5;127;0;140;1,23;127;0;140
"PH";"PH21";"Iloilo";"Air & Water pollution reduction";17,49;124;0;140;1,87;123;0;140
"PH";"PH29";"Lucena";"Air & Water pollution reduction";3,63;166;0;140;0,07;166;0;140
"PH";"PH3";"Baguio";"Air & Water pollution reduction";4,29;164;0;140;0,08;164;0;140
"PH";"PH32";"Manila";"Air & Water pollution reduction";49,5;93;1;96;14,16;90;1,53;41
"PH";"PH35";"Olongapo";"Air & Water pollution reduction";0,99;174;0;140;0,03;174;0;140
"PH";"PH41";"San Pablo";"Air & Water pollution reduction";4,95;162;0;140;0,11;162;0;140
"PH";"PH46";"Tarlac";"Air & Water pollution reduction";17,16;125;0;140;1,8;124;0;140
"PH";"PH49";"San Carlos";"Air & Water pollution reduction";14,85;132;0;140;0,94;132;0;140
"PH";"PH5";"Batangas";"Air & Water pollution reduction";16,17;128;0;140;1,14;128;0;140
"PH";"PH50";"San Carlos";"Air & Water pollution reduction";14,85;132;0;140;0,94;132;0;140
"PH";"PH51";"San Fernando";"Air & Water pollution reduction";13,53;136;0;140;0,76;136;0;140
"PH";"PH52";"San Fernando";"Air & Water pollution reduction";13,53;136;0;140;0,76;136;0;140
"PH";"PH9";"Cagayan de Oro";"Air & Water pollution reduction";21,78;111;0;140;5,08;109;0;140
"SG";"SGZZZ";"Singapore";"Air & Water pollution reduction";79,87;32;127;17;35,45;47;1,1;63
"TH";"TH1";"Bangkok";"Air & Water pollution reduction";69,31;53;9;67;53,57;13;1,06;68
"TH";"TH10";"Nakhon Si Thammarat";"Air & Water pollution reduction";22,44;109;0;140;6,42;107;0;140
"TH";"TH11";"Nonthaburi";"Air & Water pollution reduction";49,83;90;1;96;26,62;69;1,22;60
"TH";"TH12";"Phitsanulok";"Air & Water pollution reduction";12,87;138;0;140;0,72;138;0;140
"TH";"TH13";"Rayong";"Air & Water pollution reduction";66,01;62;6;74;19,4;80;6,13;7
"TH";"TH14";"Samut Prakan";"Air & Water pollution reduction";59,41;73;3;87;13,87;91;7,39;6
"TH";"TH16";"Surat Thani";"Air & Water pollution reduction";20,79;114;0;140;3,62;112;0;140
"TH";"TH17";"Ubon Ratchathani";"Air & Water pollution reduction";12,21;140;0;140;0,69;140;0;140
"TH";"TH18";"Udon Thani";"Air & Water pollution reduction";9,24;149;0;140;0,24;149;0;140
"TH";"TH2";"Chiang Mai";"Air & Water pollution reduction";20,46;115;0;140;3,3;113;0;140
"TH";"TH3";"Chon Buri";"Air & Water pollution reduction";8,25;152;0;140;0,23;152;0;140
"TH";"TH5";"Khlong Luang";"Air & Water pollution reduction";61,72;67;1;96;29,18;63;4,05;11
"TH";"TH6";"Khon Kaen";"Air & Water pollution reduction";6,27;158;0;140;0,14;158;0;140
"TH";"TH7";"Lampang";"Air & Water pollution reduction";10,89;144;0;140;0,51;144;0;140
"TH";"TH8";"Nakhon Pathom";"Air & Water pollution reduction";24,42;103;0;140;11,69;96;0;140
"TH";"TH9";"Nakhon Ratchasima";"Air & Water pollution reduction";22,77;108;0;140;6,54;106;0;140
"TW";"TW000";"Chinese Taipei";"Air & Water pollution reduction";60,4;70;36;40;15,3;87;0,41;92
"CN";"CN12";"Beijing";"Smart grids";93,1;10;251;4;35,08;32;1,25;18
"CN";"CN126";"Nanchang";"Smart grids";65,86;59;1;63;38,47;28;0,27;56
"CN";"CN128";"Nanning";"Smart grids";67,59;54;1;63;38,31;29;0,4;52
"CN";"CN153";"Shijiazhuang";"Smart grids";87,59;22;8;31;48,93;13;1,13;19
"CN";"CN161";"Taiyuan";"Smart grids";69,66;50;2;52;30,53;40;0,57;44
"CN";"CN164";"Urumqi";"Smart grids";70,69;48;1;63;24,46;56;1,91;9
"CN";"CN167";"Wuhan";"Smart grids";73,45;40;11;26;16,03;75;0,38;53
"CN";"CN169";"Xian";"Smart grids";92,76;11;12;24;68,64;1;1,49;14
"CN";"CN17";"Changsha";"Smart grids";95,52;4;16;19;64,28;2;1,66;11
"CN";"CN191";"Shenzhen";"Smart grids";94,14;8;308;2;46,31;15;0,74;34
"CN";"CN20";"Chengdu";"Smart grids";75,52;39;10;28;21,01;62;0,67;38
"CN";"CN23";"Chongqing";"Smart grids";72,41;42;5;40;25,47;49;0,59;42
"CN";"CN238";"Changchun";"Smart grids";82,76;30;6;36;30,51;41;2,42;4
"CN";"CN277";"Hangzhou";"Smart grids";83,45;28;51;11;28,32;45;0,64;40
"CN";"CN280";"Harbin";"Smart grids";77,24;37;2;52;39,15;25;1,1;20
"CN";"CN282";"Hefei";"Smart grids";85,52;24;9;30;41,82;22;1,02;21
"CN";"CN335";"Nanjing";"Smart grids";98,97;2;184;5;61;4;1,51;13
"CN";"CN357";"Shanghai";"Smart grids";89,66;18;81;9;35,92;31;0,75;32
"CN";"CN362";"Shenyang";"Smart grids";90,34;15;17;18;40,41;23;1,34;16
"CN";"CN383";"Tianjin";"Smart grids";95,17;6;21;16;48,94;12;2,32;5
"CN";"CN393";"Weifang";"Smart grids";83,79;26;39;13;24,69;55;0,83;28
"CN";"CN400";"Xiamen";"Smart grids";88,62;20;21;16;39,08;26;0,91;25
"CN";"CN48";"Guangzhou";"Smart grids";90,69;13;107;8;44,19;18;0,72;36
"CN";"CN50";"Guiyang";"Smart grids";69,31;51;1;63;27,52;47;0,95;24
"CN";"CN64";"Inner Mongolia";"Smart grids";67,24;56;1;63;29,23;44;0,67;38
"CN";"CN95";"Kunming";"Smart grids";82,07;32;4;44;38,27;30;2,15;8
"CN";"CN98";"Lanzhou";"Smart grids";83,1;29;3;47;39,08;26;3,52;2
"ID";"ID102";"Tasikmalaya";"Smart grids";0;174;0;124;0;174;0;124
"ID";"ID107";"Yogyakarta";"Smart grids";15,86;128;0;124;3,72;128;0;124
"ID";"ID109";"Gorontalo";"Smart grids";10,69;143;0;124;0,63;143;0;124
"ID";"ID14";"Bogor";"Smart grids";33,79;76;0;124;22,39;59;0;124
"ID";"ID2";"Balikpapan";"Smart grids";5,52;158;0;124;0,09;158;0;124
"ID";"ID27";"Denpasar";"Smart grids";30;87;0;124;13,09;84;0;124
"ID";"ID30";"Gresik";"Smart grids";15,17;130;0;124;3,22;130;0;124
"ID";"ID33";"Jakarta";"Smart grids";30,69;85;0;124;14,23;80;0;124
"ID";"ID4";"Bandung";"Smart grids";9,66;146;0;124;0,25;146;0;124
"ID";"ID41";"Klaten";"Smart grids";13,79;134;0;124;2,97;134;0;124
"ID";"ID42";"Kudus";"Smart grids";5,86;157;0;124;0,1;157;0;124
"ID";"ID51";"Magelang";"Smart grids";13,79;134;0;124;2,97;134;0;124
"ID";"ID52";"Malang";"Smart grids";20;116;0;124;6,72;116;0;124
"ID";"ID55";"Medan";"Smart grids";0;174;0;124;0;174;0;124
"ID";"ID7";"Batam";"Smart grids";14,83;131;0;124;3,17;131;0;124
"ID";"ID70";"Pemalang";"Smart grids";13,79;134;0;124;2,97;134;0;124
"ID";"ID85";"Semarang";"Smart grids";24,14;104;0;124;9,11;103;0;124
"ID";"ID88";"Sidoarjo";"Smart grids";0;174;0;124;0;174;0;124
"ID";"ID9";"Batu";"Smart grids";11,03;142;0;124;0,91;142;0;124
"ID";"ID91";"Subang";"Smart grids";22,41;109;0;124;7,81;109;0;124
"ID";"ID92";"Sukabumi";"Smart grids";0;174;0;124;0;174;0;124
"ID";"ID93";"Sumedang";"Smart grids";10,34;144;0;124;0,42;144;0;124
"ID";"ID95";"Surabaya";"Smart grids";13,1;136;0;124;2,82;136;0;124
"ID";"ID97";"Tanjung Balai-Meral";"Smart grids";21,03;113;0;124;7,25;113;0;124
"JP";"JPA01";"Hokkaido";"Smart grids";61,03;66;1;63;20,79;63;0,18;63
"JP";"JPB02";"Aomori";"Smart grids";71,38;47;1;63;33,75;35;0,98;23
"JP";"JPB03";"Iwate";"Smart grids";34,48;74;0;124;25,2;53;0;124
"JP";"JPB04";"Miyagi";"Smart grids";67,93;52;4;44;16,36;73;0,52;49
