"reg";"tech";"year";"count";"share";"rank"
"LT";"Beeldvormingstechnologie";2016;1;0,02;42
"LT";"Beeldvormingstechnologie";2018;1;0,02;45
"LT";"Beeldvormingstechnologie";2019;1;0,01;48
"LT";"Beeldvormingstechnologie";2020;3;0,03;45
"LT";"Beeldvormingstechnologie";2022;1;0,01;45
"LT";"Beeldvormingstechnologie";2023;1;0,03;39
"LT";"Biotechnologie gericht op moleculen en cellen";2001;3;0,03;42
"LT";"Biotechnologie gericht op moleculen en cellen";2002;3;0,03;43
"LT";"Biotechnologie gericht op moleculen en cellen";2004;1;0,01;49
"LT";"Biotechnologie gericht op moleculen en cellen";2006;1;0,01;54
"LT";"Biotechnologie gericht op moleculen en cellen";2007;1;0,01;53
"LT";"Biotechnologie gericht op moleculen en cellen";2008;1;0,01;55
"LT";"Biotechnologie gericht op moleculen en cellen";2009;2;0,02;52
"LT";"Biotechnologie gericht op moleculen en cellen";2010;4;0,04;44
"LT";"Biotechnologie gericht op moleculen en cellen";2011;4;0,04;45
"LT";"Biotechnologie gericht op moleculen en cellen";2012;1;0,01;59
"LT";"Biotechnologie gericht op moleculen en cellen";2013;5;0,05;45
"LT";"Biotechnologie gericht op moleculen en cellen";2014;6;0,05;41
"LT";"Biotechnologie gericht op moleculen en cellen";2015;10;0,09;39
"LT";"Biotechnologie gericht op moleculen en cellen";2016;8;0,07;40
"LT";"Biotechnologie gericht op moleculen en cellen";2017;10;0,08;38
"LT";"Biotechnologie gericht op moleculen en cellen";2018;2;0,01;54
"LT";"Biotechnologie gericht op moleculen en cellen";2019;10;0,07;38
"LT";"Biotechnologie gericht op moleculen en cellen";2020;7;0,04;43
"LT";"Biotechnologie gericht op moleculen en cellen";2021;7;0,04;44
"LT";"Biotechnologie gericht op moleculen en cellen";2022;3;0,02;52
"LT";"Biotechnologie gericht op moleculen en cellen";2023;5;0,05;41
"LT";"Cybersecurity";2001;1;0,04;33
"LT";"Cybersecurity";2006;1;0,03;33
"LT";"Cybersecurity";2011;1;0,03;44
"LT";"Cybersecurity";2014;1;0,02;51
"LT";"Cybersecurity";2016;1;0,01;53
"LT";"Cybersecurity";2017;1;0,01;53
"LT";"Cybersecurity";2021;3;0,03;42
"LT";"Cybersecurity";2023;1;0,02;41
"LT";"Energiematerialen";2002;1;0,04;33
"LT";"Energiematerialen";2006;1;0,02;42
"LT";"Energiematerialen";2008;2;0,04;34
"LT";"Energiematerialen";2010;1;0,02;46
"LT";"Energiematerialen";2012;1;0,01;50
"LT";"Energiematerialen";2013;2;0,02;40
"LT";"Energiematerialen";2014;2;0,02;43
"LT";"Energiematerialen";2015;2;0,03;42
"LT";"Energiematerialen";2017;1;0,01;46
"LT";"Energiematerialen";2018;1;0,01;50
"LT";"Energiematerialen";2020;1;0,01;54
"LT";"Energiematerialen";2021;1;0,01;51
"LT";"Groene chemische productieprocessen";2020;1;0,14;33
"LT";"Halfgeleiders";2002;1;0,03;36
"LT";"Halfgeleiders";2005;1;0,02;39
"LT";"Halfgeleiders";2006;1;0,02;35
"LT";"Halfgeleiders";2007;2;0,03;35
"LT";"Halfgeleiders";2008;1;0,02;39
"LT";"Halfgeleiders";2009;3;0,05;33
"LT";"Halfgeleiders";2010;2;0,03;34
"LT";"Halfgeleiders";2011;1;0,01;43
"LT";"Halfgeleiders";2013;1;0,01;41
"LT";"Halfgeleiders";2014;3;0,04;33
"LT";"Halfgeleiders";2015;3;0,04;32
"LT";"Halfgeleiders";2016;3;0,04;34
"LT";"Halfgeleiders";2017;1;0,01;44
"LT";"Halfgeleiders";2019;1;0,01;42
"LT";"Halfgeleiders";2021;2;0,02;35
"LT";"Kunstmatige intelligentie en data";2014;1;0,07;28
"LT";"Kunstmatige intelligentie en data";2018;2;0,05;35
"LT";"Kunstmatige intelligentie en data";2019;1;0,01;47
"LT";"Kunstmatige intelligentie en data";2020;2;0,02;50
"LT";"Kunstmatige intelligentie en data";2021;1;0,01;56
"LT";"Kunstmatige intelligentie en data";2023;1;0,02;45
"LT";"Optica en geintegreerde fotonica";2002;4;0,11;26
"LT";"Optica en geintegreerde fotonica";2004;1;0,03;38
"LT";"Optica en geintegreerde fotonica";2005;1;0,02;39
"LT";"Optica en geintegreerde fotonica";2009;1;0,02;39
"LT";"Optica en geintegreerde fotonica";2010;1;0,02;48
"LT";"Optica en geintegreerde fotonica";2011;1;0,01;43
"LT";"Optica en geintegreerde fotonica";2013;1;0,01;44
"LT";"Optica en geintegreerde fotonica";2014;4;0,04;34
"LT";"Optica en geintegreerde fotonica";2015;2;0,02;43
"LT";"Optica en geintegreerde fotonica";2016;3;0,03;40
"LT";"Optica en geintegreerde fotonica";2017;2;0,02;45
"LT";"Optica en geintegreerde fotonica";2018;5;0,04;38
"LT";"Optica en geintegreerde fotonica";2019;4;0,03;38
"LT";"Optica en geintegreerde fotonica";2021;2;0,02;40
"LT";"Optica en geintegreerde fotonica";2022;4;0,04;35
"LT";"Optica en geintegreerde fotonica";2023;2;0,04;35
"LT";"Optomechatronica";2016;1;0,03;43
"LT";"Optomechatronica";2018;1;0,02;46
"LT";"Optomechatronica";2020;3;0,03;42
"LT";"Optomechatronica";2022;1;0,01;48
"LT";"Optomechatronica";2023;1;0,03;36
"LU";"Beeldvormingstechnologie";2006;1;0,06;34
"LU";"Beeldvormingstechnologie";2008;1;0,05;31
"LU";"Beeldvormingstechnologie";2010;2;0,1;32
"LU";"Beeldvormingstechnologie";2012;1;0,04;39
"LU";"Beeldvormingstechnologie";2014;3;0,07;35
"LU";"Beeldvormingstechnologie";2015;1;0,02;42
"LU";"Beeldvormingstechnologie";2017;1;0,02;44
"LU";"Beeldvormingstechnologie";2018;9;0,15;29
"LU";"Beeldvormingstechnologie";2019;4;0,05;39
"LU";"Beeldvormingstechnologie";2020;5;0,06;40
"LU";"Beeldvormingstechnologie";2021;6;0,07;35
"LU";"Beeldvormingstechnologie";2022;2;0,03;40
"LU";"Beeldvormingstechnologie";2023;1;0,03;39
"LU";"Biotechnologie gericht op moleculen en cellen";2000;1;0,01;46
"LU";"Biotechnologie gericht op moleculen en cellen";2001;3;0,03;42
"LU";"Biotechnologie gericht op moleculen en cellen";2002;2;0,02;46
"LU";"Biotechnologie gericht op moleculen en cellen";2003;3;0,03;41
"LU";"Biotechnologie gericht op moleculen en cellen";2006;2;0,02;48
"LU";"Biotechnologie gericht op moleculen en cellen";2007;1;0,01;53
"LU";"Biotechnologie gericht op moleculen en cellen";2008;2;0,02;50
"LU";"Biotechnologie gericht op moleculen en cellen";2009;1;0,01;58
"LU";"Biotechnologie gericht op moleculen en cellen";2010;5;0,05;40
"LU";"Biotechnologie gericht op moleculen en cellen";2011;4;0,04;45
"LU";"Biotechnologie gericht op moleculen en cellen";2012;3;0,03;51
"LU";"Biotechnologie gericht op moleculen en cellen";2013;6;0,06;43
"LU";"Biotechnologie gericht op moleculen en cellen";2014;6;0,05;41
"LU";"Biotechnologie gericht op moleculen en cellen";2015;5;0,05;42
"LU";"Biotechnologie gericht op moleculen en cellen";2016;3;0,02;48
"LU";"Biotechnologie gericht op moleculen en cellen";2017;11;0,08;37
"LU";"Biotechnologie gericht op moleculen en cellen";2018;6;0,04;41
"LU";"Biotechnologie gericht op moleculen en cellen";2019;5;0,03;44
"LU";"Biotechnologie gericht op moleculen en cellen";2020;8;0,05;42
"LU";"Biotechnologie gericht op moleculen en cellen";2021;8;0,05;42
"LU";"Biotechnologie gericht op moleculen en cellen";2022;3;0,02;52
"LU";"Biotechnologie gericht op moleculen en cellen";2023;8;0,09;34
"LU";"Cybersecurity";2000;2;0,16;25
"LU";"Cybersecurity";2002;1;0,04;34
"LU";"Cybersecurity";2004;1;0,04;35
"LU";"Cybersecurity";2005;2;0,07;33
"LU";"Cybersecurity";2006;1;0,03;33
"LU";"Cybersecurity";2007;2;0,06;36
"LU";"Cybersecurity";2008;1;0,03;41
"LU";"Cybersecurity";2010;2;0,06;37
"LU";"Cybersecurity";2012;2;0,05;38
"LU";"Cybersecurity";2013;1;0,02;44
"LU";"Cybersecurity";2014;3;0,05;40
"LU";"Cybersecurity";2015;1;0,02;45
"LU";"Cybersecurity";2016;2;0,03;48
"LU";"Cybersecurity";2017;6;0,08;36
"LU";"Cybersecurity";2018;7;0,09;34
"LU";"Cybersecurity";2019;5;0,05;40
"LU";"Cybersecurity";2020;3;0,03;49
"LU";"Cybersecurity";2021;1;0,01;50
"LU";"Cybersecurity";2022;1;0,01;49
"LU";"Cybersecurity";2023;2;0,05;37
"LU";"Energiematerialen";2002;1;0,04;33
"LU";"Energiematerialen";2003;1;0,04;34
"LU";"Energiematerialen";2006;2;0,05;37
"LU";"Energiematerialen";2007;1;0,02;41
"LU";"Energiematerialen";2009;1;0,02;42
"LU";"Energiematerialen";2010;2;0,03;36
"LU";"Energiematerialen";2011;3;0,04;38
"LU";"Energiematerialen";2012;4;0,05;38
"LU";"Energiematerialen";2013;5;0,06;33
"LU";"Energiematerialen";2014;2;0,02;43
"LU";"Energiematerialen";2015;2;0,03;42
"LU";"Energiematerialen";2016;2;0,03;42
"LU";"Energiematerialen";2017;10;0,13;30
"LU";"Energiematerialen";2018;3;0,03;42
"LU";"Energiematerialen";2019;3;0,03;42
"LU";"Energiematerialen";2020;2;0,02;49
"LU";"Energiematerialen";2021;4;0,04;36
"LU";"Energiematerialen";2022;4;0,04;35
"LU";"Energiematerialen";2023;6;0,1;27
"LU";"Groene chemische productieprocessen";2014;3;0,33;24
"LU";"Groene chemische productieprocessen";2015;5;0,56;20
"LU";"Groene chemische productieprocessen";2017;2;0,26;26
"LU";"Groene chemische productieprocessen";2020;1;0,14;33
"LU";"Groene chemische productieprocessen";2021;1;0,15;29
"LU";"Groene chemische productieprocessen";2022;4;0,69;20
"LU";"Halfgeleiders";2002;1;0,03;36
"LU";"Halfgeleiders";2008;1;0,02;39
"LU";"Halfgeleiders";2009;1;0,02;43
"LU";"Halfgeleiders";2010;1;0,01;38
"LU";"Halfgeleiders";2012;3;0,04;36
"LU";"Halfgeleiders";2013;3;0,04;34
"LU";"Halfgeleiders";2014;1;0,01;40
"LU";"Halfgeleiders";2015;2;0,03;37
"LU";"Halfgeleiders";2016;1;0,01;43
"LU";"Halfgeleiders";2017;1;0,01;44
"LU";"Halfgeleiders";2018;3;0,03;36
"LU";"Halfgeleiders";2019;3;0,03;32
"LU";"Halfgeleiders";2021;1;0,01;41
"LU";"Halfgeleiders";2022;1;0,01;37
"LU";"Halfgeleiders";2023;1;0,02;32
"LU";"Kunstmatige intelligentie en data";2010;1;0,16;30
"LU";"Kunstmatige intelligentie en data";2013;1;0,1;31
"LU";"Kunstmatige intelligentie en data";2014;1;0,07;28
"LU";"Kunstmatige intelligentie en data";2016;1;0,06;40
"LU";"Kunstmatige intelligentie en data";2017;1;0,04;40
"LU";"Kunstmatige intelligentie en data";2018;1;0,02;42
"LU";"Kunstmatige intelligentie en data";2019;1;0,01;47
"LU";"Kunstmatige intelligentie en data";2020;6;0,06;40
"LU";"Kunstmatige intelligentie en data";2021;1;0,01;56
"LU";"Kunstmatige intelligentie en data";2022;3;0,02;45
"LU";"Kunstmatige intelligentie en data";2023;1;0,02;45
"LU";"Optica en geintegreerde fotonica";2002;1;0,03;36
"LU";"Optica en geintegreerde fotonica";2006;1;0,02;40
"LU";"Optica en geintegreerde fotonica";2008;1;0,02;36
"LU";"Optica en geintegreerde fotonica";2009;3;0,05;34
"LU";"Optica en geintegreerde fotonica";2011;2;0,03;37
"LU";"Optica en geintegreerde fotonica";2012;4;0,05;34
"LU";"Optica en geintegreerde fotonica";2013;7;0,08;29
"LU";"Optica en geintegreerde fotonica";2014;3;0,03;37
"LU";"Optica en geintegreerde fotonica";2015;1;0,01;52
"LU";"Optica en geintegreerde fotonica";2016;1;0,01;47
"LU";"Optica en geintegreerde fotonica";2017;2;0,02;45
"LU";"Optica en geintegreerde fotonica";2018;3;0,03;40
"LU";"Optica en geintegreerde fotonica";2019;1;0,01;45
"LU";"Optica en geintegreerde fotonica";2020;7;0,05;34
"LU";"Optica en geintegreerde fotonica";2021;3;0,03;37
"LU";"Optica en geintegreerde fotonica";2022;7;0,07;31
"LU";"Optica en geintegreerde fotonica";2023;1;0,02;41
"LU";"Optomechatronica";2006;1;0,08;27
"LU";"Optomechatronica";2009;1;0,07;33
"LU";"Optomechatronica";2010;4;0,3;25
"LU";"Optomechatronica";2012;1;0,06;37
"LU";"Optomechatronica";2013;1;0,05;36
"LU";"Optomechatronica";2014;4;0,14;28
"LU";"Optomechatronica";2015;1;0,03;42
"LU";"Optomechatronica";2017;3;0,06;37
"LU";"Optomechatronica";2018;3;0,05;38
"LU";"Optomechatronica";2019;2;0,03;39
"LU";"Optomechatronica";2020;2;0,02;45
"LU";"Optomechatronica";2021;3;0,03;39
"LU";"Optomechatronica";2022;3;0,04;39
"LU";"Optomechatronica";2023;1;0,03;36
"LU";"Quantum";2006;1;0,15;23
"LV";"Beeldvormingstechnologie";2012;1;0,04;39
"LV";"Beeldvormingstechnologie";2013;2;0,07;32
"LV";"Beeldvormingstechnologie";2015;1;0,02;42
"LV";"Beeldvormingstechnologie";2016;1;0,02;42
"LV";"Beeldvormingstechnologie";2017;1;0,02;44
"LV";"Beeldvormingstechnologie";2018;1;0,02;45
"LV";"Beeldvormingstechnologie";2019;2;0,03;42
"LV";"Beeldvormingstechnologie";2020;1;0,01;50
"LV";"Biotechnologie gericht op moleculen en cellen";2000;1;0,01;46
"LV";"Biotechnologie gericht op moleculen en cellen";2001;2;0,02;45
"LV";"Biotechnologie gericht op moleculen en cellen";2003;2;0,02;45
"LV";"Biotechnologie gericht op moleculen en cellen";2004;2;0,02;46
"LV";"Biotechnologie gericht op moleculen en cellen";2005;1;0,01;50
"LV";"Biotechnologie gericht op moleculen en cellen";2006;3;0,03;44
"LV";"Biotechnologie gericht op moleculen en cellen";2007;2;0,02;47
"LV";"Biotechnologie gericht op moleculen en cellen";2010;1;0,01;58
"LV";"Biotechnologie gericht op moleculen en cellen";2011;1;0,01;60
"LV";"Biotechnologie gericht op moleculen en cellen";2015;1;0,01;57
"LV";"Biotechnologie gericht op moleculen en cellen";2016;1;0,01;58
"LV";"Biotechnologie gericht op moleculen en cellen";2017;2;0,02;52
"LV";"Biotechnologie gericht op moleculen en cellen";2018;1;0,01;63
"LV";"Biotechnologie gericht op moleculen en cellen";2019;3;0,02;52
"LV";"Biotechnologie gericht op moleculen en cellen";2020;4;0,03;50
"LV";"Biotechnologie gericht op moleculen en cellen";2021;3;0,02;50
"LV";"Biotechnologie gericht op moleculen en cellen";2022;2;0,01;55
"LV";"Biotechnologie gericht op moleculen en cellen";2023;1;0,01;53
"LV";"Cybersecurity";2003;1;0,04;35
"LV";"Cybersecurity";2004;1;0,04;35
"LV";"Cybersecurity";2008;1;0,03;41
"LV";"Cybersecurity";2013;1;0,02;44
"LV";"Cybersecurity";2016;1;0,01;53
"LV";"Cybersecurity";2019;3;0,03;43
"LV";"Cybersecurity";2020;1;0,01;58
"LV";"Cybersecurity";2021;1;0,01;50
"LV";"Cybersecurity";2022;1;0,01;49
"LV";"Energiematerialen";2002;1;0,04;33
"LV";"Energiematerialen";2010;1;0,02;46
"LV";"Energiematerialen";2011;1;0,01;49
"LV";"Energiematerialen";2013;1;0,01;45
"LV";"Energiematerialen";2014;1;0,01;51
"LV";"Energiematerialen";2016;1;0,01;48
"LV";"Energiematerialen";2019;1;0,01;51
"LV";"Energiematerialen";2022;1;0,01;49
"LV";"Groene chemische productieprocessen";2000;1;0,54;18
"LV";"Groene chemische productieprocessen";2019;2;0,31;21
"LV";"Halfgeleiders";2002;1;0,03;36
"LV";"Halfgeleiders";2014;1;0,01;40
"LV";"Halfgeleiders";2015;1;0,01;44
"LV";"Kunstmatige intelligentie en data";2021;2;0,02;52
"LV";"Optica en geintegreerde fotonica";2000;1;0,05;32
"LV";"Optica en geintegreerde fotonica";2007;1;0,02;38
"LV";"Optica en geintegreerde fotonica";2009;1;0,02;39
"LV";"Optica en geintegreerde fotonica";2013;1;0,01;44
"LV";"Optica en geintegreerde fotonica";2014;1;0,01;50
"LV";"Optica en geintegreerde fotonica";2017;1;0,01;50
"LV";"Optica en geintegreerde fotonica";2018;1;0,01;49
"LV";"Optica en geintegreerde fotonica";2019;3;0,02;41
"LV";"Optica en geintegreerde fotonica";2020;4;0,03;37
"LV";"Optica en geintegreerde fotonica";2021;6;0,05;34
"LV";"Optica en geintegreerde fotonica";2022;3;0,03;37
"LV";"Optica en geintegreerde fotonica";2023;2;0,04;35
"LV";"Optomechatronica";2013;1;0,05;36
"LV";"Optomechatronica";2017;2;0,04;38
"LV";"Optomechatronica";2019;2;0,03;39
"LY";"Cybersecurity";2019;1;0,01;54
"LY";"Energiematerialen";2018;1;0,01;50
"LY";"Halfgeleiders";2009;1;0,02;43
"LY";"Quantum";2009;1;0,18;19
"MA";"Beeldvormingstechnologie";2015;1;0,02;42
"MA";"Beeldvormingstechnologie";2022;1;0,01;45
"MA";"Biotechnologie gericht op moleculen en cellen";2003;2;0,02;45
"MA";"Biotechnologie gericht op moleculen en cellen";2004;2;0,02;46
"MA";"Biotechnologie gericht op moleculen en cellen";2006;1;0,01;54
"MA";"Biotechnologie gericht op moleculen en cellen";2007;2;0,02;47
"MA";"Biotechnologie gericht op moleculen en cellen";2008;1;0,01;55
"MA";"Biotechnologie gericht op moleculen en cellen";2009;2;0,02;52
"MA";"Biotechnologie gericht op moleculen en cellen";2010;2;0,02;49
"MA";"Biotechnologie gericht op moleculen en cellen";2013;2;0,02;53
"MA";"Biotechnologie gericht op moleculen en cellen";2014;4;0,03;46
"MA";"Biotechnologie gericht op moleculen en cellen";2015;4;0,04;45
"MA";"Biotechnologie gericht op moleculen en cellen";2016;4;0,03;43
"MA";"Biotechnologie gericht op moleculen en cellen";2017;3;0,02;49
"MA";"Biotechnologie gericht op moleculen en cellen";2019;3;0,02;52
"MA";"Biotechnologie gericht op moleculen en cellen";2021;3;0,02;50
"MA";"Cybersecurity";2010;1;0,03;42
"MA";"Cybersecurity";2013;1;0,02;44
"MA";"Cybersecurity";2014;1;0,02;51
"MA";"Cybersecurity";2017;1;0,01;53
"MA";"Cybersecurity";2018;1;0,01;47
"MA";"Cybersecurity";2023;1;0,02;41
"MA";"Energiematerialen";2001;1;0,05;31
"MA";"Energiematerialen";2004;2;0,06;32
"MA";"Energiematerialen";2007;1;0,02;41
"MA";"Energiematerialen";2010;2;0,03;36
"MA";"Energiematerialen";2011;3;0,04;38
"MA";"Energiematerialen";2012;1;0,01;50
"MA";"Energiematerialen";2016;2;0,03;42
"MA";"Energiematerialen";2017;1;0,01;46
"MA";"Energiematerialen";2019;1;0,01;51
"MA";"Energiematerialen";2022;1;0,01;49
"MA";"Energiematerialen";2023;2;0,03;38
"MA";"Groene chemische productieprocessen";2014;1;0,11;27
"MA";"Halfgeleiders";2004;2;0,05;32
"MA";"Halfgeleiders";2010;1;0,01;38
"MA";"Halfgeleiders";2011;1;0,01;43
"MA";"Halfgeleiders";2014;1;0,01;40
"MA";"Halfgeleiders";2022;1;0,01;37
"MA";"Kunstmatige intelligentie en data";2014;1;0,07;28
"MA";"Kunstmatige intelligentie en data";2022;2;0,02;50
"MA";"Optica en geintegreerde fotonica";2004;2;0,05;33
"MA";"Optica en geintegreerde fotonica";2010;1;0,02;48
"MA";"Optica en geintegreerde fotonica";2011;1;0,01;43
"MA";"Optica en geintegreerde fotonica";2013;1;0,01;44
"MA";"Optica en geintegreerde fotonica";2018;1;0,01;49
"MA";"Optica en geintegreerde fotonica";2020;1;0,01;56
"MA";"Optica en geintegreerde fotonica";2022;2;0,02;39
"MA";"Optomechatronica";2013;2;0,1;30
"MA";"Optomechatronica";2014;1;0,03;39
"MA";"Optomechatronica";2015;1;0,03;42
"MC";"Beeldvormingstechnologie";2008;1;0,05;31
"MC";"Beeldvormingstechnologie";2017;1;0,02;44
"MC";"Biotechnologie gericht op moleculen en cellen";2000;1;0,01;46
"MC";"Biotechnologie gericht op moleculen en cellen";2008;1;0,01;55
"MC";"Biotechnologie gericht op moleculen en cellen";2012;1;0,01;59
"MC";"Biotechnologie gericht op moleculen en cellen";2014;1;0,01;62
"MC";"Biotechnologie gericht op moleculen en cellen";2017;2;0,02;52
"MC";"Biotechnologie gericht op moleculen en cellen";2018;3;0,02;51
"MC";"Biotechnologie gericht op moleculen en cellen";2020;2;0,01;54
"MC";"Biotechnologie gericht op moleculen en cellen";2021;2;0,01;57
"MC";"Biotechnologie gericht op moleculen en cellen";2022;2;0,01;55
"MC";"Cybersecurity";2004;1;0,04;35
"MC";"Cybersecurity";2007;1;0,03;40
"MC";"Cybersecurity";2008;1;0,03;41
"MC";"Cybersecurity";2009;2;0,06;38
"MC";"Cybersecurity";2011;2;0,06;35
"MC";"Cybersecurity";2020;1;0,01;58
"MC";"Cybersecurity";2021;1;0,01;50
"MC";"Energiematerialen";2003;1;0,04;34
"MC";"Energiematerialen";2017;1;0,01;46
"MC";"Energiematerialen";2022;1;0,01;49
"MC";"Halfgeleiders";2012;1;0,01;45
"MC";"Halfgeleiders";2019;1;0,01;42
"MC";"Kunstmatige intelligentie en data";2016;1;0,06;40
"MC";"Kunstmatige intelligentie en data";2020;2;0,02;50
"MC";"Kunstmatige intelligentie en data";2021;4;0,03;46
"MC";"Optica en geintegreerde fotonica";2017;1;0,01;50
"MC";"Optomechatronica";2016;1;0,03;43
"MC";"Optomechatronica";2017;2;0,04;38
"MC";"Optomechatronica";2019;1;0,01;51
"MC";"Optomechatronica";2020;1;0,01;51
"MC";"Optomechatronica";2021;1;0,01;47
"MC";"Optomechatronica";2022;1;0,01;48
"MD";"Cybersecurity";2006;1;0,03;33
"MD";"Energiematerialen";2014;1;0,01;51
"MD";"Optica en geintegreerde fotonica";2018;1;0,01;49
"ME";"Beeldvormingstechnologie";2005;1;0,07;29
"ME";"Beeldvormingstechnologie";2006;2;0,11;28
"ME";"Beeldvormingstechnologie";2007;2;0,1;31
"ME";"Beeldvormingstechnologie";2008;2;0,1;27
"ME";"Beeldvormingstechnologie";2009;1;0,05;35
"ME";"Beeldvormingstechnologie";2012;1;0,04;39
"ME";"Beeldvormingstechnologie";2014;4;0,1;31
"ME";"Beeldvormingstechnologie";2015;1;0,02;42
"ME";"Beeldvormingstechnologie";2016;3;0,07;38
"ME";"Beeldvormingstechnologie";2017;2;0,04;37
"ME";"Beeldvormingstechnologie";2018;6;0,1;33
"ME";"Beeldvormingstechnologie";2019;11;0,15;29
"ME";"Beeldvormingstechnologie";2020;10;0,11;31
"ME";"Beeldvormingstechnologie";2021;2;0,02;43
"ME";"Beeldvormingstechnologie";2022;3;0,04;39
"ME";"Beeldvormingstechnologie";2023;3;0,08;30
"ME";"Biotechnologie gericht op moleculen en cellen";2000;7;0,09;28
"ME";"Biotechnologie gericht op moleculen en cellen";2001;7;0,07;35
"ME";"Biotechnologie gericht op moleculen en cellen";2002;10;0,1;28
"ME";"Biotechnologie gericht op moleculen en cellen";2003;7;0,07;37
"ME";"Biotechnologie gericht op moleculen en cellen";2004;7;0,07;36
"ME";"Biotechnologie gericht op moleculen en cellen";2005;7;0,07;36
"ME";"Biotechnologie gericht op moleculen en cellen";2006;13;0,14;29
"ME";"Biotechnologie gericht op moleculen en cellen";2007;14;0,15;32
"ME";"Biotechnologie gericht op moleculen en cellen";2008;10;0,11;35
"ME";"Biotechnologie gericht op moleculen en cellen";2009;10;0,1;36
"ME";"Biotechnologie gericht op moleculen en cellen";2010;9;0,09;36
"ME";"Biotechnologie gericht op moleculen en cellen";2011;12;0,12;33
"ME";"Biotechnologie gericht op moleculen en cellen";2012;20;0,19;31
"ME";"Biotechnologie gericht op moleculen en cellen";2013;16;0,15;34
"ME";"Biotechnologie gericht op moleculen en cellen";2014;15;0,13;33
"ME";"Biotechnologie gericht op moleculen en cellen";2015;20;0,18;31
"ME";"Biotechnologie gericht op moleculen en cellen";2016;22;0,18;31
"ME";"Biotechnologie gericht op moleculen en cellen";2017;19;0,14;30
"ME";"Biotechnologie gericht op moleculen en cellen";2018;22;0,16;30
"ME";"Biotechnologie gericht op moleculen en cellen";2019;25;0,17;32
"ME";"Biotechnologie gericht op moleculen en cellen";2020;13;0,08;35
"ME";"Biotechnologie gericht op moleculen en cellen";2021;16;0,1;33
"ME";"Biotechnologie gericht op moleculen en cellen";2022;13;0,08;36
"ME";"Biotechnologie gericht op moleculen en cellen";2023;4;0,04;44
"ME";"Cybersecurity";2000;2;0,16;25
"ME";"Cybersecurity";2001;1;0,04;33
"ME";"Cybersecurity";2003;1;0,04;35
"ME";"Cybersecurity";2004;2;0,08;31
"ME";"Cybersecurity";2005;1;0,04;37
"ME";"Cybersecurity";2006;2;0,06;31
"ME";"Cybersecurity";2008;3;0,08;32
"ME";"Cybersecurity";2009;2;0,06;38
"ME";"Cybersecurity";2010;2;0,06;37
"ME";"Cybersecurity";2011;1;0,03;44
"ME";"Cybersecurity";2013;1;0,02;44
"ME";"Cybersecurity";2014;4;0,07;37
"ME";"Cybersecurity";2015;3;0,05;37
"ME";"Cybersecurity";2016;1;0,01;53
"ME";"Cybersecurity";2017;2;0,03;44
"ME";"Cybersecurity";2018;8;0,1;32
"ME";"Cybersecurity";2019;7;0,08;37
"ME";"Cybersecurity";2020;5;0,05;43
"ME";"Cybersecurity";2021;5;0,06;39
"ME";"Cybersecurity";2022;1;0,01;49
"ME";"Cybersecurity";2023;1;0,02;41
"ME";"Energiematerialen";2004;2;0,06;32
"ME";"Energiematerialen";2005;4;0,11;30
"ME";"Energiematerialen";2006;3;0,07;33
"ME";"Energiematerialen";2007;6;0,13;25
"ME";"Energiematerialen";2008;2;0,04;34
"ME";"Energiematerialen";2009;4;0,07;36
"ME";"Energiematerialen";2010;2;0,03;36
"ME";"Energiematerialen";2011;3;0,04;38
"ME";"Energiematerialen";2013;10;0,12;31
"ME";"Energiematerialen";2014;5;0,06;32
"ME";"Energiematerialen";2015;8;0,11;31
"ME";"Energiematerialen";2016;3;0,04;38
"ME";"Energiematerialen";2017;7;0,09;33
"ME";"Energiematerialen";2018;6;0,07;34
"ME";"Energiematerialen";2019;8;0,09;32
"ME";"Energiematerialen";2020;4;0,04;38
"ME";"Energiematerialen";2021;2;0,02;45
"ME";"Energiematerialen";2022;1;0,01;49
"ME";"Groene chemische productieprocessen";2008;1;0,17;26
"ME";"Groene chemische productieprocessen";2009;2;0,28;27
"ME";"Groene chemische productieprocessen";2010;2;0,24;28
"ME";"Groene chemische productieprocessen";2011;1;0,12;29
"ME";"Groene chemische productieprocessen";2013;1;0,12;28
"ME";"Groene chemische productieprocessen";2015;1;0,11;31
"ME";"Groene chemische productieprocessen";2016;3;0,36;22
"ME";"Groene chemische productieprocessen";2017;2;0,26;26
"ME";"Groene chemische productieprocessen";2018;3;0,47;24
"ME";"Groene chemische productieprocessen";2019;1;0,16;29
"ME";"Groene chemische productieprocessen";2020;2;0,29;30
"ME";"Groene chemische productieprocessen";2021;1;0,15;29
"ME";"Halfgeleiders";2002;2;0,06;30
"ME";"Halfgeleiders";2005;1;0,02;39
"ME";"Halfgeleiders";2007;1;0,02;38
"ME";"Halfgeleiders";2009;2;0,03;41
"ME";"Halfgeleiders";2011;2;0,03;36
"ME";"Halfgeleiders";2013;6;0,07;29
"ME";"Halfgeleiders";2014;2;0,02;36
"ME";"Halfgeleiders";2015;2;0,03;37
"ME";"Halfgeleiders";2016;3;0,04;34
"ME";"Halfgeleiders";2017;5;0,06;31
"ME";"Halfgeleiders";2018;5;0,05;32
"ME";"Halfgeleiders";2019;2;0,02;36
"ME";"Halfgeleiders";2020;4;0,04;35
"ME";"Halfgeleiders";2021;1;0,01;41
"ME";"Kunstmatige intelligentie en data";2008;1;0,16;29
