Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Diversity Spotlight,Postal Code,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Twitter,Facebook,LinkedIn,Contact Email,Phone Number,Number of Articles,Actively Hiring,Hub Tags,Full Description,Number of Sub-Orgs,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Application Deadline,Accelerator Duration (in weeks),Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors
Seven AI,https://www.crunchbase.com/organization/seven-ai,"Artificial Intelligence (AI), Computer, Cyber Security, Network Security, Software","Boston, Massachusetts, United States",Seven AI pioneers cybersecurity solutions that use powerful AI technology to defend enterprises from digital attacks.,"4,088","Greater Boston Area, East Coast, New England",,,,Active,2023-01-01,year,,,,,For Profit,https://www.sevenai.com,,,https://www.linkedin.com/company/seven-ai,,,5,,,Seven AI pioneers cybersecurity solutions that use powerful AI technology to defend enterprises from digital attacks while assuring strong defense and resilience.,,,,,,,,,,,,,"Artificial Intelligence (AI), Consumer Electronics, Data and Analytics, Hardware, Information Technology, Privacy and Security, Science and Engineering, Software",1,Yonatan Amit,11-50,1,Seed,2024-06-07,36000000,USD,36000000,Seed,36000000,USD,36000000,Seed,36000000,USD,36000000,36000000,USD,36000000,"CRV, Spark Capital, Greylock",1,3
Pano,https://www.crunchbase.com/organization/pano-e50a,"Artificial Intelligence (AI), Hardware, Public Safety, Software","San Francisco, California, United States","Pano uses deep learning AI and computer vision to automatically detect, verify and classify wildfire events in real time.","4,125","San Francisco Bay Area, West Coast, Western US","Women Founded, Women Led",,$1M to $10M,Active,2019-01-01,year,,,,,For Profit,https://www.pano.ai,https://www.twitter.com/pano_ai,https://www.facebook.com/PanoWildfire,https://www.linkedin.com/company/pano-ai,info@pano.ai,,9,,,"Pano offers hardware and software technology solutions for fire professionals to detect threats. Pano provides tools to the government, utilities, insurers, and private landowners in order to mitigate wildfire threats and protect lives, property, and the environment. Pano is a unified enterprise solution that combines cutting-edge hardware, artificial intelligence, and software.",,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Government and Military, Hardware, Science and Engineering, Software",1,Sonia Kastner,11-50,4,Early Stage Venture,2023-07-10,17000000,USD,17000000,Series A,17000000,USD,17000000,Series A,37000000,USD,37000000,45000000,USD,45000000,"DCVC, Quiet Capital, Congruent Ventures, Salesforce Ventures, Convective Capital",2,19
Emergence,https://www.crunchbase.com/organization/emergence-9794,"Artificial Intelligence (AI), Information Technology, Internet","New York, New York, United States",Emergence is technology company that advances science and development of AI agent systems for enterprise.,"4,150","Greater New York Area, East Coast, Northeastern US",,10018,,Active,2018-01-01,year,,,,,For Profit,https://www.emergence.ai/,https://x.com/emergence_ai/,,https://www.linkedin.com/company/emergenceai/,,,1,,,,,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Internet Services, Science and Engineering, Software",1,Satya Nitta,101-250,2,Seed,2024-06-27,97200000,USD,97200000,Seed,97200000,USD,97200000,Seed,97200000,USD,97200000,100000000,USD,100000000,Learn Capital,1,1
Daydream,https://www.crunchbase.com/organization/daydream-562f,"Fashion, Generative AI, Shopping","San Francisco, California, United States","Daydream focuses on providing personalized shopping results through generative AI, machine learning, and computer vision.","4,226","San Francisco Bay Area, West Coast, Western US",,,,Active,2023-01-01,year,,,,,For Profit,https://daydream.ing,,,https://www.linkedin.com/company/daydream-ing,,,1,,,"Daydream focuses on providing personalized shopping results through generative AI, machine learning, and computer vision.",,,,,,,,,,,,,"Artificial Intelligence (AI), Clothing and Apparel, Commerce and Shopping, Design",4,"Dan Cary, Julie Bornstein, Lisa Yamner Green, Richard Kim",11-50,1,Seed,2024-06-20,50000000,USD,50000000,Seed,50000000,USD,50000000,Seed,50000000,USD,50000000,50000000,USD,50000000,"Google Ventures, Index Ventures, True Ventures, Forerunner",2,4
Guidewheel,https://www.crunchbase.com/organization/guidewheel,"Artificial Intelligence (AI), Business Information Systems, Cloud Data Services, Machine Learning, SaaS, Software","San Francisco, California, United States",Guidewheel's AI-powered FactoryOps platform empowers manufacturers to drive productivity and net zero at scale.,"4,245","San Francisco Bay Area, West Coast, Western US","Women Founded, Women Led",94104-5401,$1M to $10M,Active,2018-01-01,year,,,,,For Profit,https://guidewheel.com,https://twitter.com/guidewheel1,,https://www.linkedin.com/company/guidewheel,info@guidewheel.com,,20,,,"As simple as a smartwatch to clip on, Guidewheel's AI-powered FactoryOps platform empowers manufacturers to swiftly improve productivity and profit across their entire operations—every machine, in every factory. Totally non-intrusive, like a smartwatch measuring a pulse, Guidewheel’s AI and software detect from the machine’s electrical heartbeat how fast any machine is running, the second it started or stopped, and even when it’s starting to get stressed out and might have a problem soon. Then, layers of additional sensors and functionality provide more and more value towards profits and even sustainability goals—while keeping the user experience simple, modular, and scalable. And with every machine, user, and factory added to the system, Guidewheel’s FactoryOps platform gets smarter and more valuable for everyone else.  Guidewheel was founded out of Stanford University and is already successful with hundreds of manufacturers—reporting an average of 40% runtime improvement—with results featured in IndustryWeek and selection by the World Economic Forum as a Tech Pioneer, one of the companies most likely to have a significant impact on business and society.   Guidewheel’s vision is to become the real-time intelligence layer and platform that empowers all the world’s 10 million factories to reach sustainable peak performance. And by doing so it will not only be a generational, category-defining company, but also have a significant global impact on climate change.",,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Internet Services, Science and Engineering, Software",3,"Kevin Meyer, Lauren Dunford, Weston McBride",11-50,5,Early Stage Venture,2024-08-13,31000000,USD,31000000,Series B,31000000,USD,31000000,Series B,51980000,USD,51980000,51980000,USD,51980000,"Breakthrough Energy Ventures, Ecolab, Greycroft, Decarbonization Partners, Gaingels",3,22
Elisity,https://www.crunchbase.com/organization/elisity,"Artificial Intelligence (AI), Cyber Security, Information Technology, Network Security, Software","San Jose, California, United States",Elisity Cognitive Trust is a new security paradigm that combines Zero Trust Network Access and an AI-enabled Software Defined Perimeter.,"4,252","San Francisco Bay Area, Silicon Valley, West Coast",,95035,$1M to $10M,Active,2018-01-01,year,,,,,For Profit,https://www.elisity.com/,https://twitter.com/ElisityECT,,https://www.linkedin.com/company/elisity-inc,,,31,,,Elisity is solving the challenge of securing access to enterprise assets and enterprise data in the complex modern world of blurring enterprise boundaries and mobile workforces. Elisity has introduced a unified policy and identity-based access solutions powered by AI. The Elisity team is made up of experienced entrepreneurs with deeply technical backgrounds in enterprise networking and security with the world’s largest and most security-conscious organizations.,,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Privacy and Security, Science and Engineering, Software",4,"Burjiz Pithawala, Sridhar Vallepalli, Srinivas Sardar, Sundher Narayan",11-50,3,Early Stage Venture,2024-04-29,45000000,USD,45000000,Series B,45000000,USD,45000000,Series B,78500000,USD,78500000,78500000,USD,78500000,"Insight Partners, Atlantic Bridge, Two Bear Capital, AllegisCyber, Hyperlink Ventures",3,5
Black Ore Technologies,https://www.crunchbase.com/organization/black-ore-technologies,"Artificial Intelligence (AI), Finance, Information Technology, Software","Austin, Texas, United States",Black Ore Technologies is an AI-driven financial services company.,"4,421",Southern US,,,,Active,2022-01-01,year,,,,,For Profit,https://www.blackore.ai,,,https://www.linkedin.com/company/black-ore-ai,,,13,,,"Black Ore Technologies is an AI-driven financial services company. It develops and creates an AI product called Tax Autopilot, that offers end-to-end 1040 tax prep automation for CPAs and tax firms. Black Ore Technologies was founded in 2022 and is based in Texas, USA.",,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Information Technology, Science and Engineering, Software",2,"Eyal Shinar, Pavel Kapovski",11-50,1,Seed,2023-11-07,60000000,USD,60000000,Seed,60000000,USD,60000000,Seed,60000000,USD,60000000,60000000,USD,60000000,"Andreessen Horowitz, Khosla Ventures, General Catalyst, Founders Fund, Gokul Rajaram",2,15
Pathfinder,https://www.crunchbase.com/organization/pathfinder-global-fzco-96fc,"Artificial Intelligence (AI), Business Intelligence, Data Integration, Information Technology, IT Management, Retail, Software","Dubai, Dubai, United Arab Emirates",Pathfinder is an information technology company that provides AI-based retail intelligence solutions for brands and companies.,"4,932","Europe, Middle East, and Africa (EMEA), Gulf Cooperation Council (GCC), Middle East",,,$10M to $50M,Active,1993-01-01,year,,,,,For Profit,https://pathfinder.global/,https://www.twitter.com/pftec,https://www.facebook.com/PathfinderFzco/,https://www.linkedin.com/company/pathfinderfzco,sales@pathfinder.global,+971 4232 3271,6,,,Pathfinder has been a pioneer in providing solutions to the retail industry by understanding clients' needs and optimizing efforts. The business environment keeps evolving as a result of escalating challenges and advancing technologies. Pathfinder turns to technology as a logical solution to meet client requirements.,1,,,,,,,,,,,,"Artificial Intelligence (AI), Commerce and Shopping, Data and Analytics, Information Technology, Science and Engineering, Software",3,"Ahmed Hussain, Kristin MacDermott, Sadique Ahmed",251-500,1,,2024-07-24,325000000,USD,325000000,Debt Financing,,,,,,,,325000000,USD,325000000,Silver Rock Group,1,1
1inch Limited,https://www.crunchbase.com/organization/1inch-limited,"Artificial Intelligence (AI), Blockchain, Content Delivery Network, Cryptocurrency, Decentralized Finance (DeFi), Information Services, Information Technology, Non Profit, Open Source, Software","Old Road Town, Saint Thomas Middle Island, Saint Kitts and Nevis",1inch Limited works with multiple developers and other professionals to develop software and offer it on the SaaS basis.,"5,423",,,1110,$10M to $50M,Active,2020-07-09,day,,,,,For Profit,https://1inch.io,https://twitter.com/1inch,https://www.facebook.com/1inchNetwork,https://www.linkedin.com/company/1inch,info@1inch.io,+1(818)875-1968,43,,Unicorn,"1inch Limited is the prevalent contributor to 1inch Network. It develops the software, supports it, develops new features for 1inch Network. 1inch Limited works on supporting and improving the Pathfinder – the basis of the Aggregation Protocol and 1inch Network – as a software development company. The API to the Pathfinder is licensed and sold to external parties for commercial purposes under the API License Agreements. 1inch Limited also provides the PMM Integration Services, namely the services of integration of the third-party’s API to provide access to the third-party liquidity so that it is discoverable by Pathfinder. 1inch Wallet is a mobile app available in various application stores. Front-end and back-end of the app are developed and run by 1inch Limited.",1,"Corporate Venture Capital, Startup Competition","Grant, Venture",1,1,,,,,,,,"Artificial Intelligence (AI), Blockchain and Cryptocurrency, Content and Publishing, Data and Analytics, Financial Services, Information Technology, Other, Payments, Science and Engineering, Social Impact, Software",2,"Anton Bukov, Sergej Kunz",101-250,9,,2022-06-01,,,,Undisclosed,,,,Undisclosed,192600000,USD,192600000,192600000,USD,192600000,"Galaxy Digital, FTX, Amber Group, Greenfield, ParaFi Capital",4,42
Delfi Diagnostics,https://www.crunchbase.com/organization/delfi-diagnostics,"Artificial Intelligence (AI), Biotechnology, Health Care, Health Diagnostics, Medical","Baltimore, Maryland, United States","Delfi Diagnostics detects cancer early, when it is most curable, using high precision non-invasive blood tests.","5,682","Greater Baltimore-Maryland Area, East Coast, Southern US",,21211,,Active,2019-01-01,year,,,,,For Profit,https://delfidiagnostics.com,https://twitter.com/delfidiagnostic/,,https://www.linkedin.com/company/delfi-diagnostics/,info@delfidiagnostics.com,410-696-3304,59,,,"Delfi Diagnostics detects cancer early, when it is most curable, using high-precision non-invasive blood tests. It uses artificial intelligence and genome sequencing to detect unique patterns of DNA fragmentation in the blood of patients. The company was founded in 2019 and is based in Baltimore, Maryland.",,,,,,,,,,,,,"Artificial Intelligence (AI), Biotechnology, Data and Analytics, Health Care, Science and Engineering, Software",2,"Alessandro Leal, Victor Velculescu",101-250,3,Early Stage Venture,2022-07-18,225000000,USD,225000000,Series B,225000000,USD,225000000,Series B,330500000,USD,330500000,330500000,USD,330500000,"Eli Lilly, Menlo Ventures, T. Rowe Price, OrbiMed, Foresite Capital",3,20
Verne,https://www.crunchbase.com/organization/project-3-mobility,"Artificial Intelligence (AI), Automotive, Software","Zagreb, Grad Zagreb, Croatia",Verne builds an ecosystem to progress society through a journey of curiosity and innovation.,"5,704","European Union (EU), Europe, Middle East, and Africa (EMEA)",,10 000,,Active,2019-09-25,day,,,,,For Profit,https://www.letsverne.com/,,,https://www.linkedin.com/company/letsverne,info@p3m.com,+385913336027,27,,,"Verne builds an ecosystem to progress society through a journey of curiosity and innovation. The company adopts an integrated approach, including vehicle design, infrastructure development, and the full digital experience. Verne is about moving forward together.",,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software, Transportation",,,251-500,2,Early Stage Venture,2024-02-06,100000000,EUR,107571067,Series A,100000000,EUR,107571067,Series A,100000000,EUR,107571067,279500000,EUR,302750409,"European Commission, TASARU Mobility Investments, Neurone",2,3
Vi Labs,https://www.crunchbase.com/organization/vi-558e,"Artificial Intelligence (AI), Fitness, Health Care, Information Technology, Life Science, Pharmaceutical, Software, Web Development, Wellness","New York, New York, United States",VI is the leading Enterprise-AI platform in the health sector.,"6,211","Greater New York Area, East Coast, Northeastern US",,10010,$100M to $500M,Active,2016-01-01,year,,,,,For Profit,https://vi.co/,,,https://www.linkedin.com/company/vi,info@vi.co,,635,,,VI is the leading Enterprise-AI platform in the health sector. Vi helps health enterprises leverage Data & AI to maximize member health outcomes and financial returns,,,,,,,,,,,,,"Artificial Intelligence (AI), Biotechnology, Data and Analytics, Health Care, Information Technology, Science and Engineering, Software, Sports",2,"Omri Yoffe, Zvika Orron",101-250,6,,2024-06-28,111000000,USD,111000000,Undisclosed,111000000,USD,111000000,Undisclosed,149600000,USD,149600000,149665676,USD,149665676,"General Atlantic, Alpha Partners, New Era Ventures, Savano Capital Partners, Square Peg Capital",2,14
Source.ag,https://www.crunchbase.com/organization/source-ag,"Agriculture, AgTech, Artificial Intelligence (AI), Farming","Amsterdam, Noord-Holland, The Netherlands",Source.ag is democratising access to fresh fruit and vegetables with A.I.-powered glasshouses.,"6,622","European Union (EU), Europe, Middle East, and Africa (EMEA)",,1066VH,$10M to $50M,Active,2020-11-01,month,,,,,For Profit,https://source.ag,https://twitter.com/sourceagri,,https://www.linkedin.com/company/source-ag,info@source.ag,,25,,,"Source.ag is accelerating access to fresh fruit and vegetables with A.I.-powered glasshouses. The company's team of experienced engineers and plant scientists has partnered with the growers to build the sector’s advanced artificial intelligence. Its proprietary algorithms simulate plant behavior to define and execute optimal cultivation strategies, taking into account millions of data points on climate, biology, and resources. By enabling more growers to operate more facilities more efficiently through pioneering technology, Source is making glasshouse agriculture accessible, profitable, and globally scalable. Together, they are on a mission to provide nutritious food to more people while using fewer resources.",,,,,,,,,,,,,"Agriculture and Farming, Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",2,"Ernst van Bruggen, Rien Kamman",51-100,3,Early Stage Venture,2023-06-07,4000000,USD,4000000,Series A,4000000,USD,4000000,Series A,37000000,USD,37000000,37000000,USD,37000000,"Astanor Ventures, The E14 Fund, Acre Venture Partners, SK Networks, HICO",4,8
Shengshu Technology,https://www.crunchbase.com/organization/shengshu-technology,"Artificial Intelligence (AI), Generative AI","Haidian, Beijing, China","Shengshu Technology is a generative AI infrastructure that develops native multi-modal large models such as images, 3D, and video.","6,808",Asia-Pacific (APAC),,,,Active,2023-03-01,month,,,,,For Profit,https://www.shengshu-ai.com,,,,,,1,,,"Shengshu Technology is a generative AI infrastructure that develops multi-modal large-scale models, integrating text, images, videos, 3D, and other multi-modal information.",,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",,,,2,Seed,2024-05-10,288300000,CNY,39893175,Seed,288300000,CNY,39893175,Seed,450000000,CNY,62407795,450000000,CNY,62407795,"Zhipu AI, Qiming Venture Partners, Baidu, Baidu Ventures, Delta Capital",3,9
Proximie,https://www.crunchbase.com/organization/proximie,"Artificial Intelligence (AI), Augmented Reality, Collaboration, Health Care, Medical","London, England, United Kingdom",Proximie is a health technology platform that enables surgeons to virtually attend operating theaters to visually guide complex surgeries.,"7,164","Europe, Middle East, and Africa (EMEA)",,W1W 6XB,Less than $1M,Active,2016-01-01,year,,,,,For Profit,http://www.proximie.com/,https://www.twitter.com/proximiear,https://www.facebook.com/proximie,https://www.linkedin.com/company/proximie/,customersupport@proximie.com,(+44) 0345 053 1533,82,,,"Proximie is a health technology platform that enables surgeons to virtually attend operating theaters to visually guide complex surgeries. Proximie combines human expertise with the power of augmented reality, artificial intelligence, and machine learning to allow a surgeon to remotely watch an operation and use their hands to demonstrate things to the surgeon conducting the operation, who sees the remote surgeon on a screen. This platform aims to democratize access to the most up-to-date and skilled knowledge on surgery practice, by helping surgeons advise each other from different parts of the world. The company was founded by Nadine Hachach-Haram in 2016 and is headquartered in London, England.",,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Hardware, Health Care, Other, Science and Engineering, Software",2,"Nadine Hachach-Haram, Nadine Haram",101-250,5,Late Stage Venture,2023-03-27,,,,Non-equity Assistance,80000000,USD,80000000,Series C,118000000,USD,118000000,118000000,USD,118000000,"F-Prime Capital, Global Ventures, Mubadala, Eight Roads Ventures, Emerson Collective",9,19
Cohesity,https://www.crunchbase.com/organization/cohesity,"Analytics, Artificial Intelligence (AI), Cloud Computing, Data Center, Data Storage, Information Technology","San Jose, California, United States","Cohesity offers hyperconverged secondary storage for backups, test/dev, file services, and analytics use cases.","8,366","San Francisco Bay Area, Silicon Valley, West Coast",,95110,$100M to $500M,Active,2013-06-01,month,,,,,For Profit,http://www.cohesity.com,http://www.twitter.com/cohesity,https://www.facebook.com/cohesity,https://www.linkedin.com/company/cohesity,contact@cohesity.com,855-926-4374,505,,Unicorn,"Cohesity makes data work by consolidating secondary storage silos onto a hyperconverged, web-scale data platform that spans both private and public clouds. Enterprise customers begin by radically streamlining their backup and data protection, then converge file and object services, test/dev instances, and analytic functions to provide a global data store. Cohesity counts many Global 1000 companies among its rapidly growing customer base. CRN named Cohesity a Top 25 Disrupter and one of the 10 Coolest Hyperconverged Products of 2016.  Cohesity is a group of passionate individuals working together to bring innovation to the storage landscape. Their group has employees from renowned companies such as Google, Nutanix, Riverbed, VMware, Netflix, Aster Data, and others in the heart of Silicon Valley.",,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Hardware, Information Technology, Internet Services, Science and Engineering, Software",1,Mohit Aron,1001-5000,7,Late Stage Venture,2024-04-11,150000000,USD,150000000,Series F,150000000,USD,150000000,Series F,810000000,USD,810000000,955000000,USD,955000000,"NVIDIA, Sequoia Capital, IBM, Google Ventures, Accel",10,33
Tierra Biosciences,https://www.crunchbase.com/organization/tierrabiosciences,"Artificial Intelligence (AI), Biopharma, Biotechnology, Life Science","San Leandro, California, United States",Tierra Biosciences is a synthetic biology company that offers an AI-driven platform with a vast range of custom proteins for research.,"8,471","San Francisco Bay Area, West Coast, Western US",,94577,$1M to $10M,Active,2015-01-01,year,,,,,For Profit,https://tierrabiosciences.com,https://twitter.com/tierrabio,,https://www.linkedin.com/company/tierrabiosciences,info@tierrabiosciences.com,,21,,,Tierra Biosciences is an operator of a synthetic biology company intended to accelerate the pace of discovery to enable the next generation of bioengineered products. The company's protein platform leverages cell-free protein production and artificial intelligence and couples high-throughput protein manufacturing with the simplicity of e-commerce.,,,,,,,,,,,,,"Artificial Intelligence (AI), Biotechnology, Data and Analytics, Health Care, Science and Engineering, Software",2,"Richard Murray, Zachary Sun",11-50,6,Early Stage Venture,2024-03-12,11400000,USD,11400000,Series A,11400000,USD,11400000,Series A,35106003,USD,35106003,36608498,USD,36608498,"Fifty Years, National Science Foundation, Prosus Ventures, Social Capital, KdT Ventures",4,11
Wuwen Xinqiong,https://www.crunchbase.com/organization/wuwen-xinqiong,"Artificial Intelligence (AI), Cloud Computing, Electronics","Beijing, Beijing, China",Wuwen Core Dome is dedicated to providing AGI computing power solutions based on its large model energy efficiency optimization tools.,"8,981",Asia-Pacific (APAC),,,,Active,2023-01-01,year,,,,,,https://www.infini-ai.com/,,,,,,,,,"Wuwen Core Dome is dedicated to providing AGI computing power solutions based on its large model energy efficiency optimization tools, with the goal of resolving the challenge of efficient and unified deployment of large model algorithms to large computing power chips.",,,,,,,,,,,,,"Artificial Intelligence (AI), Consumer Electronics, Data and Analytics, Hardware, Internet Services, Science and Engineering, Software",,,11-50,3,,2024-08-06,,,,Venture - Series Unknown,,,,Venture - Series Unknown,450000000,CNY,62017641,450000000,CNY,62017641,"Zhipu AI, Tencent, Qiming Venture Partners, Sequoia Capital China, Baidu",,14
Allure Security Technology,https://www.crunchbase.com/organization/allure-security-technology-inc,"Artificial Intelligence (AI), Big Data, Cloud Security, Cyber Security, Mobile, Risk Management, Software","Waltham, Massachusetts, United States",Allure uses artificial intelligence to develop an anti-phishing solution that defends enterprise customers from cyber attacks.,"9,136","Greater Boston Area, East Coast, New England",,,$10M to $50M,Active,2009-01-01,year,,,,,For Profit,http://www.alluresecurity.com,https://twitter.com/AllureSecurity,,https://www.linkedin.com/company/alluresecurity/,info@alluresecurity.com,(877) 669-8883,14,,,"Allure uses artificial intelligence to develop an anti-phishing solution that defends enterprise customers from cyber attacks. Allure detects phishing campaigns in near real-time from the first customer attack. It identifies which customers are being phished, devalues anything the cybercriminal may have stolen from the customer, and assists the enterprise in destroying the malicious site by taking it down.  It was developed with $10M in DARPA funding by a team of Columbia University scientists. It is headquartered in Waltham, Massachusetts.",,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Mobile, Privacy and Security, Professional Services, Science and Engineering, Software",2,"Angelos Keromytis, Salvatore Stolfo",11-50,6,Early Stage Venture,2024-04-03,10000000,USD,10000000,Series A,10000000,USD,10000000,Series A,37973204,USD,37973204,37973204,USD,37973204,"Curql, Greycroft, Zetta Venture Partners, Glasswing Ventures, Impellent Ventures",3,10
Etched.ai,https://www.crunchbase.com/organization/etched-ai,"Artificial Intelligence (AI), Computer, Hardware","San Francisco, California, United States","Etched.ai is an AI chip startup that develops Sohu, a chip designed specifically for running transformer models.","9,668","San Francisco Bay Area, West Coast, Western US",,,,Active,2022-01-01,year,,,,,For Profit,https://www.etched.com,,,https://www.linkedin.com/company/etched-ai,info@etched.ai,,17,,,"Etched.ai is the developer of Sohu, an AI chip optimized for transformer models. By embedding the transformer architecture into its chips, Etched.ai is pioneering the creation of the  servers for transformer inference.",,,,,,,,,,,,,"Artificial Intelligence (AI), Consumer Electronics, Data and Analytics, Hardware, Science and Engineering, Software",3,"Chris Zhu, Gavin Uberti, Robert Wachen",11-50,3,Early Stage Venture,2024-06-25,120000000,USD,120000000,Series A,120000000,USD,120000000,Series A,125360000,USD,125360000,125360000,USD,125360000,"Peter Thiel, Balaji Srinivasan, Primary Venture Partners, Hummingbird Ventures, Amjad Masad",2,20
Magic Leap,https://www.crunchbase.com/organization/magic-leap,"Augmented Reality, Computer Vision, Generative AI, Video, Wearables","Plantation, Florida, United States",Magic Leap is a proprietary wearable technology that enables users to interact with digital devices in a completely visually cinematic way.,"10,236","Greater Miami Area, East Coast, Southern US",,33313,$500M to $1B,Active,2010-01-01,year,,,,,For Profit,http://magicleap.com,http://www.twitter.com/magicleap,https://www.facebook.com/magicleap,http://www.linkedin.com/company/magic-leap-inc-,info@magicleap.com,9548897010,"1,848",,Unicorn,"Magic Leap is a proprietary wearable technology that enables users to interact with digital devices in a completely visually cinematic way. Magic Leap is an Augmented Reality US-based startup that is innovating in the AR space to create new hardware and software that will give its users a never-before-seen AR experience and redefine how they access screens and visualize data. The headset combines a user's inherent visual ability with mobile computing – giving visual output equivalent to real-world experience but powered by mobile tech. Using their Dynamic Digitized Lightfield Signal, they generate images indistinguishable from real objects and place those images seamlessly into the real world.",,,,3,3,2,2,,,,,,"Artificial Intelligence (AI), Consumer Electronics, Hardware, Media and Entertainment, Software, Video",2,"Brian Schowengerdt, Rony Abovitz",1001-5000,12,,2024-01-17,590000000,USD,590000000,Debt Financing,500000000,USD,500000000,Venture - Series Unknown,3478500000,USD,3478500000,4068500000,USD,4068500000,"Fidelity, JP Morgan Chase, Morgan Stanley, Google, Alibaba Group",6,27
Understory,https://www.crunchbase.com/organization/understory,"Analytics, Artificial Intelligence (AI), Big Data, InsurTech","Madison, Wisconsin, United States",Understory is an insurance company that develops smart weather station micro-grids.,"10,590","Great Lakes, Midwestern US",,53703,$1M to $10M,Active,2012-01-01,year,,,,,For Profit,http://understoryweather.com,http://twitter.com/UnderstoryWx,https://www.facebook.com/shineweatherapp/,https://www.linkedin.com/company/understoryinc,info@understoryweather.com,608-416-7752,55,,,"Understory is a  weather infrastructure and analytics company that detects rain, hail, wind, and other weather events directly at the earth’s surface, where the risk to life and property is greatest. Understory builds and operates weather networks that are comprised of patented RTi weather stations, which are full-stack, rugged, tamper-proof, maintenance-free, precision weather solutions. The stations measure 50,000 times a second and power a cloud-based artificial intelligence core that stitches the measurements together to provide an unprecedented understanding of weather events. These weather networks have completely wireless data transmission and provide research-grade hail, wind, rainfall, temperature, humidity, evapotranspiration, and growing degree unit accuracy at a fraction of the cost of any other solution on the market. Understory’s technology has been perfected for worldwide deployment and is posed to radically change the way weather is understood globally. It was founded in 2012 and is currently based in Madison, Wisconsin.",,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Science and Engineering, Software",3,"Alex Kubicek, Alexander Jacobs, Bryan Dow",11-50,9,Early Stage Venture,2024-06-05,15000000,USD,15000000,Series A,15000000,USD,15000000,Series A,57844827,USD,57844827,57844827,USD,57844827,"gener8tor, Revolution’s Rise of the Rest Seed Fund, RRE Ventures, Bolt, Prelude Ventures",3,15
Harbinger Health,https://www.crunchbase.com/organization/harbinger-health,"Artificial Intelligence (AI), Biotechnology, Health Care, Health Diagnostics","Cambridge, Massachusetts, United States",Harbinger Health is a biotechnology company that develops a two-tier testing model for the detection of early cancer with a blood test.,"10,711","Greater Boston Area, East Coast, New England",,02138,$10M to $50M,Active,2018-01-01,year,,,,,For Profit,https://harbinger-health.com,https://twitter.com/HarbingerHlth,,https://www.linkedin.com/company/harbinger-health,,,20,,,"Harbinger Health is a biotechnology company that develops a two-tier testing model for the detection of early cancer with a blood test. The company combines artificial intelligence with insights into the biology of the beginnings of cancer to identify cancer before it is visible or symptomatic with the aim of developing low-cost, multi-cancer blood tests.",,,,,,,,,,,,,"Artificial Intelligence (AI), Biotechnology, Data and Analytics, Health Care, Science and Engineering, Software",,,101-250,2,Early Stage Venture,2023-09-28,140000000,USD,140000000,Series B,140000000,USD,140000000,Series B,190000000,USD,190000000,190000000,USD,190000000,"Flagship Pioneering, M&G Investments, Pictet Private Equity Investors S.A., Modi Ventures, Partners Investment",1,6
