Organization Name,Organization Name URL,Full Description,Industries,Headquarters Location,Description,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Exit Date,Exit Date Precision,Trademarks Registered,Monthly Visits,Active Tech Count,Total Products Active,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Downloads Last 30 Days,Most Popular Patent Class,Most Popular Trademark Class,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Number of Funding Rounds,Last Funding Date,Headquarters Regions,Estimated Revenue Range,Top 5 Investors,Most Recent Valuation Range,Date of Most Recent Valuation,Patents Granted,IPO Status,Postal Code,Founded Date,Founded Date Precision,Company Type,Website,LinkedIn,Number of Exits,Number of Exits (IPO),Industry Groups,Number of Founders,Founders,Number of Employees,Funding Status,Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Equity Funding Type,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,CB Rank (Organization),CB Rank (Company),Hub Tags,Number of Sub-Orgs,Diversity Spotlight (US Headquarters Only),Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Investments,Number of Diversity Investments,Number of Lead Investments,Accelerator Program Type,Accelerator Application Deadline,Accelerator Duration (in weeks)
Datatron,https://www.crunchbase.com/organization/datatron,"The Datatron is an enterprise-grade, production-proven Reliable AI™ platform (cloud or on-prem) that enables businesses to easily, accurately, and rapidly operationalize, monitor, and govern AI and ML models in production. Its centralized and decoupled AI ModelOps and Model Governance products help organizations in diverse global environments streamline and standardize changes, monitor model performance, and correct for model degradation or decay while supporting AI/ML models built in any language, library, or stack. Industry leaders in the Fortune 100 rely on the Datatron to operationalize and govern AI solutions at scale, producing predictable, profitable, and explainable business outcomes with AI. Founded in 2016, Datatron is a privately held, venture-backed company headquartered in San Francisco, Calif. For more information, please visit https://datatron.com or follow on Twitter @datatron.","Analytics, Artificial Intelligence (AI), Infrastructure, Machine Learning, Software","San Francisco, California, United States",Datatron provides a SuperBowl-proven MLOps platform for all AI/ML models in production.,12100000,USD,12100000,,,0,"6,472",22,19,12100000,USD,12100000,,Computing; Calculating,,12100000,USD,12100000,3,2022-01-21,"San Francisco Bay Area, West Coast, Western US",$1M to $10M,"MassChallenge, Phil Bronner",$1M to $10M,2017-07-12,3,Private,94107,2016-01-01,year,For Profit,https://www.datatron.com,https://www.linkedin.com/company/datatron-io/,,,"Artificial Intelligence (AI), Data and Analytics, Other, Science and Engineering, Software",2,"Harish Doddi, Jerry Xu",11-50,Seed,Seed,12100000,USD,12100000,Seed,1,2,,,"26,296","26,231",,,,,,,,,,,,
Kalido,https://www.crunchbase.com/organization/kalido-2,"Kalido matches enterprise workforce skills to people, teams, projects, and jobs. Their artificial intelligence revolutionizes internal recruitment and deployment by matching employees to the teams, projects, and roles. They create an alumni network to build a community of skilled people.","Artificial Intelligence (AI), Collaboration, Employment, Human Resources, Information Technology, Machine Learning, Recruiting, SaaS","London, England, United Kingdom","Kalido is an AI-powered platform that matches workforce skills to people, teams, projects, and jobs.",12100000,USD,12100000,,,,"1,033",70,15,12100000,USD,12100000,,,,2000000,USD,2000000,4,2019-08-08,"Europe, Middle East, and Africa (EMEA)",$1M to $10M,HCL Technologies,,,,Private,N120DR,2014-01-01,year,For Profit,https://www.kalido.me,https://www.linkedin.com/company/getkalido,,,"Administrative Services, Artificial Intelligence (AI), Data and Analytics, Information Technology, Other, Professional Services, Science and Engineering, Software",3,"Ashvin Sologar, Sanjay Varma, Vikas Sagar",11-50,,Corporate Round,2000000,USD,2000000,Corporate Round,1,1,,,"29,372","29,299",,,,,,,,,,,,
Pulse Evolution,https://www.crunchbase.com/organization/pulse-evolution-corporation,"Pulse Evolution Corporation offers augmented reality, artificial intelligence, and virtual reality. It specializes in electronic and mobile communication, social media, video games, and virtual reality. It believes that Future digital humans will provide a relatable human interface for artificial intelligence applications. The company was founded in 2012 and headquartered in Port Saint Lucie, Florida.","Artificial Intelligence (AI), Computer, Digital Entertainment, Human Computer Interaction","Port Saint Lucie, Florida, United States","Pulse Evolution offers augmented reality, artificial intelligence, and virtual reality.",12100000,USD,12100000,2014-10-03,day,,,2,8,12100000,USD,12100000,,,,10000000,USD,10000000,2,2016-02-08,"East Coast, Southern US",Less than $1M,"Original Force, Shanghai U9 Game",,,,Delisted,34987,2012-01-01,year,For Profit,http://www.pulse.co,https://www.linkedin.com/company/pulse-evolution-corporation/,,,"Artificial Intelligence (AI), Consumer Electronics, Data and Analytics, Design, Hardware, Media and Entertainment, Science and Engineering, Software",3,"Frank Patterson, Jim Berney, John Textor",11-50,M&A,Post-IPO Equity,10000000,USD,10000000,Post-IPO Equity,,2,,Was Acquired,"115,093","114,192",,,,,,,,,,,,
Corona Optical Systems,https://www.crunchbase.com/organization/corona-optical-systems,"Corona Optical Systems is a Midwest-based high-technology company with headquarters in Lombard, Illinois. Additional facilities are located in Eau Claire, Wisconsin and San Jose, California. Corona's key technologies focus on high-speed optoelectronic components and subsystems for carrier-class equipment. Founded in February 2000, Corona is a privately held, venture capital funded corporation. Following an initial angel round, Corona completed its first institutional investment round in March 2001. Funds raised in this Series A round totaled $12.4 Million. Led by Intel Capital, this round included Chicago based venture capital firm KB Partners, Madison, Wisconsin based Venture Investors and the Geometry Group of New York City.","Information Technology, Innovation Management, Intelligent Systems, Manufacturing","Lombard, Illinois, United States","Corona Optical Systems develop innovative, high-speed optoelectronic components and subsystems.",12100000,USD,12100000,2004-07-16,day,,,1,,12100000,USD,12100000,,,,12100000,USD,12100000,1,2001-03-16,"Greater Chicago Area, Great Lakes, Midwestern US",,"KB Partners, Venture Investors, Intel Capital",,,,Private,60148,2000-01-01,year,For Profit,http://www.coronasys.com,https://www.linkedin.com/company/corona-optical-systems/about/,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Manufacturing, Professional Services, Science and Engineering",,,11-50,M&A,Series A,12100000,USD,12100000,Series A,2,3,,Was Acquired,"490,144","473,925",,,,,,,,,,,,
Smart Earth,https://www.crunchbase.com/organization/smart-earth,"Smart Earth develops a digital twin platform using a range of artificial intelligence, cloud computing, big data, and other technologies. They provide solutions such as urban digital twins, industrial digital twins, and mobility digital twins. The company's contact modes are mail, phone, and physical address.","3D Technology, Artificial Intelligence (AI), Big Data","Haidian, Beijing, China",Smart Earth provides industry users with digital twin services.,83000000,CNY,12084048,,,,,14,,83000000,CNY,12084048,,,,50000000,CNY,7064841,4,2019-10-17,Asia-Pacific (APAC),,"China Capital Management, Orient Securities, Henan Hanwei Electronics, Beijing Tuxiang Technology, Chunxin Zhangying Investment",,,,Private,,2004-01-01,day,For Profit,http://www.smartearth.cn/,,,,"Artificial Intelligence (AI), Data and Analytics, Hardware, Science and Engineering, Software",1,Junwei Liu,501-1000,,Venture - Series Unknown,50000000,CNY,7064841,Venture - Series Unknown,3,5,,,"68,442","68,109",,,,,,,,,,,,
GXC,https://www.crunchbase.com/organization/gxc-inc,"GXC is a game platform. Game Round (G.Round) - Global Game Community-driven, Big-data Business Platform Global Top Round(GTR) - a Top-tier Game Startup Accelerator, has invested and supported 62 game studios worldwide via its GTR Accelerator program, the program that inducts 10 new game studios every year. Round Ventures - A VC fund company that promotes successful game investment based on team execution power and user preference/sales forecast data","Artificial Intelligence (AI), Big Data, Console Games, Developer Platform, Online Games, PC Games, Video Games","Jeju, Cheju-do, South Korea","GXC is holding company which has world wide subsidiaries in the field of Game Testing Platform, Game Accelerator, Venture Capital",12410000,USD,12410000,,,1,,,,12030000,USD,12030000,,,Scientific and electric apparatus and instruments,750000,USD,750000,6,2023-09-30,Asia-Pacific (APAC),,"Korea Development Bank, Hana Financial Investment, Korea Credit Guarantee Fund, DS Asset Management, Enlight Ventures",,,0,Private,,2018-07-02,day,For Profit,https://gxc.games/,,,,"Artificial Intelligence (AI), Data and Analytics, Gaming, Science and Engineering, Software",1,Jung Suk Woo,51-100,Early Stage Venture,Series A,750000,USD,750000,Series A,4,14,,,"112,439","111,596",,4,,,Late Stage Venture,3,3,,1,,,
Brew,https://www.crunchbase.com/organization/getbrew,"Brew is a strategic marketing platform that measures the impact of all of a company’s marketing activities and provides the insights to drive commercial success.   With Brew companies can finally measure everything they do, even the historically unmeasurable, like brand and messaging. Competitively, companies get a complete understanding of what is happening across their market, identifying the gaps and opportunities that are key to drive market leadership. An established team of engineers, data experts and business leaders, who have collaborated, built and delivered multi-billion dollar projects over the past 15 years. Bringing together best-in-class data science, project management and teamwork, they have established an agile and exceptional team, finding new solutions to answer key marketing questions, previously unattainable to the broader market.","Analytics, Business Intelligence, Enterprise Software, Market Research, Marketing, Natural Language Processing, Predictive Analytics, SaaS, Software","Tel Aviv, Tel Aviv, Israel",Brew is a strategic marketing platform that measures the impact all of a company's marketing efforts to drive commercial success,12000000,USD,12000000,,,0,,27,33,12000000,USD,12000000,,Computing; Calculating,,12000000,USD,12000000,2,2022-03-22,"Europe, Middle East, and Africa (EMEA), Middle East",Less than $1M,"Aleph, MizMaa Ventures, Gefen Capital",,,1,Private,,2019-06-01,day,For Profit,http://getbrew.com,https://www.linkedin.com/company/getbrew,,,"Artificial Intelligence (AI), Data and Analytics, Design, Sales and Marketing, Software",4,"Gabriel Amram, Maayan Levy, Raviv Ventura, Ronen Idrisov",11-50,Seed,Seed,12000000,USD,12000000,Seed,2,3,,,"25,944","25,882",,,,,,,,,,,,
Synesis One,https://www.crunchbase.com/organization/synesis-one,"Synesis One provides a play-to-earn model on the Solana blockchain that develops games on the frontend to incentivize users and on the backend creates datasets that train AI. This fully functional system has already been integrated with its beneficiary, Mind AI, which relies on natural language reasoning to produce conversational AI systems. With customers already lined up, Synesis One's key appeal is its ability to attract other projects that will pay to use their AI solutions within the blockchain space and across different industries.","Artificial Intelligence (AI), Marketplace","San Francisco, California, United States",Synesis One is the DAO for data yield farming and an NFT data marketplace for AI.,12000000,USD,12000000,,,,"9,941",11,,12000000,USD,12000000,,,,2500000,USD,2500000,2,2022-06-14,"San Francisco Bay Area, West Coast, Western US",,"Yield Guild Games, Efficient Frontier, Tradecraft Capital, NGC Ventures, MV Global",,,,Private,,,,For Profit,https://www.synesis.one/,https://www.linkedin.com/company/synesisone,,,"Artificial Intelligence (AI), Commerce and Shopping, Data and Analytics, Science and Engineering, Software",3,"David Saccon, Joshua Hong, Paul Lee",11-50,,Venture - Series Unknown,2500000,USD,2500000,Venture - Series Unknown,,30,,,"30,620","30,541",,,,,,,,,,,,
Braid Health,https://www.crunchbase.com/organization/braid-health,"Braid Health is a digital health innovation company that develops an AI-powered diagnostic collaboration platform that improves the speed, quality, and workflow of radiologists and healthcare providers. Braid Health empowers radiologists and healthcare providers to deliver diagnoses for any patient, anywhere.","Artificial Intelligence (AI), Health Care, Health Diagnostics","San Francisco, California, United States",Braid Health develops an AI-powered diagnostic collaboration platform that supports radiologists and healthcare providers.,12000000,USD,12000000,,,2,,53,,12000000,USD,12000000,,Electric Communication Technique,Scientific and electric apparatus and instruments,,,,3,2021-01-01,"San Francisco Bay Area, West Coast, Western US",$1M to $10M,"Room40 Ventures, Lux Capital, Bossanova Investimentos, Village Global, 01 Advisors",,,3,Private,,2018-01-01,day,For Profit,https://braid.health/,https://www.linkedin.com/company/braid-health/,,,"Artificial Intelligence (AI), Data and Analytics, Health Care, Science and Engineering, Software",2,"Alessandro Sabatelli, Kevin Quennesson",11-50,,Venture - Series Unknown,,,,Venture - Series Unknown,1,5,,,"31,772","31,686",,,,,,,,,,,,
ServiceAide,https://www.crunchbase.com/organization/serviceaide,"As a leader in the Forrester New Wave for Standalone Chatbots for IT Operations report,  ServiceAide is providing the latest AI and Automation innovations to Service and Support Management (ITSM and ESM) for businesses worldwide.","Artificial Intelligence (AI), Chatbot, Information Technology, IT Management, Service Industry","San Jose, California, United States","Virtual Agent (Chatbot, AIOPS and Automation) innovation for Service and Support Management",12000000,USD,12000000,,,,"71,825",50,23,12000000,USD,12000000,,,,12000000,USD,12000000,1,2016-11-29,"San Francisco Bay Area, Silicon Valley, West Coast",$10M to $50M,Arrowroot Capital Management,$10M to $50M,2016-11-29,,Private,95134,2016-09-01,day,For Profit,http://www.serviceaide.com,https://www.linkedin.com/company/serviceaide-inc/,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Other, Science and Engineering, Software",2,"Bill Guinn, Wai Wong",101-250,,Venture - Series Unknown,12000000,USD,12000000,Venture - Series Unknown,1,1,2,Made Acquisitions,"33,294","33,199",,,,,,,,,,,,
Kizen,https://www.crunchbase.com/organization/kizen,"Kizen helps sales, marketing, and operations teams drive higher productivity, revenues, and profitability. Kizen’s no-code, enterprise-grade platform makes it easy and affordable for any company to integrate all their data, leverage intelligent automation, generate actionable insights, and collaborate better. By unburdening teams of complicated systems and dependency on programmers, Kizen transforms how work gets done to unlock greater speed and value across every business.","Artificial Intelligence (AI), Big Data, CRM, Marketing Automation, Sales Automation","Austin, Texas, United States","Kizen is a no-code and enterprise-grade CRM, insights, and operations platform.",12000000,USD,12000000,,,,"1,140",25,16,12000000,USD,12000000,,,,12000000,USD,12000000,1,2022-09-13,Southern US,$1M to $10M,,,,,Private,78759,2018-01-01,day,For Profit,https://kizen.com,https://www.linkedin.com/company/growwithkizen/,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Sales and Marketing, Science and Engineering, Software",2,"John Winner, Scott Turner",11-50,Seed,Seed,12000000,USD,12000000,Seed,,,,,"33,455","33,360",,,,,,,,,,,,
Dathena Science,https://www.crunchbase.com/organization/dathena-science,"Dathena Science has been​ founded with a vision of bringing a new paradigm to privacy and data security protection. In an ever-growing information flow.  Enterprises around the world face the daunting challenge of harnessing, managing and controlling data in a more regulated environment with growing societal expectation with regards to privacy protection. Leveraging the power of latest AI technologies, Dathena is delivering breakthrough solutions with unprecedented efficiency, speed and accuracy to secure the “privacy and data security protection journey” of its clients.","Artificial Intelligence (AI), Big Data, Cyber Security, Machine Learning, Natural Language Processing","Singapore, Central Region, Singapore",Dathena Science is an artificial intelligence-powered data protection and privacy management company based in Singapore.,12000000,USD,12000000,2022-01-10,day,2,,12,19,12000000,USD,12000000,,Computing; Calculating,Scientific and electric apparatus and instruments,12000000,USD,12000000,3,2020-05-13,"Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",$10M to $50M,"Jungle Ventures, MS&AD Ventures, CapHorn Invest, CerraCap Ventures, Seeds Capital",,,3,Private,,2016-01-01,year,For Profit,https://www.dathena.io,https://www.linkedin.com/company/dathena-science/,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Privacy and Security, Science and Engineering, Software",3,"Antoine Matthey-Doret, Christopher Muffat, Tetiana Kodliuk",51-100,M&A,Series A,12000000,USD,12000000,Series A,3,6,,Was Acquired,"42,230","42,092",,,,,,,,,,,,
Navigator,https://www.crunchbase.com/organization/navigator,"Navigator is a teamwork assistant for busy leaders. It helps teams work together by guiding them through an ever-growing collection of best practices, drawn from the research of scholars and experts, as well as their team’s experience working at Apple, IDEO, Stanford’s d.School, and MIT’s Media lab.","Artificial Intelligence (AI), Information Technology, Meeting Software, Productivity Tools, Software","San Francisco, California, United States",Navigator is an AI-enabled assistant designed to help teams work and communicate more efficiently.,12000000,USD,12000000,,,,182,1,,12000000,USD,12000000,,,,12000000,USD,12000000,1,2016-06-20,"San Francisco Bay Area, West Coast, Western US",$1M to $10M,"Designer Fund, #Angels, Drew Houston, SV Angel, CRV",,,,Private,,2016-06-01,month,For Profit,https://navigator.com/,https://www.linkedin.com/company/navigatorhq/,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Messaging and Telecommunications, Science and Engineering, Software",6,"Adam Cue, Gentry Underwood, Scott Cannon, Scott Cannon, Sean Beausoleil, Tony DeVincenzi",11-50,Early Stage Venture,Series A,12000000,USD,12000000,Series A,1,5,,,"50,718","50,523",,,,,,,,,,,,
Inference Solutions,https://www.crunchbase.com/organization/inference-solutions,"Inference Solutions is a global Intelligent Virtual Agent platform provider that enables businesses to leverage the latest conversational AI technology with unmatched choice and flexibility. More than 550 organizations across every vertical use Inference's code-free IVA platform, Inference Studio, to rapidly design and deploy advanced self-service applications over voice, chat and messaging. Inference is resold through leading telecommunications carriers, Unified Communications and Contact Center providers, and is the trusted choice for dozens of service providers seeking to drive more revenue and differentiate themselves with value-added-services.","Artificial Intelligence (AI), Cloud Computing, Information Services, Information Technology, Telecommunications","San Francisco, California, United States",Inference Solutions is a cloud-based Intelligent Virtual Agent platform provider.,20000000,USD,20000000,2020-10-29,day,,,24,16,12000000,USD,12000000,,,,,,,3,2021-09-07,"San Francisco Bay Area, West Coast, Western US",$10M to $50M,"Espresso Capital, PeakSpan Capital",,,,Private,94111,2005-01-01,year,For Profit,http://www.inferencesolutions.com,https://www.linkedin.com/company/inference-solutions,,,"Artificial Intelligence (AI), Data and Analytics, Hardware, Information Technology, Internet Services, Science and Engineering, Software",1,Callan Schebella,51-100,M&A,Seed,,,,Seed,2,2,,Was Acquired,"51,471","51,270",,,,,,,,,,,,
Ainos,https://www.crunchbase.com/organization/ainos-4628,,"Artificial Intelligence (AI), Health Care, Medical Device, Pharmaceutical","San Diego, California, United States","Ainos is a medical technology company that provides low-dose interferon drug solutions, AI-powered medical devices and preventive medicine.",12000000,USD,12000000,2022-08-09,day,0,"1,461",11,,12000000,USD,12000000,,Testing,"Pharmaceutical, veterinary and sanitary products",9000000,USD,9000000,2,2024-05-07,"Greater San Diego Area, West Coast, Western US",$1M to $10M,The Lind Partners,,,3,Public,92108,1984-01-01,year,For Profit,https://www.ainos.com,http://www.linkedin.com/company/ainosinc,,,"Artificial Intelligence (AI), Data and Analytics, Health Care, Science and Engineering, Software",,,11-50,IPO,Post-IPO Equity,9000000,USD,9000000,Post-IPO Equity,,1,,,"53,105","52,889",,,,,,,,,,,,
AI4Bhārat,https://www.crunchbase.com/organization/ai4bhārat,"AI4Bhrat is focused on developing open-source language AI for Indian languages, including datasets, models, and applications.","Artificial Intelligence (AI), Open Source","Chennai, Tamil Nadu, India","AI4Bhrat is focused on developing open-source language AI for Indian languages, including datasets, models, and applications.",12000000,USD,12000000,,,,,,,12000000,USD,12000000,,,,12000000,USD,12000000,1,2023-07-09,Asia-Pacific (APAC),,"Lightspeed Venture Partners, Peak XV Partners",,,,Private,600036,1959-01-01,year,For Profit,https://ai4bharat.iitm.ac.in/,https://www.linkedin.com/company/ai4bharat/,,,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",,,101-250,Seed,Seed,12000000,USD,12000000,Seed,2,2,,,"53,946","53,722",,,,,,,,,,,,
Resemble AI,https://www.crunchbase.com/organization/resemble-ai,Resemble AI creates custom voices using proprietary deep-learning models that can produce realistic speech synthesis. It allows users to transform their voice into the target voice with real-time speech-to-speech. Granular control over every inflection and intonation.,"Artificial Intelligence (AI), Audio, Machine Learning, Media and Entertainment","Toronto, Ontario, Canada",Resemble AI creates custom voices using proprietary deep-learning models that can produce realistic speech synthesis.,12000000,USD,12000000,,,,"742,344",59,22,12000000,USD,12000000,,,,8000000,USD,8000000,4,2023-07-12,Great Lakes,$1M to $10M,"Betaworks, Comcast Ventures, Spacecadet Ventures, Javelin Venture Partners, Ubiquity Ventures",,,,Private,M5G 1L5,2018-01-01,year,For Profit,https://www.resemble.ai,https://www.linkedin.com/company/resembleai,,,"Artificial Intelligence (AI), Data and Analytics, Media and Entertainment, Music and Audio, Science and Engineering, Software",2,"Saqib Muhammad, Zohaib Ahmed",11-50,Early Stage Venture,Series A,8000000,USD,8000000,Series A,2,13,,,"59,347","59,077",,,,,,,,,,,,
Supernormal,https://www.crunchbase.com/organization/supernormal,"SuperNormal is an asynchronous communication tool for remote teams that includes video and screen recording capabilities. Its artificial intelligence automatically transcribes and writes meeting notes, saving hours each day.","Artificial Intelligence (AI), Software","Stockholm, Stockholms Lan, Sweden",Supernormal is an AI platform that writes your meeting notes,12000000,USD,12000000,,,,"450,979",11,18,12000000,USD,12000000,,,,10000000,USD,10000000,2,2023-01-04,"European Union (EU), Nordic Countries, Scandinavia",Less than $1M,"EQT Ventures, Balderton Capital, Acequia Capital (AceCap), byFounders",,,,Private,,2020-01-01,year,For Profit,https://supernormal.com,https://www.linkedin.com/company/supernormalapp/,,,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",2,"Colin Treseler, Fabian Perez",11-50,Seed,Seed,10000000,USD,10000000,Seed,1,4,,,"64,729","64,414",,,,,,,,,,,,
Sigmoid,https://www.crunchbase.com/organization/sigmoid-analytics,"Sigmoid is a Data Solutions company offering best-in-class services in Data Engineering and Data Science. Our 110+ team is strongly driven by the passion to unravel data complexities. We generate actionable insights and translate them into successful business strategies. We leverage our expertise in Open Source and Cloud Technologies to develop innovative frameworks catering to specific client needs. Our unique approach has positively influenced the business performance of our Fortune 1000 clients across the globe. We have a particularly strong presence in Advertising Technology, Retail-CPG and BFSI, wherein we are working with Top-3 players in each of these sectors. We are recognized among the world's most innovative tech companies and have won several awards like the TiE50 Winners (2018) and NASSCOM Emerge 50 (2017), among others.  Backed by Sequoia and Qualcomm Ventures, Sigmoid operates out of California- San Francisco and Santa Clara, New Jersey and Bengaluru, India.","Advertising, Analytics, Artificial Intelligence (AI), Big Data, Data Visualization, Database, Information Technology","San Francisco, California, United States",Sigmoid is a Data Solutions company offering best-in-class services in Data Engineering and Data Science,12000000,USD,12000000,,,1,"37,102",36,19,12000000,USD,12000000,,,Scientific and technological services,12000000,USD,12000000,1,2022-09-14,"San Francisco Bay Area, West Coast, Western US",Less than $1M,Peak XV Partners,,,0,Private,94111,2013-01-01,year,For Profit,http://www.sigmoid.com,https://in.linkedin.com/company/sigmoid-analytics,,,"Advertising, Artificial Intelligence (AI), Data and Analytics, Design, Information Technology, Sales and Marketing, Science and Engineering, Software",3,"Lokesh Anand, Mayur Rustagi, Rahul Singh",501-1000,Early Stage Venture,Series B,12000000,USD,12000000,Series B,1,1,,,"69,413","69,075",,,,,,,,,,,,
Velocidi,https://www.crunchbase.com/organization/velocidi,"Velocidi is a customer data platform (CDP) company headquartered in New York, with offices in Porto, Portugal. We deliver a private CDP deployed in each client’s own infrastructure as if it were built in-house. Velocidi is used by direct-to-consumer (DTC) brands to collect and unify 1st-party customer data, leverage machine learning to predict customer behavior, directly activate audience segments on advertising platforms, and maintain complete ownership and control of their data.","Analytics, Artificial Intelligence (AI), Cloud Data Services, Data Integration, Enterprise Software, Machine Learning, Predictive Analytics, Software","New York, New York, United States",Velocidi is a Private Customer Data Platform (CDP),12000000,USD,12000000,2022-06-28,day,,731,21,69,12000000,USD,12000000,,,,12000000,USD,12000000,1,2016-11-10,"Greater New York Area, East Coast, Northeastern US",$1M to $10M,"Neuberger Berman, Pilot Growth Equity, Matthew Luckett",,,,Private,10010,2009-01-01,year,For Profit,http://www.velocidi.com,https://www.linkedin.com/company/velocidi,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Internet Services, Science and Engineering, Software",2,"David Dunne, Jon Rygh",11-50,M&A,Series A,12000000,USD,12000000,Series A,1,3,1,"Made Acquisitions, Was Acquired","74,346","73,962",,,,,,,,,,,,
actyv.ai,https://www.crunchbase.com/organization/actyv,"Imagine a future where B2B supply chains are revolutionised through embedded finance and insurance.  Say hello to actyv.ai, a cutting-edge B2B SaaS platform with hassle-free partner onboarding, flexible Buy Now Pay Later (BNPL) options and embedded insurance. Powered by artificial intelligence, the company has introduced a game-changing solution to transform the B2B supply chain by democratising financial inclusivity and providing innovative insurance and investment products.  The actyv.ai Offering:   •	actyvGo - Unlock top-line growth through hassle-free digitized partner onboarding and offboarding.  •	actyvScore - AI-driven multidimensional score to find the right business partner.  •	actyvPayLater - Access to purpose-based BNPL payment options for distributors and retailers.   •	actyvInsure - Bite-sized insurance options for distributors and retailers.  •	ActvvInvest - Curated investment products, like digital gold and mutual funds, for business partners to invest surplus working capital.  With these offerings, actyv.ai acts as a one-stop-solution for a diverse range of industries, including FMCG, pharma, energy and utilities, agriculture, infrastructure, and auto. With unique, cross-industry applicability, actyv.ai is vertical-agnostic platform, aimed at fostering seamless B2B interactions. Complete with partner onboarding, embedded finance, BuyNowPayLater options, insurance, and investment products, actyv.ai intends to stay at the forefront of digitalisation for businesses in India and across the globe.  Co-founded by Raghunath Subramanian and Ramkumar Thirumurthi, actyv.ai offers businesses of all sizes the ability to seamlessly interact with supply chain partners and financial institutions on a single platform. This means increased efficiency, profitability, and a smooth supply chain experience from start to finish.","Artificial Intelligence (AI), B2B, FinTech, Information Technology, SaaS","Bengaluru, Karnataka, India","actyv.ai is a cutting-edge B2B SaaS platform with hassle-free partner onboarding, flexible BNPL options, embedded insurance and more.",12000000,USD,12000000,,,,"7,621",44,,12000000,USD,12000000,,,,7000000,USD,7000000,2,2023-01-10,Asia-Pacific (APAC),$10M to $50M,1Digi,,,,Private,560037,2019-04-01,day,For Profit,https://www.actyv.ai/,https://www.linkedin.com/company/actyv/,,,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Information Technology, Other, Science and Engineering, Software",4,"Ambarish Ojha, Raghu Venkat, Raghunath Subramanian, Ramkumar Thirumurthi",101-250,Seed,Seed,7000000,USD,7000000,Seed,1,1,,,"90,743","90,180",,,,,,,,,,,,
Nextail,https://www.crunchbase.com/organization/nextail-labs,"Nextail is a new-generation platform for fashion merchandising. Leveraging advanced analytics and AI, Nextail empowers brands and retailers to sell more with less stock through hyper-local demand forecasting and agile process automation. Founded in October, 2014 by fashion retail experts, the team is currently formed by more than 90 retail, technology and operations professionals and has offices in Spain, Italy, Russia, the UK and the USA. Customers include major global fashion brands and retailers such as River Island, Versace, and Pepe Jeans.","Artificial Intelligence (AI), Enterprise Software, Fashion, Machine Learning, Mobile, Retail Technology, SaaS, Software","Madrid, Madrid, Spain",Nextail is a smart platform for fashion retail merchandising that leverages AI and advanced analytics.,12000000,USD,12000000,,,1,,62,26,12000000,USD,12000000,,,Scientific and electric apparatus and instruments,10000000,USD,10000000,3,2018-06-27,"European Union (EU), Europe, Middle East, and Africa (EMEA)",$10M to $50M,"Nauta Capital, Keen Venture Partners, Bright Pixel (formerly Sonae IM), Realiza Business Angels",,,0,Private,28006,2014-01-01,year,For Profit,http://nextail.co,https://www.linkedin.com/company/4999373,,,"Artificial Intelligence (AI), Clothing and Apparel, Commerce and Shopping, Data and Analytics, Design, Hardware, Mobile, Science and Engineering, Software",3,"Carlos Miragall, Javier Lafuente García, Joaquin Villalba",101-250,Early Stage Venture,Series A,10000000,USD,10000000,Series A,2,4,,,"93,816","93,221",,,,,,,,,,,,
Vevo Therapeutics,https://www.crunchbase.com/organization/vevo-therapeutics,"Vevo Therapeutics, a biotechnology startup, searches for better treatments for more patients using their Mosaic in vivo drug discovery platform and next-generation AI algorithms.","Artificial Intelligence (AI), Biotechnology, Therapeutics","San Francisco, California, United States",Vevo Therapeutics that is combining in vivo data generated at scale with AI to find better targets and drugs to treat more patients.,12000000,USD,12000000,,,0,570,2,,12000000,USD,12000000,,,Scientific and technological services,12000000,USD,12000000,1,2022-12-08,"San Francisco Bay Area, West Coast, Western US",$1M to $10M,"General Catalyst, Wing Venture Capital, Mubadala Capital Ventures, AIX Ventures, Camford Capital",,,0,Private,,2022-01-01,year,For Profit,https://www.vevo.ai,https://www.linkedin.com/company/vevo-therapeutics,,,"Artificial Intelligence (AI), Biotechnology, Data and Analytics, Health Care, Science and Engineering, Software",1,Nima Alidoust,11-50,Seed,Seed,12000000,USD,12000000,Seed,2,5,,,"96,519","95,899",,,,,,,,,,,,
