Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Organization Location,Diversity Spotlight,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Series B - Spartan Radar,https://www.crunchbase.com/funding_round/spartan-radar-series-b--6d9a2837,Spartan Radar,https://www.crunchbase.com/organization/spartan-radar,Series B,17000000,USD,17000000,2023-01-31,Early Stage Venture,,,,Yes,Spartan Software is about seeing more by removing unneeded artifacts from a sensor scan while extracting the most important data,"Automotive, Industrial Automation, Machine Learning, Software","Los Alamitos, California, United States, North America",,https://spartanradar.com/,$1M to $10M,42000000,USD,42000000,Early Stage Venture,3,8VC,"8VC, Alumni Ventures, Gaingels, IronGate Capital Advisors, MaC Venture Capital, Microsoft, Prime Movers Lab",7,4,"194,364"
Post-IPO Equity - Benson Hill,https://www.crunchbase.com/funding_round/benson-hill-biosystems-post-ipo-equity--33ad67a2,Benson Hill,https://www.crunchbase.com/organization/benson-hill-biosystems,Post-IPO Equity,85000000,USD,85000000,2022-03-28,,,,,Yes,Benson Hill is a provider of crop design platform to develop healthier and more sustainable food and ingredients.,"Agriculture, AgTech, Artificial Intelligence (AI), Biotechnology, Machine Learning","St Louis, Missouri, United States, North America",,http://www.bensonhill.com,$100M to $500M,592916489,USD,592916489,IPO,15,,"BlackRock, Grosvenor Food & AgTech",2,,"194,368"
Debt Financing - Leia,https://www.crunchbase.com/funding_round/leia-debt-financing--7c5949e2,Leia,https://www.crunchbase.com/organization/leia,Debt Financing,125000000,USD,125000000,2022-11-03,,,,,No,Leia Inc. is a leading provider of eyewear-free 3D display hardware and software solutions.,"3D Technology, Artificial Intelligence (AI), Hardware, Mobile Devices, Nanotechnology","Menlo Park, California, United States, North America",,https://www.leiainc.com,$10M to $50M,325175000,USD,325175000,Seed,9,Aon,Aon,1,2,"195,045"
Series C - BenchSci,https://www.crunchbase.com/funding_round/benchsci-series-c--66c01ac9,BenchSci,https://www.crunchbase.com/organization/benchsci,Series C,63000000,CAD,49896445,2022-01-24,Late Stage Venture,,,,Yes,BenchSci uses machine learning and artificial intelligence to accelerate biomedical discoveries.,"Artificial Intelligence (AI), Biotechnology, Life Science, Machine Learning, Pharmaceutical","Toronto, Ontario, Canada, North America",,https://www.benchsci.com,Less than $1M,164160477,USD,164160477,Late Stage Venture,10,"Inovia Capital, TCV","Inovia Capital, TCV",2,2,"169,855"
Venture Round - Quantifind,https://www.crunchbase.com/funding_round/quantifind-series-unknown--5df33935,Quantifind,https://www.crunchbase.com/organization/quantifind,Venture - Series Unknown,23000000,USD,23000000,2023-03-01,,,,,Yes,Advanced AI solutions for financial risk management,"Analytics, Artificial Intelligence (AI), Big Data, FinTech, Software","Menlo Park, California, United States, North America",,http://quantifind.com,$1M to $10M,91322408,USD,91322408,,7,DNS Capital,"Citi Ventures, DNS Capital, S&P Global, U.S. Venture Partners, Valor Equity Partners",5,2,"169,977"
Post-IPO Equity - Recursion Pharmaceuticals,https://www.crunchbase.com/funding_round/recursion-pharmaceuticals-post-ipo-equity--6f0c222c,Recursion Pharmaceuticals,https://www.crunchbase.com/organization/recursion-pharmaceuticals,Post-IPO Equity,150000000,USD,150000000,2022-10-25,,,,,Yes,Recursion Pharmaceuticals is a biotech company that develops a drug discovery platform and pipeline with machine learning.,"Artificial Intelligence (AI), Biotechnology, Machine Learning, Pharmaceutical, Software, Therapeutics","Salt Lake City, Utah, United States, North America",,https://www.recursion.com,$10M to $50M,865376000,USD,865376000,IPO,19,Kinnevik,"Baillie Gifford, Invus, Kinnevik, Laurion Capital Management, Mubadala Capital Ventures, Platinum Asset Management",6,,"170,418"
Series B - talpasolutions,https://www.crunchbase.com/funding_round/talpasolutions-series-b--b6f43abf,talpasolutions,https://www.crunchbase.com/organization/talpasolutions,Series B,15000000,EUR,16258277,2023-03-28,Early Stage Venture,,,,Yes,talpasolutions offers a predictive analytics SaaS platform that delivers unparalleled added value for the heavy industries.,"Analytics, Artificial Intelligence (AI), Information Technology, Machine Learning, SaaS, Software","Essen, Nordrhein-Westfalen, Germany, Europe",,http://www.talpasolutions.com,Less than $1M,21000000,EUR,23505744,Early Stage Venture,3,"Bosch Ventures, MIG Capital","Bosch Ventures, F-LOG Ventures, Gruenderfonds Ruhr, Hannover Digital Investments, HTGF | High-Tech Gruenderfonds, MIG Capital, NRW.BANK, Prospect Mining Studio, RAG-Stiftung",9,3,"406,492"
Post-IPO Equity - Meta Materials,https://www.crunchbase.com/funding_round/metamaterial-technologies-inc--post-ipo-equity--35cdc598,Meta Materials,https://www.crunchbase.com/organization/metamaterial-technologies-inc-,Post-IPO Equity,50052916,USD,50052916,2022-06-30,,,,,Yes,Meta Materials is a platform technology company that partners with OEMs across an expanding range of industries.,"Advanced Materials, Artificial Intelligence (AI), CleanTech, Information Technology, Nanotechnology","Dartmouth, Nova Scotia, Canada, North America",,http://www.metamaterial.com,$1M to $10M,172514934,USD,172514934,IPO,12,,,,,"478,885"
Series B - Fairmatic,https://www.crunchbase.com/funding_round/fairmatic-series-b--18ae6279,Fairmatic,https://www.crunchbase.com/organization/fairmatic,Series B,46000000,USD,46000000,2023-03-16,Early Stage Venture,,,,Yes,Fairmatic is an AI-based insurance company that provides commercial auto insurance services.,"Artificial Intelligence (AI), Auto Insurance, Financial Services, Insurance, InsurTech","Sacramento, California, United States, North America",,https://fairmatic.com,$50M to $100M,88000000,USD,88000000,Early Stage Venture,3,Battery Ventures,"Aquiline Technology Growth, Battery Ventures, Bill Tai, Bridge Bank, Foundation Capital, Jerry Yang, Oren Zeev",7,2,"479,672"
Series A - Aporia,https://www.crunchbase.com/funding_round/aporia-technologies-ltd-series-a--0a9b19ef,Aporia,https://www.crunchbase.com/organization/aporia-technologies-ltd,Series A,25000000,USD,25000000,2022-02-23,Early Stage Venture,,,,Yes,The AI Control Platform,"Analytics, Application Performance Management, Big Data, Cloud Data Services, Cloud Infrastructure, Data Visualization, Generative AI, Information Technology, Privacy, Security","San Jose, California, United States, North America",,http://www.aporia.com,$1M to $10M,30000000,USD,30000000,Early Stage Venture,2,Tiger Global Management,"Samsung NEXT, Tal Ventures, Tiger Global Management, TLV Partners, Vertex Ventures",5,2,"238,163"
Series B - Therapixel,https://www.crunchbase.com/funding_round/therapixel-series-b--8fd3957b,Therapixel,https://www.crunchbase.com/organization/therapixel,Series B,15000000,EUR,15568338,2022-05-12,Early Stage Venture,,,,Yes,Therapixel is a software company specialized in artificial intelligence for medical imaging analysis,"Artificial Intelligence (AI), Health Diagnostics, Machine Learning, Medical Device, Software","Nice, Provence-Alpes-Cote d'Azur, France, Europe",,http://www.therapixel.com/,$1M to $10M,26073415,USD,26073415,Early Stage Venture,4,"CapHorn Invest, Crédit Mutuel Innovation","CapHorn Invest, Crédit Mutuel Innovation, Elaia, Fraser, IT-Translation, M Capital Partners, Omnes Capital, Relyens, Région Sud Investissement, Sham, Verve Ventures",11,2,"479,851"
Series D - Exotel,https://www.crunchbase.com/funding_round/exotel-series-d--8f91728f,Exotel,https://www.crunchbase.com/organization/exotel,Series D,40000000,USD,40000000,2022-01-03,Late Stage Venture,,,,Yes,"Exotel is a SaaS company with full stack customer engagement, including contact center software, communications API, and conversational AI.","Cloud Data Services, CRM, Machine Learning, Messaging, Mobile Apps, SaaS, Software, Speech Recognition, Video Chat","Bangalore, Karnataka, India, Asia",,https://exotel.com,$50M to $100M,87294124,USD,87294124,Late Stage Venture,6,Steadview Capital,Steadview Capital,1,2,"238,426"
Venture Round - Nexxiot,https://www.crunchbase.com/funding_round/nexxiot-series-unknown--53501bd9,Nexxiot,https://www.crunchbase.com/organization/nexxiot,Venture - Series Unknown,76000000,CHF,79195375,2022-05-31,,,,,Yes,"Nexxiot is a TradeTech pioneer with a mission to enable easier, safer, and cleaner transportation for all stakeholders in the supply chain.","Artificial Intelligence (AI), Enterprise Software, Information Technology, Internet of Things, Logistics, Software, Supply Chain Management","Zürich, Zurich, Switzerland, Europe",,https://www.nexxiot.com/en,Less than $1M,184080493,USD,184080493,,12,,"Knorr-Bremse, QVIDTVM",2,,"480,743"
Debt Financing - German Bionic,https://www.crunchbase.com/funding_round/german-bionic-systems-debt-financing--3bcb243a,German Bionic,https://www.crunchbase.com/organization/german-bionic-systems,Debt Financing,15000000,EUR,15912080,2022-12-21,,,,,No,German Bionic develops smart exoskeleton technology that people can wear to augment their physical abilities.,"Artificial Intelligence (AI), Industrial Automation, Public Safety, Robotics, Wearables","Augsburg, Bayern, Germany, Europe",,https://www.germanbionic.com,$10M to $50M,64516748,USD,64516748,Early Stage Venture,5,European Investment Bank,European Investment Bank,1,2,"239,499"
Series A - Imbue,https://www.crunchbase.com/funding_round/generally-intelligent-series-a--3cfeabf8,Imbue,https://www.crunchbase.com/organization/generally-intelligent,Series A,20000000,USD,20000000,2022-10-20,Early Stage Venture,,,,Yes,Imbue is a research lab that trains foundational models to develop AI agents.,"Artificial Intelligence (AI), Generative AI, Machine Learning, Robotics","San Francisco, California, United States, North America","Women Founded, Women Led",https://imbue.com,$1M to $10M,232000000,USD,232000000,Early Stage Venture,5,,"Arash Ferdowsi, Astera Institute, Drew Houston, Jonas Schneider, Tom Brown",5,,"384,222"
Series D - SiBionics,https://www.crunchbase.com/funding_round/sibionics-series-d--f4c5768d,SiBionics,https://www.crunchbase.com/organization/sibionics,Series D,500000000,CNY,71612718,2022-12-21,Late Stage Venture,4500000000,CNY,644514466,Yes,SiBionics is a medtech company that engages in the field of chronic disease management.,"Artificial Intelligence (AI), Health Care, Medical Device","Shenzhen, Guangdong, China, Asia",,https://www.sibionics.com/en/,$10M to $50M,226012718,USD,226012718,Late Stage Venture,8,Shanghai Biomedical Industrial Equity Investment Fund,"China New Town Development, Industrial Securities Capital, Next Capital, Shanghai Biomedical Industrial Equity Investment Fund",4,,"221,678"
Series A - Eyenuk,https://www.crunchbase.com/funding_round/eyenuk-series-a--2bcde193,Eyenuk,https://www.crunchbase.com/organization/eyenuk,Series A,26000000,USD,26000000,2022-10-17,Early Stage Venture,,,,Yes,Eyenuk is a medtech company that develops an artificial intelligence screening tool for risk assessment and disease surveillance.,"Artificial Intelligence (AI), Diabetes, Health Care, Health Diagnostics, Medical Device","Woodland Hills, California, United States, North America",,http://www.eyenuk.com,$1M to $10M,47400000,USD,47400000,Early Stage Venture,12,AXA Investment Managers,"A&C Foelsgaard Alternativer ApS, AXA Investment Managers, Kendall Capital Partners, KOFA Healthcare Investments, T&W Medical",5,3,"385,072"
Series A - DigitalOwl,https://www.crunchbase.com/funding_round/digitalowl-series-a--0d2d8ec0,DigitalOwl,https://www.crunchbase.com/organization/digitalowl,Series A,20000000,USD,20000000,2022-01-26,Early Stage Venture,,,,Yes,DigitalOwl is an InsurTech platform using AI to empower insurance professionals to transform complex medical data into actionable insights.,"Insurance, InsurTech, Internet, Life Insurance, Marketing, Natural Language Processing, Software","New York, New York, United States, North America",,http://www.digitalowl.com,$10M to $50M,38513800,USD,38513800,Early Stage Venture,4,Insight Partners,"Fusion, Ibex Investors, Insight Partners",3,1,"222,661"
Corporate Round - Hyphen,https://www.crunchbase.com/funding_round/usehyphen-corporate-round--03efe6c1,Hyphen,https://www.crunchbase.com/organization/usehyphen,Corporate Round,24000000,USD,24000000,2022-07-21,,,,,Yes,Hyphen automates culinary operations for the restaurant and foodservice industry.,"Artificial Intelligence (AI), Industrial Automation, Machine Learning, Restaurants, Robotics, Software","San Jose, California, United States, North America",,https://usehyphen.com/,$1M to $10M,58000000,USD,58000000,,4,Chipotle Mexican Grill,"Chipotle Mexican Grill, Compound, Kitchen Fund, Marc Rowan, Morado Ventures, Pathbreaker Ventures, SC Master Fund, Tiger Global Management",8,1,"223,009"
Venture Round - Insider,https://www.crunchbase.com/funding_round/useinsider-series-unknown--1427750b,Insider,https://www.crunchbase.com/organization/useinsider,Venture - Series Unknown,105000000,USD,105000000,2023-05-24,,1895000000,USD,1895000000,Yes,"Insider enables marketers to connect customer data across channels, predict behavior with AI, and individualize cross-channel experiences.","Analytics, Artificial Intelligence (AI), Digital Marketing, Lead Management, Productivity Tools, SaaS","New York, New York, United States, North America",Women Founded,https://useinsider.com,$10M to $50M,272100000,USD,272100000,,8,,"Esas Private Equity, Qatar Investment Authority",2,2,"149,435"
Series B - BoostUp.ai,https://www.crunchbase.com/funding_round/boostup-ai-sales-intelligence-series-b--1a429a76,BoostUp.ai,https://www.crunchbase.com/organization/boostup-ai-sales-intelligence,Series B,28500000,USD,28500000,2022-03-29,Early Stage Venture,,,,Yes,BoostUp helps companies achieve predictability and scaleable growth through accurate forecasting.,"Accounting, Analytics, Artificial Intelligence (AI), Finance, Information Technology, Machine Learning, Predictive Analytics, Sales, Sales Automation, Software","Santa Clara, California, United States, North America",,https://boostup.ai/,$1M to $10M,56750000,USD,56750000,Early Stage Venture,3,NGP Capital,"Canaan Partners, Emergent Ventures, NGP Capital, Twilio",4,,"223,444"
Private Equity Round - MixMode,https://www.crunchbase.com/funding_round/mixmode-private-equity--e0cd33ab,MixMode,https://www.crunchbase.com/organization/mixmode,Private Equity,45000000,USD,45000000,2022-03-23,Private Equity,,,,Yes,MixMode is a self-supervised AI platform to defend against cyber attacks.,"Artificial Intelligence (AI), Big Data, Cloud Security, Cyber Security, Intrusion Detection, Network Security, Security","Santa Barbara, California, United States, North America",,http://www.mixmode.ai,$1M to $10M,62329000,USD,62329000,Private Equity,6,PSG Equity,"Entrada Ventures, PSG Equity",2,2,"388,710"
Series A - Inworld AI,https://www.crunchbase.com/funding_round/inworld-ai-series-a--d3a5125e,Inworld AI,https://www.crunchbase.com/organization/inworld-ai,Series A,50000000,USD,50000000,2022-08-23,Early Stage Venture,,,,Yes,Inworld AI is a character engine for creating AI NPCs in games and interactive experiences.,"Artificial Intelligence (AI), Gaming, Generative AI, Machine Learning, Virtual Reality","Mountain View, California, United States, North America",,https://inworld.ai,$1M to $10M,125700000,USD,125700000,Early Stage Venture,6,"Intel Capital, Section 32","BITKRAFT Ventures, CRV, First Spark Ventures, Founders Fund, HTC, Intel Capital, Kleiner Perkins, LG Technology Ventures, M12 - Microsoft's Venture Fund, Micron Ventures, NTT DOCOMO Ventures, Section 32, SK, The Venture Reality Fund/VRF",14,6,"389,363"
Series A - Reco,https://www.crunchbase.com/funding_round/reco-67bb-series-a--f5ef554f,Reco,https://www.crunchbase.com/organization/reco-67bb,Series A,30000000,USD,30000000,2022-06-03,Early Stage Venture,,,,Yes,"Reco is an identity-first SaaS security solution that provides full visibility into every app, identity, and action to protect against risk.","Artificial Intelligence (AI), Cyber Security, Generative AI, SaaS, Software","San Francisco, California, United States, North America",,https://www.recolabs.ai/,$10M to $50M,34200000,USD,34200000,Early Stage Venture,2,"Insight Partners, Zeev Ventures","Angular Ventures, boldstart ventures, Crew Capital, cyber club london, Insight Partners, Jibe Ventures, Plug and Play, Zeev Ventures",8,,"227,136"
Series A - Definitive Intelligence,https://www.crunchbase.com/funding_round/definitive-intelligence-series-a--b947e31d,Definitive Intelligence,https://www.crunchbase.com/organization/definitive-intelligence,Series A,19000000,USD,19000000,2022-11-02,Early Stage Venture,,,,Yes,Insights on demand - your personal data analyst for smarter decisions. Discover the power of AI-driven data science.,"Artificial Intelligence (AI), Business Intelligence, Software","Palo Alto, California, United States, North America",,https://definitive.io/,,25500000,USD,25500000,M&A,2,,,,,"227,190"
Series C - Apprentice.io,https://www.crunchbase.com/funding_round/apprentice-series-c--95b38f20,Apprentice.io,https://www.crunchbase.com/organization/apprentice,Series C,65000000,USD,65000000,2023-03-20,Late Stage Venture,,,,Yes,Apprentice.io helps pharmaceutical producers to bring medicine to patients faster by providing one platform to turn molecules into medicine.,"Enterprise Software, Intelligent Systems, Life Science, Manufacturing, Pharmaceutical, Software","Jersey City, New Jersey, United States, North America",Women Founded,http://apprentice.io,$1M to $10M,207000000,USD,207000000,Late Stage Venture,6,ICONIQ Growth,"Alkeon Capital, ICONIQ Growth, Insight Partners",3,1,"229,562"
Series D - HealthJoy,https://www.crunchbase.com/funding_round/healthjoy-series-d--c63d00a5,HealthJoy,https://www.crunchbase.com/organization/healthjoy,Series D,60000000,USD,60000000,2022-10-27,Late Stage Venture,,,,Yes,HealthJoy is a healthcare navigation platform that simplifies the healthcare and benefits experience using AI and personalized guidance.,"Artificial Intelligence (AI), Employee Benefits, Health Care, Hospital, Medical","Chicago, Illinois, United States, North America",,http://www.healthjoy.com,$10M to $50M,108500000,USD,108500000,Late Stage Venture,5,Valspring Capital,"Brandon Cruz, CIBC Innovation Banking, Clint Jones, Endeavour Vision, EPIC Ventures, Health Velocity Capital, Nueterra Capital, U.S. Venture Partners, Valspring Capital",9,2,"582,562"
Post-IPO Equity - Splunk,https://www.crunchbase.com/funding_round/splunk-post-ipo-equity--1cbc9057,Splunk,https://www.crunchbase.com/organization/splunk,Post-IPO Equity,1400000000,USD,1400000000,2022-03-04,,17266000000,USD,17266000000,Yes,"Splunk is a software company that provides operational intelligence software that monitors, reports, and analyzes real-time machine data.","Analytics, Information Technology, Intelligent Systems, Real Time","San Francisco, California, United States, North America",,https://www.splunk.com,$1B to $10B,2440000000,USD,2440000000,M&A,9,Hellman & Friedman,Hellman & Friedman,1,,"385,210"
Series B - Replit,https://www.crunchbase.com/funding_round/replit-series-b--f5ec1fae,Replit,https://www.crunchbase.com/organization/replit,Series B,97400000,USD,97400000,2023-04-25,Early Stage Venture,1062600000,USD,1062600000,Yes,Replit is a browser-based integrated development environment for cross-platform collaborative coding.,"Artificial Intelligence (AI), Cloud Computing, Developer Tools, Information Technology, Software","San Francisco, California, United States, North America","Middle Eastern / North African Founded, Middle Eastern / North African Led, Women Founded",https://replit.com,$1M to $10M,222020000,USD,222020000,,9,Andreessen Horowitz,"Andreessen Horowitz, ARK Ventures, Bloomberg Beta, Coatue, Hamilton Helmer, Khosla Ventures, Naval Ravikant, SV Angel, Y Combinator",9,2,"521,758"
Series F - Contentsquare,https://www.crunchbase.com/funding_round/content-square-series-f--5ec8c0e2,Contentsquare,https://www.crunchbase.com/organization/content-square,Series F,400000000,USD,400000000,2022-07-21,Late Stage Venture,5200000000,USD,5200000000,Yes,"The leader in digital experience analytics, Contentsquare's AI platform provides rich insight into customer behaviors, feelings and intent.","Analytics, Artificial Intelligence (AI), CRM, Data Visualization, Digital Marketing, SaaS","Paris, Ile-de-France, France, Europe",,http://www.contentsquare.com,$1M to $10M,1412000000,USD,1412000000,Late Stage Venture,8,Sixth Street,"BlackRock, Bpifrance, Canaan Partners, Eurazeo, Highland Europe, Kohlberg Kravis Roberts, LionTree, Sixth Street, SoftBank Vision Fund",9,7,"535,118"
Series C - Cognism,https://www.crunchbase.com/funding_round/cognism-series-c--b246689f,Cognism,https://www.crunchbase.com/organization/cognism,Series C,64000000,GBP,87766815,2022-01-13,Late Stage Venture,,,,Yes,Cognism is a B2B sales acceleration software company that provides a marketing and sales acceleration solution.,"Analytics, Artificial Intelligence (AI), Lead Generation, Lead Management, Machine Learning, Marketing Automation, SaaS, Sales Automation, Software","London, England, United Kingdom, Europe",,https://cognism.com,$10M to $50M,126655294,USD,126655294,Late Stage Venture,8,Viking Global Investors,"AXA Venture Partners, Blue Cloud Ventures, Swisscom Ventures, Viking Global Investors, Volution, Volution Capital Management LLC",6,2,"535,580"
Debt Financing - Bright Machines,https://www.crunchbase.com/funding_round/bright-machines-debt-financing--c00c9197,Bright Machines,https://www.crunchbase.com/organization/bright-machines,Debt Financing,32000000,USD,32000000,2022-10-31,,,,,No,"Bright Machines brings together flexible factory robots with intelligent software, production data and machine learning.","Computer, Information Technology, Machine Learning, Manufacturing, Robotics, Software","San Francisco, California, United States, North America",,https://www.brightmachines.com,,437000000,USD,437000000,Late Stage Venture,8,"Hercules Capital, SVB Financial Group","Hercules Capital, SVB Financial Group",2,,"574,445"
Series B - PolyAI,https://www.crunchbase.com/funding_round/poly-ai-series-b--5b43cd7b,PolyAI,https://www.crunchbase.com/organization/poly-ai,Series B,40000000,USD,40000000,2022-09-07,Early Stage Venture,260000000,USD,260000000,Yes,PolyAI develops a machine learning platform for conversational artificial intelligence.,"Artificial Intelligence (AI), Call Center, Customer Service, Enterprise Software, Machine Learning, Software","London, England, United Kingdom, Europe",,https://www.polyai.com,$1M to $10M,116000000,USD,116000000,Late Stage Venture,5,Georgian,"Amadeus Capital Partners, Georgian, Khosla Ventures, Point72 Ventures, Twilio",5,4,"536,326"
Series B - Helm.ai,https://www.crunchbase.com/funding_round/helm-ai-series-b--04baaebf,Helm.ai,https://www.crunchbase.com/organization/helm-ai,Series B,30000000,USD,30000000,2022-02-15,Early Stage Venture,,,,Yes,"Helm.ai develops AI software for driver assistance systems, autonomous driving, and robotics.","Artificial Intelligence (AI), Automotive, Autonomous Vehicles, Machine Learning, Software","Menlo Park, California, United States, North America",,http://www.helm.ai,,155000000,USD,155000000,Late Stage Venture,8,Mando Corporation,Mando Corporation,1,,"381,772"
Series B - skan.ai,https://www.crunchbase.com/funding_round/skan-ai-series-b--12d24891,skan.ai,https://www.crunchbase.com/organization/skan-ai,Series B,40000000,USD,40000000,2022-03-30,Early Stage Venture,,,,Yes,"Skan.ai uses cognitive technologies to map, model, and manage business processes by creating digital twins of human or digital interactions.",Artificial Intelligence (AI),"San Jose, California, United States, North America",,https://www.skan.ai,$1M to $10M,54000000,USD,54000000,Early Stage Venture,3,Dell Technologies Capital,"Cathay Innovation, Citi Ventures, Dell Technologies Capital, Firebolt Ventures, GSR Ventures, Liberty Global Ventures, Zetta Venture Partners",7,,"373,322"
Series A - Worlds,https://www.crunchbase.com/funding_round/worlds-9772-series-a--628dfca6,Worlds,https://www.crunchbase.com/organization/worlds-9772,Series A,21225194,USD,21225194,2023-01-03,Early Stage Venture,,,,Yes,Worlds is an information technology company that offers an AI platform for real-world automation.,"Artificial Intelligence (AI), Information Technology, Logistics, Machine Learning, Supply Chain Management","Dallas, Texas, United States, North America",,https://worlds.io/,$1M to $10M,37965194,USD,37965194,Early Stage Venture,3,Moneta Ventures,"Align Capital, Capital Factory, Chevron Technology Ventures, Green Park & Golf Ventures, Moneta Ventures, Piva Capital",6,2,"373,340"
Venture Round - DataStax,https://www.crunchbase.com/funding_round/datastax-series-unknown--c0aba224,DataStax,https://www.crunchbase.com/organization/datastax,Venture - Series Unknown,115000000,USD,115000000,2022-06-15,,1485000000,USD,1485000000,Yes,DataStax is the real-time data company for Gen AI applications.,"Artificial Intelligence (AI), Data Management, Information Technology, Open Source, Software","Santa Clara, California, United States, North America",,https://www.datastax.com,$100M to $500M,342571788,USD,342571788,,10,GS Growth,"Crosslink Capital, EDBI, GS Growth, Meritech Capital Partners, OnePrime Capital, Rokos Capital Management",6,3,"394,626"
Series D - Pliops,https://www.crunchbase.com/funding_round/pliops-series-d--062f7d4a,Pliops,https://www.crunchbase.com/organization/pliops,Series D,100000000,USD,100000000,2022-08-16,Late Stage Venture,,,,Yes,Pliops is a creator of new category of product that enables cloud and enterprise data centers.,"Analytics, Artificial Intelligence (AI), Big Data, Cloud Data Services, Data Storage, Database, Machine Learning, Product Design, Semiconductor","Abba Hillel, HaDarom, Israel, Asia",,http://www.pliops.com/,$10M to $50M,205000000,USD,205000000,Late Stage Venture,5,Koch Disruptive Technologies,"Alicorn Venture Partners, Intel Capital, Koch Disruptive Technologies, Lip-Bu Tan, SBVA, SK Hynix, State of Mind Ventures",7,3,"607,194"
Series A - EnsoData,https://www.crunchbase.com/funding_round/ensodata-series-a--33cdeb22,EnsoData,https://www.crunchbase.com/organization/ensodata,Series A,20000000,USD,20000000,2022-04-27,Early Stage Venture,,,,Yes,EnsoData is a startup that utilizes artificial intelligence to analyze the human body to diagnose health conditions.,"Analytics, Artificial Intelligence (AI), Health Care, Machine Learning, Software","Madison, Wisconsin, United States, North America","Hispanic / Latine Founded, Hispanic / Latine Led",https://www.ensodata.com,Less than $1M,31050000,USD,31050000,Early Stage Venture,6,Inspire Medical Systems,"Colle Capital Partners, Frederick Robertson, HealthX Ventures, Inspire Medical Systems, Justin Mortara, M25, Supermoon Capital, Venture Investors, Zetta Venture Partners",9,,"373,844"
Series A - Improvado,https://www.crunchbase.com/funding_round/improvado-io-series-a--41647271,Improvado,https://www.crunchbase.com/organization/improvado-io,Series A,22000000,USD,22000000,2022-05-12,Early Stage Venture,,,,Yes,"Data aggregation for Marketers. All your marketing data in one place, without developers.","Advertising, Data Integration, Database, Marketing, Predictive Analytics, Software","San Diego, California, United States, North America",,https://Improvado.io,$10M to $50M,30000000,USD,30000000,Early Stage Venture,4,Updata Partners,Updata Partners,1,1,"395,402"
Debt Financing - Netradyne,https://www.crunchbase.com/funding_round/netradyne-debt-financing--7f489e3c,Netradyne,https://www.crunchbase.com/organization/netradyne,Debt Financing,65000000,USD,65000000,2022-09-07,,,,,No,Netradyne engages in improving fleet safety through computer vision and in-depth data analysis.,"Analytics, Artificial Intelligence (AI), Fleet Management, Location Based Services, Machine Learning","San Diego, California, United States, North America",,http://www.netradyne.com,$1M to $10M,262520546,USD,262520546,Late Stage Venture,5,Silicon Valley Bank,Silicon Valley Bank,1,1,"608,096"
Series A - 7bridges,https://www.crunchbase.com/funding_round/7bridges-series-a--1f9a6e2e,7bridges,https://www.crunchbase.com/organization/7bridges,Series A,17000000,USD,17000000,2022-01-17,Early Stage Venture,,,,Yes,7bridges is a smart logistics platform that delivers visibility and control over logistics processes.,"Artificial Intelligence (AI), Logistics, Productivity Tools, Supply Chain Management","London, England, United Kingdom, Europe",,https://www.the7bridges.com,,20400000,USD,20400000,Early Stage Venture,3,Eight Roads Ventures,"Crane Venture Partners, Eight Roads Ventures, LocalGlobe, Maersk Growth",4,4,"396,237"
Series A - GrayMatter Robotics,https://www.crunchbase.com/funding_round/graymatter-robotics-series-a--ab0b6961,GrayMatter Robotics,https://www.crunchbase.com/organization/graymatter-robotics,Series A,20000000,USD,20000000,2022-08-16,Early Stage Venture,,,,Yes,GrayMatter Robotics provides AI-powered robotic solutions that enhance productivity and efficiency for high-mix manufacturers.,"Artificial Intelligence (AI), Machine Learning, Robotics","Gardena, California, United States, North America",,https://www.graymatter-robotics.com,$10M to $50M,70356000,USD,70356000,Early Stage Venture,5,Bow Capital,"3M New Ventures, B Capital, Bow Capital, Calibrate Ventures, OCA Ventures, Pathbreaker Ventures, Stage Venture Partners, Swift Ventures",8,5,"396,509"
"Series A - Electra Vehicles, Inc.",https://www.crunchbase.com/funding_round/electra-vehicles-series-a--66933feb,"Electra Vehicles, Inc.",https://www.crunchbase.com/organization/electra-vehicles,Series A,21000000,USD,21000000,2023-02-22,Early Stage Venture,,,,Yes,"Electra is a tech start-up that brings the brain to batteries for EVs, fleet, and robotics markets with innovative AI/ML solutions.","Automotive, CleanTech, Energy Storage, Machine Learning, Renewable Energy","Boston, Massachusetts, United States, North America",,http://www.electravehicles.com/,$1M to $10M,25400112,USD,25400112,,6,United Ventures,"Blackberry, Club degli Investitori, LIFTT, Stellantis Ventures, United Ventures",5,2,"376,550"
Venture Round - Metabrain,https://www.crunchbase.com/funding_round/metabrain-series-unknown--d8acc61d,Metabrain,https://www.crunchbase.com/organization/metabrain,Venture - Series Unknown,22653826,USD,22653826,2022-02-11,,,,,Yes,Brain interfaces to bridge the gap between humans and technology.,"Artificial Intelligence (AI), Hardware, Human Computer Interaction, Neuroscience, Software","Saint-mandé, Ile-de-France, France, Europe",,https://www.metabrain.co/,,34137189,USD,34137189,,2,,,,,"559,366"
