Organization Name,Organization Name URL,Full Description,Industries,Headquarters Location,Description,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Exit Date,Exit Date Precision,Trademarks Registered,Monthly Visits,Active Tech Count,Total Products Active,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Downloads Last 30 Days,Most Popular Patent Class,Most Popular Trademark Class,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Number of Funding Rounds,Last Funding Date,Headquarters Regions,Estimated Revenue Range,Top 5 Investors,Most Recent Valuation Range,Date of Most Recent Valuation,Patents Granted,IPO Status,Postal Code,Founded Date,Founded Date Precision,Company Type,Website,LinkedIn,Number of Exits,Number of Exits (IPO),Industry Groups,Number of Founders,Founders,Number of Employees,Funding Status,Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Equity Funding Type,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,CB Rank (Organization),CB Rank (Company),Hub Tags,Number of Sub-Orgs,Diversity Spotlight (US Headquarters Only),Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Investments,Number of Diversity Investments,Number of Lead Investments,Accelerator Program Type,Accelerator Application Deadline,Accelerator Duration (in weeks)
Aimerce,https://www.crunchbase.com/organization/aimerce,,"Digital Marketing, E-Commerce, Predictive Analytics","San Francisco, California, United States",Aimerce is an AI-powered customer intelligence platform designed for ecommerce brands to market smartly and drive more revenue.,5170002,USD,5170002,,,,570,4,,5170002,USD,5170002,,,,5170002,USD,5170002,2,2023-10-27,"San Francisco Bay Area, West Coast, Western US",,,,,,Private,,2023-01-01,year,For Profit,https://aimerce.ai,https://www.linkedin.com/company/aimerce-inc,,,"Artificial Intelligence (AI), Commerce and Shopping, Data and Analytics, Sales and Marketing, Software",2,"Yiqi Wu, Yiqi Wu",1-10,Seed,Seed,5170002,USD,5170002,Seed,,,,,"23,561","23,512",,,Women Founded,,,,,,,,,
vLex,https://www.crunchbase.com/organization/vlex,"vLex is a legal research platform that offers legal content and solutions for the professional, governmental, and academic markets. It has agreements with global publishers such as ProQuest, Gale Cengage Learning, the United Nations Publications, the World Bank Publications, the Commonwealth Secretariat, Oxford University Press, and more than 940 independent publishers worldwide. vLex was founded by Lluís Faus, a law graduate, unable to access legal information updated and quality and his brother Angel Faus, mathematician, in order to provide access to a collection of legal information easily and intuitively. At first, it offered free legal information from Spain and Latin America. Today, the platform has over 80 million pages of content from over 130 countries with accords from over 1,000 publishing houses. vLex’s clients from over 40 countries access more than 50 million legal documents available from its platform. The company is headquartered in Barcelona with additional offices in Madrid, Buenos Aires, Mexico D.F., São Paulo, Caracas, and San Francisco. It was founded in 1998.","Legal, Legal Tech, Natural Language Processing, Predictive Analytics, Search Engine, Semantic Web","Barcelona, Catalonia, Spain","vLex offers the professional, governmental, and academic markets with legal contents and solutions.",4000000,EUR,5167291,,,3,"781,455",90,25,4000000,EUR,5167291,269,,Scientific and technological services,,,,4,2023-04-04,"European Union (EU), Europe, Middle East, and Africa (EMEA)",$10M to $50M,"Criteria Venture Tech, Oakley Capital, Bain Capital Credit",,,0,Private,E08018,1998-10-01,day,For Profit,http://vlex.com,http://www.linkedin.com/company/vlex.com,,,"Artificial Intelligence (AI), Data and Analytics, Internet Services, Professional Services, Software",2,"Angel Faus, Lluis Faus",51-100,Private Equity,Debt Financing,,,,Private Equity,3,3,3,Made Acquisitions,"125,496","124,409",,,,,,,,,,,,
Matchplat,https://www.crunchbase.com/organization/matchplat,"Matchplat offers services in finance, marketing, sales, data analysis, finance, and software development. They have created a platform to perform automated market analysis by fusing artificial intelligence and big data. It combines artificial intelligence with a global database containing information from 400 million businesses operating in 196 countries. The company is able to extract updated and correct data and transform it into research that meets the needs of its customers through sophisticated technological processes. Matchplat's services allow for the reduction of commercial strategy processing times and information accessibility barriers, bringing market analyses within reach of all SMEs.","Analytics, Artificial Intelligence (AI), Information Services, Information Technology, Lead Generation, Machine Learning, Marketing, Supply Chain Management","Bergamo, Lombardia, Italy","Matchplat is a B2B platform that provides software development, data analysis, finance, marketing, and sales services.",4500000,EUR,5160964,,,,"1,930",36,,4500000,EUR,5160964,,,,3500000,EUR,4045826,3,2021-10-07,"European Union (EU), Europe, Middle East, and Africa (EMEA)",$1M to $10M,,,,,Private,24126,2017-01-01,year,For Profit,https://www.matchplat.com/en/,https://www.linkedin.com/company/matchplat/,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Sales and Marketing, Science and Engineering, Software, Transportation",3,"Andrea Gilberti, Elia Calissi, Yuri Sabbadini",51-100,,Venture - Series Unknown,3500000,EUR,4045826,Venture - Series Unknown,,,,,"55,304","55,072",,,,,,,,,,,,
Cognetivity Neurosciences,https://www.crunchbase.com/organization/cognetivity-neurosciences,"Cognetivity Neurosciences is a medical technology company developing an AI platform for early detection of cognitive impairment, dementia and Alzheimer's disease.","Artificial Intelligence (AI), Biotechnology, Health Care, Health Diagnostics, Medical Device, Software","West Point, Georgia, United States","Cognetivity Neurosciences is a Platform technology for early, rapid and easy detection of dementia.",6902271,CAD,5160338,2018-03-20,day,,,46,19,5602271,CAD,4166113,2,,,4502477,CAD,3309392,4,2022-10-28,"East Coast, Southern US",$1M to $10M,"Innovate UK, Rockshield Capital",,,,Public,,2013-01-01,year,For Profit,https://www.cognetivity.com,https://in.linkedin.com/company/cognetivity-limited,,,"Artificial Intelligence (AI), Biotechnology, Data and Analytics, Health Care, Science and Engineering, Software",2,"Seyed-Mahdi Khaligh-Razavi, Sina Habibi",11-50,IPO,Post-IPO Equity,4502477,CAD,3309392,Post-IPO Equity,,2,,,"42,727","42,585",,,,,,,,,,,,
Certiverse,https://www.crunchbase.com/organization/pvalue,"Certiverse is an end-to-end exam development platform using industry-leading psychometric standards, intuitive machine learning, and an innovative, asynchronous, crowdsourced content-creation model.","Crowdsourcing, EdTech, Education, Internet of Things, Machine Learning","Chicago, Illinois, United States","Certiverse leverages proprietary technology and proven, economic-based crowdsourcing models to develop high-quality certification exams.",5150000,USD,5150000,,,3,,1,,4000000,USD,4000000,,,Education; entertainment,150000,USD,150000,6,2023-07-13,"Greater Chicago Area, Great Lakes, Midwestern US",$1M to $10M,"Hyde Park Venture Partners, Chingona Ventures, Zeal Capital Partners, Hunt Companies, Angeles Investors",,,0,Private,60630-2146,2019-05-01,month,For Profit,https://www.enterprise.certiverse.com/,https://www.linkedin.com/company/certiverse,,,"Artificial Intelligence (AI), Data and Analytics, Education, Internet Services, Other, Software",2,"Ruben Garcia, Tyler Meadlin",11-50,Seed,Non-equity Assistance,2000000,USD,2000000,Seed,4,6,,,"26,220","26,156",,,"Hispanic / Latine Founded, Hispanic / Latine Led",,,,,,,,,
Aureus Analytics,https://www.crunchbase.com/organization/aureus-analytics,"AUREUS is the Customer Intelligence & Experience company that enables Insurers to deliver superior Customer Experience leading to greater customer retention, loyalty, and lifetime value. We do this by leveraging Predictive Analytics and Machine learning technologies and delivering actionable insights at the Point of Decision. With powerful features, an easy to use interface, and a subscription based pricing model, Aureus' cloud-based Analytics products enable Insurers & Banks of all sizes leverage vast amounts of internal and external data to deliver a superior experience to their customers. The company is located in Singapore, Hartford & Mumbai.","Analytics, Artificial Intelligence (AI), Insurance, InsurTech, Machine Learning, Predictive Analytics","Hartford, Connecticut, United States",AI Based Analytics Platform for Insurance Carriers,5150000,USD,5150000,,,,"1,400",16,31,5150000,USD,5150000,,,,,,,7,2020-07-01,"East Coast, New England, Northeastern US",$1M to $10M,"Startupbootcamp, Connecticut Innovations, LetsVenture, Plug and Play, Alpine Meridian",,,,Private,06120,2013-04-24,day,For Profit,http://www.aureusanalytics.com,http://www.linkedin.com/company/aureus-analytics,,,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Science and Engineering, Software",3,"Anurag Shah, Ashish Tanna, Nitin Purohit",11-50,Early Stage Venture,Series A,,,,Series A,1,10,,,"43,277","43,132",,,,,,,,,,,,
Dailymealz,https://www.crunchbase.com/organization/dailymealz,"Dailymealz bringing together the best healthy food restaurants in Saudi Arabia and kuwait with skilled inventors to make a great everyday dining experience. Our engineers along with our professional drivers make eating a healthy food every day is simple. The company was founded in 2017 and based in Riyadh, Saudi Arabia.","Food Delivery, Predictive Analytics, Subscription Service","Riyadh, Ar Riyad, Saudi Arabia","Dailymealz is a healthy food subscription app, delivers fresh, healthy, and tasty meals.",5150000,USD,5150000,,,,"136,195",5,,5150000,USD,5150000,"4,155",,,3000000,USD,3000000,3,2022-03-29,"Europe, Middle East, and Africa (EMEA), Gulf Cooperation Council (GCC), Middle East",$1M to $10M,"500 Global, SEEDRA Ventures, HALA Ventures, Saudi Airlines Catering, MLM Investment company",,,,Private,,2017-10-01,day,For Profit,http://dailymealz.com,https://www.linkedin.com/company/dailymealz,,,"Artificial Intelligence (AI), Data and Analytics, Food and Beverage, Other, Software, Transportation",4,"Abdallah Said, Abdelrahman Said, Mohamed ElZalabany, Motaz Abounq",51-100,Seed,Seed,3000000,USD,3000000,Seed,2,6,,,"49,744","49,561",,,,,,,,,,,,
Auk Industries,https://www.crunchbase.com/organization/auk-industries,"The Industrial Internet of Things system is a disruptive end-to-end technology built to provide deep data with ultra-lightweight infrastructure. “Fitbit-for-machines” - Cost-effective universal IoT system can be quickly deployed in minutes onto a diverse range of industrial machines to stream vital machine statistics to the secured cloud platform in real-time. “Lean-ops-in-a-box” - Data gets processed and transformed synchronously using advanced algorithms and state-of-the-art analytics tools to generate powerful and actionable operational insights. “Future-proof” - The robust wireless mesh system is fully scalable up to 10,000 devices and is future-proof through continuous development to include machine learning updates and enable integration with other products in the exciting Industry 4.0 ecosystem.","Industrial, Internet of Things, Machine Learning, Wireless","San Mateo, California, United States",Auk's Industrial IoT system is a scalable end-to-end technology built to provide deep industrial data with ultra-lightweight infrastructure.,5150000,USD,5150000,,,0,"2,256",20,,5150000,USD,5150000,,Computing; Calculating,,3600000,USD,3600000,3,2022-12-01,"San Francisco Bay Area, Silicon Valley, West Coast",$1M to $10M,,,,1,Private,94401,2016-01-01,year,For Profit,https://www.auk.industries/,https://www.linkedin.com/company/auk.industries/,,,"Artificial Intelligence (AI), Data and Analytics, Hardware, Internet Services, Manufacturing, Mobile, Software",4,"Eu Harn Lee, Joseph Lum, Keyang Chen, Samuel Tan",11-50,Early Stage Venture,Series A,3600000,USD,3600000,Series A,,,,,"59,717","59,442",,,,,,,,,,,,
Behold.ai,https://www.crunchbase.com/organization/behold-ai,behold.AI uses state-of-the-art artificial intelligence technologies to help radiologists diagnose radiology scans across all modalities.   behold.AI works with the NHS in the UK to help tackle the ever increasing workload crisis facing radiology departments every day.,"Artificial Intelligence (AI), Computer Vision, Health Care, Information Technology, Machine Learning","London, England, United Kingdom",Radiology using Artificial Intelligence,5148936,USD,5148936,,,2,245,18,30,5148936,USD,5148936,,,Scientific and electric apparatus and instruments,2140000,GBP,2926096,5,2021-01-01,"Europe, Middle East, and Africa (EMEA)",,"gener8tor, ff Venture Capital, Almaworks",,,0,Private,SW1W 9SH,2015-01-01,year,For Profit,http://behold.ai,https://www.linkedin.com/company/behold-ai,,,"Artificial Intelligence (AI), Data and Analytics, Hardware, Health Care, Information Technology, Science and Engineering, Software",2,"Jeet Samarth Raut, Peter Njenga",51-100,Seed,Seed,2140000,GBP,2926096,Seed,1,3,,,"33,580","33,483",,,,,,,,,,,,
QuantCube Technology,https://www.crunchbase.com/organization/quantcube-technology,"Created in July 2013 by two ambitious and passionate entrepreneurs, QuantCube Technology was born out of a desire to use to the fullest extent the potential and the new opportunities offered by Artificial Intelligence and Big Data. What was at the beginning a Fintech startup focusing on the development of the next generation of investment strategies rapidly became over the past six years a cross-sectoral R&D company whose purpose is to create value from all types of data, while being at the forefront of innovation and advocating for an ethical use of the data. While looking at the future of Analytics, they are always keen to take on new challenges, as they did when they decided a couple of years ago to extend their analytics to the Space industry for example.","Analytics, Artificial Intelligence (AI), Finance, Financial Services, FinTech, Information Technology, Software","Paris, Ile-de-France, France",QuantCube Technology is a Fintech startup specialized in real-time Big Data analytics for Finance and Economy.,5135296,USD,5135296,,,2,,30,,5135296,USD,5135296,,,Insurance; financial affairs,,,,4,2022-12-20,"European Union (EU), Europe, Middle East, and Africa (EMEA)",$1M to $10M,"Moody's Investors Service, WILCO, Strategic Development Fund, ESA Business Applications, Five Capital Advisors",,,0,Private,75002,2013-01-01,year,For Profit,http://www.q3-technology.com/,https://www.linkedin.com/company/q3-technology,,,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Information Technology, Science and Engineering, Software",3,"Alexandre Damour, Serge Barbosa, Thanh Long",11-50,Early Stage Venture,Series B,,,,Series B,3,5,,,"47,072","46,911",,,,,,,,,,,,
WeGroup,https://www.crunchbase.com/organization/wegroup,"WeGroup is a Belgian InsurTech company helping insurance brokers to make a better connection with their growing group of digital customers. Thanks to ""Louise"", our 24/7 virtual assistant combining data analytics and robotic automation, clients are serviced faster, better and more personal. Embracing this innovative approach, WeGroup has won over 15 international insurance and technology awards and serves clients such as insurance companies, intermediaries and banks all over Europe. “Thanks to Louise, we are able to focus on what really matters: our clients” Curious to discover more? Go to https://www.wegroup.be","Financial Services, Insurance, InsurTech, Natural Language Processing","Ghent, Oost-Vlaanderen, Belgium",WeGroup is a Belgian InsurTech startup that helps insurance providers all over the world to better connect with their digital customers.,4400000,EUR,5133406,,,2,157,51,,3650000,EUR,4284543,,,Scientific and electric apparatus and instruments,3000000,EUR,3533640,5,2020-07-31,"European Union (EU), Europe, Middle East, and Africa (EMEA)",$1M to $10M,"Truffle Capital, Seeder Fund",,,0,Private,9000,2017-01-01,year,For Profit,https://www.wegroup.be,https://www.linkedin.com/company/wegroup-belgium/,,,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Software",3,"Arvid De Coster, Bjorn Vuylsteker, Rémi Wildschut",11-50,Early Stage Venture,Series A,3000000,EUR,3533640,Series A,1,2,,,"78,683","78,261",,,,,,,,,,,,
uPlanner,https://www.crunchbase.com/organization/u-planner-com,"u-planner is an international technology solutions company for higher education. We seek to improve education by incorporating Data Science concepts such as Big Data and Artificial Intelligence that help optimize and improve the educational system, improving the quality of education that students obtain and their final results.   u-planner’s mission is to empower HEI with innovative technological solutions that allows them to achieve high performance in the execution of their strategic plans. Nowadays, there is a disconnection from what is needed by students, teachers and management.    Today we work in three main product lines which represent some of the biggest needs of HEI, Planning, Assessment and Student Success, in which we can, for example, score students based on their dropout probability with a 95% accuracy. This has represented a huge opportunity, and we are using these and other analytical algorithms to empower education systems with new innovative technology solutions. We have led HEIs to step out of their comfort zone, from outdated Oracle data bases and legacy systems, to analytical business tools, replacing manual processes and intuition, with cutting-edge machine learning algorithms that extract information from raw data; this has allowed institutions to avoid specific investments, leaving the architecture and implementations complexities to the provider as a first approach to a cloud based environment; changing education driving impact and insights for institutions to help students in classrooms of today to create the future of tomorrow.","Artificial Intelligence (AI), Big Data, EdTech, Education, Higher Education, Machine Learning, Secondary Education, Social Impact","Santiago, Region Metropolitana, Chile",Integrating current edTech with our AI based platforms.,5130662,USD,5130662,,,1,"3,459",51,14,5047987,USD,5047987,,,Scientific and technological services,,,,4,2021-07-12,Latin America,$1M to $10M,"Wayra, Acumen LatAm Impact Ventures, Scale Capital",,,0,Private,,2012-01-01,year,For Profit,https://uplanner.com,http://www.linkedin.com/company/2783296,,,"Artificial Intelligence (AI), Data and Analytics, Education, Other, Science and Engineering, Social Impact, Software",5,"Carolina Arce, Cristián Espinoza, JuanPablo Mena, Rodrigo Hernández, PhD, Wilibaldo Bravo",51-100,,Convertible Note,5000000,USD,5000000,Venture - Series Unknown,3,3,,,"49,931","49,747",,,,,,,,,,,,
GOSU Data Lab,https://www.crunchbase.com/organization/gosu-data-lab,"GOSU Data Lab is a company focused on gaming data and AI. Using Machine Learning algorithms, GOSU Data Lab builds the platform that applies the computer’s understanding of the gaming data and helps gamers to play better, trains pro gamers, makes gaming companies analytics better.","Analytics, Artificial Intelligence (AI), Big Data, Machine Learning, Software","Vilnius, Vilniaus Apskritis, Lithuania",GOSU Data Lab is a company focused on gaming data and AI.,5120000,USD,5120000,2021-08-01,month,0,"13,963",16,,5120000,USD,5120000,,Computing; Calculating,,2800000,USD,2800000,4,2019-12-10,"European Union (EU), Europe, Middle East, and Africa (EMEA)",$1M to $10M,"Runa Capital, Ventech, Brighteye Ventures, Taver Capital Partners, Sistema_VC",,,1,Private,,2017-03-01,month,For Profit,http://www.gosu.ai,https://www.linkedin.com/company/gosudatalab/ ,,,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",3,"Alexander Mikheev, Alisa Chumachenko, Peter Romov",11-50,M&A,Series B,2800000,USD,2800000,Series B,2,6,,Was Acquired,"61,893","61,603",,,,,,,,,,,,
Metaspectral,https://www.crunchbase.com/organization/mlvx,"Compression.ai is an information technology company that specializes in the fields of machine learning and web services. The company has developed encoding and decoding capability for images using machine learning, which achieves on-average about 95% compression rates of a raw image without significantly losing its quality.","Artificial Intelligence (AI), Machine Learning","Vancouver, British Columbia, Canada",Metaspectral enables the real-time analysis of ultra-high-resolution imaging,5119000,USD,5119000,,,,,50,,4700000,USD,4700000,,,,,,,5,2023-10-19,,$1M to $10M,"Creative Destruction Lab (CDL), Soma Capital, Victory Square, Government of Canada, Alan Rutledge",,,,Private,V6B 1H6,2018-07-05,day,For Profit,https://metaspectral.com,https://www.linkedin.com/company/35507608/,,,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",2,"Francis Doumet, Migel Tissera",1-10,Seed,Grant,4700000,USD,4700000,Seed,3,15,,,"28,614","28,542",,,,,,,,,,,,
RCE,https://www.crunchbase.com/organization/rce-technologies-inc,"RCE Technologies is an AI-based medical device and technology company that detects the early progression of underlying cardiac muscle injury prior to a heart attack. The company develops wearable technology that allows for the monitoring of cardiac protein biomarkers without the need for a blood draw. The company was founded by Atandra Burman in 2018 and is based in Atlanta, Georgia.","Artificial Intelligence (AI), Health Care, Machine Learning, Medical Device, Wearables","Carlsbad, California, United States",RCE Technologies operates as an AI med-tech company that detects the early-stages of heart attacks.,5117000,USD,5117000,,,,"2,237",37,,,,,103,,,,,,6,2023-07-14,"Greater San Diego Area, West Coast, Western US",$1M to $10M,Cedars-Sinai Accelerator,,,,Private,92008,2018-07-01,month,For Profit,https://rce.ai,https://www.linkedin.com/company/rcetechnologies,,,"Artificial Intelligence (AI), Consumer Electronics, Data and Analytics, Hardware, Health Care, Science and Engineering, Software",1,Atandra Burman,1-10,,Non-equity Assistance,,,,,1,1,,,"40,171","40,045",,,,,,,,,,,,
Shepherd Network,https://www.crunchbase.com/organization/shepherd-network-ltd,"Shepherd Network uses predictive analytics and machine learning to monitor connected building systems and alert users to potential losses. Shepherd provides insight, empowers the decision making, and guards against operational disruption, transforming how owners manage their property’s performance; driving down emissions, running costs, and system failure risks.","Analytics, Building Maintenance, Information Technology, Machine Learning, Smart Building","Oxon Hill, Maryland, United States",Shepherd Network uses predictive analytics and machine learning to monitor connected building systems and alert users to potential losses.,5115236,USD,5115236,,,,,11,21,5115236,USD,5115236,,,,1100000,GBP,1355454,4,2020-04-22,"Washington DC Metro Area, East Coast, Southern US",Less than $1M,"Founders Factory, Earthworm Group",,,,Private,,2015-03-01,day,For Profit,https://shprd.com,https://www.linkedin.com/company/shepherd-network-ltd/,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Real Estate, Software",1,Will Brocklebank,1-10,,Venture - Series Unknown,1100000,GBP,1355454,Venture - Series Unknown,2,2,,,"105,899","105,143",,,,,,,,,,,,
Taliaz,https://www.crunchbase.com/organization/taliaz,"Taliaz is revolutionizing the treatment and management of mental health disorders with PREDICTIX.  PREDICTIX is a CE registered product that provides an advanced decision support software for psychiatrists and general practitioners. Harnessing artificial intelligence (AI), PREDICTIX can enable easy, effective and rapid patient assessment, improved prescribing precision and management for a wide range of mental health conditions.  PREDICTIX understands that mental health disorders are multifaceted and unique. Combining data science with machine learning, PREDICTIX translates complex genetic, metabolic, demographic and clinical data into an easy-to-use assessment and prescribing support tool. Starting in the field of depression where the right antidepressant is only prescribed in 49% of cases (Chekroud et al., 2016), PREDICTIX improves treatment prescribing accuracy by 47% to achieve 72% prescribing accuracy*.  PREDICTIX PRODUCTS  -	PREDICTIX Digital – 30% improvement in prescribing accuracy*. Combines AI analysis of patients’ clinical and demographic data to support doctor prescribing decisions.   -	PREDICTIX Genetics – 47% improvement in prescribing accuracy*. Further optimizes treatment decisions by combining a patient’s DNA analysis with AI.   PREDICTIX is an ideal software solution for payors, providers, DNA laboratories and telemedicine providers to improve patient outcomes, reduce costs and expand service offerings in the mental health space. PREDICTIX is commercially available in Europe.  Learn more at predictix.ai.   *Based on a retrospective analysis of four STAR*D study medications. STAR*D is one of the world’s largest prospective studies for optimal antidepressant administration. Disclaimer: Taliaz is developing the PREDICTIX Genetics and PREDICTIX Digital products. PREDICTIX (Genetics) Antidepressant is currently available for commercial use in the EU and Israel. Outside of the EU and Israel, PREDICTIX Genetics products are currently limited by law for investigational use only. PREDICTIX Digital products are currently limited by law for investigational use only.","Artificial Intelligence (AI), Health Care, Health Diagnostics, Machine Learning, Medical, Mental Health, mHealth, Personal Health, Predictive Analytics, Software","Tel Aviv, Tel Aviv, Israel","Taliaz is harnessing its proprietary AI platform, PREDICTIX , to improve mental health assessment, management and prescribing decisions.",5113948,USD,5113948,,,2,40,45,,1050000,USD,1050000,,,Scientific and electric apparatus and instruments,3545738,EUR,4063948,2,2019-01-01,"Europe, Middle East, and Africa (EMEA), Middle East",$1M to $10M,"EASME - EU Executive Agency for SMEs, Office of the Chief Scientist",,,3,Private,,2012-01-01,year,For Profit,http://predictix.ai,https://www.linkedin.com/company/10370472/,,,"Artificial Intelligence (AI), Data and Analytics, Health Care, Mobile, Science and Engineering, Software",2,"Dr. Dekel Taliaz, Oren Taliaz",1-10,Seed,Grant,1050000,USD,1050000,Seed,,2,,,"69,380","69,041",,,,,,,,,,,,
RedBrick AI,https://www.crunchbase.com/organization/redbrick-ai,"RedBrick AI is a SaaS platform for annotating medical data. The platform provides specialized annotation tools accessible via a web browser and integrated into customers' existing data storage system. With its medical data annotation tools for imagery, aims to lay the groundwork for healthcare artificial intelligence. It helps clinicians by offering web annotation tools for 2D and 3D data. These tools allow experts to access specialized tooling from their browsers.","Artificial Intelligence (AI), Information Technology, Software","Claymont, Delaware, United States",RedBrick AI is a SaaS platform for annotating healthcare data.,5110000,USD,5110000,,,,"14,451",50,,5110000,USD,5110000,,,,,,,3,2023-03-01,"Greater Philadelphia Area, East Coast, Southern US",$1M to $10M,"Y Combinator, Surge, Peak XV Partners",,,,Private,,2021-01-01,year,For Profit,https://redbrick.ai,https://www.linkedin.com/company/redbrick-ai,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",2,"Derek Lukacs, Shivam Sharma",11-50,Seed,Seed,,,,Seed,3,3,,,"85,444","84,948",,,,,,,,,,,,
Methinks,https://www.crunchbase.com/organization/methinks-2e94,"Recent advances in artificial intelligence have made it possible for computers to understand images, sound, text and make decisions, in many cases, better and faster than humans. Methinks uses these new techniques, namely, Google's new deep learning framework, Tensorflow, to analise neuroimaging for diagnosis of brain related diseases. We focus on specific pathologies, like acute stroke, to obtain clinical excellence.","Artificial Intelligence (AI), Biotechnology, Information Technology, Life Science, Medical","Barcelona, Catalonia, Spain",Deep learning in neuroimaging,5000000,EUR,5105703,,,1,"1,312",11,,,USD,,,,Scientific and electric apparatus and instruments,2500000,EUR,2675328,3,2023-11-13,"European Union (EU), Europe, Middle East, and Africa (EMEA)",Less than $1M,"European Innovation Council, Nina Capital",,,0,Private,,2017-01-01,year,For Profit,http://www.methinks.ai/,https://www.linkedin.com/company/methinks-ai,,,"Artificial Intelligence (AI), Biotechnology, Data and Analytics, Health Care, Information Technology, Science and Engineering, Software",1,Cristian Martí,11-50,Seed,Convertible Note,,,,Seed,1,2,,,"33,767","33,670",,,,,,,,,,,,
Level E Research,https://www.crunchbase.com/organization/level-e-research,"Level E Research is a provider of artificial intelligence (AI) investment solutions. Level E Research combines machine learning, data science and behavioural economics enabling institutional investors to develop, test and implement smart investment strategies.","Artificial Intelligence (AI), Financial Services, FinTech, Machine Learning","Edinburgh, Edinburgh, City of, United Kingdom",Level E Research is a provider of artificial intelligence (AI) investment solutions.,5104567,USD,5104567,,,,,28,,5104567,USD,5104567,,,,3232170,USD,3232170,3,2022-07-01,"Europe, Middle East, and Africa (EMEA)",$1M to $10M,,,,,Private,EH3 8HA,2018-01-01,year,For Profit,https://www.leveleresearch.com/,https://www.linkedin.com/company/leveleresearch/about/,,,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Science and Engineering, Software",1,Sonia Schulenburg,11-50,Seed,Seed,3232170,USD,3232170,Seed,,,,,"49,746","49,563",,,,,,,,,,,,
KIMO,https://www.crunchbase.com/organization/kimo-9626,"Kimo is a venture focused on smart education in Amsterdam. Our team is focused on auto-generating individual learning paths through all online content - where the end goal is truly personalised learning paths. KIMO combines an intelligent back-end (e.g. automated knowledge domain graphs, jobs to skills mappings) with an engaging frontend (e.g. virtual assistant with QA models). More at www.kimo.ai.","Artificial Intelligence (AI), EdTech","Amsterdam, Noord-Holland, The Netherlands","KIMO is an AI-firm focused on personalized education. We map knowledge domains, and calculate optimal journeys through those domains.",4450000,EUR,5101316,,,,"18,651",42,,4450000,EUR,5101316,0,,,3000000,EUR,3395716,3,2021-12-01,"European Union (EU), Europe, Middle East, and Africa (EMEA)",$1M to $10M,,,,,Private,,2018-01-01,year,For Profit,https://www.kimo.ai,https://www.linkedin.com/company/kimo-ai/,,,"Artificial Intelligence (AI), Data and Analytics, Education, Science and Engineering, Software",2,"Krishna Deepak Nallamilli, Rens ter Weijde",51-100,Early Stage Venture,Series A,3000000,EUR,3395716,Series A,,,,,"27,405","27,337",,,,,,,,,,,,
AgShift,https://www.crunchbase.com/organization/agshift,"AgShift is  putting technology to work to empower food organizations with better automation, better tools, better efficiencies and better insights to improve food quality and to reduce food waste. Our current focus is to automate the food quality assessment and grading process for the industry. Utilizing the latest in Artificial Intelligence (AI), Internet of Things (IoT), computer vision and algorithms, we have built the industry’s most advanced, AI-enabled, food quality analyzer—Hydra. Hydra automates quality assessment of agricultural commodities under fresh produce and edible nuts such as strawberries, almonds, blueberries, baby carrots, etc. This patented turnkey solution enables better, faster and objective grading at scale throughout the food supply chain, resulting in a digitized audit trail, better operational efficiencies and significant reduction of food waste across the supply chain.","AgTech, Artificial Intelligence (AI), Computer Vision, Food Processing, Information Technology, Internet of Things, Machine Learning, Quality Assurance, Software, Sustainability","Costa Mesa, California, United States",AgShift is on a mission to reduce food waste across the food supply chain. Our medium of choice is AI.,5100000,USD,5100000,,,,,5,12,5100000,USD,5100000,,,,,,,6,2023-02-01,"Greater Los Angeles Area, West Coast, Western US",$1M to $10M,"SVG Ventures, Newchip Accelerator, KAUST Innovation Fund, Exfinity Venture Partners, CerraCap Ventures",$1M to $10M,2018-03-27,,Private,95110,2016-08-21,day,For Profit,http://www.agshift.com,https://in.linkedin.com/company/agshift,,,"Agriculture and Farming, Artificial Intelligence (AI), Data and Analytics, Food and Beverage, Hardware, Information Technology, Internet Services, Professional Services, Science and Engineering, Software, Sustainability",1,Miku Jha,11-50,,Venture - Series Unknown,,,,Venture - Series Unknown,3,6,,,"33,274","33,180",,,"South Asian Founded, South Asian Led, Women Founded, Women Led",,,,,,,,,
