Organization Name,Organization Name URL,Full Description,Industries,Headquarters Location,Description,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Exit Date,Exit Date Precision,Trademarks Registered,Monthly Visits,Active Tech Count,Total Products Active,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Downloads Last 30 Days,Most Popular Patent Class,Most Popular Trademark Class,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Number of Funding Rounds,Last Funding Date,Headquarters Regions,Estimated Revenue Range,Top 5 Investors,Most Recent Valuation Range,Date of Most Recent Valuation,Patents Granted,IPO Status,Postal Code,Founded Date,Founded Date Precision,Company Type,Website,LinkedIn,Number of Exits,Number of Exits (IPO),Industry Groups,Number of Founders,Founders,Number of Employees,Funding Status,Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Equity Funding Type,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,CB Rank (Organization),CB Rank (Company),Hub Tags,Number of Sub-Orgs,Diversity Spotlight (US Headquarters Only),Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Investments,Number of Diversity Investments,Number of Lead Investments,Accelerator Program Type,Accelerator Application Deadline,Accelerator Duration (in weeks)
PatternEx,https://www.crunchbase.com/organization/patternex,"When your goal is to bring Artificial Intelligence to InfoSec, you better have the skills to back it up. Knowing the scope of the problem we were attacking, we set about identifying and recruiting the top minds in four key areas:  Artificial Intelligence, distributed systems, operational security, and go-to-market. This team and the advances in information technology that they have produced-- Active Contextual Modeling--are changing the world of information security. For the better.","Artificial Intelligence (AI), Information Technology, Machine Learning, Security, Software","San Jose, California, United States",PatternEx combines the power of humans and machines into an AI system that detects cyber threats at scale and in real time.,7800000,USD,7800000,,,0,,8,19,7800000,USD,7800000,,Electric Communication Technique,Scientific and electric apparatus and instruments,,,,3,2018-08-01,"San Francisco Bay Area, Silicon Valley, West Coast",$1M to $10M,"SixThirty, Khosla Ventures, Monta Vista Capital, TriplePoint Ventures, Maxim Ventures",$10M to $50M,2016-07-26,1,Private,95134,2013-01-01,year,For Profit,http://patternex.com/,https://www.linkedin.com/company/patternex,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Privacy and Security, Science and Engineering, Software",4,"Costas Bassias, Kalyan Veeramachaneni, Uday Veeramachaneni, Vamsi Korrapati",11-50,,Venture - Series Unknown,,,,Venture - Series Unknown,2,7,,,"59,641","59,366",,,"South Asian Founded, South Asian Led",,,,,,,,,
Aegicare,https://www.crunchbase.com/organization/aegicare,"Aegicare develops gene intelligence algorithms for patients, medical institutions, scientific research institutions, and pharmaceutical companies. That provides sample management, bioinformatics analysis, a family map, and information retrieval. Aegicar uses genetic intelligence to diagnose rare diseases and develop drugs. Aegicar Aegicar develops gene intelligence algorithms for patients, medical institutions, scientific research institutions, and innovative pharmaceutical companies based on cutting-edge bioinformatics, medical genetics, high-throughput sequencing technology, functional genomics technology, artificial intelligence, and cloud computing technology to solve rare disease-related information mining, translation, interpretation, clinical decision-making assistance, and drug development.","Artificial Intelligence (AI), Genetics, Medical, Pharmaceutical, Precision Medicine","Palo Alto, California, United States",Aegicare is an artificial intelligence platform empowering precision medicine.,7800000,USD,7800000,,,,,23,,7800000,USD,7800000,,,,4000000,USD,4000000,2,2019-06-14,"San Francisco Bay Area, Silicon Valley, West Coast",,"DHVC, Vinno Capital, ASBV, Lishen Capital",,,,Private,94301,2017-01-01,year,For Profit,https://www.aegicare.com/,https://www.linkedin.com/company/aegicare/,,,"Artificial Intelligence (AI), Biotechnology, Data and Analytics, Health Care, Science and Engineering, Software",3,"Jian Ma, Lv Peitao, Yang Li",51-100,Early Stage Venture,Series A,4000000,USD,4000000,Series A,2,4,,,"66,124","65,802",,,,,,,,,,,,
Analytics2Go,https://www.crunchbase.com/organization/analytics2go,"Analytics2Go is an AI solutions company with deep business domain and data science expertise. A2Go offers standard, easy-to-use AI solutions in supply chain management and price optimization as well as, customized AI solutions for more complex, nuanced business needs.  They offer AI solutions in the areas of demand forecasting and price optimization across verticals and product recommendations, short-term demand prediction, and inventory optimization engines for retail, e-commerce, and quick-service restaurants. All A2Go solutions are driven by their proprietary, cloud-based AI platform that runs as a service on a subscription basis. All customization, integration, and deployment of solutions can be provided as a service by experienced data science and technical team. Founded in 2017, Analytics2Go is headquartered in Sarasota, Florida.","Artificial Intelligence (AI), Machine Learning, Software","Sarasota, Florida, United States","Analytics2Go is an AI company offering standard and custom solutions in supply chain management, price optimization, and demand forecasting.",7799959,USD,7799959,,,,,33,,7799959,USD,7799959,,,,,,,5,2023-08-08,"East Coast, Southern US",$1M to $10M,Fuel,,,,Private,34240,2017-01-01,year,For Profit,https://www.analytics2go.com,https://www.linkedin.com/company/analytics2go/,,,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",2,"Michael Romeri, Stephen Hutson",11-50,,Non-equity Assistance,4524974,USD,4524974,Venture - Series Unknown,1,1,,,"43,904","43,757",,,,,,,,,,,,
Cihon,https://www.crunchbase.com/organization/cihon-cn,Cihon is a car data provider for carmakers.,"Analytics, Artificial Intelligence (AI), Automotive, InsurTech","Beijing, Beijing, China",Cihon is a digital intelligence service platform that provides data analytics on vehicles and auto parts for insurance providers.,50000000,CNY,7798889,,,,"1,424",18,,50000000,CNY,7798889,,,,,,,5,2018-01-03,Asia-Pacific (APAC),,"SAIC Capital, Marathon Venture Partners, GAC Capital, Desay SV Automotive, Dongfeng Motor Group",,,,Private,110000,2011-06-09,day,For Profit,http://www.cihon.cn,https://www.linkedin.com/company/%E5%BD%A9%E8%99%B9%E6%97%A0%E7%BA%BF-%E5%8C%97%E4%BA%AC-%E6%96%B0%E6%8A%80%E6%9C%AF%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8/,,,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Science and Engineering, Software, Transportation",1,Liang Huang,51-100,Early Stage Venture,Series B,,,,Series B,2,6,,,"113,532","112,667",,,,,,,,,,,,
VIQ Solutions,https://www.crunchbase.com/organization/viq-solutions,"VIQ specializes on digital audio, video, and evidence capture and management to help clients around the world increase their productivity and reduce their costs through customized digital evidence capture and management solutions. They provide a complete end-to-end service, from the initial consultation through installation, training, and support.","Artificial Intelligence (AI), Information Technology, Security","Markham, Ontario, Canada",VIQ Solutions combines artificial intelligence (AI)-driven voice and video capture technology and services.,24043534,USD,24043534,2005-03-11,day,13,"121,423",76,29,7793534,USD,7793534,,Musical Instruments; Acoustics,Scientific and technological services,1617762,CAD,1195534,5,2024-02-27,Great Lakes,$10M to $50M,Beedie Capital,,,3,Public,,2004-01-01,year,For Profit,http://www.viqsolutions.com/,https://www.linkedin.com/company/viq-solutions,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Privacy and Security, Science and Engineering, Software",,,251-500,IPO,Post-IPO Equity,1617762,CAD,1195534,Post-IPO Equity,1,1,5,Made Acquisitions,"33,125","33,032",,,,,,,,,,,,
Perimetrics,https://www.crunchbase.com/organization/perimetrics,"Perimetrics provides fast, non-invasive, pain-free, and radiation-free diagnostic that combines AI with Quantitative Percussion Diagnostics.","Artificial Intelligence (AI), Health Care, Medical Device, Software","Los Angeles, California, United States","Perimetrics provides fast, non-invasive, pain-free, and radiation-free diagnostic that combines AI with Quantitative Percussion Diagnostics.",7789121,USD,7789121,,,,,28,,7789121,USD,7789121,,,,7789121,USD,7789121,1,2022-04-28,"Greater Los Angeles Area, West Coast, Western US",$1M to $10M,,,,,Private,90049,2020-01-01,year,For Profit,https://www.perimetrics.ai,https://www.linkedin.com/company/perimetrics-llc,,,"Artificial Intelligence (AI), Data and Analytics, Health Care, Science and Engineering, Software",2,"Cherilyn Sheets, James Earthman",11-50,,Venture - Series Unknown,7789121,USD,7789121,Venture - Series Unknown,,,,,"44,701","44,550",,,Women Founded,,,,,,,,,
OhMD,https://www.crunchbase.com/organization/ohmd,OhMD is a leading conversational patient engagement software that enables text-based patient communication for medical practices helping to eliminate phone tag and improve the patient experience.,"Artificial Intelligence (AI), Communications Infrastructure, Electronic Health Record (EHR), Generative AI, Health Care, Messaging, mHealth","Burlington, Vermont, United States","Patient Engagement Software, Generative AI, Healthcare Technology, Patient Communication Software",7770000,USD,7770000,,,2,"353,977",26,27,7770000,USD,7770000,105,,Scientific and electric apparatus and instruments,4500000,USD,4500000,5,2022-02-22,"New England, Northeastern US",$1M to $10M,"GE Healthcare, Marathon Health, OpenTempo, Blueprint Health, FCA Venture Partners",,,0,Private,05401,2014-01-01,day,For Profit,http://www.OhMD.com,https://www.linkedin.com/company/ohmd/,,,"Artificial Intelligence (AI), Data and Analytics, Hardware, Health Care, Information Technology, Internet Services, Messaging and Telecommunications, Mobile, Science and Engineering, Software",3,"Ethan Bechtel, Junil Chon, Nate Bechtel",51-100,Seed,Seed,4500000,USD,4500000,Seed,3,7,,,"23,456","23,405",,,,,,,,,,,,
Conundrum,https://www.crunchbase.com/organization/conundrum,"Conundrum is a leading provider of Industrial AI software accelerating digital transformation for metal, mining and steel industries.The Conundrum Platform provides a comprehensive toolset to build more efficient and cost-effective enterprise-scale industrial AI applications. Conundrum offers an open, data-driven AI architecture that dramatically simplifies data science and application development, at the same time increasing sustainability and decreasing environmental impact for companies.","Analytics, Artificial Intelligence (AI), Industrial Automation, Information Technology, Machine Learning, Software","Cambridge, Cambridgeshire, United Kingdom","Conundrum is a leading provider of Industrial AI software accelerating digital transformation for metal, mining and steel industries.",7750000,USD,7750000,,,,,38,,7750000,USD,7750000,,,,4000000,USD,4000000,3,2022-03-01,"Europe, Middle East, and Africa (EMEA)",$1M to $10M,"Speedinvest, White Cloud",,,,Private,W1G 0DT,2018-08-29,day,For Profit,https://conundrum.ai/,https://www.linkedin.com/company/conundrumai/,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Manufacturing, Science and Engineering, Software",3,"Konstantin Kiselev, Victor Portnov, Vladislav Mironov",51-100,Early Stage Venture,Series A,4000000,USD,4000000,Series A,2,2,,,"30,343","30,264",,,,,,,,,,,,
Catalia Health,https://www.crunchbase.com/organization/catalia-health,"Catalia Health brings together artificial intelligence, psychology, and medicine to deliver lasting change. We create effective patient engagement and generate unique data of value to our customers. Our cloud-based platform delivers unique conversations to patients to help address their ongoing healthcare issues in an effective way. These messages are delivered through mobile apps, a web interface, and our uniquely engaging (and patented) interactive robotic coach.","Analytics, Artificial Intelligence (AI), Health Care, Messaging, Mobile Apps, Personal Health, Robotics, SMS, Software, Wellness","San Francisco, California, United States",We create the Mabu personal healthcare companion to help patients with chronic disease and collect data to healthcare providers.,7762500,USD,7762500,,,,570,26,11,7750000,USD,7750000,,,,4000000,USD,4000000,7,2017-11-15,"San Francisco Bay Area, West Coast, Western US",$10M to $50M,"Abstract Ventures, MIT Media Lab, CSC Upshot, Khosla Ventures, Fusion Fund",$10M to $50M,2017-11-15,,Private,94107,2014-11-01,day,For Profit,http://cataliahealth.com,https://www.linkedin.com/company/catalia-health,,,"Apps, Artificial Intelligence (AI), Data and Analytics, Hardware, Health Care, Information Technology, Internet Services, Messaging and Telecommunications, Mobile, Science and Engineering, Software",1,Cory Kidd,11-50,Seed,Seed,4000000,USD,4000000,Seed,2,20,,,"30,632","30,553",,,,,,,,,,,,
Sevensense Robotics,https://www.crunchbase.com/organization/sevensense-robotics,"Sevensense Robotics develops an autonomy kit for mobile robots driving in mixed indoor-outdoor, fast changing and crowded environments.","Artificial Intelligence (AI), Electronics","Zürich, Zurich, Switzerland",Sevensense Robotics develops autonomous self-driving technology for mobile robots.,7749937,USD,7749937,2024-01-11,day,3,,15,,7739988,USD,7739988,,Computing; Calculating,Machines and machine tools,7700000,USD,7700000,3,2021-11-18,"Europe, Middle East, and Africa (EMEA)",$1M to $10M,"Venture Kick, ABB Technology Ventures",,,1,Private,,2018-01-01,year,For Profit,https://sevensense.ch/,https://in.linkedin.com/company/sevensense-robotics,,,"Artificial Intelligence (AI), Consumer Electronics, Data and Analytics, Hardware, Science and Engineering, Software",8,"Andreas Pfrunder, Fabian Blöchliger, Gianluca Cesari, Gregory Hitz, Kevin Egger, Marcin Dymczyk, Mathias Burki, Renaud Dubé",11-50,M&A,Series A,7700000,USD,7700000,Series A,2,2,,Was Acquired,"122,151","121,125",,,,,,,,,,,,
enhans,https://www.crunchbase.com/organization/viralpick,,"Artificial Intelligence (AI), Big Data, E-Commerce, Retail Technology, SaaS","Seocho, Seoul-t'ukpyolsi, South Korea","Enhans provides AI Service for brands including data analysis, automation, acquisition, and advertising services.",10000000000,KRW,7737059,,,0,875,30,,10000000000,KRW,7737059,,Computing; Calculating,,7500000000,KRW,5620209,3,2023-09-06,Asia-Pacific (APAC),,"Korea Credit Guarantee Fund, L&S Venture Capital, KDB Capital, Timepolio Asset Management, KDB Industrial Bank",,,3,Private,,2021-02-01,month,For Profit,https://www.enhans.ai,,,,"Artificial Intelligence (AI), Commerce and Shopping, Data and Analytics, Hardware, Science and Engineering, Software",1,Seunghyun Lee,11-50,Early Stage Venture,Series A,7500000000,KRW,5620209,Series A,1,7,,,"33,713","33,616",,,,,,,,,,,,
Giiso,https://www.crunchbase.com/organization/giiso,"Giiso provides AI assistant tools for content creation that include information writing, car writing, car reviews, marketing writing, thought learning, article rewriting, and video commentary. They also provide manuscript plagiarism checking and manuscript error correction.","Artificial Intelligence (AI), Big Data, Data Collection and Labeling, Search Engine","Shenzhen, Guangdong, China",Giiso is a search engine developer of artificial intelligence based on field data collection sources.,51290322,CNY,7732913,,,,"8,749",11,,51290322,CNY,7732913,,,,18290322,CNY,2693556,4,2020-10-01,Asia-Pacific (APAC),,"GSR United Capital, GSR Ventures, Minyin International, Mingyin Guoji Ziben Touzi, Zhixin Touzi",,,,Private,,2013-09-10,day,For Profit,http://www.giiso.com,,,,"Artificial Intelligence (AI), Data and Analytics, Internet Services, Science and Engineering, Software",3,"Haitao Zheng, Jingchao Hao, Wenbin Wu",101-250,Early Stage Venture,Series A,18290322,CNY,2693556,Series A,1,5,,,"72,450","72,084",,,,,,,,,,,,
WordDive,https://www.crunchbase.com/organization/worddive,"WordDive is an AI-powered mobile app for learning to speak a new language. Our 30-person core team in Tampere consists of digital marketing, education and mobile-oriented product development professionals.  In February 2021, we released the Master English service for teaching B2-level English for adults in the first two markets: Mexico and Spanish-speaking customers in the United States. For the last four years, we’ve been working on an AI-based technology that recognises mistakes and teaches users to speak high-level English like a private tutor. The Speak with AI® technology (patent pending) was released in 2021 as part of the Master English service. Together with Finnish pedagogical know-how, the technology makes it possible to teach B2-level English fully digitally.","Artificial Intelligence (AI), E-Learning, Language Learning, Machine Learning, Mobile Apps","Tampere, Western Finland, Finland",WordDive is a unique artificial intelligence (AI) based application for learning languages.,6787661,EUR,7728951,,,0,"107,441",36,19,6787661,EUR,7728951,"13,854",Education; Cryptography; Display; Advertising; Seals,,1694154,EUR,1838173,6,2022-04-20,"European Union (EU), Nordic Countries, Scandinavia",$1M to $10M,Invesdor,,,1,Private,33100,2009-01-01,year,For Profit,http://www.worddive.com/en/,https://www.linkedin.com/company/worddive,,,"Apps, Artificial Intelligence (AI), Data and Analytics, Education, Mobile, Science and Engineering, Software",1,Timo-Pekka Leinonen,11-50,,Equity Crowdfunding,1694154,EUR,1838173,Equity Crowdfunding,,1,,,"61,136","60,853",,,,,,,,,,,,
AEInnova,https://www.crunchbase.com/organization/aeinnova,"In the Top 50 EU deeptech scale-ups, it was founded in 2014 in the Microelectronics Department of the Autonomous University of Barcelona by 4 PhDs in microelectronics and 4 engineers in electronics, telecom, mechanical, industrial and computer science, working in WSN and Energy harvesting projects, several with the European Agency of Space. AEInnova redefines the iIoT creating the most advanced device for predictive maintenance. It is fully battery-less, free of maintenance and completely autonomous and self-powered. The solution called InduEye allows vibration monitoring, steam trap monitoring, thermal monitoring being all of them powered by Waste Heat (and new versions with solar PV and Wind). Its main innovation comes from his patent (accepted in the US, Canada, and EU) that allows multiplying the performance of the device compared to any other competitor. that is summarized allowing full edge computing (FFT in real-time, Velocity in RSM in real-time, etc), using the most advanced wireless standards such us LoRaWAN or NB-IoT  / LTE-CAT M, allowing communications every few seconds of latency. The solution has the CE MARK and the ATEX / IECEX certification. FCC ongoing. The technology is working in real industrial facilities in the following customers: + Oil&Gas (Repsol SA, Cepsa SA, ILBOC oil refineries). + aluminium (Derichebourg). + IRON & Steel (Arcelor Mittal, Celsa SA). + Paper (Gomà Camps SA). + Rubber & tyres (Sacyr Valoriza, Cirtec). + Leachate plants (Ferrovial Servicios). + Water Treatment plants (Aigues de Mataró). + Coal Power plants (ENEL). + Chemical plant (ERCROS). + Soybean plant (BUNGE). + Subway (Metro Barcelona). + Cement and concrete (Ciments Molins, Promsa). Data of AEinnova's IoT devices are represented in one of the most advanced IoT cloud-based dashboards in the market, with full data analytics, alarms, alerts, environmental impact analysis (LCA), and predictive maintenance tools. AEInnova is a TOP EU leading scale-up awarded by 31 international prizes due to its innovative technology (ADIPEC, IoT World Cup, Santander X, United Nations Global Compact, Industrial Internet Consortium, United Nations Ideas 4 Change, Green Building Council, Repsol Foundation, EBAN, 6 seals of excellence from the European Comissions, etc). In 2023 it raised 3M€ being the EIC FUND  (European commission) the lead investor. In 2022 it is ranked in the Top 30 EU Scale-ups and in the Top 10 in sustainability, being the TOP EU Innovator in Autonomous Sensor. In 2021 AEInnova has been one of the 24 EU Scale-ups being directly invested by the European Commission EIC Fund. In 2024 we are working on 3 big EU R&D projects related to Energy Harvesting and IoT). One of them is related to flexible TEG (project FlexTEG) Cells and another to Oxigen Batteries for hight temperature IoT (project Harvestore).","Chemical, Cloud Computing, Energy, Internet, Internet of Things, Oil and Gas, Paper Manufacturing, Predictive Analytics, Wireless","Terrassa, Catalonia, Spain",We develop the most advanced batteryless & maintenace-free long-range egde iIoT self-powered by heat. EU Key Innovator in Autonomous Sensors,9865643,USD,9865643,,,0,570,24,,7726510,USD,7726510,,Generation; Conversion Or Distribution Of Electric Power,,,,,17,2023-06-28,"European Union (EU), Europe, Middle East, and Africa (EMEA)",$1M to $10M,"EIT InnoEnergy, Banco Sabadell, European Innovation Council, European Commission, EIC Accelerator",,,4,Private,E08224,2014-10-17,day,For Profit,http://www.aeinnova.com,https://www.linkedin.com/company/aeinnova---alternative-energy-innovations,,,"Artificial Intelligence (AI), Data and Analytics, Energy, Hardware, Internet Services, Manufacturing, Mobile, Natural Resources, Science and Engineering, Software",9,"Albert Grau Perisé, Andrés Peñalver Nuñez, Carles Ferrer Ramis, Joan Oliver Malagelada, José Antonio Molina Rodriguez, Ramon Voces Merayo, Raúl Aragonés Ortiz, Roger Malet, Roger Nicolas Alegret",11-50,Early Stage Venture,Non-equity Assistance,3000000,EUR,3158250,Series A,5,8,,,"31,298","31,215",,,,,,,,,,,,
Tissue Analytics,https://www.crunchbase.com/organization/tissue-analytics,"Securely stream patient photographs and wound analysis directly to your desktop! You can now objectively and automatically measure things like chronic wounds, burns, and skin conditions using only a smartphone. Nurses can stream photographs directly to your desktop, where you can evaluate, track, and manage your patients on Their secure web portal.","Analytics, Artificial Intelligence (AI), Clinical Trials, Electronic Health Record (EHR), Health Care, Information Technology, mHealth, Real Time, Software","Baltimore, Maryland, United States",Securely stream patient photographs and wound analysis directly to your desktop!,7720000,USD,7720000,2020-05-15,day,,134,70,27,7720000,USD,7720000,24,,,5000000,USD,5000000,5,2018-01-16,"Greater Baltimore-Maryland Area, East Coast, Southern US",$1M to $10M,"Molnlycke Health Care, Tencent, Penn Medicine, Intermountain Healthcare, DigiTx Partners",,,,Private,21202,2014-01-01,year,For Profit,https://www.tissue-analytics.com/,https://www.linkedin.com/company/tissue-analytics-inc-,,,"Artificial Intelligence (AI), Data and Analytics, Health Care, Information Technology, Mobile, Other, Science and Engineering, Software",3,"Gabriel Brat, Joshua Budman, Kevin Keenahan",1-10,M&A,Series A,5000000,USD,5000000,Series A,3,8,,Was Acquired,"57,684","57,434",,,,,,,,,,,,
ProFinda,https://www.crunchbase.com/organization/profinda,"The world's leading Total Workforce Optimization platform. ProFinda AI aligns the work priorities of the organization with the capabilities and desires of the workforce. Intelligently connecting people, skills and work across the full opportunity marketplace, ProFinda drives both operational efficiency and the employee experience in tandem. The ProFinda platform enables organizations to make intelligent, data-informed decisions, matching the right people, to the right work, at the right cost, at the right time. Deploying ProFinda enables organisations to drive better work quality, workforce productivity and employee experience.  ProFinda uses machine intelligence to understand the skills, knowledge and experience of an organization's total talent supply chain (internal and external).  ProFinda creates a unique 360 degree holistic talent profile for every person in the talent supply chain from the daily digital footprint that they leave. Organizations finally have line of sight of all the resources they can call upon regardless of their employment type.  ProFinda is working with global knowledge intensive organisations including Professional Services firms, Systems integrators, BPO, Civil Engineering,  Defense and Governments.","Artificial Intelligence (AI), Cloud Computing, Collaboration, Education, Enterprise Software, Human Resources, Information Technology, Professional Services, Software","London, England, United Kingdom","The world's leading Total Workforce Optimization Platform. ProFinda AI intelligently matches people, skills and work.",5800000,GBP,7706842,,,2,"2,978",51,21,5800000,GBP,7706842,,,Scientific and electric apparatus and instruments,1000000,GBP,1221197,2,2019-10-09,"Europe, Middle East, and Africa (EMEA)",,"Notion Capital, Nesta Impact Investments, Nextlaw Ventures",,,0,Private,SE1 3QD,2011-07-01,day,For Profit,http://www.profinda.com,https://www.linkedin.com/company/profinda-com,,,"Administrative Services, Artificial Intelligence (AI), Data and Analytics, Education, Information Technology, Internet Services, Other, Science and Engineering, Software",2,"Roger Gorman, Sebastian Haire",101-250,,Venture - Series Unknown,1000000,GBP,1221197,Venture - Series Unknown,2,3,,,"114,498","113,609",,,,,,,,,,,,
Peritus.ai,https://www.crunchbase.com/organization/peritus-ai,Peritus.ai leverages machine learning to empower developers with a recommendation engine. It provides GPT-powered analysis and automation for cybersecurity. It also delivers AI-generated actionable insights for DevRel and communities.,"Artificial Intelligence (AI), Generative AI, Information Technology","Palo Alto, California, United States",Peritus.ai leverages machine learning to empower developers with a recommendation engine.,7700000,USD,7700000,,,0,570,20,14,7700000,USD,7700000,,Computing; Calculating,,1500000,USD,1500000,4,2021-09-14,"San Francisco Bay Area, Silicon Valley, West Coast",,"Benhamou Global Ventures, First Rays Venture Partners, The Hive, Ideaspring Capital, Robin Purohit",$1M to $10M,2018-03-15,2,Private,94301,2017-04-19,day,For Profit,http://peritus.ai,https://www.linkedin.com/company/peritus.ai,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",4,"Kamesh Raghavendra, Mohan Reddy, Robin Purohit, Santhosh Srinivasan",11-50,Seed,Seed,1500000,USD,1500000,Seed,4,6,,,"48,334","48,166",,,,,,,,,,,,
Qlearsite - Organisational Science,https://www.crunchbase.com/organization/qlearsite---workforce-analytics,Qlearsite is a UK-based technology company which provides some of the world’s largest and best known companies with analytics software built for employee ‘big data’. Our industry is called ‘People Analytics’ and we describe ourselves as ‘Organisational Scientists’.,"Analytics, Business Intelligence, Human Resources, Information Services, Information Technology, Machine Learning, Software","London, England, United Kingdom","Qlearsite provides People Analytics solutions that use machine learning techniques to analyse complex, big employee data.",7700000,USD,7700000,,,,,25,25,7700000,USD,7700000,,,,,,,2,2018-05-18,"Europe, Middle East, and Africa (EMEA)",,Summa Digital,,,,Private,EC1V 9DD,2014-05-13,day,For Profit,http://www.qlearsite.com,https://www.linkedin.com/company/4790091,,,"Administrative Services, Artificial Intelligence (AI), Data and Analytics, Information Technology, Software",2,"Alex Borekull, Peter Clark",11-50,,Venture - Series Unknown,,,,Venture - Series Unknown,1,1,,,"74,055","73,674",,,,,,,,,,,,
The Grid,https://www.crunchbase.com/organization/the-grid,"This is not another do-it-yourself website builder. The Grid harnesses the power of artificial intelligence to take everything you throw at it - videos, images, text, urls and more - and automatically shape them into a custom website unique to you. As your needs grow, it evolves with you, effortlessly adapting to your needs. Want to add e-commerce? Social feeds? A different layout? The Grid just takes care of it. This is not a website builder. This is your personal AI web developer. Its first masterpiece is the website you're looking at right now. Its next one could be yours.","Artificial Intelligence (AI), E-Commerce, Internet, Social Network","San Francisco, California, United States",AI websites that design themselves,9200000,USD,9200000,,,1,"7,664",17,20,7700000,USD,7700000,,,Scientific and technological services,,,,6,2016-09-06,"San Francisco Bay Area, West Coast, Western US",$10M to $50M,"AME Cloud Ventures, Elegant Themes, Sand Hill Angels, Nick Roach, Stonewood Investors",$10M to $50M,2014-12-08,0,Private,94115,2011-01-01,year,For Profit,https://thegrid.io/,http://www.linkedin.com/company/thegrid,,,"Artificial Intelligence (AI), Commerce and Shopping, Data and Analytics, Internet Services, Science and Engineering, Software",3,"Brian Axe, Daniel Tocchini, Daniel Tocchini IV",11-50,,Venture - Series Unknown,,,,Venture - Series Unknown,2,10,,,"78,936","78,510",,1,,,,,,,,,,
Prolira makers of DeltaScan®,https://www.crunchbase.com/organization/prolira-bv,"Prolira is committed to enabling early and effective treatment of acute encephalopathy and delirium. Every year, 20 million patients are at risk of acute brain failure in EU and US hospitals, which leads to long-term cognitive impairment, extended hospital stays, and increased healthcare costs. Prolira’s DeltaScan® Brain State Monitor is the world’s first EEG bedside device with a validated proprietary algorithm to support clinicians in their quest to optimize patient recovery.","Artificial Intelligence (AI), Health Care, Health Diagnostics, Hospital, Medical, Medical Device, Neuroscience","Utrecht, Utrecht, The Netherlands",DeltaScan® Brain State Monitor is an EEG bedside device with a validated algorithm to support clinicians to optimize patient recovery.,6800000,EUR,7683058,,,,,21,,6800000,EUR,7683058,,,,3900000,EUR,4396595,3,2022-02-01,"European Union (EU), Europe, Middle East, and Africa (EMEA)",$1M to $10M,"Holland Capital, Borski Fund, OostNL, ROM Utrecht Region, Health Innovations",,,,Private,3584 CH,2015-01-01,year,For Profit,https://prolira.com/en/,https://in.linkedin.com/company/prolira-bv,,,"Artificial Intelligence (AI), Biotechnology, Data and Analytics, Health Care, Science and Engineering, Software",2,"Annemarie Willems, Rutger van Merkerk",11-50,,Venture - Series Unknown,3900000,EUR,4396595,Venture - Series Unknown,2,6,,,"60,152","59,872",,,,,,,,,,,,
Klearly,https://www.crunchbase.com/organization/klearly,"Klearly helps B2B revenue teams—Sales, Marketing, and Customer Success—by giving them to power to know what has happened, is currently happening, and what to do next to grow revenue. No more vanity metrics or lagging indicators. Klearly leverages machine learning to give B2B marketing the predictive power to know which accounts to prioritize, what activities to focus on next, and the expected business impact. It's all about Winfluence. Get ready to see Klearly.","Computer, Machine Learning, Marketing, SaaS, Sales, Software","Raleigh, North Carolina, United States","Klearly powers B2B revenue teams with the visibility and confidence to know where, when, and how to grow revenue.",7675000,USD,7675000,,,2,,8,13,7675000,USD,7675000,,,Scientific and technological services,4000000,USD,4000000,4,2022-06-07,"Research Triangle, East Coast, Southern US",$1M to $10M,"Triangle Tweener Fund, Service Provider Capital, IDEA Fund Partners, Studio VC, Front Porch Venture Partners",,,0,Private,27709,2017-01-01,year,For Profit,https://klearly.com,https://www.linkedin.com/company/klearly/,,,"Artificial Intelligence (AI), Consumer Electronics, Data and Analytics, Hardware, Sales and Marketing, Software",3,"Alex Krawchick, Eric Pfahl, Matt Webbink",11-50,Seed,Seed,4000000,USD,4000000,Seed,2,6,,,"28,314","28,243",,,,,,,,,,,,
