Organization Name,Organization Name URL,Full Description,Industries,Headquarters Location,Description,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Exit Date,Exit Date Precision,Trademarks Registered,Monthly Visits,Active Tech Count,Total Products Active,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Downloads Last 30 Days,Most Popular Patent Class,Most Popular Trademark Class,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Number of Funding Rounds,Last Funding Date,Headquarters Regions,Estimated Revenue Range,Top 5 Investors,Most Recent Valuation Range,Date of Most Recent Valuation,Patents Granted,IPO Status,Postal Code,Founded Date,Founded Date Precision,Company Type,Website,LinkedIn,Number of Exits,Number of Exits (IPO),Industry Groups,Number of Founders,Founders,Number of Employees,Funding Status,Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Equity Funding Type,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,CB Rank (Organization),CB Rank (Company),Hub Tags,Number of Sub-Orgs,Diversity Spotlight (US Headquarters Only),Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Investments,Number of Diversity Investments,Number of Lead Investments,Accelerator Program Type,Accelerator Application Deadline,Accelerator Duration (in weeks)
Pendulum Systems (formerly Macro-Eyes),https://www.crunchbase.com/organization/macro-eyes,"Pendulum Systems (formerly known as Macro-Eyes) is a venture-backed global technology company that swings into action to solve one of the world's most pressing problems. How to get more from less? Just like the pendulum leverages physics to amplify small movements into larger ones, we leverage our AI-driven solutions to amplify the impact of each resource available to an organization.  Because improving a single number - what you send where and when - changes everything at scale.  Pendulum Systems is at work for corporations and governments across 10+ countries - slashing waste and improving unit economics.","Artificial Intelligence (AI), Machine Learning, Scheduling, Software, Supply Chain Management","Seattle, Washington, United States","AI-powered supply chain API that predicts demand, optimizes supply and geolocates - continuously improving on its own.",2700000,USD,2700000,,,,570,7,6,300000,USD,300000,,,,2200000,USD,2200000,7,2020-02-06,"Greater Seattle Area, West Coast, Western US",,"Bill & Melinda Gates Foundation, The Draper Richards Kaplan Foundation, Decisive Point, MassChallenge, Dreamit Ventures",,,,Private,,2014-01-01,year,For Profit,https://www.pendulum.global/,https://www.linkedin.com/company/pendulumglobal/ ,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software, Transportation",3,"Benjamin Fels, Sebastian Kaupert, Suvrit Sra",51-100,Seed,Grant,300000,USD,300000,Seed,3,7,,,"17,996","17,966",,,,,,,,,,,,
Gradyent,https://www.crunchbase.com/organization/gradyent,"Gradyent is an AI cloud platform that helps heating companies in optimizing their heating systems and reduce CO2 emissions. It has created software using Digital Twin technology. The physical heat system is digitally replicated by combining geographical, weather, and sensor data with physical models and AI. The Digital Twin allows for real-time optimization of the heating system as well as simulations of future scenarios, saving on average 20% heat loss, 10% CO2 emissions, and 5-10% fuel costs. Gradyent was founded in 2019 and is based in Utrecht, The Netherlands.","Artificial Intelligence (AI), Software","Utrecht, Utrecht, The Netherlands",Gradyent is an AI cloud platform that helps heating companies in optimizing their heating systems and reduce CO2 emissions.,11900000,EUR,12310544,,,2,"11,140",12,,11900000,EUR,12310544,,,Scientific and electric apparatus and instruments,10000000,EUR,10169909,2,2022-08-16,"European Union (EU), Europe, Middle East, and Africa (EMEA)",$1M to $10M,"henQ, Capricorn Partners, Eneco Ventures, Helen Ventures, ENERGIIQ",,,0,Private,3511,2019-01-01,year,For Profit,https://www.gradyent.ai/,https://www.linkedin.com/company/gradyent,,,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",3,"Freek Smelt, Hervé Huisman, Robert Vrancken",51-100,Early Stage Venture,Series A,10000000,EUR,10169909,Series A,1,5,,,"18,026","17,996",,,,,,,,,,,,
QualSights,https://www.crunchbase.com/organization/georama,"QualSights is an immersive consumer insights platform that provides brands, agencies, and consulting firms the ability to generate deeper and more authentic insights from consumers anywhere in the world, in a dramatically faster and cost-effective way. Using proprietary technology, companies can remotely observe and interact with consumers as they shop for, use or consume products in their natural environment. QualSights is the first and only truly integrated solution that seamlessly supports multiple research methodologies, blending the depth and authenticity of qualitative research with the speed and agility of quantitative research. Beyond its innovative data capture capabilities, QualSights’ platform offers a powerful suite of AI tools as well as an easy-to-use presentation builder that enables brands to analyze faster than ever before and quickly present compelling stories.","Analytics, Artificial Intelligence (AI), B2B, Computer, Internet of Things, Market Research, Mobile, SaaS, Software, Video","Chicago, Illinois, United States",QualSights is an immersive insights platform that empowers companies to generate authentic insights from consumers anywhere in the world.,11240000,USD,11240000,,,3,801,14,14,11240000,USD,11240000,,Computing; Calculating,Scientific and technological services,7700000,USD,7700000,10,2022-11-21,"Greater Chicago Area, Great Lakes, Midwestern US",$1M to $10M,"500 Global, 4490 Ventures, PostScriptum Ventures, Same Page Capital",,,8,Private,60654,2011-01-01,year,For Profit,http://www.qualsights.com,https://www.linkedin.com/company/qualsights/,,,"Artificial Intelligence (AI), Consumer Electronics, Data and Analytics, Design, Hardware, Internet Services, Media and Entertainment, Mobile, Other, Science and Engineering, Software, Video",1,Nihal Advani,101-250,Early Stage Venture,Series A,7700000,USD,7700000,Series A,2,4,,,"18,037","18,007",,,South Asian Founded,,,,,,,,,
Octup,https://www.crunchbase.com/organization/ecom2,Octup is an innovative operational platform for e-commerce brands that is revolutionizing the eCommerce D2C industry.  It transforms how businesses manage their data and operations using advanced AI technology.,"Artificial Intelligence (AI), E-Commerce, E-Commerce Platforms, Logistics, SaaS, Software, Warehouse Automation","Tel Aviv-yafo, Tel Aviv, Israel",Octup is the first operations platform for eCommerce.,6050000,USD,6050000,,,,399,31,,6050000,USD,6050000,,,,4000000,USD,4000000,2,2024-02-06,"Europe, Middle East, and Africa (EMEA), Middle East",,"Tal Ventures, World Trade Ventures, Bullet Ventures, HCS Group GmbH",,,,Private,,2022-05-01,day,For Profit,https://octup.com/,https://www.linkedin.com/company/octup-com/,,,"Artificial Intelligence (AI), Commerce and Shopping, Data and Analytics, Internet Services, Science and Engineering, Software, Transportation",,,11-50,Seed,Pre-Seed,4000000,USD,4000000,Pre-Seed,1,4,,,"18,038","18,008",,,,,,,,,,,,
Hakbah,https://www.crunchbase.com/organization/hakbah,Hakbah Fintech is a leading startup based in Saudi Arabia specialized in financial savings. Hakbah aim is to revolutionize the way people save and access funds through its social savings model. With a mission to make savings easier and accessible to every one with impact.,"Financial Services, FinTech, Predictive Analytics, Software","Riyadh, Ar Riyad, Saudi Arabia",Hakbah is a fintech startup focusing on an alternative financial saving.,8400000,USD,8400000,,,,"2,610",8,17,8400000,USD,8400000,"12,217",,,5200000,USD,5200000,3,2023-12-20,"Europe, Middle East, and Africa (EMEA), Gulf Cooperation Council (GCC), Middle East",$1M to $10M,"Global Ventures, VentureSouq, M Capital Partners, Aditum Ventures, Bunat Ventures",,,,Private,,2018-01-01,year,For Profit,https://hakbah.sa,https://www.linkedin.com/company/hakbah,,,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Software",3,"Dimitar Kazakov, Naif AbuSaida, Waiel Eid",11-50,Early Stage Venture,Series A,5200000,USD,5200000,Series A,2,5,,,"18,043","18,013",,,,,,,,,,,,
Quack AI,https://www.crunchbase.com/organization/quack-ai,"Quack is the AI coding companion that helps software teams ship faster. Our deep learning model swiftly interprets team insights and embeds them into every developer's keystroke with our VSCode extension, significantly reducing code review iterations and shaping a cohesive & adaptable coding identity.","Artificial Intelligence (AI), Developer Tools, Machine Learning, Software, Software Engineering","Paris, Ile-de-France, France",Make collaborative software development scale efficiently,900000,USD,900000,,,,"2,028",8,,900000,USD,900000,,,,900000,USD,900000,2,2023-09-15,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,"Entrepreneur First, Y Combinator, Clément Delangue, AGORANOV, Sequoia Capital (SSF)",,,,Private,75006,2023-01-31,day,For Profit,https://quackai.com,https://www.linkedin.com/company/quackai,,,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",1,François-Guillaume Fernandez,1-10,Seed,Pre-Seed,900000,USD,900000,Pre-Seed,2,6,,,"18,051","18,021",,,,,,,,,,,,
oculai,https://www.crunchbase.com/organization/oculai,"Oculai is a solution for camera-based data collection on construction sites. Intelligent computer vision algorithms extract data on resource utilization, construction performance and construction progress from image data. This automates time-consuming documentation and reveals productivity deficits in individual processes at an early stage. The data is prepared for the user via an interactive dashboard, or imported into an existing BIM model. The reduced documentation and communication effort and productivity analysis of individual processes result in significant savings potential for construction companies.","Computer Vision, Construction, Data Collection and Labeling, Information Technology, Machine Learning, SaaS","Munich, Bayern, Germany",Oculai is a SaaS solution for camera-based data collection on construction sites using intelligent computer vision algorithms.,2500000,EUR,2681675,,,,"2,120",29,,2500000,EUR,2681675,,,,2500000,EUR,2681675,2,2023-03-14,"European Union (EU), Europe, Middle East, and Africa (EMEA)",$1M to $10M,"Axeleo Capital, Bayern Kapital, HTGF | High-Tech Gruenderfonds, Christoph Jentzsch, Arno Zinke",,,,Private,81671,2021-07-20,day,For Profit,https://oculai.de,https://www.linkedin.com/company/oculai/,,,"Artificial Intelligence (AI), Data and Analytics, Hardware, Information Technology, Real Estate, Software",3,"Constantin Kauffmann, Tim Sippl, Yannik Mack",11-50,Seed,Seed,2500000,EUR,2681675,Seed,3,6,,,"18,054","18,025",,,,,,,,,,,,
Immersive Fox,https://www.crunchbase.com/organization/immersive-fox,Immersive Fox develops a text-to-video B2B service to generate video content for companies remotely. It also creates AI-generated microlearning videos from any text for learning management systems and corporate communication.,"Artificial Intelligence (AI), Consulting, Software","London, England, United Kingdom",Immersive Fox creates AI-generated microlearning videos from any text for learning management systems and corporate communication.,2800000,GBP,3561041,,,,"77,862",4,,2800000,GBP,3561041,,,,2800000,GBP,3561041,3,2023-07-04,"Europe, Middle East, and Africa (EMEA)",$1M to $10M,"Altair, Redseed, Monte Carlo Capital, Pretiosum Ventures",,,,Private,NW9 5NW,2021-01-01,year,For Profit,https://www.immersive-fox.com/,https://www.linkedin.com/company/immersive-fox/,,,"Artificial Intelligence (AI), Data and Analytics, Professional Services, Science and Engineering, Software",2,"Alisa Patotskaya, Stella Schuck",11-50,Seed,Seed,2800000,GBP,3561041,Seed,1,4,,,"18,076","18,047",,,,,,,,,,,,
Anakin,https://www.crunchbase.com/organization/anakin,Anakin offers a full suite of competitive intelligence software for retailers and brands. Anakin provides global coverage on real-time product assortments and pricing data from e-commerce websites on over 100 million SKUs. Anakin tracks and categorizes all this data using AI and machine learning.,"Analytics, E-Commerce, Machine Learning, Sales Automation, Software","San Francisco, California, United States",Anakin is a pricing platform that generates pricing data and insights for brands to make smart decisions and increase revenues.,1865000,USD,1865000,,,,"2,549",30,8,1865000,USD,1865000,,,,1740000,USD,1740000,2,2021-12-10,"San Francisco Bay Area, West Coast, Western US",$1M to $10M,"Y Combinator, Austen Allred, Pioneer Fund, Integrity",,,,Private,94105,2020-09-01,month,For Profit,https://anakin.company,https://www.linkedin.com/company/anakintech,,,"Artificial Intelligence (AI), Commerce and Shopping, Data and Analytics, Information Technology, Sales and Marketing, Software",1,Mohit Prateek,11-50,Seed,Seed,1740000,USD,1740000,Seed,,4,,,"18,082","18,052",,,,,,,,,,,,
Mihup Communications,https://www.crunchbase.com/organization/mihup-communications,"Mihup is going to be available on playstore  from 25th January 2016. They are working to make it available in other platform also like Appstore, Windows.","Android, Artificial Intelligence (AI), Information Technology, Machine Learning, Software, Speech Recognition","Kolkata, West Bengal, India",Intelligence-based personal mobile assistant app,10000752,USD,10000752,,,,788,9,10,10000752,USD,10000752,,,,1500000,USD,1500000,3,2020-12-09,Asia-Pacific (APAC),$10M to $50M,"Accel, Ideaspring Capital, Rajesh Jain, Jayant Kadambi",,,,Private,700091,2016-01-01,year,For Profit,http://www.mihup.com/,https://www.linkedin.com/company/mihup,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Mobile, Platforms, Science and Engineering, Software",2,"Sandipan Chattopadhyay, Sandipan Mandal",11-50,Early Stage Venture,Series A,1500000,USD,1500000,Series A,2,4,,,"18,101","18,071",,,,,,,,,,,,
Mind Network,https://www.crunchbase.com/organization/mind-network,"Mind Network is a full-encryption network built on a proprietary adaptive fully homomorphic encryption (FHE) framework to secure all user data, smart contracts, and AI on Web3.","Artificial Intelligence (AI), Web3","London, England, United Kingdom",Mind Network is a full-encryption network built on a proprietary adaptive fully homomorphic encryption framework to secure all user data.,2500000,USD,2500000,,,,"48,538",2,,2500000,USD,2500000,,,,,,,2,2023-12-01,"Europe, Middle East, and Africa (EMEA)",$1M to $10M,"Big Brain Holdings, HashKey Capital, SevenX Ventures, Comma3 Ventures, Mandala Capital",,,,Private,,2022-01-01,year,For Profit,https://mindnetwork.xyz,https://www.linkedin.com/company/mind-network-labs/ ,,,"Artificial Intelligence (AI), Blockchain and Cryptocurrency, Data and Analytics, Internet Services, Science and Engineering, Software",,,11-50,,Undisclosed,,,,Undisclosed,1,7,,,"18,101","18,072",,,,,,,,,,,,
Inpher.io,https://www.crunchbase.com/organization/inpher-io,"Inpher.io  is a secret computing technology for privacy-preserving machine learning and AI. Inpher is a veteran team of entrepreneurs, cryptographers, and computer scientists who believe that privacy and security are foundational to the future of computing.  It has developed transformational Secret Computing™ technology to run analytics and machine learning algorithms on private data sources with zero-knowledge.  This provides a secure path to cloud services and the monetization of analysis and insight without revealing sensitive data.","Artificial Intelligence (AI), Cyber Security, Machine Learning, Predictive Analytics","New York, New York, United States",Inpher.io is a secret computing technology for privacy-preserving machine learning and AI.,14000000,USD,14000000,,,,"4,784",31,28,14000000,USD,14000000,,,,,,,7,2021-09-08,"Greater New York Area, East Coast, Northeastern US",$1M to $10M,"JP Morgan Chase, Crosslink Capital, JPMorgan Chase & Co., Bowery Capital, Amazon Alexa Fund",$10M to $50M,2018-11-02,,Private,10001,2015-06-01,month,For Profit,http://www.inpher.io,https://www.linkedin.com/company/inpher-inc,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Privacy and Security, Science and Engineering, Software",2,"Dimitar Jetchev, Jordan Brandt",11-50,,Venture - Series Unknown,,,,Venture - Series Unknown,6,10,,,"18,102","18,072",,,,,,,,,,,,
Zendata,https://www.crunchbase.com/organization/zendata-9215,"Data is powering innovation across industries, but it also introduces new risks. Organizations struggle to control and oversee their data as it flows across systems and third parties. This prevents them from harnessing the full potential of their data.  Zendata offers comprehensive data protection, surpassing mere data mapping. It provides insights on data usage, identifies risks in third-party integrations, and aligns with existing policies and data agreements. Using advanced AI, we can stitch together disparate data sources into a unified view to unlock deeper insights while maintaining security and compliance.","Artificial Intelligence (AI), Compliance, Privacy, SaaS, Security, Software","San Francisco, California, United States",Harnessing AI to Secure Data Across Systems and Third Parties,4075000,USD,4075000,,,2,"1,379",6,,4075000,USD,4075000,,,Scientific and electric apparatus and instruments,2000000,USD,2000000,6,2024-05-29,"San Francisco Bay Area, West Coast, Western US",,"(ERA) Entrepreneurs Roundtable Accelerator, PayPal Ventures, Geek Ventures, Firsthand Alliance, Altari Ventures",,,0,Private,,2021-05-01,month,For Profit,https://www.zendata.dev,https://www.linkedin.com/company/zendata-ai,,,"Artificial Intelligence (AI), Data and Analytics, Privacy and Security, Professional Services, Science and Engineering, Software",1,Narayana Pappu,11-50,Seed,Seed,2000000,USD,2000000,Seed,1,5,,,"18,103","18,073",,,,,,,,,,,,
Quatt.io,https://www.crunchbase.com/organization/quatt-io,Quatt designs AI-powered smart hybrid heat pumps to accelerate the decrease of gas consumption.,"Artificial Intelligence (AI), Oil and Gas","Amsterdam, Noord-Holland, The Netherlands",Quatt designs AI-powered smart hybrid heat pumps to accelerate the decrease of gas consumption.,4750000,EUR,5017726,,,1,"113,437",43,,3250000,EUR,3387908,773,,Scientific and electric apparatus and instruments,1500000,EUR,1629818,3,2023-05-16,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,"Impact Equity Fund, Siep van der Valk",,,0,Private,1054XH,2021-01-01,year,For Profit,https://www.quatt.io,https://www.linkedin.com/company/quatt-heat,,,"Artificial Intelligence (AI), Data and Analytics, Energy, Natural Resources, Science and Engineering, Software",2,"Bas Flipse, Marijn Flipse",101-250,Seed,Debt Financing,2000000,EUR,1996383,Seed,,2,,,"18,107","18,077",,,,,,,,,,,,
Beatoven.ai,https://www.crunchbase.com/organization/beatoven-ai,Beatoven.ai is an AI-powered music generation tool for video and podcast content creators. It uses advanced AI music generation techniques to generate unique mood-based music to suit every part of the video.,"Artificial Intelligence (AI), Music, Podcast, Software, Video Streaming","Bengaluru, Karnataka, India",Beatoven.ai is an AI-powered music generation tool for video and podcast content creators.,2381806,USD,2381806,,,1,"595,128",27,,2381806,USD,2381806,,,Education; entertainment,110000000,INR,1326806,5,2024-03-18,Asia-Pacific (APAC),$1M to $10M,"Upsparks Capital, Google, Entrepreneur First, Redstart Labs, JioGenNext",,,0,Private,560102,2021-01-01,year,For Profit,https://www.beatoven.ai/,https://www.linkedin.com/company/beatovenai,,,"Artificial Intelligence (AI), Content and Publishing, Data and Analytics, Media and Entertainment, Music and Audio, Science and Engineering, Software, Video",2,"Mansoor Khan, Siddharth Bhardwaj",11-50,Seed,Seed,110000000,INR,1326806,Seed,4,8,,,"18,125","18,095",,,,,,,,,,,,
Kalendar AI,https://www.crunchbase.com/organization/kalendar-ai,"Kalendar AI is a startup that aims to help companies book new revenue on autopilot. It uses cutting-edge technology to reach potential customers from companies, allowing them to book a meeting within less than 30 seconds. The startup's AI technology writes personalized invitations to ideal customers with personalized decks inviting them to take a meeting. It claims to have amassed a database of over ideal customer profiles, upon which it unleashes its AI sales rep bots to send personalized pitches including interactive presentations that convert into one-click meetings with potential customers.","Artificial Intelligence (AI), Email, Machine Learning","New York, New York, United States","KalendarAI agents generate meetings, new sign ups, and revenue on autopilot by engaging your potential customers from 300+ million",3440500,USD,3440500,,,,"32,032",,10,3440500,USD,3440500,,,,3440500,USD,3440500,1,2021-12-30,"Greater New York Area, East Coast, Northeastern US",$1M to $10M,"500 Global, Metaplanet, Asymmetry Ventures, Locus Ventures, Village Global",,,,Private,,2021-01-01,day,For Profit,https://kalendar.ai,https://www.linkedin.com/company/kalendar-ai/,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Internet Services, Messaging and Telecommunications, Science and Engineering, Software",1,Ravi Vadrevu,1-10,Seed,Pre-Seed,3440500,USD,3440500,Pre-Seed,,6,,,"18,133","18,103",,,,,,,,,,,,
Circuit Mind,https://www.crunchbase.com/organization/circuit-mind,Circuit Mind builds Artificial Intelligence that completely automates the design of Electronics Circuit boards,"Artificial Intelligence (AI), Intelligent Systems, Predictive Analytics, Software Engineering","London, England, United Kingdom",Circuit Mind develops artificial intelligence solutions.,6809234,USD,6809234,,,0,"2,361",25,,6809234,USD,6809234,,,,,,,5,2023-09-07,"Europe, Middle East, and Africa (EMEA)",Less than $1M,"Creative Destruction Lab (CDL), Google for Startups, 7percent Ventures, Blackhorn Ventures, Creative Ventures",,,0,Private,,2018-01-01,year,For Profit,http://circuitmind.io/,https://www.linkedin.com/company/circuit-mind/,,,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",2,"Akintomide Adesanmi, Basilio Gentile",11-50,Seed,Non-equity Assistance,6313263,USD,6313263,Seed,3,10,,,"18,152","18,122",,,,,,,,,,,,
Summize,https://www.crunchbase.com/organization/summize-7b27,"Traditional contract management involves manual stages that limit contracts from achieving their maximum value or meeting compliance requirements. Summize addresses these issues including time, cost, and quality by utilising AI-powered workflows for in-house legal teams and empowering commercial teams to self-serve.    Customers choose Summize as their preferred CLM solution because it embeds with familiar tools like Word, Slack, Teams, Salesforce and Jira to speed up contract creation, review and overall adoption for the wider business, leading to optimised workflows and the successful implementation of the product in 12 weeks or less.  Additionally, our Legal Front Door is an intuitive, dynamic solution that fosters collaboration between contract stakeholders through a centralised intake process, automating legal requests and leading to faster deals. With comprehensive analytics and a centralised repository that provides all the insight to make informed decisions.  It’s CLM with a difference.","Analytics, Artificial Intelligence (AI), Contact Management, Legal, Legal Tech, SaaS, Software","Manchester, Manchester, United Kingdom",Summize is a Contract Lifecycle Management solution for forward-thinking inhouse legal and commercial teams.,5000000,GBP,5729444,,,1,"14,115",44,15,5000000,GBP,5729444,,,Scientific and technological services,5000000,GBP,5729444,1,2022-10-25,"Europe, Middle East, and Africa (EMEA)",$1M to $10M,"Maven Capital Partners, YFM Equity Partners",,,0,Private,M1 4PZ,2018-06-19,day,For Profit,https://www.summize.com,https://www.linkedin.com/company/summizeltd,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Professional Services, Science and Engineering, Software",2,"David Smith, Tom Dunlop",11-50,Early Stage Venture,Series A,5000000,GBP,5729444,Series A,,2,,,"18,161","18,131",,,,,,,,,,,,
Alan AI,https://www.crunchbase.com/organization/alan,"Alan AI is a comprehensive GenAI platform that enables enterprises to develop versatile agents to boost productivity rapidly and deliver 10-15X ROI. For example, a leading Cloud Infrastructure administrator’s productivity is significantly enhanced by using a Cloud IT agent deployed in days using the Alan AI Platform. The agent provides workflows for configuration, insights, troubleshooting and remediating issues, and automation — all through a natural language interface. This Cloud IT agent seamlessly integrates with existing APIs and enhances user experiences by providing navigable links directly into the existing GUIs for administrators, enriching the context provided. Administrators of any skill set can now manage and monitor complex IT operations. The Alan AI platform can be deployed on the edge, on-prem, or in a hybrid cloud. Headquartered in Silicon Valley, CA, and with a regional presence in Hyderabad, India. The company's foundation is strengthened by the experience and vision of its founders, Ramu Sunkara and Andrey Ryabov. Their previous venture, the mobile video service Qik, achieved notable success and was acquired by Skype, underscoring their prowess in pioneering technology-driven solutions.","Artificial Intelligence (AI), Generative AI, Machine Learning, Natural Language Processing, Speech Recognition, Virtual Assistant","Sunnyvale, California, United States","Effortlessly build and deploy universal agents in a Private cloud or VPC, or as SaaS with Alan AI.",9000000,USD,9000000,,,1,"23,157",,,9000000,USD,9000000,,Musical Instruments; Acoustics,Scientific and technological services,2500000,USD,2500000,4,2023-01-22,"San Francisco Bay Area, Silicon Valley, West Coast",Less than $1M,"Creative Destruction Lab (CDL), Gutbrain Ventures, SymphonyAlpha Ventures",,,5,Private,94089,2018-09-01,month,For Profit,https://alan.app,https://www.linkedin.com/company/alanai,,,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",4,"Andrey Ryabov, Blake Wheale, Gaurav Kuchhal, Ramu Sunkara",11-50,Seed,Seed,2500000,USD,2500000,Seed,,3,,,"18,186","18,156",,,,,,,,,,,,
ClearBlade,https://www.crunchbase.com/organization/clearblade,"ClearBlade is an Edge Computing software company enabling enterprises to rapidly engineer and run secure, real-time, scalable IoT applications. ClearBlade was built for the enterprise from the ground up to run securely in any cloud, on-premise, and at the edge. ClearBlade enables companies to ingest, analyze, adapt and act on any data in real time and at an extreme scale. Users can unleash their data by leveraging local computing, artificial intelligence, and actionable visualizations while integrating with any enterprise system - all from a single platform. The industry-leading ClearBlade Edge delivers the full power of the ClearBlade Platform directly to devices and gateways. The ClearBlade Edge runs autonomously - independent of network connectivity - ensuring resiliency and security.  ClearBlade’s patented communications-agnostic AutoSync technology guarantees your environment is always up-to-date.  ClearBlade is fully extensible with a suite of proven components and integrations to deliver solutions quickly and at scale.  ClearBlade empowers you to focus on business results and outcomes.  Providing a consistent platform across edge, cloud, and on-premise environments. ClearBlade is headquartered in Austin, TX.","Artificial Intelligence (AI), Cloud Computing, Enterprise Software, Internet of Things, Productivity Tools","Austin, Texas, United States",ClearBlade is an IoT software company that helps accelerate the development of secure and scalable industrial IoT applications.,14802594,USD,14802594,,,2,825,48,30,13302594,USD,13302594,,,Scientific and technological services,,,,7,2022-11-21,Southern US,$1M to $10M,"Phunware, Purdue Research Foundation, Capital Factory, Hypergiant, Sumitomo Corporation of America",$10M to $50M,2017-09-20,7,Private,78744,2007-08-27,day,For Profit,http://www.clearblade.com,http://www.linkedin.com/company/clearblade,,,"Artificial Intelligence (AI), Data and Analytics, Internet Services, Science and Engineering, Software",2,"Aaron Allsbrook, Eric Simone",11-50,,Venture - Series Unknown,,,,Venture - Series Unknown,3,44,,,"18,194","18,164",,,,,,,,,,,,
Authena,https://www.crunchbase.com/organization/authena,"At Authena, we're taking traceability to unprecedented heights by fusing proprietary IoT devices with blockchain and AI technologies. Serving industries such as Pharmaceuticals, Luxury, and Food and Beverage, we offer real-time, unit-level tracking that's more efficient and secure than ever. Our standout solutions, Authena SHIELD™ and Authena L1VE 2.0 (Next Generation), go beyond meeting regulatory standards. They enable brands to cultivate unmatched consumer trust through complete transparency, genuine authenticity, and steadfast commitment to sustainability. As the only traceability solution provider recently incorporated into NEOM's Oxagon accelerator, Authena is leading the way in shaping a greener, more responsible future. Headquartered in Zug, Switzerland, experience the new standard in security, efficiency, and sustainability with Authena's cutting-edge, unit-level condition monitoring traceability solutions.","Artificial Intelligence (AI), Blockchain, Information Technology, Internet of Things, Marketing Automation, Supply Chain Management","Zug, Zug, Switzerland",Preventing waste and inefficiencies in critical supply chains by bringing real-time location & condition monitoring down to the single unit,5132646,USD,5132646,,,10,"1,708",38,,5055166,USD,5055166,811,Computing; Calculating,Scientific and electric apparatus and instruments,70000,CHF,77480,6,2023-06-09,"Europe, Middle East, and Africa (EMEA)",$1M to $10M,"SICTIC, MassChallenge Switzerland, Ecliptic Capital, MassChallenge, Tech4Trust acceleration program",,,9,Private,6300,2018-01-11,day,For Profit,https://authena.io,https://www.linkedin.com/company/authena,,,"Artificial Intelligence (AI), Blockchain and Cryptocurrency, Data and Analytics, Information Technology, Internet Services, Other, Sales and Marketing, Science and Engineering, Software, Transportation",1,Matteo Panzavolta,11-50,Early Stage Venture,Grant,1300000,USD,1300000,Series A,3,5,,,"18,208","18,178",,,,,,,,,,,,
GYANT,https://www.crunchbase.com/organization/gyant,"GYANT is a digital front door solution for health systems that uses AI to navigate patients to the right care setting and relevant in-network resources. GYANT helps health systems implement digital patient journeys to effectively capture new patients, efficiently serve existing ones, and drive process automation across the enterprise.","Artificial Intelligence (AI), Health Care, Personal Health, Software","San Francisco, California, United States",GYANT is a digital front door solution for health systems that uses AI to navigate patients to the right care setting and resources.,22999566,USD,22999566,2024-01-31,day,,"44,937",14,17,22305591,USD,22305591,,,,13600000,USD,13600000,6,2020-07-15,"San Francisco Bay Area, West Coast, Western US",$10M to $50M,"Techstars, Mayo Clinic, ACME Capital, Wing Venture Capital, Techstars Ventures",,,,Private,94114,2016-04-22,day,For Profit,http://www.gyant.com,https://www.linkedin.com/company/gyant/,,,"Artificial Intelligence (AI), Data and Analytics, Health Care, Science and Engineering, Software",2,"Pascal Zuta, Stefan Behrens",51-100,M&A,Series A,13600000,USD,13600000,Series A,3,14,,Was Acquired,"18,212","18,182",,,,,,,,,,,,
Terra AI,https://www.crunchbase.com/organization/terra-ai,"Terra's AI platform models and optimizes complex natural resource projects, enabling faster designs, reduced capital costs, and improved energy/resource output for large-scale developments.","Artificial Intelligence (AI), Energy, Natural Resources","Sunnyvale, California, United States",Intelligent Systems for Natural Resource Development,3385000,USD,3385000,,,,,2,,3385000,USD,3385000,,,,3385000,USD,3385000,1,2023-10-01,"San Francisco Bay Area, Silicon Valley, West Coast",,"Climate Capital, Khosla Ventures, Plug and Play, StoryHouse Ventures",,,,Private,94085,2023-09-01,month,For Profit,https://www.terraai.com,https://www.linkedin.com/company/terra-ai-sys,,,"Artificial Intelligence (AI), Data and Analytics, Energy, Natural Resources, Science and Engineering, Software, Sustainability",2,"Anthony Corso, John Mern",1-10,Seed,Seed,3385000,USD,3385000,Seed,,4,,,"18,234","18,204",,,,,,,,,,,,
