"Region";"Technology";"Relatedness.Density";"Complexity";"RCA";"CPC";"X.Label..CPC.";"Relatedness.Density..CPC.";"RCA..CPC."
"NL4";"Thermal processes adn apparatus";27,78;18,18;0,36;"F28D";"heat-exchange apparatus, not provided for in anoth";8,73;0,37
"NL4";"Thermal processes adn apparatus";27,78;18,18;0,36;"F28F";"details of heat-exchange or heat-transfer apparatu";8,99;0,43
"NL4";"Thermal processes adn apparatus";27,78;18,18;0,36;"F28G";"cleaning of internal or external surfaces of heat-";7,05;0,62
"NL4";"Transport";48,71;48,48;0,33;"B60B";"vehicle wheels; castors; axles for wheels or casto";15,21;0,68
"NL4";"Transport";48,71;48,48;0,33;"B60C";"vehicle tyres; tyre inflation; tyre changing; conn";47,38;0,07
"NL4";"Transport";48,71;48,48;0,33;"B60D";"vehicle connections";12,05;0,29
"NL4";"Transport";48,71;48,48;0,33;"B60F";"vehicles for use both on rail and on road; vehicle";36,14;0,83
"NL4";"Transport";48,71;48,48;0,33;"B60G";"vehicle suspension arrangements";5,61;0,64
"NL4";"Transport";48,71;48,48;0,33;"B60H";"arrangements or adaptations of heating, cooling, v";11,6;0,27
"NL4";"Transport";48,71;48,48;0,33;"B60J";"windows, windscreens, non-fixed roofs, doors, or s";13,94;2,49
"NL4";"Transport";48,71;48,48;0,33;"B60K";"arrangement or mounting of propulsion units or of ";11,33;0,27
"NL4";"Transport";48,71;48,48;0,33;"B60L";"propulsion of electrically-propelled vehicles; sup";14,44;0,32
"NL4";"Transport";48,71;48,48;0,33;"B60M";"power supply lines, or devices along rails, for el";19,81;0
"NL4";"Transport";48,71;48,48;0,33;"B60N";"vehicle passenger accommodation not otherwise prov";12,14;0,31
"NL4";"Transport";48,71;48,48;0,33;"B60P";"vehicles adapted for load transportation or to tra";19,72;0,41
"NL4";"Transport";48,71;48,48;0,33;"B60Q";"arrangement of signalling or lighting devices, the";48,07;0,31
"NL4";"Transport";48,71;48,48;0,33;"B60R";"vehicles, vehicle fittings, or vehicle parts, not ";25,69;0,16
"NL4";"Transport";48,71;48,48;0,33;"B60S";"servicing, cleaning, repairing, supporting, liftin";20,12;0,22
"NL4";"Transport";48,71;48,48;0,33;"B60T";"vehicle brake control systems or parts thereof; br";6,94;0,09
"NL4";"Transport";48,71;48,48;0,33;"B60W";"conjoint control of vehicle sub-units of different";11,76;0,14
"NL4";"Transport";48,71;48,48;0,33;"B61B";"railway systems; equipment therefor not otherwise ";24,03;0
"NL4";"Transport";48,71;48,48;0,33;"B61C";"locomotives; motor railcars";1,89;0
"NL4";"Transport";48,71;48,48;0,33;"B61D";"body details or kinds of railway vehicles";8,12;0,14
"NL4";"Transport";48,71;48,48;0,33;"B61F";"rail vehicle suspensions, e.g. underframes, bogies";3,48;0
"NL4";"Transport";48,71;48,48;0,33;"B61G";"couplings specially adapted for railway vehicles; ";5,41;0
"NL4";"Transport";48,71;48,48;0,33;"B61H";"brakes or other retarding apparatus peculiar to ra";3,89;0
"NL4";"Transport";48,71;48,48;0,33;"B61K";"other auxiliary equipment for railways ";16,33;0
"NL4";"Transport";48,71;48,48;0,33;"B61L";"guiding railway traffic; ensuring the safety of ra";28,55;0,16
"NL4";"Transport";48,71;48,48;0,33;"B62B";"hand-propelled vehicles, e.g. hand carts or peramb";27,09;1,29
"NL4";"Transport";48,71;48,48;0,33;"B62D";"motor vehicles; trailers";11,32;0,35
"NL4";"Transport";48,71;48,48;0,33;"B62H";"cycle stands; supports or holders for parking or s";5,36;1,51
"NL4";"Transport";48,71;48,48;0,33;"B62J";"cycle saddles or seats; accessories peculiar to cy";24,28;0,2
"NL4";"Transport";48,71;48,48;0,33;"B62K";"cycles; cycle frames; cycle steering devices; ride";18,28;0,24
"NL4";"Transport";48,71;48,48;0,33;"B62L";"brakes specially adapted for cycles";9,37;0
"NL4";"Transport";48,71;48,48;0,33;"B62M";"rider propulsion of wheeled vehicles or sledges; p";13,66;0,22
"NL4";"Transport";48,71;48,48;0,33;"B63B";"ships or other waterborne vessels; equipment for s";10,65;0,88
"NL4";"Transport";48,71;48,48;0,33;"B63C";"launching, hauling-out, or dry-docking of vessels;";21,34;0,46
"NL4";"Transport";48,71;48,48;0,33;"B63G";"offensive or defensive arrangements on vessels; mi";13,41;0,26
"NL4";"Transport";48,71;48,48;0,33;"B63H";"marine propulsion or steering";8,07;0,56
"NL4";"Transport";48,71;48,48;0,33;"B63J";"auxiliaries on vessels";5,64;0,66
"NL4";"Transport";48,71;48,48;0,33;"B64B";"lighter-than-air aircraft";47,8;0
"NL4";"Transport";48,71;48,48;0,33;"B64C";"aeroplanes; helicopters";13,65;0,07
"NL4";"Transport";48,71;48,48;0,33;"B64D";"equipment for fitting in or to aircraft; flying su";18,64;0,03
"NL4";"Transport";48,71;48,48;0,33;"B64F";"ground or aircraft-carrier-deck installations spec";14,33;0,78
"NL4";"Transport";48,71;48,48;0,33;"B64G";"cosmonautics; vehicles or equipment therefor ";19,98;0
