"Province";"Technology";"Relatedness.Density";"Complexity";"RCA";"CPC";"X.Label..CPC.";"Relatedness.Density..CPC.";"RCA..CPC."
"North Brabant";"Measurement";56,68;42,42;1,42;"G01H";"measurement of mechanical vibrations or ultrasonic";34,61;1,85
"North Brabant";"Measurement";56,68;42,42;1,42;"G01J";"measurement of intensity, velocity, spectral conte";62,85;1,83
"North Brabant";"Measurement";56,68;42,42;1,42;"G01K";"measuring temperature; measuring quantity of heat;";30,34;1,24
"North Brabant";"Measurement";56,68;42,42;1,42;"G01L";"measuring force, stress, torque, work, mechanical ";28,79;0,62
"North Brabant";"Measurement";56,68;42,42;1,42;"G01M";"testing static or dynamic balance of machines or s";27,62;0,4
"North Brabant";"Measurement";56,68;42,42;1,42;"G01P";"measuring linear or angular speed, acceleration, d";30,38;1,39
"North Brabant";"Measurement";56,68;42,42;1,42;"G01Q";"scanning-probe techniques or apparatus; applicatio";87,45;2,9
"North Brabant";"Measurement";56,68;42,42;1,42;"G01R";"measuring electric variables; measuring magnetic v";44,73;4,39
"North Brabant";"Measurement";56,68;42,42;1,42;"G01S";"radio direction-finding; radio navigation; determi";44,23;1,49
"North Brabant";"Measurement";56,68;42,42;1,42;"G01V";"geophysics; gravitational measurements; detecting ";54,88;0,38
"North Brabant";"Measurement";56,68;42,42;1,42;"G01W";"meteorology";55,49;0,49
"North Brabant";"Measurement";56,68;42,42;1,42;"G04B";"mechanically-driven clocks or watches; mechanical ";28,56;0,04
"North Brabant";"Measurement";56,68;42,42;1,42;"G04C";"electromechanical clocks or watches";59,55;0,76
"North Brabant";"Measurement";56,68;42,42;1,42;"G04D";"apparatus or tools specially designed for making o";8,01;0
"North Brabant";"Measurement";56,68;42,42;1,42;"G04F";"time-interval measuring";46,71;1,72
"North Brabant";"Measurement";56,68;42,42;1,42;"G04G";"electronic time-pieces";25,14;2,68
"North Brabant";"Measurement";56,68;42,42;1,42;"G12B";"constructional details of instruments, or comparab";45,2;5,41
"Zeeland";"Measurement";18,42;42,42;0,05;"G01B";"measuring length, thickness or similar linear dime";17,26;0
"Zeeland";"Measurement";18,42;42,42;0,05;"G01C";"measuring distances, levels or bearings; surveying";10,24;0
"Zeeland";"Measurement";18,42;42,42;0,05;"G01D";"measuring not specially adapted for a specific var";10,6;0
"Zeeland";"Measurement";18,42;42,42;0,05;"G01F";"measuring volume, volume flow, mass flow, or liqui";13,05;0
"Zeeland";"Measurement";18,42;42,42;0,05;"G01G";"weighing";16,88;0
"Zeeland";"Measurement";18,42;42,42;0,05;"G01H";"measurement of mechanical vibrations or ultrasonic";5,58;0
"Zeeland";"Measurement";18,42;42,42;0,05;"G01J";"measurement of intensity, velocity, spectral conte";20;1,11
"Zeeland";"Measurement";18,42;42,42;0,05;"G01K";"measuring temperature; measuring quantity of heat;";12,33;0
"Zeeland";"Measurement";18,42;42,42;0,05;"G01L";"measuring force, stress, torque, work, mechanical ";19,61;0
"Zeeland";"Measurement";18,42;42,42;0,05;"G01M";"testing static or dynamic balance of machines or s";16,52;0
"Zeeland";"Measurement";18,42;42,42;0,05;"G01P";"measuring linear or angular speed, acceleration, d";6,08;0
"Zeeland";"Measurement";18,42;42,42;0,05;"G01Q";"scanning-probe techniques or apparatus; applicatio";10,01;0
"Zeeland";"Measurement";18,42;42,42;0,05;"G01R";"measuring electric variables; measuring magnetic v";5,9;0
"Zeeland";"Measurement";18,42;42,42;0,05;"G01S";"radio direction-finding; radio navigation; determi";8,52;0
"Zeeland";"Measurement";18,42;42,42;0,05;"G01V";"geophysics; gravitational measurements; detecting ";9,1;0
"Zeeland";"Measurement";18,42;42,42;0,05;"G01W";"meteorology";12,02;0
"Zeeland";"Measurement";18,42;42,42;0,05;"G04B";"mechanically-driven clocks or watches; mechanical ";5,88;0
"Zeeland";"Measurement";18,42;42,42;0,05;"G04C";"electromechanical clocks or watches";2,73;0
"Zeeland";"Measurement";18,42;42,42;0,05;"G04D";"apparatus or tools specially designed for making o";6,02;0
"Zeeland";"Measurement";18,42;42,42;0,05;"G04F";"time-interval measuring";3;0
"Zeeland";"Measurement";18,42;42,42;0,05;"G04G";"electronic time-pieces";2,1;0
"Zeeland";"Measurement";18,42;42,42;0,05;"G12B";"constructional details of instruments, or comparab";16,31;0
"Limburg";"Mechanical elements";25,42;27,27;0,35;"F15B";"systems acting by means of fluids in general; flui";12,52;0,14
"Limburg";"Mechanical elements";25,42;27,27;0,35;"F15C";"fluid-circuit elements predominantly used for comp";48,86;0
"Limburg";"Mechanical elements";25,42;27,27;0,35;"F15D";"fluid dynamics, i.e. methods or means for influenc";30,9;1,87
"Limburg";"Mechanical elements";25,42;27,27;0,35;"F16B";"devices for fastening or securing constructional e";19,06;0,13
"Limburg";"Mechanical elements";25,42;27,27;0,35;"F16C";"shafts; flexible shafts; mechanical means for tran";10,51;0,24
"Limburg";"Mechanical elements";25,42;27,27;0,35;"F16D";"couplings for transmitting rotation";5,08;0,42
"Limburg";"Mechanical elements";25,42;27,27;0,35;"F16F";"springs; shock-absorbers; means for damping vibrat";10,95;0,29
"Limburg";"Mechanical elements";25,42;27,27;0,35;"F16G";"belts, cables, or ropes, predominantly used for dr";21,35;3,49
"Limburg";"Mechanical elements";25,42;27,27;0,35;"F16H";"gearing";10,81;0,36
"Limburg";"Mechanical elements";25,42;27,27;0,35;"F16J";"pistons; cylinders; pressure vessels in general; s";14,71;0,27
"Limburg";"Mechanical elements";25,42;27,27;0,35;"F16K";"valves; taps; cocks; actuating-floats; devices for";14,66;0,25
"Limburg";"Mechanical elements";25,42;27,27;0,35;"F16L";"pipes; joints or fittings for pipes; supports for ";26,86;0,54
"Limburg";"Mechanical elements";25,42;27,27;0,35;"F16M";"frames, casings, or beds, of engines or other mach";17,91;0,34
"Limburg";"Mechanical elements";25,42;27,27;0,35;"F16N";"lubricating";7,7;0
"Limburg";"Mechanical elements";25,42;27,27;0,35;"F16P";"safety devices in general";7,8;0
"Limburg";"Mechanical elements";25,42;27,27;0,35;"F16S";"constructional elements in general; structures bui";29,89;0
"Limburg";"Mechanical elements";25,42;27,27;0,35;"F17C";"vessels for containing or storing compressed, liqu";20,58;0,41
"Limburg";"Mechanical elements";25,42;27,27;0,35;"F17D";"pipe-line systems; pipe-lines";20,7;0
"Limburg";"Mechanical elements";25,42;27,27;0,35;"G05G";"control devices or systems insofar as characterise";9,49;0
"North Brabant";"Mechanical elements";22,54;27,27;0,41;"F15B";"systems acting by means of fluids in general; flui";15,53;0,2
"North Brabant";"Mechanical elements";22,54;27,27;0,41;"F15C";"fluid-circuit elements predominantly used for comp";42,9;0
"North Brabant";"Mechanical elements";22,54;27,27;0,41;"F15D";"fluid dynamics, i.e. methods or means for influenc";9,36;0
"North Brabant";"Mechanical elements";22,54;27,27;0,41;"F16B";"devices for fastening or securing constructional e";9,58;0,35
"North Brabant";"Mechanical elements";22,54;27,27;0,41;"F16C";"shafts; flexible shafts; mechanical means for tran";8,97;0,54
"North Brabant";"Mechanical elements";22,54;27,27;0,41;"F16D";"couplings for transmitting rotation";3,92;0,17
"North Brabant";"Mechanical elements";22,54;27,27;0,41;"F16F";"springs; shock-absorbers; means for damping vibrat";8,33;0,32
"North Brabant";"Mechanical elements";22,54;27,27;0,41;"F16G";"belts, cables, or ropes, predominantly used for dr";25,4;4,53
"North Brabant";"Mechanical elements";22,54;27,27;0,41;"F16H";"gearing";6,56;0,45
"North Brabant";"Mechanical elements";22,54;27,27;0,41;"F16J";"pistons; cylinders; pressure vessels in general; s";8,7;0,22
"North Brabant";"Mechanical elements";22,54;27,27;0,41;"F16K";"valves; taps; cocks; actuating-floats; devices for";12,74;0,34
"North Brabant";"Mechanical elements";22,54;27,27;0,41;"F16L";"pipes; joints or fittings for pipes; supports for ";7,42;0,36
"North Brabant";"Mechanical elements";22,54;27,27;0,41;"F16M";"frames, casings, or beds, of engines or other mach";24,65;0,49
"North Brabant";"Mechanical elements";22,54;27,27;0,41;"F16N";"lubricating";8,12;0,31
"North Brabant";"Mechanical elements";22,54;27,27;0,41;"F16P";"safety devices in general";15,31;0,38
"North Brabant";"Mechanical elements";22,54;27,27;0,41;"F16S";"constructional elements in general; structures bui";0;0
"North Brabant";"Mechanical elements";22,54;27,27;0,41;"F17C";"vessels for containing or storing compressed, liqu";6,18;0,51
"North Brabant";"Mechanical elements";22,54;27,27;0,41;"F17D";"pipe-line systems; pipe-lines";12,2;0,58
"North Brabant";"Mechanical elements";22,54;27,27;0,41;"G05G";"control devices or systems insofar as characterise";15,9;0,28
"Zeeland";"Mechanical elements";31,54;27,27;0,41;"F15B";"systems acting by means of fluids in general; flui";27,99;0,98
"Zeeland";"Mechanical elements";31,54;27,27;0,41;"F15C";"fluid-circuit elements predominantly used for comp";30,14;0
"Zeeland";"Mechanical elements";31,54;27,27;0,41;"F15D";"fluid dynamics, i.e. methods or means for influenc";26,24;0
"Zeeland";"Mechanical elements";31,54;27,27;0,41;"F16B";"devices for fastening or securing constructional e";25,42;0
"Zeeland";"Mechanical elements";31,54;27,27;0,41;"F16C";"shafts; flexible shafts; mechanical means for tran";23,37;0,42
"Zeeland";"Mechanical elements";31,54;27,27;0,41;"F16D";"couplings for transmitting rotation";13,21;1,68
"Zeeland";"Mechanical elements";31,54;27,27;0,41;"F16F";"springs; shock-absorbers; means for damping vibrat";21,14;0
"Zeeland";"Mechanical elements";31,54;27,27;0,41;"F16G";"belts, cables, or ropes, predominantly used for dr";27,96;0
"Zeeland";"Mechanical elements";31,54;27,27;0,41;"F16H";"gearing";26,26;0
"Zeeland";"Mechanical elements";31,54;27,27;0,41;"F16J";"pistons; cylinders; pressure vessels in general; s";22,67;0
"Zeeland";"Mechanical elements";31,54;27,27;0,41;"F16K";"valves; taps; cocks; actuating-floats; devices for";17,01;0,44
"Zeeland";"Mechanical elements";31,54;27,27;0,41;"F16L";"pipes; joints or fittings for pipes; supports for ";30,8;0,7
"Zeeland";"Mechanical elements";31,54;27,27;0,41;"F16M";"frames, casings, or beds, of engines or other mach";12,91;0
"Zeeland";"Mechanical elements";31,54;27,27;0,41;"F16N";"lubricating";11,4;0
"Zeeland";"Mechanical elements";31,54;27,27;0,41;"F16P";"safety devices in general";11,97;0
"Zeeland";"Mechanical elements";31,54;27,27;0,41;"F16S";"constructional elements in general; structures bui";29,89;0
"Zeeland";"Mechanical elements";31,54;27,27;0,41;"F17C";"vessels for containing or storing compressed, liqu";24,47;0
"Zeeland";"Mechanical elements";31,54;27,27;0,41;"F17D";"pipe-line systems; pipe-lines";25,51;0
"Zeeland";"Mechanical elements";31,54;27,27;0,41;"G05G";"control devices or systems insofar as characterise";19,06;0
"Limburg";"Medical technology";43,94;69,7;1,01;"A61B";"diagnosis; surgery; identification";25,04;0,79
"Limburg";"Medical technology";43,94;69,7;1,01;"A61C";"dentistry; apparatus or methods for oral or dental";29,56;0,2
"Limburg";"Medical technology";43,94;69,7;1,01;"A61D";"veterinary instruments, implements, tools, or meth";33,4;2,95
"Limburg";"Medical technology";43,94;69,7;1,01;"A61F";"filters implantable into blood vessels; prostheses";35,36;1,16
"Limburg";"Medical technology";43,94;69,7;1,01;"A61G";"transport, personal conveyances, or accommodation ";19,03;0,89
"Limburg";"Medical technology";43,94;69,7;1,01;"A61H";"physical therapy apparatus, e.g. devices for locat";29,07;0,28
"Limburg";"Medical technology";43,94;69,7;1,01;"A61J";"containers specially adapted for medical or pharma";29,7;0,19
"Limburg";"Medical technology";43,94;69,7;1,01;"A61L";"methods or apparatus for sterilising materials or ";50,94;2,87
"Limburg";"Medical technology";43,94;69,7;1,01;"A61M";"devices for introducing media into, or onto, the b";25,68;0,31
"Limburg";"Medical technology";43,94;69,7;1,01;"A61N";"electrotherapy; magnetotherapy; radiation therapy;";21,93;2,38
"Limburg";"Medical technology";43,94;69,7;1,01;"H05G";"x-ray technique";50,03;2,38
"North Brabant";"Medical technology";33;69,7;3,01;"A61B";"diagnosis; surgery; identification";68,77;5,53
"North Brabant";"Medical technology";33;69,7;3,01;"A61C";"dentistry; apparatus or methods for oral or dental";45,17;1,28
"North Brabant";"Medical technology";33;69,7;3,01;"A61D";"veterinary instruments, implements, tools, or meth";65,04;0,92
"North Brabant";"Medical technology";33;69,7;3,01;"A61F";"filters implantable into blood vessels; prostheses";41,62;0,5
"North Brabant";"Medical technology";33;69,7;3,01;"A61G";"transport, personal conveyances, or accommodation ";39,71;2,03
"North Brabant";"Medical technology";33;69,7;3,01;"A61H";"physical therapy apparatus, e.g. devices for locat";45,3;2,43
"North Brabant";"Medical technology";33;69,7;3,01;"A61J";"containers specially adapted for medical or pharma";38,83;1,27
"North Brabant";"Medical technology";33;69,7;3,01;"A61L";"methods or apparatus for sterilising materials or ";15,29;0,47
"North Brabant";"Medical technology";33;69,7;3,01;"A61M";"devices for introducing media into, or onto, the b";41,78;2,29
"North Brabant";"Medical technology";33;69,7;3,01;"A61N";"electrotherapy; magnetotherapy; radiation therapy;";65,38;6,21
"North Brabant";"Medical technology";33;69,7;3,01;"H05G";"x-ray technique";76,14;11,3
"Zeeland";"Medical technology";40,29;69,7;0,18;"A61B";"diagnosis; surgery; identification";12,55;0,12
"Zeeland";"Medical technology";40,29;69,7;0,18;"A61C";"dentistry; apparatus or methods for oral or dental";23,82;0
"Zeeland";"Medical technology";40,29;69,7;0,18;"A61D";"veterinary instruments, implements, tools, or meth";23,04;0
"Zeeland";"Medical technology";40,29;69,7;0,18;"A61F";"filters implantable into blood vessels; prostheses";27,97;0
"Zeeland";"Medical technology";40,29;69,7;0,18;"A61G";"transport, personal conveyances, or accommodation ";21,48;0
"Zeeland";"Medical technology";40,29;69,7;0,18;"A61H";"physical therapy apparatus, e.g. devices for locat";9,29;0
"Zeeland";"Medical technology";40,29;69,7;0,18;"A61J";"containers specially adapted for medical or pharma";31,86;0
"Zeeland";"Medical technology";40,29;69,7;0,18;"A61L";"methods or apparatus for sterilising materials or ";29,84;1,1
"Zeeland";"Medical technology";40,29;69,7;0,18;"A61M";"devices for introducing media into, or onto, the b";22,87;0,18
"Zeeland";"Medical technology";40,29;69,7;0,18;"A61N";"electrotherapy; magnetotherapy; radiation therapy;";10,93;0
"Zeeland";"Medical technology";40,29;69,7;0,18;"H05G";"x-ray technique";10,54;0
"Limburg";"Micro-structure and nano-technology";63,95;63,64;0,82;"B81B";"micro-structural devices or systems, e.g. micro-me";57,44;2,08
"Limburg";"Micro-structure and nano-technology";63,95;63,64;0,82;"B81C";"processes or apparatus specially adapted for the m";63,66;1,71
"Limburg";"Micro-structure and nano-technology";63,95;63,64;0,82;"B82B";"nano-structures formed by manipulation of individu";45;0
"Limburg";"Micro-structure and nano-technology";63,95;63,64;0,82;"B82Y";"specific uses or applications of nano-structures; ";47,63;0,46
"North Brabant";"Micro-structure and nano-technology";41,2;63,64;1,26;"B81B";"micro-structural devices or systems, e.g. micro-me";72,04;1,29
"North Brabant";"Micro-structure and nano-technology";41,2;63,64;1,26;"B81C";"processes or apparatus specially adapted for the m";72,97;1,06
"North Brabant";"Micro-structure and nano-technology";41,2;63,64;1,26;"B82B";"nano-structures formed by manipulation of individu";46,56;0
"North Brabant";"Micro-structure and nano-technology";41,2;63,64;1,26;"B82Y";"specific uses or applications of nano-structures; ";31,94;1,31
"Zeeland";"Micro-structure and nano-technology";47,21;63,64;0;"B81B";"micro-structural devices or systems, e.g. micro-me";11,43;0
"Zeeland";"Micro-structure and nano-technology";47,21;63,64;0;"B81C";"processes or apparatus specially adapted for the m";14,32;0
"Zeeland";"Micro-structure and nano-technology";47,21;63,64;0;"B82B";"nano-structures formed by manipulation of individu";21,21;0
"Zeeland";"Micro-structure and nano-technology";47,21;63,64;0;"B82Y";"specific uses or applications of nano-structures; ";31,8;0
"Limburg";"Optics";33,85;63,64;1,58;"G02B";"optical elements, systems, or apparatus ";24,58;1,21
"Limburg";"Optics";33,85;63,64;1,58;"G02C";"spectacles; sunglasses or goggles insofar as they ";38,61;0
"Limburg";"Optics";33,85;63,64;1,58;"G02F";"devices or arrangements, the optical operation of ";36,69;0,54
"Limburg";"Optics";33,85;63,64;1,58;"G03B";"apparatus or arrangements for taking photographs o";33,47;0,89
"Limburg";"Optics";33,85;63,64;1,58;"G03C";"photosensitive materials for photographic purposes";41,51;0
"Limburg";"Optics";33,85;63,64;1,58;"G03F";"photomechanical production of textured or patterne";54,81;4,75
"Limburg";"Optics";33,85;63,64;1,58;"G03G";"electrography; electrophotography; magnetography ";42,53;25,9
"Limburg";"Optics";33,85;63,64;1,58;"G03H";"holographic processes or apparatus";29,38;0
"Limburg";"Optics";33,85;63,64;1,58;"H01S";"devices using stimulated emission";33,08;0,23
"North Brabant";"Optics";55,22;63,64;2,73;"G02B";"optical elements, systems, or apparatus ";50,49;2,74
"North Brabant";"Optics";55,22;63,64;2,73;"G02C";"spectacles; sunglasses or goggles insofar as they ";51,21;0,38
"North Brabant";"Optics";55,22;63,64;2,73;"G02F";"devices or arrangements, the optical operation of ";49,08;2,5
"North Brabant";"Optics";55,22;63,64;2,73;"G03B";"apparatus or arrangements for taking photographs o";57,57;2,1
"North Brabant";"Optics";55,22;63,64;2,73;"G03C";"photosensitive materials for photographic purposes";53,67;0,98
"North Brabant";"Optics";55,22;63,64;2,73;"G03F";"photomechanical production of textured or patterne";46,2;6,59
"North Brabant";"Optics";55,22;63,64;2,73;"G03G";"electrography; electrophotography; magnetography ";45,26;1,78
"North Brabant";"Optics";55,22;63,64;2,73;"G03H";"holographic processes or apparatus";55,56;0,64
"North Brabant";"Optics";55,22;63,64;2,73;"H01S";"devices using stimulated emission";71,14;2,15
"Zeeland";"Optics";25,16;63,64;1,18;"G02B";"optical elements, systems, or apparatus ";30,63;1,8
"Zeeland";"Optics";25,16;63,64;1,18;"G02C";"spectacles; sunglasses or goggles insofar as they ";44,2;2,13
"Zeeland";"Optics";25,16;63,64;1,18;"G02F";"devices or arrangements, the optical operation of ";39,28;0
"Zeeland";"Optics";25,16;63,64;1,18;"G03B";"apparatus or arrangements for taking photographs o";33,91;0
"Zeeland";"Optics";25,16;63,64;1,18;"G03C";"photosensitive materials for photographic purposes";37,68;0
"Zeeland";"Optics";25,16;63,64;1,18;"G03F";"photomechanical production of textured or patterne";31,32;1,39
"Zeeland";"Optics";25,16;63,64;1,18;"G03G";"electrography; electrophotography; magnetography ";34,06;0
"Zeeland";"Optics";25,16;63,64;1,18;"G03H";"holographic processes or apparatus";29,1;0
"Zeeland";"Optics";25,16;63,64;1,18;"H01S";"devices using stimulated emission";30,19;0
"Limburg";"Organic fine chemistry";60,8;78,79;1,12;"A61Q";"specific use of cosmetics or similar toilet prepar";36,35;0,41
"Limburg";"Organic fine chemistry";60,8;78,79;1,12;"C04B";"lime; magnesia; slag; cements; compositions thereo";40,72;0,54
"Limburg";"Organic fine chemistry";60,8;78,79;1,12;"C07B";"general methods of organic chemistry; apparatus th";47,33;1,23
"Limburg";"Organic fine chemistry";60,8;78,79;1,12;"C07C";"acyclic or carbocyclic compounds ";53,86;2,34
"Limburg";"Organic fine chemistry";60,8;78,79;1,12;"C07D";"heterocyclic compounds";64,02;0,87
"Limburg";"Organic fine chemistry";60,8;78,79;1,12;"C07F";"acyclic, carbocyclic, or heterocyclic compounds co";46,75;1,18
"Limburg";"Organic fine chemistry";60,8;78,79;1,12;"C07H";"sugars; derivatives thereof; nucleosides; nucleoti";62,86;1,22
"Limburg";"Organic fine chemistry";60,8;78,79;1,12;"C07J";"steroids";52,71;0
"Limburg";"Organic fine chemistry";60,8;78,79;1,12;"C40B";"combinatorial chemistry; libraries, e.g. chemical ";27,29;1,64
"North Brabant";"Organic fine chemistry";18,17;78,79;0,22;"A61Q";"specific use of cosmetics or similar toilet prepar";13,84;0,08
"North Brabant";"Organic fine chemistry";18,17;78,79;0,22;"C04B";"lime; magnesia; slag; cements; compositions thereo";10,66;0,3
"North Brabant";"Organic fine chemistry";18,17;78,79;0,22;"C07B";"general methods of organic chemistry; apparatus th";18,57;0,13
"North Brabant";"Organic fine chemistry";18,17;78,79;0,22;"C07C";"acyclic or carbocyclic compounds ";8,9;0,3
"North Brabant";"Organic fine chemistry";18,17;78,79;0,22;"C07D";"heterocyclic compounds";13,1;0,16
"North Brabant";"Organic fine chemistry";18,17;78,79;0,22;"C07F";"acyclic, carbocyclic, or heterocyclic compounds co";22,76;0,35
"North Brabant";"Organic fine chemistry";18,17;78,79;0,22;"C07H";"sugars; derivatives thereof; nucleosides; nucleoti";16,34;0,29
"North Brabant";"Organic fine chemistry";18,17;78,79;0,22;"C07J";"steroids";12,67;1,15
"North Brabant";"Organic fine chemistry";18,17;78,79;0,22;"C40B";"combinatorial chemistry; libraries, e.g. chemical ";39,63;0
"Zeeland";"Organic fine chemistry";48,68;78,79;1,06;"A61Q";"specific use of cosmetics or similar toilet prepar";33,03;0,24
"Zeeland";"Organic fine chemistry";48,68;78,79;1,06;"C04B";"lime; magnesia; slag; cements; compositions thereo";31,81;0
"Zeeland";"Organic fine chemistry";48,68;78,79;1,06;"C07B";"general methods of organic chemistry; apparatus th";38,32;0
"Zeeland";"Organic fine chemistry";48,68;78,79;1,06;"C07C";"acyclic or carbocyclic compounds ";36,05;2,5
"Zeeland";"Organic fine chemistry";48,68;78,79;1,06;"C07D";"heterocyclic compounds";32,06;0,76
"Zeeland";"Organic fine chemistry";48,68;78,79;1,06;"C07F";"acyclic, carbocyclic, or heterocyclic compounds co";32,41;3,12
"Zeeland";"Organic fine chemistry";48,68;78,79;1,06;"C07H";"sugars; derivatives thereof; nucleosides; nucleoti";36,17;0
"Zeeland";"Organic fine chemistry";48,68;78,79;1,06;"C07J";"steroids";24,53;0
"Zeeland";"Organic fine chemistry";48,68;78,79;1,06;"C40B";"combinatorial chemistry; libraries, e.g. chemical ";28,77;0
"Limburg";"Other consumer goods";50,84;30,3;0,65;"A24B";"manufacture or preparation of tobacco for smoking ";23,53;0
"Limburg";"Other consumer goods";50,84;30,3;0,65;"A24C";"machines for making cigars or cigarettes";3,61;0
"Limburg";"Other consumer goods";50,84;30,3;0,65;"A24D";"cigars; cigarettes; tobacco smoke filters; mouthpi";9,14;0
"Limburg";"Other consumer goods";50,84;30,3;0,65;"A24F";"smokers' requisites; match boxes ";9,27;0
"Limburg";"Other consumer goods";50,84;30,3;0,65;"A41B";"shirts; underwear; baby linen; handkerchiefs";44,28;0
"Limburg";"Other consumer goods";50,84;30,3;0,65;"A41C";"corsets; brassií_res";16,03;0
"Limburg";"Other consumer goods";50,84;30,3;0,65;"A41D";"outerwear; protective garments; accessories";19,16;1,86
"Limburg";"Other consumer goods";50,84;30,3;0,65;"A41F";"garment fastenings; suspenders";37,4;0
"Limburg";"Other consumer goods";50,84;30,3;0,65;"A41G";"artificial flowers; wigs; masks; feathers";26,88;0
"Limburg";"Other consumer goods";50,84;30,3;0,65;"A42B";"hats; head coverings ";22,73;0
"Limburg";"Other consumer goods";50,84;30,3;0,65;"A43B";"characteristic features of footwear; parts of foot";16,63;0,32
"Limburg";"Other consumer goods";50,84;30,3;0,65;"A43C";"fastenings or attachments for footwear; laces in g";11,73;0
"Limburg";"Other consumer goods";50,84;30,3;0,65;"A44B";"buttons, pins, buckles, slide fasteners, or the li";26,71;0,94
"Limburg";"Other consumer goods";50,84;30,3;0,65;"A44C";"jewellery; bracelets; other personal adornments; c";13,85;0
"Limburg";"Other consumer goods";50,84;30,3;0,65;"A45B";"walking sticks ";4,19;2,01
"Limburg";"Other consumer goods";50,84;30,3;0,65;"A45C";"purses; luggage; hand carried bags";17,15;0,57
"Limburg";"Other consumer goods";50,84;30,3;0,65;"A45D";"hairdressing or shaving equipment; manicuring or o";18,93;0,32
"Limburg";"Other consumer goods";50,84;30,3;0,65;"A45F";"travelling or camp equipment; sacks or packs carri";12,74;0
"Limburg";"Other consumer goods";50,84;30,3;0,65;"A46B";"brushes ";40,19;0,32
"Limburg";"Other consumer goods";50,84;30,3;0,65;"A62B";"devices, apparatus or methods for life-saving";23,26;0,4
"Limburg";"Other consumer goods";50,84;30,3;0,65;"B42B";"permanently attaching together sheets, quires, or ";80,95;3,63
"Limburg";"Other consumer goods";50,84;30,3;0,65;"B42C";"bookbinding";70,37;3,05
"Limburg";"Other consumer goods";50,84;30,3;0,65;"B42D";"books; book covers; loose leaves; printed matter c";45,62;0,15
"Limburg";"Other consumer goods";50,84;30,3;0,65;"B42F";"sheets temporarily attached together; filing appli";58,21;6,01
"Limburg";"Other consumer goods";50,84;30,3;0,65;"B43K";"implements for writing or drawing";15;0
"Limburg";"Other consumer goods";50,84;30,3;0,65;"B43L";"articles for writing or drawing upon; accessories ";20,39;0
"Limburg";"Other consumer goods";50,84;30,3;0,65;"B43M";"bureau accessories not otherwise provided for ";51,15;0
"Limburg";"Other consumer goods";50,84;30,3;0,65;"B44B";"machines, apparatus or tools for artistic work, e.";39,16;0
"Limburg";"Other consumer goods";50,84;30,3;0,65;"B44C";"producing decorative effects; paperhanging";32,7;1,22
"Limburg";"Other consumer goods";50,84;30,3;0,65;"B44D";"painting or artistic drawing, not otherwise provid";22,75;0
"Limburg";"Other consumer goods";50,84;30,3;0,65;"B44F";"special designs or pictures";53,78;0
"Limburg";"Other consumer goods";50,84;30,3;0,65;"B68C";"saddles; stirrups";13,27;0
"Limburg";"Other consumer goods";50,84;30,3;0,65;"D06F";"laundering, drying, ironing, pressing or folding t";7,47;0,08
"Limburg";"Other consumer goods";50,84;30,3;0,65;"D06N";"wall, floor, or like covering materials, e.g. lino";63,88;4,31
"Limburg";"Other consumer goods";50,84;30,3;0,65;"D07B";"ropes or cables in general";54,38;16,53
"Limburg";"Other consumer goods";50,84;30,3;0,65;"F25D";"refrigerators; cold rooms; ice-boxes; cooling or f";18,07;0
"Limburg";"Other consumer goods";50,84;30,3;0,65;"G10D";"stringed musical instruments; wind musical instrum";4,36;0
"Limburg";"Other consumer goods";50,84;30,3;0,65;"G10G";"aids for music; supports for musical instruments; ";8,08;0
"Limburg";"Other consumer goods";50,84;30,3;0,65;"G10H";"electrophonic musical instruments; instruments in ";1,95;0
"Limburg";"Other consumer goods";50,84;30,3;0,65;"G10K";"sound-producing devices; ‘_methods or devices for ";16,99;0
"North Brabant";"Other consumer goods";38,45;30,3;0,59;"A24B";"manufacture or preparation of tobacco for smoking ";7,25;0
"North Brabant";"Other consumer goods";38,45;30,3;0,59;"A24C";"machines for making cigars or cigarettes";6,68;0,14
"North Brabant";"Other consumer goods";38,45;30,3;0,59;"A24D";"cigars; cigarettes; tobacco smoke filters; mouthpi";6,25;0,15
"North Brabant";"Other consumer goods";38,45;30,3;0,59;"A24F";"smokers' requisites; match boxes ";17,67;0,08
"North Brabant";"Other consumer goods";38,45;30,3;0,59;"A41B";"shirts; underwear; baby linen; handkerchiefs";8,25;0,37
"North Brabant";"Other consumer goods";38,45;30,3;0,59;"A41C";"corsets; brassií_res";13,28;0
"North Brabant";"Other consumer goods";38,45;30,3;0,59;"A41D";"outerwear; protective garments; accessories";10,36;0,46
"North Brabant";"Other consumer goods";38,45;30,3;0,59;"A41F";"garment fastenings; suspenders";4,35;0
"North Brabant";"Other consumer goods";38,45;30,3;0,59;"A41G";"artificial flowers; wigs; masks; feathers";3,16;1,54
"North Brabant";"Other consumer goods";38,45;30,3;0,59;"A42B";"hats; head coverings ";8,2;0,38
"North Brabant";"Other consumer goods";38,45;30,3;0,59;"A43B";"characteristic features of footwear; parts of foot";10,94;0,2
"North Brabant";"Other consumer goods";38,45;30,3;0,59;"A43C";"fastenings or attachments for footwear; laces in g";10,85;0,35
"North Brabant";"Other consumer goods";38,45;30,3;0,59;"A44B";"buttons, pins, buckles, slide fasteners, or the li";8,03;0
"North Brabant";"Other consumer goods";38,45;30,3;0,59;"A44C";"jewellery; bracelets; other personal adornments; c";13,93;0
