Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Organization Location,Organization Revenue Range,Diversity Spotlight,Organization Website,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Seed Round - LGN,https://www.crunchbase.com/funding_round/lgn-seed--5c859add,LGN,https://www.crunchbase.com/organization/lgn,Seed,615578,USD,615578,2019-10-31,Seed,,,,Yes,"LGN builds the worlds most advanced Edge AI deployment software, automatically detecting anomalies at the edge for instant fine-tuning.","Artificial Intelligence (AI), Hardware, Information Technology, Sensor","London, England, United Kingdom, Europe",$1M to $10M,,https://lgn.ai/,2903054,USD,2903054,Seed,6,,"AI Seed, InMotion Ventures, Luminous Ventures",3,,"96,100"
Debt Financing - GXC,https://www.crunchbase.com/funding_round/gxc-inc-debt-financing--42587c19,GXC,https://www.crunchbase.com/organization/gxc-inc,Debt Financing,380000,USD,380000,2019-12-31,,,,,No,"GXC is holding company which has world wide subsidiaries in the field of Game Testing Platform, Game Accelerator, Venture Capital","Artificial Intelligence (AI), Big Data, Console Games, Developer Platform, Online Games, PC Games, Video Games","Jeju, Cheju-do, South Korea, Asia",,,https://gxc.games/,12410000,USD,12410000,Early Stage Venture,6,,Korea Credit Guarantee Fund,1,,"96,835"
Seed Round - WaveOn,https://www.crunchbase.com/funding_round/verifir-inc-seed--130f0ed2,WaveOn,https://www.crunchbase.com/organization/verifir-inc,Seed,850000,USD,850000,2019-10-01,Seed,,,,Yes,WaveOn is a brand experience as a service platform.,"Internet of Things, Marketing Automation, Metaverse, Mobile, Predictive Analytics, Web3","San Diego, California, United States, North America",$1M to $10M,,https://waveon.com,1200000,USD,1200000,Seed,3,ServiceNow founding members,"Band of Angels, Berthold Hummel, Cory Stehr, Mark Snell, ServiceNow founding members, Startup Mavericks",6,,"97,277"
Seed Round - Lisa AI,https://www.crunchbase.com/funding_round/otto-labs-inc-seed--6d0cab5f,Lisa AI,https://www.crunchbase.com/organization/otto-labs-inc,Seed,400000,USD,400000,2019-12-03,Seed,1600000,USD,1600000,Yes,Engagement Predictor for Instagram,"Artificial Intelligence (AI), Machine Learning, Social Media","Istanbul, Istanbul, Turkey, Europe",Less than $1M,,https://www.asklisa.ai,450000,USD,450000,Seed,2,,"Alper Akcan, Mustafa Sevinç, Mustafa Vardalı, String Ventures, Teknasyon",5,,"97,462"
Seed Round - Pharmacelera,https://www.crunchbase.com/funding_round/pharmacelera-seed--7edbba4e,Pharmacelera,https://www.crunchbase.com/organization/pharmacelera,Seed,625000,EUR,709652,2019-03-19,Seed,,,,Yes,Quantum-Mechanics (QM) and Machine Learning (ML) Drug Discovery,"Biotechnology, Information Technology, Life Science, Machine Learning, Pharmaceutical, Software","Barcelona, Catalonia, Spain, Europe",Less than $1M,,https://www.pharmacelera.com,3610000,EUR,4042585,Seed,4,,The Collider,1,,"97,782"
Seed Round - InoCrowd,https://www.crunchbase.com/funding_round/inocrowd-seed--20ee11c0,InoCrowd,https://www.crunchbase.com/organization/inocrowd,Seed,600000,EUR,671607,2019-06-01,Seed,1220000,EUR,1365600,Yes,Cutting-edge Web 2.0 platform facilitating connections between Companies seeking open innovation and researchers with innovative solutions.,"Artificial Intelligence (AI), Consulting, Innovation Management, Internet, Machine Learning, Universities","Porto Salvo, Lisboa, Portugal, Europe",,,https://inocrowd.com.pt/en/,850000,EUR,999994,Seed,2,,,,,"98,616"
Convertible Note - LOQR,https://www.crunchbase.com/funding_round/loqr-convertible-note--7a841e28,LOQR,https://www.crunchbase.com/organization/loqr,Convertible Note,500000,EUR,561104,2019-04-05,,,,,No,LOQR is a key enabler of financial institutions within their digital path that can provide turnkey journeys-as-a-service.,"Artificial Intelligence (AI), Enterprise Software, FinTech, Identity Management, Information Technology, Mobile, Security","Felgueiras, Porto, Portugal, Europe",$1M to $10M,,https://loqr.io,10261429,EUR,12205119,Early Stage Venture,8,EDP Ventures,"EDP Ventures, Start Ventures",2,,"101,271"
Pre Seed Round - RxAll,https://www.crunchbase.com/funding_round/rxall-inc-pre-seed--7680c076,RxAll,https://www.crunchbase.com/organization/rxall-inc,Pre-Seed,745137,USD,745137,2019-09-30,Seed,,,,Yes,RxAll is a Deep Learning-Hyperspectral IoT Platform for the authentication and real-time global tracking of quality of drugs.,"Artificial Intelligence (AI), Big Data, Database, Delivery Service, Enterprise, Hardware, Internet of Things, Software","New Haven, Connecticut, United States, North America",$1M to $10M,Women Founded,http://www.rxall.net,6555137,USD,6555137,Seed,7,,"HAX, Hello Tomorrow",2,,"100,122"
Pre Seed Round - Monument,https://www.crunchbase.com/funding_round/monumentai-pre-seed--0c440890,Monument,https://www.crunchbase.com/organization/monumentai,Pre-Seed,600000,USD,600000,2019-01-01,Seed,8000000,USD,8000000,Yes,"Predictive Intelligence in minutes, not months with a no-code, high-productivity desktop or cloud based software.","Artificial Intelligence (AI), Cryptocurrency, Insurance, Machine Learning, Software","Los Angeles, California, United States, North America",,,https://www.monument.ai,600000,USD,600000,Seed,1,"Swing Ventures, XLP Capital","Swing Ventures, XLP Capital",2,,"105,490"
Seed Round - Intervyo,https://www.crunchbase.com/funding_round/intervyo-seed--da3228e1,Intervyo,https://www.crunchbase.com/organization/intervyo,Seed,250000,USD,250000,2019-01-01,Seed,,,,Yes,"Intervyo is the world's first automated interviewing system, that screens candidates for recruiters and accurately predicts job suitability.","Human Resources, Predictive Analytics, Simulation","Tel Aviv, Tel Aviv, Israel, Asia",$1M to $10M,,http://www.intervyo.com,2875000,USD,2875000,Seed,4,,Jonathan Karten,1,,"105,995"
Angel Round - at HUM,https://www.crunchbase.com/funding_round/at-hum-angel--1cea40a5,at HUM,https://www.crunchbase.com/organization/at-hum,Angel,350000,USD,350000,2019-01-25,Seed,,,,Yes,"Real estate tech strartup creating the next gen visuals and analitycs platform for residential sales, powered by our AI Interior Designer","3D Technology, Artificial Intelligence (AI), Interior Design, Real Estate, Software, Virtual Reality","San Jose, California, United States, North America",,"Hispanic / Latine Founded, Hispanic / Latine Led, Women Founded",https://athum.com,630000,USD,630000,Seed,2,,"Arrow Capital, ID345",2,,"103,363"
Seed Round - Sprout.ai,https://www.crunchbase.com/funding_round/blockclaim-seed--12ad6909,Sprout.ai,https://www.crunchbase.com/organization/blockclaim,Seed,500000,GBP,627100,2019-06-17,Seed,,,,Yes,Sprout.ai is an intelligent claims automation engine for the insurance industry.,"Artificial Intelligence (AI), Health Insurance, Information Technology, Insurance, InsurTech, Natural Language Processing, Software","London, England, United Kingdom, Europe",$1M to $10M,,https://www.sprout.ai,21319657,USD,21319657,,5,"Amadeus Capital Partners, Techstars","Amadeus Capital Partners, Techstars",2,2,"103,254"
Seed Round - Assurly,https://www.crunchbase.com/funding_round/assurly-seed--a1180d54,Assurly,https://www.crunchbase.com/organization/assurly,Seed,579000,EUR,641479,2019-08-01,Seed,10000000,EUR,11079080,Yes,Assurly is an insurance company that offers a full mobile loan insurance product.,"Artificial Intelligence (AI), InsurTech, Predictive Analytics","Paris, Ile-de-France, France, Europe",$1M to $10M,,https://www.assurly.com/,13279000,EUR,14625262,Early Stage Venture,4,,,,,"105,084"
Funding Round - MAPRO Management GmbH,https://www.crunchbase.com/funding_round/mapro-management-gmbh-undisclosed--92087d65,MAPRO Management GmbH,https://www.crunchbase.com/organization/mapro-management-gmbh,Funding Round,500000,EUR,553696,2019-09-17,,1000000,EUR,1107393,Yes,"Everything you need to know about MAPRO.We invest We build We help in companies, teams, and the innovations of tomorrow!","Angel Investment, Artificial Intelligence (AI), E-Commerce, Incubators, Machine Learning, Software","Berlin, Berlin, Germany, Europe",,,https://mapro.holdings/,500000,EUR,553696,,1,,Norbert Neef,1,1,"105,626"
Pre Seed Round - Deeplite,https://www.crunchbase.com/funding_round/deeplite-pre-seed--6d2e9570,Deeplite,https://www.crunchbase.com/organization/deeplite,Pre-Seed,600000,CAD,440325,2019-01-01,Seed,,,,Yes,"Deeplite is a provider of intelligent AI optimization software to make deep neural networks faster, smaller, and energy-efficient.","Artificial Intelligence (AI), Embedded Systems, Information Technology, Machine Learning, Software","Toronto, Ontario, Canada, North America",$1M to $10M,,http://www.deeplite.ai,6750534,USD,6750534,Seed,7,TandemLaunch,TandemLaunch,1,,"105,823"
Pre Seed Round - Lexset,https://www.crunchbase.com/funding_round/lexset-pre-seed--ced57cfd,Lexset,https://www.crunchbase.com/organization/lexset,Pre-Seed,430000,USD,430000,2019-10-01,Seed,,,,Yes,"Lexset, better data, better vision. Creating synthetic data for computer vision.","Analytics, Artificial Intelligence (AI), Augmented Reality, B2B, Computer Vision, Image Recognition, Robotics, Supply Chain Management","Brooklyn, New York, United States, North America",Less than $1M,,https://www.lexset.ai/,2930000,USD,2930000,Seed,5,Super Ventures,"Particle Accelerator Limited (ParticleX), Super Ventures",2,,"107,440"
Angel Round - HEARTio,https://www.crunchbase.com/funding_round/heart-input-output-inc-angel--9d8f6af2,HEARTio,https://www.crunchbase.com/organization/heart-input-output-inc,Angel,1100000,USD,1100000,2019-11-10,Seed,,,,Yes,HEARTio is a digital diagnostics startup that uses artificial intelligence to help emergency providers identify heart abnormalities.,"Artificial Intelligence (AI), Health Care, Health Diagnostics, Machine Learning","Pittsburgh, Pennsylvania, United States, North America",$1M to $10M,,https://www.heartio.ai,1450000,USD,1450000,Seed,3,,,,,"107,234"
Series A - Ceyentra Technologies,https://www.crunchbase.com/funding_round/ceyentra-technologies-series-a--2197193a,Ceyentra Technologies,https://www.crunchbase.com/organization/ceyentra-technologies,Series A,250000,USD,250000,2019-07-08,Early Stage Venture,385000,USD,385000,Yes,"Ceyentra Technologies is a software company that provides IoT, mobile apps, machine learning, and IT consultancy services to clients.","Consulting, Information Technology, Machine Learning, Marketing, Mobile Apps","Kalutara, Western, Sri Lanka, Asia",Less than $1M,,http://www.ceyentra.com,325000,USD,325000,Early Stage Venture,2,,,,,"111,583"
Pre Seed Round - Cerebriu,https://www.crunchbase.com/funding_round/cerebriu-pre-seed--b9e9f66e,Cerebriu,https://www.crunchbase.com/organization/cerebriu,Pre-Seed,443000,USD,443000,2019-03-01,Seed,,,,Yes,Cerebriu is a health tech company developing machine learning in medical imaging that improves workflow efficiency and quality in radiology.,"Consumer Software, Health Care, Machine Learning, Medical, Software","Københoved, Syddanmark, Denmark, Europe",$1M to $10M,,https://www.cerebriu.com,6052791,USD,6052791,Seed,15,,,,,"113,366"
Seed Round - DRUID,https://www.crunchbase.com/funding_round/druid-47cd-seed--360c7f0f,DRUID,https://www.crunchbase.com/organization/druid-47cd,Seed,1100000,EUR,1226652,2019-12-17,Seed,8000000,EUR,8921104,Yes,DRUID is a conversational AI platform for enterprise companies that allows easy development of intelligent virtual assistants.,"Artificial Intelligence (AI), Enterprise Software, Information Technology, Machine Learning, Software, Virtual Workforce","Bucharest, Bucuresti, Romania, Europe",$10M to $50M,,https://www.druidai.com,50596594,USD,50596594,Early Stage Venture,6,Early Game Ventures,"Early Game Ventures, Kinled Holding",2,1,"112,975"
Debt Financing - Cerebriu,https://www.crunchbase.com/funding_round/cerebriu-debt-financing--65b52f7c,Cerebriu,https://www.crunchbase.com/organization/cerebriu,Debt Financing,443000,USD,443000,2019-03-01,,,,,No,Cerebriu is a health tech company developing machine learning in medical imaging that improves workflow efficiency and quality in radiology.,"Consumer Software, Health Care, Machine Learning, Medical, Software","Københoved, Syddanmark, Denmark, Europe",$1M to $10M,,https://www.cerebriu.com,6052791,USD,6052791,Seed,15,,Vaekstfonden,1,,"113,195"
Private Equity Round - Adentu,https://www.crunchbase.com/funding_round/adentu-private-equity--bae7e945,Adentu,https://www.crunchbase.com/organization/adentu,Private Equity,300000,USD,300000,2019-11-20,Private Equity,600000,USD,600000,Yes,"Adentu offers mobile robotics, data intelligence, information systems, and intelligent technological solutions.","Analytics, Artificial Intelligence (AI), Information Technology, Robotics","Santiago, Region Metropolitana, Chile, South America",$1M to $10M,,https://adentu.cl,890000,USD,890000,,6,,,,,"115,002"
Debt Financing - xenodata lab,https://www.crunchbase.com/funding_round/xenodata-lab-debt-financing--12d5b26e,xenodata lab,https://www.crunchbase.com/organization/xenodata-lab,Debt Financing,100000000,JPY,908580,2019-03-25,,,,,No,xenodata lab is a developing an AI-powered finance data analytics leveraging Natural Language Processing (NLP).,"Artificial Intelligence (AI), Finance, Financial Services, FinTech, Machine Learning","Tokyo, Tokyo, Japan, Asia",$1M to $10M,,http://www.xenodata-lab.com/,1330000000,JPY,11618327,,7,Shoko Chukin Bank,Shoko Chukin Bank,1,,"114,635"
Grant - Rivelin Robotics,https://www.crunchbase.com/funding_round/rivelin-robotics-grant--a6dbbdd6,Rivelin Robotics,https://www.crunchbase.com/organization/rivelin-robotics,Grant,656000,GBP,847052,2019-12-01,,,,,No,"Rivelin's AI, NetShape®, teaches robots to autonomously cut, grind & polish metal.","3D Printing, Artificial Intelligence (AI), Computer Vision, Industrial Automation, Industrial Manufacturing, Machine Learning, Robotics","Sheffield, Sheffield, United Kingdom, Europe",,,https://www.rivelinrobotics.com,3222360,GBP,4130992,Seed,7,Innovate UK,"Innovate UK, National Research Council Canada",2,,"115,357"
Pre Seed Round - PickJobs,https://www.crunchbase.com/funding_round/pick-jobs-pre-seed--f2235fd7,PickJobs,https://www.crunchbase.com/organization/pick-jobs,Pre-Seed,300000,EUR,339200,2019-03-14,Seed,,,,Yes,Innovative employment platform which connects employers and employees in the Republic of Croatia and region.,"Artificial Intelligence (AI), Big Data, Employment, Human Resources, Machine Learning, Software","Zagreb, Grad Zagreb, Croatia, Europe",,,https://www.pick.jobs,1000000,EUR,1154126,Seed,3,,,,,"116,618"
Pre Seed Round - INTNT.AI,https://www.crunchbase.com/funding_round/intnt-ai-pre-seed--3d9daf10,INTNT.AI,https://www.crunchbase.com/organization/intnt-ai,Pre-Seed,300000,SGD,221130,2019-02-18,Seed,,,,Yes,"At INTNT, we leverage the latest in Large Language Models like GPT to provide our clients with Enterprise-grade omni-channel chatbots","Artificial Intelligence (AI), Chatbot, Consulting, Information Technology, Professional Services, Software","Singapore, Central Region, Singapore, Asia",$1M to $10M,,http://Intnt.ai,1500000,SGD,1123114,Seed,2,,,,,"117,070"
Seed Round - CyborgIntell,https://www.crunchbase.com/funding_round/cyborgintell-seed--088d2ad8,CyborgIntell,https://www.crunchbase.com/organization/cyborgintell,Seed,700000,USD,700000,2019-04-20,Seed,,,,Yes,CyborgIntell is an enterprise AI software company.,"Artificial Intelligence (AI), Banking, DevOps, Enterprise Software, FinTech, Insurance, InsurTech, Machine Learning, Software","Bengaluru, Karnataka, India, Asia",$1M to $10M,,https://www.cyborgintell.com,1771750,USD,1771750,Seed,3,,,,,"632,227"
Pre Seed Round - Menten AI,https://www.crunchbase.com/funding_round/menten-biotechnology-labs-inc-pre-seed--4585ba8e,Menten AI,https://www.crunchbase.com/organization/menten-biotechnology-labs-inc,Pre-Seed,355000,USD,355000,2019-12-20,Seed,,,,Yes,Menten AI develops peptide and protein therapeutics using machine learning and quantum computing.,"Artificial Intelligence (AI), Biotechnology, Chemical, Health Care, Life Science, Machine Learning, Pharmaceutical, Quantum Computing, Therapeutics","Palo Alto, California, United States, North America",$1M to $10M,,http://menten.ai/,4005000,USD,4005000,Seed,3,Y Combinator,"Creative Destruction Lab (CDL), Y Combinator",2,,"661,705"
Angel Round - Zhifubao,https://www.crunchbase.com/funding_round/zhifubao-angel--106fa8c3,Zhifubao,https://www.crunchbase.com/organization/zhifubao,Angel,5000000,CNY,726655,2019-07-13,Seed,,,,Yes,Zhifubao is an AI intelligent repayment terminal.,"Artificial Intelligence (AI), Financial Services, FinTech","Shenzhen, Guangdong, China, Asia",,,,5000000,CNY,726655,Seed,1,Zhiwei Cai,Zhiwei Cai,1,,"216,902"
Venture Round - Cooori,https://www.crunchbase.com/funding_round/cooori-series-unknown--b7357681,Cooori,https://www.crunchbase.com/organization/cooori,Venture - Series Unknown,60000000,ISK,515551,2019-01-01,,,,,Yes,We are an ed-tech artificial intelligence-driven platform focusing on language learning products.,"Artificial Intelligence (AI), EdTech, Language Learning, Machine Learning","Tokyo, Tokyo, Japan, Asia",$1M to $10M,,http://www.cooori.com,1082500000,ISK,9256982,,11,Eyrir Venture Management,Eyrir Venture Management,1,,"165,352"
Grant - Biel Glasses,https://www.crunchbase.com/funding_round/biel-glasses-grant--786940e9,Biel Glasses,https://www.crunchbase.com/organization/biel-glasses,Grant,250000,EUR,279206,2019-11-01,,,,,No,Biel Glasses develops smart glasses to improve mobility and personal autonomy of people with low vision.,"Artificial Intelligence (AI), Assistive Technology, Health Care, Medical Device","Barcelona, Catalonia, Spain, Europe",$1M to $10M,,http://www.bielglasses.com,4004206,EUR,4437757,Seed,17,,Centre for the Development of Industrial Technology (CDTI),1,,"166,393"
Pre Seed Round - Arpalus,https://www.crunchbase.com/funding_round/arpalus-pre-seed--817c0a21,Arpalus,https://www.crunchbase.com/organization/arpalus,Pre-Seed,550000,USD,550000,2019-07-01,Seed,,,,Yes,Arpalus helps retailers & CPGs boost sales by maximizing product availability by utilizing Computer Vision & Augmented Reality in real-time.,"Artificial Intelligence (AI), Augmented Reality, Computer Vision, Generative AI, Machine Learning, Predictive Analytics, Retail Technology, SaaS","Netanya, HaMerkaz, Israel, Asia",$1M to $10M,,https://www.arpalus.com,2000000,USD,2000000,Seed,3,Nielsen Innovate,"LeadX Capital Partners, Nielsen Innovate, Techstars",3,1,"166,710"
Pre Seed Round - INHUBBER,https://www.crunchbase.com/funding_round/inhubber-pre-seed--b798f4e6,INHUBBER,https://www.crunchbase.com/organization/inhubber,Pre-Seed,500000,EUR,568424,2019-03-01,Seed,,,,Yes,INHUBBER is the world's safest SaaS contract lifecycle management platform with a native digital signature.,"Artificial Intelligence (AI), B2B, Blockchain, Information Technology, SaaS, Small and Medium Businesses","Berlin, Berlin, Germany, Europe",$1M to $10M,,https://inhubber.com/,1845000,EUR,2161195,Seed,7,,Investitionsbank Berlin,1,,"166,791"
Pre Seed Round - Auquan,https://www.crunchbase.com/funding_round/auquan-pre-seed--0ea5e69d,Auquan,https://www.crunchbase.com/organization/auquan,Pre-Seed,1100000,USD,1100000,2019-02-12,Seed,,,,Yes,Transforming investment research using knowledge graphs and NLP,"Analytics, Artificial Intelligence (AI), Big Data, Finance, Financial Services, FinTech, Machine Learning, Software","London, England, United Kingdom, Europe",$1M to $10M,,http://auquan.com/,4720000,USD,4720000,Seed,5,Episode 1,"Charlie Songhurst, Chris Adelsbach, Episode 1, John Stamler, Techstars Ventures",5,,"166,877"
Debt Financing - Echobox,https://www.crunchbase.com/funding_round/echobox-debt-financing--34381052,Echobox,https://www.crunchbase.com/organization/echobox,Debt Financing,1000000,USD,1000000,2019-07-05,,,,,No,Echobox is a content automation platform that helps businesses automate and optimize their content.,"Brand Marketing, Business Intelligence, Content Creators, Email Marketing, Marketing Automation, Predictive Analytics, Social Media Management, Social Media Marketing","London, England, United Kingdom, Europe",Less than $1M,,https://www.echobox.com/,14300000,USD,14300000,Early Stage Venture,7,Flow Capital,Flow Capital,1,,"152,433"
Debt Financing - LIFT AI,https://www.crunchbase.com/funding_round/lift-ai-debt-financing--b1a30c99,LIFT AI,https://www.crunchbase.com/organization/lift-ai,Debt Financing,657000,USD,657000,2019-09-30,,,,,No,LIFT AI is a provider of an AI platform to assist and provide elevator maintenance services.,"Artificial Intelligence (AI), Computer, Information Technology, Service Industry","Birmingham, Michigan, United States, North America",$1M to $10M,,https://liftai.com/,2546551,USD,2546551,,3,,,,,"424,316"
