Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Location,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors,Investor Names,Number of Partner Investors,CB Rank (Funding Round)
Seed Round - EvoAId,https://www.crunchbase.com/funding_round/solecall-seed--1f3cb745,EvoAId,https://www.crunchbase.com/organization/solecall,Seed,150000,EUR,186693,2018-02-04,Seed,,,,Yes,sensors and deep neural network based software,"Artificial Intelligence (AI), Computer Vision, Health Care, Industrial Engineering, Machine Learning, Mobile Apps, Sensor",,"Budapest, Budapest, Hungary, Europe",https://www.evoaid.com/en/home/,Less than $1M,886693,USD,886693,Seed,2,Startup Campus,1,Startup Campus,,"162,998"
Pre Seed Round - AKUOS,https://www.crunchbase.com/funding_round/akuos-pre-seed--9408a6a7,AKUOS,https://www.crunchbase.com/organization/akuos,Pre-Seed,420000,SGD,306096,2018-09-01,Seed,3080000,SGD,2244703,Yes,Enabling humanity through the elimination of medical stigma,Artificial Intelligence (AI),,"Singapore, Central Region, Singapore, Asia",https://www.akuos.com ,Less than $1M,883450,USD,883450,Seed,3,,,,,"163,267"
Seed Round - Rossum,https://www.crunchbase.com/funding_round/rossum-seed--57ba9797,Rossum,https://www.crunchbase.com/organization/rossum,Seed,750000,USD,750000,2018-03-07,Seed,,,,Yes,Rossum is an AI-based cloud document gateway that provides end-to-end transactional document automation.,"Artificial Intelligence (AI), Document Management, Machine Learning, SaaS, Software",,"Prague, Hlavni mesto Praha, Czech Republic, Europe",http://rossum.ai,Less than $1M,108816783,USD,108816783,Early Stage Venture,6,MITON,2,"MITON, StartupYard",,"163,554"
Grant - aiconix GmbH,https://www.crunchbase.com/funding_round/aiconix-ai-grant--6a013e77,aiconix GmbH,https://www.crunchbase.com/organization/aiconix-ai,Grant,148157,EUR,172742,2018-07-03,,,,,No,aiconix.ai relies on artificial intelligence in the area of ​​video optimization.,"Analytics, Artificial Intelligence (AI), Machine Learning, Media and Entertainment, SaaS, Software, Speech Recognition",,"Köln, Nordrhein-Westfalen, Germany, Europe",http://www.aiconix.ai/,$1M to $10M,2323157,EUR,2686703,Private Equity,9,,1,IFB Innovationsstarter,,"633,372"
Seed Round - RICOS Co. Ltd.,https://www.crunchbase.com/funding_round/research-institute-for-computational-science-seed--5438cda7,RICOS Co. Ltd.,https://www.crunchbase.com/organization/research-institute-for-computational-science,Seed,41000000,JPY,383756,2018-02-22,Seed,,,,Yes,"RICOS is a tech company that optimizes manufacturing processes using AI, simulation, and high-performance computing technologies.","3D Technology, Artificial Intelligence (AI), Machine Learning, Simulation",,"Tokyo, Tokyo, Japan, Asia",https://www.ricos.co.jp/,$10M to $50M,742724985,JPY,5691090,Early Stage Venture,4,,,,,"633,049"
Angel Round - Lea (Live Event Assistant),https://www.crunchbase.com/funding_round/lea-live-event-assistant-angel--8808e5e6,Lea (Live Event Assistant),https://www.crunchbase.com/organization/lea-live-event-assistant,Angel,600000,USD,600000,2018-01-11,Seed,,,,Yes,An AI concierge that helps live event fans discover events and purchase tickets via text messaging,"Apps, Events, Machine Learning, Media and Entertainment, Messaging, Natural Language Processing, Ticketing",,"San Francisco, California, United States, North America",http://heyimlea.com/,,600000,USD,600000,Seed,1,,1,Haroon F. Mirza,,"164,905"
Angel Round - Bufalo Teknoloji,https://www.crunchbase.com/funding_round/bufalo-teknoloji-angel--b7f4d787,Bufalo Teknoloji,https://www.crunchbase.com/organization/bufalo-teknoloji,Angel,150000,USD,150000,2018-10-25,Seed,,,,Yes,Bufalo Teknoloji develops artificial intelligence and signal processing algorithms for trading currency pairs and some other assets.,"Artificial Intelligence (AI), Banking, Finance, FinTech, Wealth Management",,"Gebze, Kocaeli, Turkey, Europe",http://www.bufaloo.com,$100M to $500M,150000,USD,150000,Seed,2,,,,,"165,318"
Pre Seed Round - Intelistyle,https://www.crunchbase.com/funding_round/intelistyle-pre-seed--111895ff,Intelistyle,https://www.crunchbase.com/organization/intelistyle,Pre-Seed,116000,GBP,165488,2018-02-01,Seed,,,,Yes,"Intelistyle provides A.I. styling solutions to fashion retailers, helping them address the needs of customers looking for styling advice.","Artificial Intelligence (AI), Computer Vision, E-Commerce, Fashion, Machine Learning, Retail Technology, Visual Search",,"London, England, United Kingdom, Europe",https://www.intelistyle.com/,Less than $1M,778029,USD,778029,Seed,4,,1,Innovate UK,,"118,456"
Series A - Fuel50,https://www.crunchbase.com/funding_round/fuel50-series-a--06404ca4,Fuel50,https://www.crunchbase.com/organization/fuel50,Series A,1400000,NZD,977619,2018-06-01,Early Stage Venture,,,,Yes,Fuel50 is the AI-powered Talent Marketplace that delivers internal talent mobility and workforce reskilling.,"Artificial Intelligence (AI), Career Planning, Cloud Computing, Employee Benefits, Employment, Human Resources, Marketplace, Recruiting, SaaS, Training","Women Founded, Women Led","Laguna Niguel, California, United States, North America",https://fuel50.com,$1M to $10M,36127957,USD,36127957,Early Stage Venture,8,,,,,"421,890"
Seed Round - Lab Me Analytics,https://www.crunchbase.com/funding_round/lab-me-analytics-seed--70c6075c,Lab Me Analytics,https://www.crunchbase.com/organization/lab-me-analytics,Seed,150000,USD,150000,2018-02-01,Seed,2500000,USD,2500000,Yes,Lab Me Analytics provides direct-to-consumer healthcare and blood analytics.,"Analytics, Artificial Intelligence (AI), Big Data, Biotechnology, Health Care, Health Diagnostics, Medical Device",,"Chicago, Illinois, United States, North America",http://www.labme.ai/,Less than $1M,250000,USD,250000,Seed,2,,,,,"643,490"
Seed Round - ParkWise,https://www.crunchbase.com/funding_round/parkwise-3-seed--a2bb13a1,ParkWise,https://www.crunchbase.com/organization/parkwise-3,Seed,300000,USD,300000,2018-06-01,Seed,,,,Yes,"ParkWise solves the street parking problem for drivers, connected and autonomous vehicles.","Artificial Intelligence (AI), Autonomous Vehicles, Machine Learning, Mobile Apps, Parking, Transportation",,"New York, New York, United States, North America",https://www.parkwise.app,$1M to $10M,1000000,USD,1000000,Seed,6,,,,,"167,135"
Pre Seed Round - Sensei,https://www.crunchbase.com/funding_round/sensei-3-pre-seed--41762348,Sensei,https://www.crunchbase.com/organization/sensei-3,Pre-Seed,500000,EUR,615775,2018-02-26,Seed,,,,Yes,"Sensei offers a scalable, seamless store-wide solution that empowers the stores of the future to be check-out and cash free.","Analytics, Artificial Intelligence (AI), Computer Vision, Retail, Retail Technology",,"Lisbon, Lisboa, Portugal, Europe",https://www.sensei.tech,$10M to $50M,6100000,EUR,7377445,Seed,4,Bright Pixel (formerly Sonae IM),3,"Bright Pixel (formerly Sonae IM), METRO Xcel, Techstars",1,"167,308"
Debt Financing - Bookmark,https://www.crunchbase.com/funding_round/bookmark-debt-financing--55995cd7,Bookmark,https://www.crunchbase.com/organization/bookmark,Debt Financing,500000,CAD,386055,2018-10-05,,,,,No,The world's first and fastest Ai-powered website builder and eCommerce solution.,"Artificial Intelligence (AI), E-Commerce, Machine Learning, Publishing, SaaS, Web Design, Web Development",,"Toronto, Ontario, Canada, North America",https://bookmark.com,Less than $1M,5500000,CAD,4252056,,5,,,,,"644,728"
Seed Round - Kido Dynamics,https://www.crunchbase.com/funding_round/kido-dynamics-seed--3abbee1b,Kido Dynamics,https://www.crunchbase.com/organization/kido-dynamics,Seed,650000,CHF,656336,2018-07-01,Seed,,,,Yes,Kido Dynamics uses machine learning and quantum physics techniques to analyse and predict human mobility.,"Analytics, Artificial Intelligence (AI), Big Data, Machine Learning, Marketing, Quantum Computing, Tourism, Transportation",,"Lausanne, Vaud, Switzerland, Europe",http://www.kidodynamics.com,$1M to $10M,6201036,USD,6201036,Seed,7,,,,,"151,987"
Seed Round - Stitched,https://www.crunchbase.com/funding_round/stitched-d3cf-seed--0b49c734,Stitched,https://www.crunchbase.com/organization/stitched-d3cf,Seed,250000,GBP,352106,2018-04-19,Seed,,,,Yes,The new standard in talent analytics,"Analytics, Artificial Intelligence (AI), Enterprise Software, Human Resources, Machine Learning, Management Information Systems, Natural Language Processing, SaaS, Software",,"London, England, United Kingdom, Europe",http://stitched.ai,,960000,GBP,1350099,Seed,3,,,,,"555,574"
Seed Round - Algo Depth,https://www.crunchbase.com/funding_round/algo-depth-seed--517b5453,Algo Depth,https://www.crunchbase.com/organization/algo-depth,Seed,600000,USD,600000,2018-08-20,Seed,,,,Yes,Quantitative consulting and hedge fund using state of the art techniques.,"Machine Learning, Software",,"Cambridge, Massachusetts, United States, North America",https://www.algodepth.com/,$1M to $10M,600000,USD,600000,Seed,2,,,,,"644,920"
Seed Round - AERVIO,https://www.crunchbase.com/funding_round/aervio-seed--03e85002,AERVIO,https://www.crunchbase.com/organization/aervio,Seed,350000,EUR,400435,2018-12-28,Seed,,,,Yes,Aervio is a travel management platform for booking process that integrates AI.,"Artificial Intelligence (AI), Billing, Intelligent Systems, Meeting Software, Natural Language Processing, Online Portals, Recreation, Rental, Software, Travel",,"Barcelona, Catalonia, Spain, Europe",http://www.aervio.com/,Less than $1M,1700000,EUR,1958663,Seed,6,,1,Nekko Capital,,"355,513"
Venture Round - Swish.ai,https://www.crunchbase.com/funding_round/deepcoding-series-unknown--ba125f3f,Swish.ai,https://www.crunchbase.com/organization/deepcoding,Venture - Series Unknown,474723,USD,474723,2018-01-01,,,,,Yes,"Swish.ai is a hyperautomation platform that mines, automates, and predicts the routes to the best-matched agent.","Artificial Intelligence (AI), Business Intelligence, Data Visualization, Information Technology, IT Management, Machine Learning, Predictive Analytics, Software",,"Tel Aviv, Tel Aviv, Israel, Asia",https://swish.ai,$1M to $10M,15374723,USD,15374723,,5,,1,Axess Ventures,,"356,502"
Angel Round - Cerebriu,https://www.crunchbase.com/funding_round/cerebriu-angel--bbbbc575,Cerebriu,https://www.crunchbase.com/organization/cerebriu,Angel,220000,USD,220000,2018-09-19,Seed,,,,Yes,Cerebriu is a health tech company developing machine learning in medical imaging that improves workflow efficiency and quality in radiology.,"Consumer Software, Health Care, Machine Learning, Medical, Software",,"Københoved, Syddanmark, Denmark, Europe",https://www.cerebriu.com,$1M to $10M,6052791,USD,6052791,Seed,15,,,,,"213,292"
Seed Round - Collective Minds Radiology,https://www.crunchbase.com/funding_round/collective-minds-radiology-seed--ed0cfd6d,Collective Minds Radiology,https://www.crunchbase.com/organization/collective-minds-radiology,Seed,600000,USD,600000,2018-11-20,Seed,3000000,USD,3000000,Yes,"Collective Minds Radiology offers a cloud-based healthcare collaboration platform with with access to data, and human and digital expertise.","Artificial Intelligence (AI), Consulting, Health Care, Health Diagnostics, Information Technology, Internet",,"Stockholm, Stockholms Lan, Sweden, Europe",https://about.cmrad.com,$1M to $10M,14385739,USD,14385739,,6,,,,,"156,948"
Pre Seed Round - HiDok Inc.,https://www.crunchbase.com/funding_round/hidok-inc-pre-seed--366a5127,HiDok Inc.,https://www.crunchbase.com/organization/hidok-inc,Pre-Seed,400000,USD,400000,2018-08-01,Seed,400000,USD,400000,Yes,A platform that integrates EMR and lifestyle monitoring features with the goal of gamifying health awareness and incentivizing users.,"Health Care, Information Technology, Intelligent Systems, Mobile Apps, Software",,"Davao City, Davao City, Philippines, Asia",https://www.hidok.ph,,600000,USD,600000,Seed,2,,1,Vic Melvin Cabatbat,,"157,009"
Grant - Headai,https://www.crunchbase.com/funding_round/headai-grant--21e56731,Headai,https://www.crunchbase.com/organization/headai,Grant,600000,USD,600000,2018-01-01,,,,,No,"HeadAI builds a cognitive AI engine powering sustainable economic growth: Competitive Intelligence, SDG/ESG Scorecards, Signals & Foresight.","Artificial Intelligence (AI), Business Intelligence, Data Mining, Intelligent Systems, Machine Learning, Natural Language Processing, Predictive Analytics, Semantic Web, Software, Text Analytics",,"Pori, Western Finland, Finland, Europe",http://www.headai.com/,$1M to $10M,1950000,USD,1950000,Seed,4,,1,Sitra,,"553,759"
Equity Crowdfunding - GETCOO,https://www.crunchbase.com/funding_round/getcoo-equity-crowdfunding--d81f3619,GETCOO,https://www.crunchbase.com/organization/getcoo,Equity Crowdfunding,150000,EUR,185151,2018-04-19,,700000,EUR,864038,Yes,Artificial Intelligence based Computer Vision solutions for industry,"Artificial Intelligence (AI), Computer Vision, Industrial Automation, Machine Learning, Visual Search",,"Ravenna, Emilia-Romagna, Italy, Europe",https://www.getcoo.com/en,Less than $1M,340283,EUR,403473,,3,,,,,"554,916"
Seed Round - 7 Chord,https://www.crunchbase.com/funding_round/7-chord-seed--5b1fa126,7 Chord,https://www.crunchbase.com/organization/7-chord,Seed,575000,USD,575000,2018-07-01,Seed,,,,Yes,7 Chord's BondDroid AI is a real-time dynamic pricing engine of tradable assets make informed profit-maximizing decisions.,"Analytics, Artificial Intelligence (AI), Big Data, Credit, Data Mining, Data Visualization, Financial Services, Machine Learning, Predictive Analytics","Women Founded, Women Led","New York, New York, United States, North America",http://www.7-chord.com/,$1M to $10M,3188333,USD,3188333,Seed,7,,,,,"230,282"
Angel Round - Boxtrap Security,https://www.crunchbase.com/funding_round/boxtrap-security-angel--c57d7ed5,Boxtrap Security,https://www.crunchbase.com/organization/boxtrap-security,Angel,700000,USD,700000,2018-03-23,Seed,,,,Yes,"Cyber Security, AI, Machine Learning","Artificial Intelligence (AI), Cloud Security, CRM, Cyber Security, Information Technology, Location Based Services, Machine Learning, Network Security",,"Prague, Hlavni mesto Praha, Czech Republic, Europe",https://boxtrapsecurity.net/,,700000,USD,700000,Seed,1,,,,,"211,105"
Convertible Note - HelixNano,https://www.crunchbase.com/funding_round/helixnano-convertible-note--99524827,HelixNano,https://www.crunchbase.com/organization/helixnano,Convertible Note,215000,USD,215000,2018-01-29,,,,,No,Helix Nanotechnologies uses artificial intelligence to help cure genetic diseases.,"Artificial Intelligence (AI), Biotechnology, Genetics, Health Care",,"Cambridge, Massachusetts, United States, North America",http://helixnano.com/,$1M to $10M,59842000,USD,59842000,Early Stage Venture,28,,1,Nordic Makers,,"535,474"
Angel Round - Changing Study,https://www.crunchbase.com/funding_round/changing-study-angel--80917367,Changing Study,https://www.crunchbase.com/organization/changing-study,Angel,650000,USD,650000,2018-08-15,Seed,,,,Yes,Qingjin is an AI and robotics company.,"Artificial Intelligence (AI), Robotics",,"Hangzhou, Zhejiang, China, Asia",https://www.changingstudy.com/,,650000,USD,650000,Seed,1,Zhenzan Capital,1,Zhenzan Capital,,"536,011"
"Seed Round - TG 360 Technologies, Inc.",https://www.crunchbase.com/funding_round/tg-360-technologies-inc-seed--24732251,"TG 360 Technologies, Inc.",https://www.crunchbase.com/organization/tg-360-technologies-inc,Seed,1000000000,KRW,926226,2018-03-02,Seed,,,,Yes,Leader of Big Data Analytics and Marketing,"Analytics, Artificial Intelligence (AI), Big Data",,"Seoul, Seoul-t'ukpyolsi, South Korea, Asia",http://www.tg360tech.com/,,3200000000,KRW,2793009,Early Stage Venture,2,,1,Shinhan Capital,,"536,100"
Grant - PIPA,https://www.crunchbase.com/funding_round/pipa-a4c9-grant--798a352f,PIPA,https://www.crunchbase.com/organization/pipa-a4c9,Grant,225000,USD,225000,2018-06-13,,,,,No,"PIPA is an innovation platform company for life sciences, nutrition, and health.","Artificial Intelligence (AI), Life Science, Machine Learning",,"Davis, California, United States, North America",https://pipacorp.com,$1M to $10M,225000,USD,225000,,1,National Science Foundation,1,National Science Foundation,,"536,853"
Pre Seed Round - Quantified,https://www.crunchbase.com/funding_round/quantified-impressions-pre-seed--6a8be842,Quantified,https://www.crunchbase.com/organization/quantified-impressions,Pre-Seed,750000,USD,750000,2018-12-01,Seed,,,,Yes,Quantified is an AI-Powered Coaching Platform that helps you have Better Conversations with Better Outcomes.,"Analytics, Artificial Intelligence (AI), Corporate Training, E-Learning, Information Technology, Machine Learning, SaaS, Sales, Software",,"Austin, Texas, United States, North America",http://www.quantified.ai,Less than $1M,2300000,USD,2300000,Seed,3,,,,,"537,576"
Angel Round - AISkin,https://www.crunchbase.com/funding_round/aiskin-angel--a2e9e620,AISkin,https://www.crunchbase.com/organization/aiskin,Angel,3000000,CNY,471769,2018-03-01,Seed,,,,Yes,AISkin is an artificial intelligence company that creates skin detection products.,"Artificial Intelligence (AI), Beauty, Information Technology",,"Fengxian, Shanghai, China, Asia",http://www.aiskin.cn,,3000000,CNY,471769,Seed,1,,1,Wuqiong Chuangtou,,"538,626"
Angel Round - RiVAI,https://www.crunchbase.com/funding_round/rivai-angel--637c3294,RiVAI,https://www.crunchbase.com/organization/rivai,Angel,2940000,CNY,428721,2018-08-20,Seed,,,,Yes,Leading provider of high-end RISC-V based CPUs and customized SoC designs,"Artificial Intelligence (AI), Machine Learning, Manufacturing, Semiconductor, Software",,"Shenzhen, Guangdong, China, Asia",https://rivai-ic.com.cn/,Less than $1M,2940000,CNY,428721,,3,,7,"Baidu Ventures, Immense Vantage, Kington Capital, Leaguer Group, Oriza Ventures, Sinovation Fund III LP, Zhangjiagang Huaan Investment",,"538,771"
Pre Seed Round - Wisely,https://www.crunchbase.com/funding_round/wisely-2051-pre-seed--8bcadb91,Wisely,https://www.crunchbase.com/organization/wisely-2051,Pre-Seed,367667,CAD,285142,2018-05-30,Seed,4000000,CAD,3102182,Yes,"Wisely provides fundraising enablement software that accelerates nonprofit fundraising, helped by artificial intelligence.","Artificial Intelligence (AI), Software",,"Toronto, Ontario, Canada, North America",https://fundraisewisely.com/,$1M to $10M,2002667,CAD,1535661,Seed,4,,,,,"637,086"
Series A - CliClap,https://www.crunchbase.com/funding_round/cliclap-series-a--d3a8961e,CliClap,https://www.crunchbase.com/organization/cliclap,Series A,500000,USD,500000,2018-05-05,Early Stage Venture,,,,Yes,"CliClap is an AI-powered, autonomous content marketing solution that generates qualified leads.","Artificial Intelligence (AI), B2B, Content, Internet, Lead Generation, Machine Learning, Marketing, Marketing Automation, Social Media",,"Tel Aviv, Tel Aviv, Israel, Asia",http://www.cliclap.com/,Less than $1M,800000,USD,800000,M&A,2,,1,Peregrine Ventures,,"337,617"
Pre Seed Round - PKRS.AI,https://www.crunchbase.com/funding_round/peakers-pre-seed--8f754f0c,PKRS.AI,https://www.crunchbase.com/organization/peakers,Pre-Seed,470000,USD,470000,2018-04-01,Seed,,,,Yes,"The future of personal coaching. AI powered, human enhanced.","Artificial Intelligence (AI), Internet, Machine Learning, Software, Sports",,"Santa Monica, California, United States, North America",https://www.pkrs.ai/,$1M to $10M,4345000,USD,4345000,Seed,4,,,,,"201,083"
Series A - Aidemy,https://www.crunchbase.com/funding_round/aidemy-inc-series-a--07ab3665,Aidemy,https://www.crunchbase.com/organization/aidemy-inc,Series A,92000000,JPY,840540,2018-05-10,Early Stage Venture,,,,Yes,Aidemy is a web service where users can learn AI programming online.,"Artificial Intelligence (AI), Education",,"Hongo, Tokyo, Japan, Asia",https://aidemy.net,,450400000,JPY,4143444,IPO,6,UTEC - The University of Tokyo Edge Capital Partners,7,"Cheng Tao, Hidetoshi Takano, Kotaro Chiba, Masao Ito, Shigeru Urushibara, UTEC - The University of Tokyo Edge Capital Partners, Yusuke Ando",,"201,737"
Debt Financing - Unmanned Life,https://www.crunchbase.com/funding_round/unmanned-systems-ltd-debt-financing--d35503b8,Unmanned Life,https://www.crunchbase.com/organization/unmanned-systems-ltd,Debt Financing,300000,USD,300000,2018-12-20,,,,,No,Unmanned Life is the leading software platform for seamless orchestration of autonomous robotics,"Artificial Intelligence (AI), Autonomous Vehicles, Drones, Industrial Automation, Machine Learning, Robotics, Software, Telecommunications",,"London, England, United Kingdom, Europe",http://unmanned.life/,$1M to $10M,4842062,USD,4842062,Seed,9,,,,,"642,515"
Venture Round - Owl Insights,https://www.crunchbase.com/funding_round/owl-outcomes-series-unknown--ef6aa4f2,Owl Insights,https://www.crunchbase.com/organization/owl-outcomes,Venture - Series Unknown,500000,USD,500000,2018-02-10,,,,,Yes,Owl Insights is a SaaS platform which enables measurement based care in the treatment of behavioral health disorders.,"Education, Health Care, Predictive Analytics, Psychology, SaaS",Women Founded,"Seattle, Washington, United States, North America",https://www.owl.health,$1M to $10M,16366333,USD,16366333,M&A,4,,,,,"205,318"
Seed Round - Grivy,https://www.crunchbase.com/funding_round/grivy-seed--264fe652,Grivy,https://www.crunchbase.com/organization/grivy,Seed,400000,USD,400000,2018-12-31,Seed,,,,Yes,Enabling data driven growth for brands and retailers.,"Analytics, Artificial Intelligence (AI), Big Data, Consumer Electronics, Internet, Retail, Software",,"Jakarta, Jakarta Raya, Indonesia, Asia",https://business.grivy.com,$1M to $10M,1300000,USD,1300000,Seed,5,,,,,"356,157"
Seed Round - SomaDetect,https://www.crunchbase.com/funding_round/somadetect-seed--3d18ab56,SomaDetect,https://www.crunchbase.com/organization/somadetect,Seed,250000,USD,250000,2018-06-19,Seed,,,,Yes,SomaDetect provides dairy farmers with the information they need to produce the best possible milk.,"AgTech, Analytics, Artificial Intelligence (AI), Internet of Things, Machine Learning",,"Thornhill, Ontario, Canada, North America",http://www.somadetect.com,$1M to $10M,14535579,USD,14535579,Early Stage Venture,11,New Brunswick Innovation Foundation,1,New Brunswick Innovation Foundation,1,"356,856"
