Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Website,Organization Location,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Convertible Note - asya.ai,https://www.crunchbase.com/funding_round/asya-convertible-note--25b3a8e0,asya.ai,https://www.crunchbase.com/organization/asya,Convertible Note,30000,USD,30000,2019-09-01,,,,,No,"AI research and development lab, with proprietary products like ""Pitch Patterns"", ""Closer to you App"" and others","Apps, Artificial Intelligence (AI), Machine Learning, Mobile Apps, Sales, Software",,https://asya.ai,"Riga, Riga, Latvia, Europe",$1M to $10M,551762,USD,551762,Seed,7,StartersHub,"pirate equity, StartersHub",2,2,"351,540"
Pre Seed Round - Relox Robotics,https://www.crunchbase.com/funding_round/relox-robotics-pre-seed--7fa67ea2,Relox Robotics,https://www.crunchbase.com/organization/relox-robotics,Pre-Seed,50000,EUR,56563,2019-01-02,Seed,,,,Yes,"Relox Robotics is a robotics company that uses robots to automate dangerous, repetitive, and labor-intensive tasks.","Industrial, Machine Learning, Machinery Manufacturing",,http://www.reloxrobotics.com,"Stockholm, Stockholms Lan, Sweden, Europe",$1M to $10M,1134589,USD,1134589,,5,,Propel Capital,1,,"353,109"
Pre Seed Round - Alpha Drive,https://www.crunchbase.com/funding_round/alpha-drive-inc-pre-seed--f5aaabce,Alpha Drive,https://www.crunchbase.com/organization/alpha-drive-inc,Pre-Seed,120000,USD,120000,2019-07-15,Seed,,,,Yes,Alpha Drive is a PaaS for testing and validating AI algorithms - starting with autonomous vehicles - through cloud based simulation.,"Artificial Intelligence (AI), Automotive, Information Technology, Machine Learning","Women Founded, Women Led",http://alphadrive.ai,"New York, New York, United States, North America",Less than $1M,120000,USD,120000,Seed,1,Techstars,Techstars,1,1,"353,134"
Seed Round - Check an Invoice,https://www.crunchbase.com/funding_round/check-an-invoice-seed--5987cdc0,Check an Invoice,https://www.crunchbase.com/organization/check-an-invoice,Seed,150000,GBP,182378,2019-09-01,Seed,,,,Yes,"Check An Invoice is a SaaS platform that ushering in the new world for document processing, with our fast, touchless and smart AI systems.","Artificial Intelligence (AI), Financial Services, SaaS",,https://www.checkaninvoice.com/,"London, England, United Kingdom, Europe",Less than $1M,180000,GBP,221611,Seed,2,,SFC Capital,1,,"353,534"
Pre Seed Round - FINDEST,https://www.crunchbase.com/funding_round/findest-b-v-pre-seed--aaab37a9,FINDEST,https://www.crunchbase.com/organization/findest-b-v,Pre-Seed,100000,EUR,110791,2019-08-01,Seed,,,,Yes,Findest accelerates innovation with AI and expertise. The Findest software helps R&D teams at 400 corporates find and use tech faster,"Artificial Intelligence (AI), Enterprise Software, Information Services, Innovation Management, Machine Learning, Search Engine, Software",,http://www.findest.com,"Amsterdam, Noord-Holland, The Netherlands, Europe",Less than $1M,3100000,EUR,3409305,Seed,5,,,,,"354,195"
Angel Round - QuantsUnited,https://www.crunchbase.com/funding_round/quants-united-angel--56118bc3,QuantsUnited,https://www.crunchbase.com/organization/quants-united,Angel,50000,EUR,56437,2019-07-01,Seed,,,,Yes,Democratizing Alternative Data with A.I.,"Analytics, Artificial Intelligence (AI), Asset Management, Finance, Financial Services, FinTech, Information Technology, Machine Learning, Software",,https://www.quantsunited.com,"Bidart, Aquitaine, France, Europe",,170000,EUR,188779,Seed,3,,,,,"354,406"
Convertible Note - HelixNano,https://www.crunchbase.com/funding_round/helixnano-convertible-note--ee0f9276,HelixNano,https://www.crunchbase.com/organization/helixnano,Convertible Note,50000,USD,50000,2019-11-26,,,,,No,Helix Nanotechnologies uses artificial intelligence to help cure genetic diseases.,"Artificial Intelligence (AI), Biotechnology, Genetics, Health Care",,http://helixnano.com/,"Cambridge, Massachusetts, United States, North America",$1M to $10M,59842000,USD,59842000,Early Stage Venture,28,,"Ari Helgason, Ingvar Helgason",2,,"534,380"
Product Crowdfunding - ROYBI,https://www.crunchbase.com/funding_round/roybi-product-crowdfunding--8a5242e6,ROYBI,https://www.crunchbase.com/organization/roybi,Product Crowdfunding,120000,USD,120000,2019-11-01,,,,,No,Roybi Robot is an AI-powered companion robot for young children in language learning & early childhood education.,"Artificial Intelligence (AI), Blockchain, EdTech, Education, Language Learning, Machine Learning, Manufacturing, Robotics","Women Founded, Women Led",https://roybirobot.com,"San Jose, California, United States, North America",Less than $1M,4320000,USD,4320000,Seed,3,,,,,"534,702"
Pre Seed Round - Human AI,https://www.crunchbase.com/funding_round/litha-group-pre-seed--3388c81a,Human AI,https://www.crunchbase.com/organization/litha-group,Pre-Seed,78000,GBP,98631,2019-10-11,Seed,600000,GBP,758701,Yes,Creator of the only Generative AI in the world specialising in psychological data analytics and insights,"Artificial Intelligence (AI), Generative AI, Psychology, SaaS, Software",,https://humanai.work,"Leicester, Leicester, United Kingdom, Europe",,487500,GBP,608359,Seed,5,,,,,"257,957"
Grant - iPAGE GLOBAL,https://www.crunchbase.com/funding_round/ipage-bangladesh-grant--fb656789,iPAGE GLOBAL,https://www.crunchbase.com/organization/ipage-bangladesh,Grant,11900,USD,11900,2019-06-12,,,,,No,Agricultural Data Company.,"AgTech, Artificial Intelligence (AI), Big Data, Machine Learning",,https://www.ipageglobal.com/,"Dhaka, Dhaka, Bangladesh, Asia",Less than $1M,462651,USD,462651,Seed,7,,"Ministry of Information and Communications Technology, Bangladesh",1,,"258,780"
Pre Seed Round - Bynsy,https://www.crunchbase.com/funding_round/bynsy-pre-seed--f4fc8565,Bynsy,https://www.crunchbase.com/organization/bynsy,Pre-Seed,130000,USD,130000,2019-03-01,Seed,,,,Yes,Visual way to understand your home buyers.,"Computer Vision, Natural Language Processing, Real Estate",,https://bynsy.com/,"Pittsburgh, Pennsylvania, United States, North America",,270000,USD,270000,Seed,3,,,,,"259,112"
Pre Seed Round - Y Translator,https://www.crunchbase.com/funding_round/y-translator-pre-seed--29e09062,Y Translator,https://www.crunchbase.com/organization/y-translator,Pre-Seed,20000,USD,20000,2019-06-01,Seed,,,,Yes,Y Translator is an application that generates captions using natural language processing.,"Artificial Intelligence (AI), Software",,https://ytranslator.com,"Minneapolis, Minnesota, United States, North America",Less than $1M,20000,USD,20000,Seed,1,gener8tor,"gener8tor, Right Side Capital Management",2,,"260,238"
Convertible Note - Buffalo Automation,https://www.crunchbase.com/funding_round/buffalo-automation-group-convertible-note--67e60f01,Buffalo Automation,https://www.crunchbase.com/organization/buffalo-automation-group,Convertible Note,165000,USD,165000,2019-06-11,,,,,No,Buffalo Automation provides embedded software systems to improve maritime safety and enable autonomous navigation.,"Artificial Intelligence (AI), Assistive Technology, Autonomous Vehicles, Electric Vehicle, Navigation, Taxi Service, Water Transportation","South Asian Founded, South Asian Led",https://www.buffaloautomation.ai,"Buffalo, New York, United States, North America",$1M to $10M,2557325,USD,2557325,,12,Jerry Jacobs Jr.,Jerry Jacobs Jr.,1,,"260,385"
Pre Seed Round - Lena Health,https://www.crunchbase.com/funding_round/lena-pre-seed--5739d401,Lena Health,https://www.crunchbase.com/organization/lena,Pre-Seed,70000,USD,70000,2019-07-01,Seed,,,,Yes,AI-augmented Text-based Health Assistant for patients,"Artificial Intelligence (AI), Health Care","Hispanic / Latine Founded, Hispanic / Latine Led",https://www.lena.io/,"Houston, Texas, United States, North America",Less than $1M,566000,USD,566000,Seed,5,,"Techstars, Texas Medical Center",2,,"260,660"
Grant - Deepera.AI,https://www.crunchbase.com/funding_round/deepera-ai-grant--2eaa208c,Deepera.AI,https://www.crunchbase.com/organization/deepera-ai,Grant,70000,USD,70000,2019-02-11,,,,,No,Deepera.AI offers AI-based solutions to provide financial advisory services and strategies.,"Artificial Intelligence (AI), Finance, Financial Services, Information Technology",,https://deepera.ai/,"Tunis, Tunis, Tunisia, Africa",Less than $1M,170000,USD,170000,Seed,2,Intilaq,Intilaq,1,,"166,140"
Seed Round - Symmetric Health Solutions,https://www.crunchbase.com/funding_round/symmetric-health-solutions-llc-seed--9cd79923,Symmetric Health Solutions,https://www.crunchbase.com/organization/symmetric-health-solutions-llc,Seed,25000,USD,25000,2019-02-18,Seed,,,,Yes,Symmetric Health Solutions provides a healthcare supply and analytics platform for medical supplies.,"Analytics, Business Intelligence, Data Mining, Health Care, Natural Language Processing, Procurement, Supply Chain Management",,https://symmetrichealthsolutions.com/,"Philadelphia, Pennsylvania, United States, North America",Less than $1M,100000,USD,100000,Seed,2,Innovation Works,Innovation Works,1,,"166,550"
Pre Seed Round - Orbit-Ed,https://www.crunchbase.com/funding_round/orbit-ed-pre-seed--a730d0f1,Orbit-Ed,https://www.crunchbase.com/organization/orbit-ed,Pre-Seed,45000,USD,45000,2019-08-10,Seed,,,,Yes,AI communication coach - helping enterprises train their employees in a measurable and immersive manner,"Artificial Intelligence (AI), EdTech, Education, Training, Virtual Reality",,https://www.orbit-ed.com/,"Islamabad, Islamabad, Pakistan, Asia",Less than $1M,545000,USD,545000,Seed,3,,LearnLaunch Fund + Accelerator,1,,"167,059"
Pre Seed Round - Hotspoter,https://www.crunchbase.com/funding_round/hotspoter-pre-seed--9bb2c782,Hotspoter,https://www.crunchbase.com/organization/hotspoter,Pre-Seed,15000,EUR,16777,2019-05-23,Seed,,,,Yes,Location Intelligence recommendation platform,"Artificial Intelligence (AI), Business Intelligence, Enterprise Software, Finance, Information Services, Location Based Services, Marketing, SaaS, Software",,http://hotspoter.info,"Belgrade, Vojvodina, Serbia, Europe",Less than $1M,15000,EUR,16777,Seed,1,,EIT Digital Accelerator,1,,"167,230"
Convertible Note - RCE,https://www.crunchbase.com/funding_round/rce-technologies-inc-convertible-note--12d57c06,RCE,https://www.crunchbase.com/organization/rce-technologies-inc,Convertible Note,180000,USD,180000,2019-01-01,,,,,No,RCE Technologies operates as an AI med-tech company that detects the early-stages of heart attacks.,"Artificial Intelligence (AI), Health Care, Machine Learning, Medical Device, Wearables",,https://rce.ai,"Carlsbad, California, United States, North America",$1M to $10M,5117000,USD,5117000,,6,,,,,"167,329"
Pre Seed Round - RapidPricer B.V.,https://www.crunchbase.com/funding_round/rapidpricer-pre-seed--0fc72724,RapidPricer B.V.,https://www.crunchbase.com/organization/rapidpricer,Pre-Seed,150000,EUR,167902,2019-06-01,Seed,3000000,EUR,3358034,Yes,RapidPricer helps retailers to increase margins and reduce waste by automating pricing and promotions .,"Artificial Intelligence (AI), Computer, Information Technology, Machine Learning, Retail Technology, Software",,https://www.rapidpricer.com,"Amsterdam, Noord-Holland, The Netherlands, Europe",,350000,EUR,398565,Seed,2,,Herman Huidink,1,,"270,518"
Seed Round - Param.ai,https://www.crunchbase.com/funding_round/param-ai-seed--928729c4,Param.ai,https://www.crunchbase.com/organization/param-ai,Seed,138000,USD,138000,2019-03-01,Seed,,,,Yes,Intelligent Recruiting Software Designed for Efficient Hiring,"Artificial Intelligence (AI), Delivery, Human Resources, Information Technology, Recruiting, SaaS, Software",,https://param.ai,"Hyderabad, Andhra Pradesh, India, Asia",Less than $1M,638000,USD,638000,Seed,2,,"Ashish Vidyarthi, Core Financials, Gyanendra Singh, Ratna Jyothi Sutapalli, Satya D Sinha, Shailaja Gupta",6,,"271,223"
Angel Round - Skippet,https://www.crunchbase.com/funding_round/skippet-angel--cfa8ad59,Skippet,https://www.crunchbase.com/organization/skippet,Angel,60000,EUR,67469,2019-04-03,Seed,,,,Yes,AI-powered workspace to help you manage your projects and data.,"Artificial Intelligence (AI), Natural Language Processing, Productivity Tools, Software",,https://www.skippet.com,"Schrassig, Luxembourg, Luxembourg, Europe",$1M to $10M,2788219,USD,2788219,Seed,4,,,,,"271,970"
Seed Round - CustomFit.ai,https://www.crunchbase.com/funding_round/customfit-ai-seed--37da1647,CustomFit.ai,https://www.crunchbase.com/organization/customfit-ai,Seed,60000,USD,60000,2019-09-09,Seed,200000,USD,200000,Yes,CustomFit.ai transforms your website/app into #1 Growth Engine / #1 Salesperson by personalizing for each visitor.,"A/B Testing, Artificial Intelligence (AI), E-Commerce, Personalization, SaaS",,https://customfit.cloud/,"Bangalore, Karnataka, India, Asia",Less than $1M,269000,USD,269000,Early Stage Venture,2,,,,,"272,166"
Seed Round - EmbodyMe,https://www.crunchbase.com/funding_round/embodyme-seed--6c125733,EmbodyMe,https://www.crunchbase.com/organization/embodyme,Seed,120000,USD,120000,2019-05-22,Seed,,,,Yes,"EmbodyMe is developing patented AI technology for video chat, live streaming, and creating videos.","Artificial Intelligence (AI), Video, Video Chat, Video Streaming",,https://embodyme.com,"Tokyo, Tokyo, Japan, Asia",$1M to $10M,4056294,USD,4056294,Early Stage Venture,5,Techstars,Techstars,1,1,"272,186"
Seed Round - RYLTI,https://www.crunchbase.com/funding_round/rylti-seed--d38f3d10,RYLTI,https://www.crunchbase.com/organization/rylti,Seed,102768,USD,102768,2019-05-20,Seed,,,,Yes,RYLTI operates as a music-tech innovator of royalty data-matching solutions.,"Artificial Intelligence (AI), Information Technology, Music",,https://ryailiti.com/,"Woodbury, New York, United States, North America",,577768,USD,577768,Seed,2,,,,,"272,414"
Grant - Qokka,https://www.crunchbase.com/funding_round/qokka-grant--6c8b67f6,Qokka,https://www.crunchbase.com/organization/qokka,Grant,50000,USD,50000,2019-12-01,,,,,No,Automated Community Intelligence,"Artificial Intelligence (AI), Big Data, Machine Learning, Natural Language Processing, SaaS, Software",Women Founded,https://qokka.ai,"Mountain View, California, United States, North America",Less than $1M,50000,USD,50000,Seed,2,Block.one,"Block.one, EOS VC Fund",2,1,"273,127"
Pre Seed Round - Everythink,https://www.crunchbase.com/funding_round/everythink-pre-seed--e8722237,Everythink,https://www.crunchbase.com/organization/everythink,Pre-Seed,50000,USD,50000,2019-01-01,Seed,1270000,USD,1270000,Yes,All things in One. Where Infinity starts.,"Artificial Intelligence (AI), B2B, Big Data, Blockchain, Data Center Automation, Neuroscience, Real Time, SaaS","Women Founded, Women Led",https://everythink.ai/,"San Francisco, California, United States, North America",$1M to $10M,250000,USD,250000,Seed,4,,,,,"273,272"
Product Crowdfunding - ExJewel,https://www.crunchbase.com/funding_round/exjewel-io-product-crowdfunding--5f4ac26d,ExJewel,https://www.crunchbase.com/organization/exjewel-io,Product Crowdfunding,16229,USD,16229,2019-10-01,,,,,No,ExJewel is an online jewelry appraisal tool changing the way jewelers and jewelry owners alike manage their prized possessions.,"Artificial Intelligence (AI), Fashion, Insurance, Jewelry",,https://exjewel.com/,"Besançon, Franche-Comte, France, Europe",,16229,USD,16229,Seed,2,,,,,"273,313"
Seed Round - Kadabra,https://www.crunchbase.com/funding_round/kadabra-aebb-seed--e0f0a1b1,Kadabra,https://www.crunchbase.com/organization/kadabra-aebb,Seed,60000,USD,60000,2019-08-04,Seed,,,,Yes,Kadabra is an artificial intelligence company building the human-in-the-loop automation platforms for scaling customer support teams.,"Artificial Intelligence (AI), Machine Learning, Software",South Asian Founded,https://kadabra.ai/,"San Francisco, California, United States, North America",,60000,USD,60000,Seed,2,,FasterCapital,1,,"273,865"
Pre Seed Round - KAMS,https://www.crunchbase.com/funding_round/kams-pre-seed--24949664,KAMS,https://www.crunchbase.com/organization/kams,Pre-Seed,8188,USD,8188,2019-06-20,Seed,,,,Yes,"Technology, Transactions, Network Research","Predictive Analytics, Product Research, Software",,,"London, England, United Kingdom, Europe",,8188,USD,8188,Seed,1,,,,,"273,876"
Pre Seed Round - Robin AI,https://www.crunchbase.com/funding_round/robin-ai-pre-seed--86d7f370,Robin AI,https://www.crunchbase.com/organization/robin-ai,Pre-Seed,210000,USD,210000,2019-03-01,Seed,,,,Yes,Robin AI serves as an AI-driven legal assistant designed to automate and expedite the drafting and negotiation of contracts.,"Artificial Intelligence (AI), Contact Management, Legal, Legal Tech, Machine Learning, Software",,https://www.robinai.com,"London, England, United Kingdom, Europe",$10M to $50M,43379575,USD,43379575,Early Stage Venture,9,,,,,"274,320"
Convertible Note - Acuspire,https://www.crunchbase.com/funding_round/acuspire-convertible-note--299ef166,Acuspire,https://www.crunchbase.com/organization/acuspire,Convertible Note,150000,CAD,111978,2019-03-11,,,,,No,Career services software with AI-assisted job search and reporting.,"Artificial Intelligence (AI), Human Resources, Information Technology, Internet, Machine Learning, Software",,https://acuspire.ai,"Calgary, Alberta, Canada, North America",Less than $1M,810000,CAD,646304,Seed,5,,,,,"371,364"
Pre Seed Round - O2OBOTS,https://www.crunchbase.com/funding_round/o2obots-pre-seed--90ffa957,O2OBOTS,https://www.crunchbase.com/organization/o2obots,Pre-Seed,160000,BRL,37522,2019-11-27,Seed,7619048,BRL,1786747,Yes,O2OBOTS is an AI-based insurance platform that specializes in selling financial services.,"Artificial Intelligence (AI), Financial Services, FinTech, Information Technology, Insurance, InsurTech",,https://o2obots.com,"Florianópolis, Santa Catarina, Brazil, South America",$1M to $10M,4430000,BRL,892079,Seed,5,Bossanova Investimentos,Bossanova Investimentos,1,,"372,463"
Grant - Securaxis,https://www.crunchbase.com/funding_round/securaxis-grant--29dfaa61,Securaxis,https://www.crunchbase.com/organization/securaxis,Grant,50000,EUR,55395,2019-08-01,,,,,No,Securaxis leverages AI to provide smart acoustic solutions for smart cities,"Artificial Intelligence (AI), Audio, Physical Security, Risk Management, Smart Building, Smart Cities, Smart Home",,http://www.securaxis.com,"Geneva, Geneve, Switzerland, Europe",$1M to $10M,1990288,USD,1990288,Seed,8,,EASME - EU Executive Agency for SMEs,1,,"372,856"
Pre Seed Round - delt.ai,https://www.crunchbase.com/funding_round/delt-ai-pre-seed--75461b0c,delt.ai,https://www.crunchbase.com/organization/delt-ai,Pre-Seed,1000,USD,1000,2019-10-01,Seed,,,,Yes,Delt.ai is building a single-stop solution for business finance management.,"Banking, Financial Services, FinTech, Machine Learning, Productivity Tools, Software",,http://delt.ai,"Mexico City, Distrito Federal, Mexico, North America",$10M to $50M,27651000,USD,27651000,M&A,6,,,,,"372,955"
Pre Seed Round - Sees.ai,https://www.crunchbase.com/funding_round/sees-ai-pre-seed--98adb808,Sees.ai,https://www.crunchbase.com/organization/sees-ai,Pre-Seed,16240,GBP,20232,2019-07-09,Seed,,,,Yes,Unlocking the safe operation of unmanned aerial vehicle (UAV) fleets at national scale.,"Artificial Intelligence (AI), Drones, Industrial Automation, Robotics, Software",,https://www.sees.ai/,"Lavant, West Sussex, United Kingdom, Europe",Less than $1M,2328154,GBP,3016543,Seed,9,Techstars,Techstars,1,1,"548,013"
Grant - Predictice,https://www.crunchbase.com/funding_round/predictice-grant--06b30e13,Predictice,https://www.crunchbase.com/organization/predictice,Grant,71429,EUR,81868,2019-01-01,,,,,No,"Predictice provides real time, concrete, and strategic predictive analysis to law professionals.","Analytics, Legal, Legal Tech, Predictive Analytics, Professional Services, Real Time",,https://www.predictice.com/,"Paris, Ile-de-France, France, Europe",,71429,EUR,81868,,2,,EASME - EU Executive Agency for SMEs,1,,"548,107"
Pre Seed Round - Encube,https://www.crunchbase.com/funding_round/encube-technologies-pre-seed--e8a17a74,Encube,https://www.crunchbase.com/organization/encube-technologies,Pre-Seed,100000,USD,100000,2019-01-22,Seed,,,,Yes,AI powered workforce Intelligence platform,"Artificial Intelligence (AI), DevOps, Human Resources, Machine Learning, SaaS, Software",,https://encube.ai,"Atlanta, Georgia, United States, North America",Less than $1M,100000,USD,100000,M&A,1,,SymphonyAlpha Ventures,1,,"548,525"
Non Equity Assistance - Perceiv AI,https://www.crunchbase.com/funding_round/perceiv-ai-non-equity-assistance--7f30feb7,Perceiv AI,https://www.crunchbase.com/organization/perceiv-ai,Non-equity Assistance,35000,CAD,26279,2019-09-01,,,,,No,"AI-driven precision medicine, forecasting disease progression","Analytics, Artificial Intelligence (AI), Clinical Trials, Health Care, Health Diagnostics, Machine Learning, Medical, Pharmaceutical, Precision Medicine, Predictive Analytics",,https://perceiv.ai,"Montréal, Quebec, Canada, North America",$1M to $10M,1861073,USD,1861073,Seed,4,Centech,Centech,1,,"548,906"
Funding Round - Lazarus,https://www.crunchbase.com/funding_round/lazarus-enterprises-2-undisclosed--266faa13,Lazarus,https://www.crunchbase.com/organization/lazarus-enterprises-2,Funding Round,175000,USD,175000,2019-08-01,,,,,Yes,An API for Advanced Document Understanding,"Artificial Intelligence (AI), Developer APIs, Document Management, Information Technology, Natural Language Processing, Software",,https://www.lazarusforms.com,"Cambridge, Massachusetts, United States, North America",$10M to $50M,7827000,USD,7827000,Seed,5,Techstars,Techstars,1,,"579,761"
"Seed Round - Taiwan intelligentech Manufacturing Co., Ltd.",https://www.crunchbase.com/funding_round/taiwan-intelltech-manufacturing-co-ltd-seed--80348f39,"Taiwan intelligentech Manufacturing Co., Ltd.",https://www.crunchbase.com/organization/taiwan-intelltech-manufacturing-co-ltd,Seed,4000000,TWD,130039,2019-02-22,Seed,,,,Yes,We provide total solution to help people develop and brew favorite/customized craft beer at home or in business place.,"Craft Beer, Intelligent Systems, Manufacturing",,http://www.timc.com.tw,"Hsinchu, T'ai-wan, Taiwan, Asia",,11000000,TWD,361835,Seed,3,,,,,"549,834"
Grant - BitMetrics,https://www.crunchbase.com/funding_round/bitmetrics-grant--0982eeef,BitMetrics,https://www.crunchbase.com/organization/bitmetrics,Grant,71429,EUR,81868,2019-01-01,,,,,No,BitMetrics provides Artificial Intelligence (AI)-based development services and quality management solutions.,"Artificial Intelligence (AI), Computer Vision, Machine Learning, Robotics",,http://www.bitmetrics.es,"Barcelona, Catalonia, Spain, Europe",Less than $1M,246429,EUR,279696,Seed,3,,EASME - EU Executive Agency for SMEs,1,,"550,156"
Pre Seed Round - eino,https://www.crunchbase.com/funding_round/eino-pre-seed--62e32bec,eino,https://www.crunchbase.com/organization/eino,Pre-Seed,150000,USD,150000,2019-07-22,Seed,,,,Yes,Predicting future for optimal planning and distribution of our resources,"Big Data, Enterprise Software, Information Technology, Machine Learning, Telecommunications",,http://www.eino.ai/,"New York, New York, United States, North America",$1M to $10M,1375000,USD,1375000,Seed,5,500 Global,500 Global,1,,"580,451"
Series A - Axiata Digital Labs,https://www.crunchbase.com/funding_round/axiata-digital-labs-series-a--13f3e23e,Axiata Digital Labs,https://www.crunchbase.com/organization/axiata-digital-labs,Series A,88000,USD,88000,2019-05-13,Early Stage Venture,395000,USD,395000,Yes,"Offers telco-focused digital and IT services and solutions that enable individuals, startups and enterprises","Artificial Intelligence (AI), Information Technology, IT Management, Machine Learning, Mobile Apps, Software, Web Apps",,https://www.axiatadigitallabs.com/,"Colombo, Western, Sri Lanka, Asia",$1M to $10M,88000,USD,88000,Early Stage Venture,1,,,,,"580,574"
Pre Seed Round - BreachLock Inc.,https://www.crunchbase.com/funding_round/breachlock-inc-pre-seed--0d5c589f,BreachLock Inc.,https://www.crunchbase.com/organization/breachlock-inc,Pre-Seed,100000,USD,100000,2019-01-01,Seed,,,,Yes,Pen Testing as A Service (PTaaS) | World's first full stack PTaaS powered by Certified Hackers and AI,"Artificial Intelligence (AI), Cyber Security, DevOps, SaaS",,https://www.breachlock.com,"New York, New York, United States, North America",$10M to $50M,3100000,USD,3100000,Seed,2,,,,,"580,717"
Pre Seed Round - Shugert Marketing,https://www.crunchbase.com/funding_round/shugert-marketing-pre-seed--ae0d306f,Shugert Marketing,https://www.crunchbase.com/organization/shugert-marketing,Pre-Seed,100000,USD,100000,2019-03-01,Seed,,,,Yes,"Marketing Analytics, Software and eCommerce Development, and Custom Machine Learning Solutions.","Advertising, Analytics, Artificial Intelligence (AI), Big Data, E-Commerce, Information Technology, Machine Learning, Software, Web Design, Web Development",,https://www.shugert.com.mx,"Hermosillo, Sonora, Mexico, North America",Less than $1M,100000,USD,100000,Seed,1,,,,,"580,836"
Grant - Sciencemap,https://www.crunchbase.com/funding_round/sciencemap-grant--5bcc563b,Sciencemap,https://www.crunchbase.com/organization/sciencemap,Grant,135000,EUR,154730,2019-01-01,,,,,No,Sciencemap is accelerating R&D by linking knowledge using NLP and Deep Learning and representing it in knowledge graphs.,"Artificial Intelligence (AI), EdTech, Information Technology, Knowledge Management",,https://sciencemap.app/,"Berlin, Berlin, Germany, Europe",,187000,EUR,215406,,2,,,,,"581,197"
Pre Seed Round - Robomotion,https://www.crunchbase.com/funding_round/robomotion-c241-pre-seed--ae93b4d4,Robomotion,https://www.crunchbase.com/organization/robomotion-c241,Pre-Seed,16582,USD,16582,2019-10-18,Seed,,,,Yes,Robomotion handles dull everyday tasks with robotic process automation technology.,"Artificial Intelligence (AI), Robotic Process Automation (RPA), Robotics, Software",,https://robomotion.io/,"Istanbul, Istanbul, Turkey, Europe",$1M to $10M,1252485,USD,1252485,Seed,3,,Türk Telekom,1,,"491,095"
Pre Seed Round - MooMe,https://www.crunchbase.com/funding_round/lifeye-pre-seed--bc952d34,MooMe,https://www.crunchbase.com/organization/lifeye,Pre-Seed,55000,USD,55000,2019-01-01,Seed,,,,Yes,"We build the next generation of data driven dairy farming for Africa and beyond - Mobile App, Platform, AI","AgTech, Artificial Intelligence (AI)",,https://moome.io,"Tunis, Tunis, Tunisia, Africa",,405000,USD,405000,Seed,4,,Flat6Labs Tunisia,1,,"491,986"
Pre Seed Round - YouMakr,https://www.crunchbase.com/funding_round/youmakr-pre-seed--e6d329bb,YouMakr,https://www.crunchbase.com/organization/youmakr,Pre-Seed,200000,USD,200000,2019-04-01,Seed,2500000,USD,2500000,Yes,YouMakr is an artificial intelligence app that generates content to overcome writers' block.,"Artificial Intelligence (AI), Software",,https://youmakr.com,"Sacramento, California, United States, North America",Less than $1M,700000,USD,700000,Seed,2,,,,,"492,368"
Pre Seed Round - Brain of the Store,https://www.crunchbase.com/funding_round/brain-of-the-store-inc-pre-seed--202005c5,Brain of the Store,https://www.crunchbase.com/organization/brain-of-the-store-inc,Pre-Seed,135000,USD,135000,2019-07-01,Seed,,,,Yes,Real Time AI for Physical Retail,"Analytics, Artificial Intelligence (AI), Machine Learning, Software",Women Founded,http://www.brainofthestore.com,"Mountain View, California, United States, North America",,135000,USD,135000,Seed,1,XRC Ventures,XRC Ventures,1,,"492,394"
Grant - Ludimos,https://www.crunchbase.com/funding_round/ludimos-bv-grant--ff3cdf14,Ludimos,https://www.crunchbase.com/organization/ludimos-bv,Grant,100000,EUR,111040,2019-12-05,,,,,No,Maximising player development in Cricket using AI,"Artificial Intelligence (AI), Cricket, Machine Learning, Software, Sports",,http://www.ludimos.com,"Amstelveen, Noord-Holland, The Netherlands, Europe",Less than $1M,420000,EUR,488828,Seed,4,,,,,"492,566"
Seed Round - Ejenta,https://www.crunchbase.com/funding_round/ejenta-seed--a556fb1c,Ejenta,https://www.crunchbase.com/organization/ejenta,Seed,120000,USD,120000,2019-07-15,Seed,,,,Yes,"Ejenta is an intelligent personal assistant platform focused on several industry verticals, including space, government, and healthcare.","Artificial Intelligence (AI), Health Care, Information Technology, Machine Learning, Software","Women Founded, Women Led",http://www.ejenta.com,"Los Angeles, California, United States, North America",Less than $1M,156000,USD,156000,Seed,8,,Techstars,1,1,"199,002"
Seed Round - Ejenta,https://www.crunchbase.com/funding_round/ejenta-seed--1809c844,Ejenta,https://www.crunchbase.com/organization/ejenta,Seed,36000,USD,36000,2019-01-24,Seed,,,,Yes,"Ejenta is an intelligent personal assistant platform focused on several industry verticals, including space, government, and healthcare.","Artificial Intelligence (AI), Health Care, Information Technology, Machine Learning, Software","Women Founded, Women Led",http://www.ejenta.com,"Los Angeles, California, United States, North America",Less than $1M,156000,USD,156000,Seed,8,,Alchemist Accelerator,1,,"493,066"
