Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Location,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,CB Rank (Funding Round),Lead Investors,Number of Investors,Investor Names,Number of Partner Investors
Grant - NEC OncoImmunity AS,https://www.crunchbase.com/funding_round/nec-oncoimmunity-as-grant--cc4a5d01,NEC OncoImmunity AS,https://www.crunchbase.com/organization/nec-oncoimmunity-as,Grant,2200000,EUR,2497038,2018-12-17,,,,,No,NEC OncoImmunity AS is an artificial intelligence driven biotech company.,"Artificial Intelligence (AI), Bioinformatics, Biotechnology, Health Care, Machine Learning, Medical",,"Oslo, Oslo, Norway, Europe",https://www.oncoimmunity.com,$1M to $10M,7353102,USD,7353102,M&A,3,"89,516",,,,
Seed Round - Downstream,https://www.crunchbase.com/funding_round/downstream-5199-seed--860b32a0,Downstream,https://www.crunchbase.com/organization/downstream-5199,Seed,3925000,USD,3925000,2018-08-07,Seed,,,,Yes,Downstream is an enterprise-ready software solution that helps large brands and agencies automate and optimize their advertising campaigns.,"Advertising, Machine Learning, Marketing, SEM, Software",,"Seattle, Washington, United States, North America",http://downstreamimpact.com/,$1M to $10M,6655000,USD,6655000,M&A,4,"88,451",Haystack,12,"9Mile Labs, Alumni Ventures, AperiamVentures, Fabric Media, Founders' Co-op, Haystack, Liquid 2 Ventures, Revel Partners, Techstars, Techstars Ventures, Tuesday Capital, Unlock Venture Partners",3
Venture Round - Aerial,https://www.crunchbase.com/funding_round/aerial-technologies-series-unknown--9f595fa1,Aerial,https://www.crunchbase.com/organization/aerial-technologies,Venture - Series Unknown,3000000,USD,3000000,2018-11-08,,,,,Yes,Aerial leverages AI and existing wireless infrastructure to create Sensing Intelligence that enables smarter applications,"Artificial Intelligence (AI), Big Data, Computer, Energy Management, Hospitality, Information Technology, Machine Learning, Security, Smart Home, Software",,"Montréal, Quebec, Canada, North America",http://www.aerial.ai/,$10M to $50M,9002358,USD,9002358,,5,"89,640",Intel Capital,6,"Dragon Capital, Fonds Innovexport, Intel Capital, Kibo Ventures, Telefónica Innovation Ventures, Telefónica Open Innovation",2
Seed Round - EnsoData,https://www.crunchbase.com/funding_round/ensodata-seed--ee3e90d0,EnsoData,https://www.crunchbase.com/organization/ensodata,Seed,1500000,USD,1500000,2018-03-02,Seed,,,,Yes,EnsoData is a startup that utilizes artificial intelligence to analyze the human body to diagnose health conditions.,"Analytics, Artificial Intelligence (AI), Health Care, Machine Learning, Software","Hispanic / Latine Founded, Hispanic / Latine Led","Madison, Wisconsin, United States, North America",https://www.ensodata.com,Less than $1M,31050000,USD,31050000,Early Stage Venture,6,"89,354",Colle Capital Partners,5,"Colle Capital Partners, HealthX Ventures, M25, Sternhill Associates, Wisconsin Investment Partners",1
Non Equity Assistance - Pobuca,https://www.crunchbase.com/funding_round/pobuca-non-equity-assistance--437a873d,Pobuca,https://www.crunchbase.com/organization/pobuca,Non-equity Assistance,1650000,USD,1650000,2018-04-20,,,,,No,"The Customer Experience company. Connect with your customers at any time, on any device, and at any point in the customer journey.","Artificial Intelligence (AI), CRM, Customer Service, Loyalty Programs, Machine Learning, Marketing Automation, Software",,"London, England, United Kingdom, Europe",http://www.pobuca.com,$10M to $50M,6636000,USD,6636000,Seed,6,"92,418",,1,Wayra UK,
Series B - DeepSearch,https://www.crunchbase.com/funding_round/deepsearch-28b1-series-b--178828ff,DeepSearch,https://www.crunchbase.com/organization/deepsearch-28b1,Series B,3000000000,KRW,2765512,2018-02-13,Early Stage Venture,,,,Yes,"DeepSearch offers a vast financial, corporate, and industrial data and data analysis engine.","Analytics, Artificial Intelligence (AI), Big Data, Financial Services, FinTech, Information Services, Real Time, Robotics, Search Engine, Software",,"Seoul, Seoul-t'ukpyolsi, South Korea, Asia",https://www.deepsearch.com/,$1M to $10M,7500000000,KRW,6722401,Late Stage Venture,3,"89,448",,3,"HB Investment, Korea Investment Partners, Stonebridge Capital",
Seed Round - Liopa,https://www.crunchbase.com/funding_round/liopa-seed--6db600a2,Liopa,https://www.crunchbase.com/organization/liopa,Seed,1000000,USD,1000000,2018-04-17,Seed,,,,Yes,Liopa’s LipRead deciphers speech from lip movements. It uses AI and deep learning for automated lip reading.,"Artificial Intelligence (AI), Computer, Health Care, Hospital, Machine Learning, Medical Device, Software, Therapeutics",,"Belfast, Belfast, United Kingdom, Europe",http://www.liopa.ai,$1M to $10M,1645314,USD,1645314,Seed,5,"93,202","QUBIS, Techstart Ventures",4,"AI Seed, Co-FundNI, QUBIS, Techstart Ventures",1
Series A - Voltaware,https://www.crunchbase.com/funding_round/voltaware-series-a--c8d03c2e,Voltaware,https://www.crunchbase.com/organization/voltaware,Series A,2800000,EUR,3269279,2018-07-11,Early Stage Venture,,,,Yes,Voltaware is a start-up electricity monitoring company based in London.,"Analytics, Artificial Intelligence (AI), Energy, Messaging, Mobile Apps, Personal Health, Robotics, SMS, Software, Wellness",,"London, England, United Kingdom, Europe",https://www.voltaware.com,$1M to $10M,2800000,EUR,3269279,Early Stage Venture,1,"94,915",BP Ventures,3,"BP Ventures, Contrarian Ventures, First Imagine! Ventures",2
Venture Round - Metricstory,https://www.crunchbase.com/funding_round/metricstory-series-unknown--4858e131,Metricstory,https://www.crunchbase.com/organization/metricstory,Venture - Series Unknown,2000000,USD,2000000,2018-04-02,,,,,Yes,The ad automation toolkit that amplifies efforts and ad dollars.,"Advertising, Analytics, Artificial Intelligence (AI), B2B, Machine Learning",,"Seattle, Washington, United States, North America",http://www.metricstory.com,Less than $1M,3568000,USD,3568000,,3,"97,082","Birchmere Ventures, Seven Peaks Ventures",7,"Alliance of Angels, Birchmere Ventures, Elementum Ventures, Geekdom Fund, Seven Peaks Ventures, TMD Ventures, Wisemont Capital",
Seed Round - Avidbots Corp.,https://www.crunchbase.com/funding_round/avidbots-seed--bbc46848,Avidbots Corp.,https://www.crunchbase.com/organization/avidbots,Seed,3600000,USD,3600000,2018-01-05,Seed,,,,Yes,"Avidbots designs, manufactures, sells and supports autonomous connected robots that expand human potential.","Artificial Intelligence (AI), Computer Vision, Hardware, Machinery Manufacturing, Manufacturing, Robotics, Software",,"Kitchener, Ontario, Canada, North America",http://www.avidbots.com/,$1M to $10M,106350535,USD,106350535,Late Stage Venture,12,"99,114",,2,"HAX, SOSV",1
Venture Round - Eneida,https://www.crunchbase.com/funding_round/eneida-wireless-sensors-series-unknown--13eee901,Eneida,https://www.crunchbase.com/organization/eneida-wireless-sensors,Venture - Series Unknown,1250000,EUR,1527624,2018-01-19,,,,,Yes,Eneida designs and develops smart sensors and artificial intelligence applications for resilient and agile low voltage grid.,"Artificial Intelligence (AI), Clean Energy, Energy Efficiency, Power Grid, Wireless",,"Coimbra, Coimbra, Portugal, Europe",http://www.eneida.io,$1M to $10M,16150000,EUR,18050206,Early Stage Venture,5,"98,708",HCapital Partners,3,"EIT InnoEnergy, HCapital Partners, Portugal Ventures",
Seed Round - Cognixion,https://www.crunchbase.com/funding_round/cognixion-seed--cbaa8a53,Cognixion,https://www.crunchbase.com/organization/cognixion,Seed,1000000,USD,1000000,2018-02-07,Seed,,,,Yes,Cognixion is a neural interface startup creates AI-powered products for individuals with disabilities.,"Artificial Intelligence (AI), Augmented Reality, Machine Learning, Neuroscience, Software",,"Santa Barbara, California, United States, North America",https://www.cognixion.com,$1M to $10M,16705097,USD,16705097,Seed,5,"98,870",Tom Washing,2,"Particular Ventures, Tom Washing",
Seed Round - Diligent Robotics,https://www.crunchbase.com/funding_round/diligent-robotics-seed--dd2f8aa9,Diligent Robotics,https://www.crunchbase.com/organization/diligent-robotics,Seed,2100000,USD,2100000,2018-01-10,Seed,,,,Yes,Diligent Robotics develops AI-powered robot assistants to collaborate with and adapt to humans in everyday environments.,"Artificial Intelligence (AI), Human Computer Interaction, Machine Learning, Robotics, Software","Women Founded, Women Led","Austin, Texas, United States, North America",http://diligentrobots.com,$10M to $50M,80324532,USD,80324532,,8,"98,762",True Ventures,4,"Boom Capital Ventures, Next Coast Ventures, Pathbreaker Ventures, True Ventures",4
Seed Round - V-Count,https://www.crunchbase.com/funding_round/v-count-seed--7e7f8c34,V-Count,https://www.crunchbase.com/organization/v-count,Seed,1200000,USD,1200000,2018-01-01,Seed,,,,Yes,"V-Count is a AI powered visitor analytics solution that specializes in people counting, queue management, demographics, and zone analytics.","Analytics, Artificial Intelligence (AI), Information Technology, Software",,"London, England, United Kingdom, Europe",https://v-count.com,$10M to $50M,2600000,USD,2600000,Seed,2,"99,169",Diffusion Capital Partners,1,Diffusion Capital Partners,
Seed Round - Klydo,https://www.crunchbase.com/funding_round/klydo-seed--e638b6f2,Klydo,https://www.crunchbase.com/organization/klydo,Seed,1000000,EUR,1152817,2018-10-19,Seed,,,,Yes,We’re building the world’s first creative AI for innovation - AI that gives everyone the confidence to create.,"Artificial Intelligence (AI), Data Mining, Data Visualization, Machine Learning",,"London, England, United Kingdom, Europe",https://klydo.ai/,,1225871,USD,1225871,Seed,2,"101,339",Episode 1,3,"Episode 1, True., William Tunstall-Pedoe",2
Seed Round - i3systems,https://www.crunchbase.com/funding_round/intelligent-industrial-internet-systems-private-limited-seed--0b891d0b,i3systems,https://www.crunchbase.com/organization/intelligent-industrial-internet-systems-private-limited,Seed,1000000,USD,1000000,2018-05-09,Seed,,,,Yes,"Data Analytics, Machine Learning, Natural Language Processing, Insurance Underwriting, Insurance Fraud Detection, Diagnostics Intelligence","Analytics, Artificial Intelligence (AI), Health Insurance, Machine Learning, Natural Language Processing",,"Mumbai, Maharashtra, India, Asia",http://www.i3systems.in/,$1M to $10M,2500000,USD,2500000,Seed,2,"104,673",Unitus Ventures,4,"Behram Vakil, Capria Ventures, Jerxis Vandrevala, Unitus Ventures",2
Seed Round - Farmstead,https://www.crunchbase.com/funding_round/futureads-llc-seed--29ff7f88,Farmstead,https://www.crunchbase.com/organization/futureads-llc,Seed,2000000,USD,2000000,2018-03-19,Seed,,,,Yes,Farmstead is an artificial intelligence-powered farm to doorstep grocery delivery startup.,"Agriculture, Artificial Intelligence (AI), Delivery Service, Farmers Market, Food Delivery",,"San Francisco, California, United States, North America",https://www.farmsteadapp.com,$100M to $500M,34444467,USD,34444467,Early Stage Venture,10,"104,894","Resolute Ventures, Social Capital",5,"Liquid 2 Ventures, Resolute Ventures, Social Capital, SV Angel, Y Combinator",1
Pre Seed Round - causaLens,https://www.crunchbase.com/funding_round/causalens-pre-seed--08989a0e,causaLens,https://www.crunchbase.com/organization/causalens,Pre-Seed,1000000,USD,1000000,2018-11-01,Seed,,,,Yes,causaLens is a causal AI software company that develops AI that decision-makers trust.,"Artificial Intelligence (AI), Big Data, Enterprise Applications, Machine Learning, Software",,"London, England, United Kingdom, Europe",https://www.causalens.com,$10M to $50M,50943244,USD,50943244,Early Stage Venture,4,"106,475",,2,"Force Over Mass Capital, Paolo Rubatto",
Debt Financing - SYNQ3 Restaurant Solutions,https://www.crunchbase.com/funding_round/synq3-restaurant-solutions-debt-financing--235b580b,SYNQ3 Restaurant Solutions,https://www.crunchbase.com/organization/synq3-restaurant-solutions,Debt Financing,1500000,USD,1500000,2018-07-25,,,,,No,"SYNQ3 Restaurant Solutions develops a restaurant ordering automation technology for to-go, delivery, and drive-thru.","Artificial Intelligence (AI), Food and Beverage, Food Delivery",,"Colorado Springs, Colorado, United States, North America",http://synq3.com/,$10M to $50M,17387910,USD,17387910,M&A,5,"105,489",,,,
Equity Crowdfunding - Kleos Space,https://www.crunchbase.com/funding_round/kleos-space-equity-crowdfunding--a504100f,Kleos Space,https://www.crunchbase.com/organization/kleos-space,Equity Crowdfunding,2250000,AUD,1808986,2018-02-01,,,,,Yes,Kleos Space develop the Geolocation Intelligence Data Service and over a longer term market disruptive in-Space technologies.,"Analytics, Artificial Intelligence (AI), Geospatial, Information Technology, Location Based Services, Navigation, Satellite Communication, Software",,"Esch-sur-alzette, Luxembourg, Luxembourg, Europe",http://www.kleos.space,$1M to $10M,16537476,USD,16537476,IPO,5,"106,462",,1,Saxby Capital,
Series A - Oovvuu,https://www.crunchbase.com/funding_round/oovvuu-series-a--3bbf862b,Oovvuu,https://www.crunchbase.com/organization/oovvuu,Series A,3800000,USD,3800000,2018-04-24,Early Stage Venture,,,,Yes,Oovvuu manages an artificial intelligence platform that matches ad-funded videos with articles anywhere in the world almost instantaneously.,"Artificial Intelligence (AI), Digital Media, Internet, Machine Learning, Media and Entertainment, Software, Video",,"Sydney, New South Wales, Australia, Oceania",http://oovvuu.com/,$1M to $10M,8600000,USD,8600000,Early Stage Venture,5,"105,965","CP Ventures, Cygnet Capital",2,"CP Ventures, Cygnet Capital",
Seed Round - Elsa,https://www.crunchbase.com/funding_round/elsa-seed--ca126403,Elsa,https://www.crunchbase.com/organization/elsa,Seed,3200000,USD,3200000,2018-03-06,Seed,,,,Yes,Elsa is an AI-enabled language learning platform that focuses on spolen English communication,"Artificial Intelligence (AI), E-Learning, EdTech, Language Learning, Mobile Apps","Women Founded, Women Led","Los Gatos, California, United States, North America",https://elsaspeak.com,$1M to $10M,48250000,USD,48250000,Late Stage Venture,8,"106,296",Monk’s Hill Ventures,2,"Monk’s Hill Ventures, SOSV",3
Seed Round - Kleos Space,https://www.crunchbase.com/funding_round/kleos-space-seed--15bb4c71,Kleos Space,https://www.crunchbase.com/organization/kleos-space,Seed,1400000,EUR,1717844,2018-02-07,Seed,,,,Yes,Kleos Space develop the Geolocation Intelligence Data Service and over a longer term market disruptive in-Space technologies.,"Analytics, Artificial Intelligence (AI), Geospatial, Information Technology, Location Based Services, Navigation, Satellite Communication, Software",,"Esch-sur-alzette, Luxembourg, Luxembourg, Europe",http://www.kleos.space,$1M to $10M,16537476,USD,16537476,IPO,5,"106,569",Hunter Capital Advisors,1,Hunter Capital Advisors,1
Seed Round - Prolira makers of DeltaScan®,https://www.crunchbase.com/funding_round/prolira-bv-seed--90755c8f,Prolira makers of DeltaScan®,https://www.crunchbase.com/organization/prolira-bv,Seed,1800000,EUR,2052449,2018-11-01,Seed,,,,Yes,DeltaScan® Brain State Monitor is an EEG bedside device with a validated algorithm to support clinicians to optimize patient recovery.,"Artificial Intelligence (AI), Health Care, Health Diagnostics, Hospital, Medical, Medical Device, Neuroscience",,"Utrecht, Utrecht, The Netherlands, Europe",https://prolira.com/en/,$1M to $10M,6800000,EUR,7683058,,3,"108,632",,3,"Health Innovation Fund, Holland Capital, OostNL",
Seed Round - Visla Labs,https://www.crunchbase.com/funding_round/visla-labs-seed--5e8b0908,Visla Labs,https://www.crunchbase.com/organization/visla-labs,Seed,3000000,USD,3000000,2018-10-30,Seed,,,,Yes,Visla Labs is an AI medical diagnostics platform.,"Artificial Intelligence (AI), Health Care, Hospital",Women Founded,"San Francisco, California, United States, North America",https://visla.ai,,3000000,USD,3000000,Seed,1,"112,451",Lux Capital,6,"Adam Bain, Dick Costolo, KdT Ventures, Lux Capital, Red Bear Angels, VAS Ventures",1
Seed Round - Ocean Freight Exchange,https://www.crunchbase.com/funding_round/ocean-freight-exchange-seed--9fe814d0,Ocean Freight Exchange,https://www.crunchbase.com/organization/ocean-freight-exchange,Seed,3300000,USD,3300000,2018-07-01,Seed,,,,Yes,"Data-centric AI platform for the dry bulk, tanker, and gas freight markets.",Artificial Intelligence (AI),,"Los Angeles, California, United States, North America",https://www.theofe.com,$1M to $10M,6050000,USD,6050000,Seed,3,"112,284",Alpaca VC,3,"Accomplice, Alpaca VC, NextView Ventures",3
Debt Financing - SMECorner,https://www.crunchbase.com/funding_round/smecorner-com-debt-financing--8bbef543,SMECorner,https://www.crunchbase.com/organization/smecorner-com,Debt Financing,250000000,INR,3673230,2018-06-20,,11938202,USD,11938202,No,SMEcorner is a financial lending firm that focuses on providing services to small and medium enterprises.,"Artificial Intelligence (AI), Banking, Finance, Financial Services, FinTech, Machine Learning, Small and Medium Businesses",,"Mumbai, Maharashtra, India, Asia",https://www.smecorner.com/,$100M to $500M,43469031,USD,43469031,M&A,6,"114,921",Capital First,1,Capital First,
Venture Round - Taplytics,https://www.crunchbase.com/funding_round/taplytics-series-unknown--89fa04f6,Taplytics,https://www.crunchbase.com/organization/taplytics,Venture - Series Unknown,2598932,USD,2598932,2018-12-31,,,,,Yes,"Taplytics develops a customer engagement platform to personalize apps, websites, and customer communication channels.","Analytics, Artificial Intelligence (AI), Machine Learning, Marketing Automation, SaaS",,"Toronto, Ontario, Canada, North America",http://taplytics.com,$1M to $10M,7818932,USD,7818932,,5,"116,039",,,,
