Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Location,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,CB Rank (Funding Round),Lead Investors,Investor Names,Number of Investors,Number of Partner Investors
Series A - Battle IA,https://www.crunchbase.com/funding_round/battle-ia-series-a--93fde17d,Battle IA,https://www.crunchbase.com/organization/battle-ia,Series A,200000,USD,200000,2020-09-05,Early Stage Venture,200000,USD,200000,Yes,"Innovating the Artificial Intelligence Market, capable of generating Images, Presentations and Texts. Discover Battle IA now.",Artificial Intelligence (AI),,"Guarujá, Sao Paulo, Brazil, South America",https://battleai.tech/,,287533,USD,287533,Early Stage Venture,2,"87,395",,,,
Pre Seed Round - Fridai the Gamer Assistant,https://www.crunchbase.com/funding_round/fridai-pre-seed--2cac990c,Fridai the Gamer Assistant,https://www.crunchbase.com/organization/fridai,Pre-Seed,100000,EUR,117891,2020-10-05,Seed,,,,Yes,"We are building Fridai, the voice assistant for gamers.","Artificial Intelligence (AI), Gaming, Video Games",,"Berlin, Berlin, Germany, Europe",https://hellofridai.com/,Less than $1M,260000,EUR,298725,Seed,6,"88,064",,TheVentureCity,1,
Pre Seed Round - Mugafi,https://www.crunchbase.com/funding_round/unlu-pre-seed--ab968290,Mugafi,https://www.crunchbase.com/organization/unlu,Pre-Seed,50000,USD,50000,2020-08-08,Seed,1400000,USD,1400000,Yes,Mugafi is a cutting-edge platform offering AI-powered tools and personalized human mentoring to enable writers create IPs.,"Artificial Intelligence (AI), Media and Entertainment",,"Gurgaon, Haryana, India, Asia",https://www.mugafi.com,,2050000,USD,2050000,Seed,3,"88,346",EXPERT DOJO,"EXPERT DOJO, IBOS ventures",2,1
Pre Seed Round - Streamion,https://www.crunchbase.com/funding_round/streamion-pre-seed--96d82003,Streamion,https://www.crunchbase.com/organization/streamion,Pre-Seed,40000,EUR,44106,2020-03-31,Seed,1100000,EUR,1212923,Yes,"Streamion is a digital marketing agency that offers advertising, branding, social media, campaigns, and live video streaming services.","Ad Server, Advertising, Artificial Intelligence (AI), Digital Marketing, Generation Z, Machine Learning, Social Media, Video Streaming",,"Valencia, Comunidad Valenciana, Spain, Europe",https://streamion.io,$1M to $10M,285000,EUR,315030,Seed,3,"90,726",,,,
"Pre Seed Round - Moonbeam, Inc.",https://www.crunchbase.com/funding_round/moonbeam-inc-47dd-pre-seed--a8a528b0,"Moonbeam, Inc.",https://www.crunchbase.com/organization/moonbeam-inc-47dd,Pre-Seed,200000,USD,200000,2020-01-06,Seed,,,,Yes,Virtual reality based collaboration platform for the enterprise,"Artificial Intelligence (AI), Information Technology, Software, Video Conferencing, Virtual Reality",,"Seattle, Washington, United States, North America",https://www.moonbeam.ai/envision,,1200000,USD,1200000,Seed,2,"90,958",,,,
Pre Seed Round - Digital Strategists (PVT) LTD,https://www.crunchbase.com/funding_round/digitalstrategists-tech-pre-seed--f4e012a5,Digital Strategists (PVT) LTD,https://www.crunchbase.com/organization/digitalstrategists-tech,Pre-Seed,21000,USD,21000,2020-12-01,Seed,72000,USD,72000,Yes,"Digital Strategists (PVT) LTD empowers businesses with transformative digital solutions by integrating AI, ML, AR and VR technologies.","Artificial Intelligence (AI), Augmented Reality, Generative AI, Machine Learning, Mobile Apps, SaaS, Software, Virtual Reality, Web Apps",,"Colombo, Western, Sri Lanka, Asia",https://digitalstrategists.co/,,281000,USD,281000,Early Stage Venture,3,"91,648",,,,
Convertible Note - Albert Health,https://www.crunchbase.com/funding_round/albert-health-convertible-note--ee8ff703,Albert Health,https://www.crunchbase.com/organization/albert-health,Convertible Note,68000,GBP,86093,2020-07-20,,,,,No,The voice-based health assistant that helps patients to manage their chronic diseases.,"Artificial Intelligence (AI), Health Care, Machine Learning, Software",,"Istanbul, Istanbul, Turkey, Europe",https://albert.health/en,$1M to $10M,1406560,USD,1406560,Seed,7,"92,376",,Wayra UK,1,
Pre Seed Round - Smart Buildings Talent (Pvt) Ltd,https://www.crunchbase.com/funding_round/smart-buildings-talent-pvt-ltd-pre-seed--d159c9e2,Smart Buildings Talent (Pvt) Ltd,https://www.crunchbase.com/organization/smart-buildings-talent-pvt-ltd,Pre-Seed,40000,USD,40000,2020-11-02,Seed,98000,USD,98000,Yes,Smart Buildings Talent (Pvt) Ltd is an AI/ML powered job portal that enhances smart building technology recruitment and career development.,"Artificial Intelligence (AI), Consulting, EdTech, Human Resources, Information Technology, Machine Learning, SaaS, Smart Building",,"Colombo, Western, Sri Lanka, Asia",https://smartbuildingstalent.com/,,293000,USD,293000,Early Stage Venture,3,"92,491",,,,
Angel Round - GOmining,https://www.crunchbase.com/funding_round/gomining-angel--8a5b9a58,GOmining,https://www.crunchbase.com/organization/gomining,Angel,170000,USD,170000,2020-12-01,Seed,1670000,USD,1670000,Yes,"GOmining is a firm that provides online training and focuses on tools for artificial intelligence, data enrichment, and content suggestion.","Artificial Intelligence (AI), E-Learning, Education",,"Caxias Do Sul, Rio Grande do Sul, Brazil, South America",https://gomining.com.br,,170000,USD,170000,Seed,1,"92,258",,Anjos do Brasil,1,
Pre Seed Round - Hosta a.i.,https://www.crunchbase.com/funding_round/hosta-a-i-pre-seed--354d97ed,Hosta a.i.,https://www.crunchbase.com/organization/hosta-a-i,Pre-Seed,120000,USD,120000,2020-05-06,Seed,,,,Yes,"Hosta a.i. leverages Artificial Intelligence to detect 1,2, and 3-dimensional measurements.",Artificial Intelligence (AI),Women Founded,"Cambridge, Massachusetts, United States, North America",https://www.hosta.ai/,,11769999,USD,11769999,Early Stage Venture,3,"95,094",Techstars,"Techstars, Wayfinder Ventures",2,
Grant - AXOVISION,https://www.crunchbase.com/funding_round/axovision-grant--08d2a3dd,AXOVISION,https://www.crunchbase.com/organization/axovision,Grant,66000,EUR,74045,2020-01-01,,,,,No,Redefining finance with next-gen technologies.,"Artificial Intelligence (AI), Financial Services, FinTech, Machine Learning, Quantum Computing, SaaS, Software",,"Hanover, Niedersachsen, Germany, Europe",https://www.axovision.com/,Less than $1M,996000,EUR,1157639,Seed,6,"92,950",,,,
Seed Round - DMS Creative Curtains & Blinds Pty Ltd,https://www.crunchbase.com/funding_round/dms-creative-curtains-blinds-pty-ltd-seed--1f697bfe,DMS Creative Curtains & Blinds Pty Ltd,https://www.crunchbase.com/organization/dms-creative-curtains-blinds-pty-ltd,Seed,74000,USD,74000,2020-11-21,Seed,300000,USD,300000,Yes,DMS Creative Curtains & Blinds Pty Ltd is a soft furnishing startup that uses AI/ML technologies to provide premium quality craftsmanship.,"Artificial Intelligence (AI), E-Commerce, Furniture, Machine Learning, Manufacturing, Marketplace",,"Melbourne, Victoria, Australia, Oceania",https://www.dmscurtainsandblinds.com.au/,,294000,USD,294000,Early Stage Venture,2,"95,877",,,,
Seed Round - LivdatCoin (Pvt) Ltd,https://www.crunchbase.com/funding_round/livdatcoin-seed--ed862533,LivdatCoin (Pvt) Ltd,https://www.crunchbase.com/organization/livdatcoin,Seed,69000,USD,69000,2020-10-24,Seed,300000,USD,300000,Yes,"LivdatCoin is an AI/ML-enabled Media Solution startup, We intend to invest in our crypto currency, Social Video Chat App and trading.","Artificial Intelligence (AI), Blockchain, Cryptocurrency, FinTech, Machine Learning, Social, Trading Platform, Video Chat",,"Colombo, Western, Sri Lanka, Asia",https://livdatcoin.com/,,279000,USD,279000,Early Stage Venture,2,"95,907",,,,
Pre Seed Round - Zumo Labs,https://www.crunchbase.com/funding_round/zumo-labs-pre-seed--9963feaf,Zumo Labs,https://www.crunchbase.com/organization/zumo-labs,Pre-Seed,150000,USD,150000,2020-03-16,Seed,,,,Yes,Zumo Labs uses game engines to produce synthetic training data for computer vision models.,"Artificial Intelligence (AI), Big Data, Database, Machine Learning, Software",Women Founded,"San Francisco, California, United States, North America",http://zumolabs.ai,,150000,USD,150000,Seed,1,"97,134",Y Combinator,"TGM ventures, Y Combinator",2,
Seed Round - Biel Glasses,https://www.crunchbase.com/funding_round/biel-glasses-seed--d9a5797b,Biel Glasses,https://www.crunchbase.com/organization/biel-glasses,Seed,200000,EUR,222509,2020-06-01,Seed,1500000,EUR,1668818,Yes,Biel Glasses develops smart glasses to improve mobility and personal autonomy of people with low vision.,"Artificial Intelligence (AI), Assistive Technology, Health Care, Medical Device",,"Barcelona, Catalonia, Spain, Europe",http://www.bielglasses.com,$1M to $10M,4004206,EUR,4437757,Seed,17,"100,490",,BHV Partners,1,
Pre Seed Round - Manna Insect,https://www.crunchbase.com/funding_round/manna-insect-pre-seed--77a3ea3b,Manna Insect,https://www.crunchbase.com/organization/manna-insect,Pre-Seed,126000,EUR,141359,2020-01-01,Seed,750000,EUR,841422,Yes,Manna Insect offers technology for upcycling biowaste into animal feed and fertilizer.,"Agriculture, AgTech, Animal Feed, Artificial Intelligence (AI)",,"Kempele, Oulu, Finland, Europe",https://www.mannainsect.com/,$1M to $10M,1079000,EUR,1199390,Seed,7,"100,535",,"Gorilla Ventures Oy, Harry Santamaki, Kielo Growth, Markku Taulamo",4,
Grant - Artificial Intelligence Expert,https://www.crunchbase.com/funding_round/artificial-intelligence-expert-srl-grant--49b4ff44,Artificial Intelligence Expert,https://www.crunchbase.com/organization/artificial-intelligence-expert-srl,Grant,941970,RON,228678,2020-08-11,,,,,No,Artificial Intelligence Expert is an artificial intelligence-driven biomedical data science company.,"Artificial Intelligence (AI), Health Diagnostics, Medical Device",,"Alexandru Vlahuta, Vaslui, Romania, Europe",https://www.aie-op.com/,,1350809,USD,1350809,Seed,5,"100,846",,,,
Pre Seed Round - Tucuvi,https://www.crunchbase.com/funding_round/tucuvi-pre-seed--386f7a0f,Tucuvi,https://www.crunchbase.com/organization/tucuvi,Pre-Seed,160000,EUR,177496,2020-05-01,Seed,,,,Yes,Tucuvi is pioneering AI-first healthcare with its CE-marked platform for Phone Consultation automation.,"Artificial Intelligence (AI), Health Care, Medical Device, Natural Language Processing, Social Entrepreneurship, Virtual Assistant",,"Madrid, Madrid, Spain, Europe",https://tucuvi.com,$1M to $10M,3885000,EUR,3911819,Seed,5,"101,021",Fondo Bolsa Social,"Fondo Bolsa Social, La Bolsa Social",2,
Seed Round - 3S Cloud Render Farm,https://www.crunchbase.com/funding_round/3s-cloud-render-farm-seed--d78af72b,3S Cloud Render Farm,https://www.crunchbase.com/organization/3s-cloud-render-farm,Seed,75000,USD,75000,2020-07-12,Seed,200000,USD,200000,Yes,"3S Cloud Render Farm is a cutting-edge, cloud-based rendering service that revolutionizes the world of digital content creation.","Artificial Intelligence (AI), Cloud Computing, Cloud Data Services, Content, SaaS, Software",,"Hanoi, NA - Vietnam, Vietnam, Asia",https://3sfarm.io,,265000,USD,265000,Early Stage Venture,2,"105,605",,,,
Pre Seed Round - GoToFit,https://www.crunchbase.com/funding_round/gotofit-pre-seed--f5abc1ed,GoToFit,https://www.crunchbase.com/organization/gotofit,Pre-Seed,150000,USD,150000,2020-12-01,Seed,,,,Yes,GoToFit is a camera-based software solution powered by AI and Computer Vision to disrupt people indoors activities.,"Artificial Intelligence (AI), Computer Vision, Fitness, Software",,"New York, New York, United States, North America",https://gotofit.top,Less than $1M,150000,USD,150000,Seed,1,"108,170",,,,
Seed Round - Taskly.lk,https://www.crunchbase.com/funding_round/taskly-lk-seed--08e4c59c,Taskly.lk,https://www.crunchbase.com/organization/taskly-lk,Seed,70000,USD,70000,2020-10-24,Seed,120000,USD,120000,Yes,Taskly.lk is an Next-Gen AI/ML-integrated CRM Software Solution that has changed the way businesses manage their customer relationships.,"Artificial Intelligence (AI), CRM, Customer Service, Information Technology, Machine Learning, Project Management, Software",,"Colombo, Western, Sri Lanka, Asia",https://www.taskly.lk/,,276000,USD,276000,Early Stage Venture,3,"104,789",,,,
Non Equity Assistance - FreightFlows,https://www.crunchbase.com/funding_round/freightflows-non-equity-assistance--8fc3685d,FreightFlows,https://www.crunchbase.com/organization/freightflows,Non-equity Assistance,50000,USD,50000,2020-10-21,,,,,No,FreightFlows is a maritime company that offers predictive analytics for global trade.,"Analytics, Artificial Intelligence (AI), Big Data, Machine Learning, Software",,"Boston, Massachusetts, United States, North America",https://freightflows.com,$1M to $10M,1995000,USD,1995000,Seed,8,"105,559",MassChallenge,MassChallenge,1,
Seed Round - Quant Co.,https://www.crunchbase.com/funding_round/quant-co-seed--ee80a9bd,Quant Co.,https://www.crunchbase.com/organization/quant-co,Seed,111700,USD,111700,2020-03-11,Seed,,,,Yes,Quant Co. offers AI as a Service products set designed for enterprise innovation leaders.,"Artificial Intelligence (AI), Machine Learning",,"Maslak, Istanbul, Turkey, Europe",http://www.quant-co.com/,$100M to $500M,555197,USD,555197,Seed,4,"106,039",,"Ersoy Kiraz, StartersHub",2,
Seed Round - PostEra,https://www.crunchbase.com/funding_round/postera-e932-seed--8cf92b9b,PostEra,https://www.crunchbase.com/organization/postera-e932,Seed,150000,USD,150000,2020-03-16,Seed,,,,Yes,PostEra is building a modern 21st century biopharma. We're using our advances in machine learning to bring more cures to patients,"Artificial Intelligence (AI), Biotechnology, Machine Learning, Pharmaceutical, Therapeutics",,"Boston, Massachusetts, United States, North America",https://postera.ai,$1M to $10M,26450000,USD,26450000,Early Stage Venture,4,"106,476",Y Combinator,"Pioneer Fund, Y Combinator",2,
Angel Round - LeadSpotting,https://www.crunchbase.com/funding_round/leadspotting-angel--a218ca45,LeadSpotting,https://www.crunchbase.com/organization/leadspotting,Angel,100000,USD,100000,2020-03-01,Seed,,,,Yes,Leadspotting is an AI driver business that provides data for email marketing campaigns and gathers data online for sales intelligence,"Advertising, Analytics, Artificial Intelligence (AI), Information Technology, Marketing, SaaS, Software",,"Haifa, Hefa, Israel, Asia",http://www.leadspotting.com/,Less than $1M,200000,USD,200000,Seed,3,"106,995",,Jonathan Karten,1,
Grant - Speechki,https://www.crunchbase.com/funding_round/speechki-grant--361a2726,Speechki,https://www.crunchbase.com/organization/speechki,Grant,15000,USD,15000,2020-06-05,,,,,No,"The easiest way to convert ChatGPT texts to ready-to-use audio — download link, audio player page, or embed!","Artificial Intelligence (AI), Audio, Audiobooks, Podcast, Publishing, Software",,"Austin, Texas, United States, North America",https://speechki.io/,$1M to $10M,1759151,USD,1759151,Seed,4,"107,048",,,,
Seed Round - Booth Guru,https://www.crunchbase.com/funding_round/booth-guru-seed--014d832d,Booth Guru,https://www.crunchbase.com/organization/booth-guru,Seed,150000,USD,150000,2020-08-01,Seed,,,,Yes,Booth Guru provides B2B trade-show exhibitors an AI based SaaS platform for managing every step of an event.,"Artificial Intelligence (AI), Big Data, Event Management, Machine Learning, SaaS, Software",,"Tel Aviv, Tel Aviv, Israel, Asia",https://booth.guru,Less than $1M,150000,USD,150000,Seed,2,"106,936",,Jonathan Karten,1,
Series A - Syeta Labs,https://www.crunchbase.com/funding_round/syeta-labs-series-a--13f00010,Syeta Labs,https://www.crunchbase.com/organization/syeta-labs,Series A,150000,USD,150000,2020-11-07,Early Stage Venture,250000,USD,250000,Yes,"Syeta Labs is an IT company that provides web development, artificial intelligence, blockchain, and project management services to clients.","Artificial Intelligence (AI), Blockchain, Information Technology, Mobile Apps, Project Management, Software, Web Development, Web Hosting",,"Colombo, Western, Sri Lanka, Asia",http://syetalabs.online/,$1M to $10M,237000,USD,237000,Early Stage Venture,2,"110,896",,,,
Pre Seed Round - Cyberspace,https://www.crunchbase.com/funding_round/cyberspace-a5fc-pre-seed--4bc0f913,Cyberspace,https://www.crunchbase.com/organization/cyberspace-a5fc,Pre-Seed,500000,BRL,93913,2020-11-25,Seed,,,,Yes,We specialize in AI-powered home automation. Explore our website to discover more.,"Artificial Intelligence (AI), Hardware, Software",,"Balneário De Camboriú, Santa Catarina, Brazil, South America",,,500000,BRL,93913,Seed,1,"110,396",,,,
Pre Seed Round - Zobi,https://www.crunchbase.com/funding_round/zobi-io-pre-seed--18300983,Zobi,https://www.crunchbase.com/organization/zobi-io,Pre-Seed,150000,GBP,197576,2020-01-06,Seed,675000,GBP,889094,Yes,Zobi develop products to provide whole-home protection against the malicious digital activity.,"Artificial Intelligence (AI), Cyber Security, Homeland Security, Internet of Things, Security",,"London, England, United Kingdom, Europe",https://zobi.ai,$1M to $10M,1910040,USD,1910040,Seed,5,"113,354",,Worth Capital,1,
