"nuts2";"name";"field";"rca";"reldens";"complexity"
"LU00";"Luxembourg";"Economics & Business";2,15;47,46;44,6
"LU00";"Luxembourg";"Historical Studies";0,38;37;25,31
"LU00";"Luxembourg";"Information & Communication Technologies";3,13;48,85;44,75
"LU00";"Luxembourg";"Mathematics & Statistics";1,67;44,27;51,17
"LU00";"Luxembourg";"Philosophy & Theology";0,36;35,94;13,98
"LU00";"Luxembourg";"Physics & Astronomy";0,62;34,5;70,4
"LU00";"Luxembourg";"Psychology & Cognitive Sciences";1,09;44,49;47,52
"LU00";"Luxembourg";"Public Health & Health Services";0,76;41,16;44,42
"LU00";"Luxembourg";"Social Sciences";1,83;44,52;26,24
"LV00";"Latvia";"Agriculture, Fisheries & Forestry";3,82;48,6;46,15
"LV00";"Latvia";"Biology";0,93;43;65,01
"LV00";"Latvia";"Biomedical Research";0,42;31,97;61,3
"LV00";"Latvia";"Built Environment & Design";0,98;49,91;35,47
"LV00";"Latvia";"Chemistry";1,02;54,34;51,19
"LV00";"Latvia";"Clinical Medicine";0,39;40,56;46,27
"LV00";"Latvia";"Communication & Textual Studies";0,6;37,92;15,4
"LV00";"Latvia";"Earth & Environmental Sciences";0,49;42,56;65,54
"LV00";"Latvia";"Economics & Business";1,3;46,71;44,6
"LV00";"Latvia";"Enabling & Strategic Technologies";2,6;57,81;50,56
"LV00";"Latvia";"Engineering";1,5;57,32;42,31
"LV00";"Latvia";"Historical Studies";0,36;38,67;25,31
"LV00";"Latvia";"Information & Communication Technologies";1,59;55,74;44,75
"LV00";"Latvia";"Mathematics & Statistics";0,6;50,23;51,17
"LV00";"Latvia";"Philosophy & Theology";0,49;36,95;13,98
"LV00";"Latvia";"Physics & Astronomy";1,03;53,28;70,4
"LV00";"Latvia";"Psychology & Cognitive Sciences";0,18;35,87;47,52
"LV00";"Latvia";"Public Health & Health Services";0,25;33,41;44,42
"LV00";"Latvia";"Social Sciences";0,79;41,2;26,24
"LV00";"Latvia";"Visual & Performing Arts";4,53;43,44;9,92
"ME00";"Montenegro";"Communication & Textual Studies";2,37;50,79;15,4
"ME00";"Montenegro";"Enabling & Strategic Technologies";0,69;47,85;50,56
"ME00";"Montenegro";"Engineering";1,85;54,55;42,31
"ME00";"Montenegro";"Earth & Environmental Sciences";0,4;46,04;65,54
"ME00";"Montenegro";"Economics & Business";2,1;54,15;44,6
"ME00";"Montenegro";"Agriculture, Fisheries & Forestry";1,3;53,53;46,15
"ME00";"Montenegro";"Biology";2,86;53,62;65,01
"ME00";"Montenegro";"Biomedical Research";0,49;35,61;61,3
"ME00";"Montenegro";"Built Environment & Design";0,37;44,76;35,47
"ME00";"Montenegro";"Chemistry";0,51;45,72;51,19
"ME00";"Montenegro";"Clinical Medicine";0,62;41,69;46,27
"ME00";"Montenegro";"Visual & Performing Arts";0,8;44,26;9,92
"ME00";"Montenegro";"Historical Studies";2,84;50,85;25,31
"ME00";"Montenegro";"Information & Communication Technologies";2,31;55,77;44,75
"ME00";"Montenegro";"Mathematics & Statistics";2,8;54,11;51,17
"ME00";"Montenegro";"Philosophy & Theology";1,09;41,57;13,98
"ME00";"Montenegro";"Physics & Astronomy";0,29;38,85;70,4
"ME00";"Montenegro";"Psychology & Cognitive Sciences";0,14;41,94;47,52
"ME00";"Montenegro";"Public Health & Health Services";0,24;40,1;44,42
"ME00";"Montenegro";"Social Sciences";1,05;50,67;26,24
"MK00";"North Macedonia";"Agriculture, Fisheries & Forestry";1,87;45,07;46,15
"MK00";"North Macedonia";"Biology";1,06;44,25;65,01
"MK00";"North Macedonia";"Biomedical Research";0,6;25,88;61,3
"MK00";"North Macedonia";"Built Environment & Design";0,55;35,34;35,47
"MK00";"North Macedonia";"Chemistry";0,81;37,64;51,19
"MK00";"North Macedonia";"Clinical Medicine";0,97;33,35;46,27
"MK00";"North Macedonia";"Communication & Textual Studies";0,78;32,61;15,4
"MK00";"North Macedonia";"Earth & Environmental Sciences";0,68;36,12;65,54
"MK00";"North Macedonia";"Economics & Business";1,48;42,81;44,6
"MK00";"North Macedonia";"Enabling & Strategic Technologies";0,82;40,52;50,56
"MK00";"North Macedonia";"Engineering";1,11;47,07;42,31
"MK00";"North Macedonia";"Historical Studies";0,49;32,06;25,31
"MK00";"North Macedonia";"Information & Communication Technologies";2,56;46,72;44,75
"MK00";"North Macedonia";"Mathematics & Statistics";1,4;45,37;51,17
"MK00";"North Macedonia";"Philosophy & Theology";0,47;28,22;13,98
"MK00";"North Macedonia";"Physics & Astronomy";0,47;30,53;70,4
"MK00";"North Macedonia";"Psychology & Cognitive Sciences";0,31;29,46;47,52
"MK00";"North Macedonia";"Public Health & Health Services";0,41;28,56;44,42
"MK00";"North Macedonia";"Social Sciences";1,37;39,08;26,24
"MK00";"North Macedonia";"Visual & Performing Arts";0,63;31,3;9,92
"MT00";"Malta";"Communication & Textual Studies";2,1;54,26;15,4
"MT00";"Malta";"Earth & Environmental Sciences";0,74;38,91;65,54
"MT00";"Malta";"Enabling & Strategic Technologies";0,63;38,08;50,56
"MT00";"Malta";"Engineering";0,89;39,48;42,31
"MT00";"Malta";"Historical Studies";1,02;46,1;25,31
"MT00";"Malta";"Economics & Business";1,17;54,68;44,6
"MT00";"Malta";"Agriculture, Fisheries & Forestry";0,85;36,99;46,15
"MT00";"Malta";"Biology";1,15;37,83;65,01
"MT00";"Malta";"Biomedical Research";0,57;43,35;61,3
"MT00";"Malta";"Built Environment & Design";1,25;53,08;35,47
"MT00";"Malta";"Chemistry";0,4;32,67;51,19
"MT00";"Malta";"Clinical Medicine";1,17;48,51;46,27
"MT00";"Malta";"Visual & Performing Arts";1,91;48,37;9,92
"MT00";"Malta";"Information & Communication Technologies";1,73;47,68;44,75
"MT00";"Malta";"Mathematics & Statistics";0,73;36,11;51,17
"MT00";"Malta";"Philosophy & Theology";1,48;55,08;13,98
"MT00";"Malta";"Physics & Astronomy";0,49;34,65;70,4
"MT00";"Malta";"Psychology & Cognitive Sciences";1,07;57,19;47,52
"MT00";"Malta";"Public Health & Health Services";1,98;61,01;44,42
"MT00";"Malta";"Social Sciences";1,9;54,83;26,24
"NL11";"Groningen";"Agriculture, Fisheries & Forestry";0,19;27,43;46,15
"NL11";"Groningen";"Biology";0,74;29,35;65,01
"NL11";"Groningen";"Economics & Business";1,1;34,89;44,6
"NL11";"Groningen";"Enabling & Strategic Technologies";0,55;23,51;50,56
"NL11";"Groningen";"Engineering";0,46;22,76;42,31
"NL11";"Groningen";"Historical Studies";0,84;35,79;25,31
"NL11";"Groningen";"Information & Communication Technologies";0,45;24,57;44,75
"NL11";"Groningen";"Mathematics & Statistics";0,35;23,18;51,17
"NL11";"Groningen";"Philosophy & Theology";1,69;46,37;13,98
"NL11";"Groningen";"Physics & Astronomy";0,87;27,16;70,4
"NL11";"Groningen";"Psychology & Cognitive Sciences";2,14;47,96;47,52
"NL11";"Groningen";"Public Health & Health Services";2;51,45;44,42
"NL11";"Groningen";"Social Sciences";1,17;41,06;26,24
"NL11";"Groningen";"Visual & Performing Arts";0,58;37,41;9,92
"NL11";"Groningen";"Communication & Textual Studies";1,03;42,9;15,4
"NL11";"Groningen";"Built Environment & Design";0,79;32,76;35,47
"NL11";"Groningen";"Chemistry";0,9;24,08;51,19
"NL11";"Groningen";"Clinical Medicine";1,5;41,23;46,27
"NL11";"Groningen";"Earth & Environmental Sciences";0,3;28,71;65,54
"NL11";"Groningen";"Biomedical Research";1,23;49,16;61,3
"NL12";"Friesland";"Economics & Business";0,73;24,88;44,6
"NL12";"Friesland";"Enabling & Strategic Technologies";0,65;22,44;50,56
"NL12";"Friesland";"Engineering";1,69;26,92;42,31
"NL12";"Friesland";"Historical Studies";0,55;23,3;25,31
"NL12";"Friesland";"Social Sciences";0,91;25,25;26,24
"NL12";"Friesland";"Visual & Performing Arts";0;23,76;9,92
"NL12";"Friesland";"Information & Communication Technologies";0,3;22,61;44,75
"NL12";"Friesland";"Mathematics & Statistics";0,06;22,69;51,17
"NL12";"Friesland";"Philosophy & Theology";0,4;23,41;13,98
"NL12";"Friesland";"Physics & Astronomy";0,34;18,97;70,4
"NL12";"Friesland";"Psychology & Cognitive Sciences";0,79;24,98;47,52
"NL12";"Friesland";"Public Health & Health Services";1,49;30,3;44,42
"NL12";"Friesland";"Built Environment & Design";0,56;23,92;35,47
"NL12";"Friesland";"Chemistry";0,3;22,22;51,19
"NL12";"Friesland";"Agriculture, Fisheries & Forestry";0,84;26,03;46,15
"NL12";"Friesland";"Biology";1,34;29,05;65,01
"NL12";"Friesland";"Biomedical Research";0,54;25,95;61,3
"NL12";"Friesland";"Clinical Medicine";1,75;31,76;46,27
"NL12";"Friesland";"Communication & Textual Studies";1,5;28,13;15,4
"NL12";"Friesland";"Earth & Environmental Sciences";0,91;23,44;65,54
"NL13";"Drenthe";"Agriculture, Fisheries & Forestry";0,19;3,16;46,15
"NL13";"Drenthe";"Biology";0,42;3,17;65,01
"NL13";"Drenthe";"Biomedical Research";0,16;4,5;61,3
"NL13";"Drenthe";"Built Environment & Design";0,29;2,73;35,47
"NL13";"Drenthe";"Chemistry";0,41;5,53;51,19
"NL13";"Drenthe";"Clinical Medicine";0,56;3,84;46,27
"NL13";"Drenthe";"Communication & Textual Studies";0;2,69;15,4
"NL13";"Drenthe";"Earth & Environmental Sciences";0,62;3,83;65,54
"NL13";"Drenthe";"Economics & Business";0,09;2,41;44,6
"NL13";"Drenthe";"Enabling & Strategic Technologies";0,83;4,89;50,56
"NL13";"Drenthe";"Engineering";0,29;3,66;42,31
"NL13";"Drenthe";"Historical Studies";0,06;3,41;25,31
"NL13";"Drenthe";"Information & Communication Technologies";1,04;4,07;44,75
"NL13";"Drenthe";"Mathematics & Statistics";0,05;4,82;51,17
"NL13";"Drenthe";"Philosophy & Theology";0,11;4,45;13,98
"NL13";"Drenthe";"Physics & Astronomy";4,85;15,62;70,4
"NL13";"Drenthe";"Psychology & Cognitive Sciences";0,41;3,2;47,52
"NL13";"Drenthe";"Public Health & Health Services";0,62;1,68;44,42
"NL13";"Drenthe";"Social Sciences";0,23;2,03;26,24
"NL13";"Drenthe";"Visual & Performing Arts";0,45;2,88;9,92
"NL21";"Overijssel";"Historical Studies";0,18;35,15;25,31
"NL21";"Overijssel";"Enabling & Strategic Technologies";1,25;52,12;50,56
"NL21";"Overijssel";"Communication & Textual Studies";0,37;37,5;15,4
"NL21";"Overijssel";"Earth & Environmental Sciences";0,66;37,28;65,54
"NL21";"Overijssel";"Economics & Business";1;48,14;44,6
"NL21";"Overijssel";"Engineering";2,14;52,05;42,31
"NL21";"Overijssel";"Information & Communication Technologies";1,61;52,11;44,75
"NL21";"Overijssel";"Agriculture, Fisheries & Forestry";0,57;37,35;46,15
"NL21";"Overijssel";"Biology";0,28;35,62;65,01
"NL21";"Overijssel";"Biomedical Research";0,3;30,38;61,3
"NL21";"Overijssel";"Built Environment & Design";1,56;48,81;35,47
"NL21";"Overijssel";"Chemistry";1,11;43,86;51,19
"NL21";"Overijssel";"Clinical Medicine";0,86;36,95;46,27
"NL21";"Overijssel";"Visual & Performing Arts";0,16;37,1;9,92
"NL21";"Overijssel";"Mathematics & Statistics";0,43;42,01;51,17
"NL21";"Overijssel";"Philosophy & Theology";0,81;34,91;13,98
"NL21";"Overijssel";"Physics & Astronomy";0,95;34,81;70,4
"NL21";"Overijssel";"Psychology & Cognitive Sciences";0,91;37,64;47,52
"NL21";"Overijssel";"Public Health & Health Services";1,34;42,57;44,42
"NL21";"Overijssel";"Social Sciences";1,44;45,22;26,24
"NL22";"Gelderland";"Agriculture, Fisheries & Forestry";2,74;48,16;46,15
"NL22";"Gelderland";"Biology";2,26;49,64;65,01
"NL22";"Gelderland";"Biomedical Research";1,57;59,66;61,3
"NL22";"Gelderland";"Built Environment & Design";0,93;41,23;35,47
"NL22";"Gelderland";"Chemistry";0,54;35,81;51,19
"NL22";"Gelderland";"Clinical Medicine";1,12;52,21;46,27
"NL22";"Gelderland";"Communication & Textual Studies";1,12;51,04;15,4
"NL22";"Gelderland";"Earth & Environmental Sciences";0,93;41,18;65,54
"NL22";"Gelderland";"Economics & Business";0,76;43,59;44,6
"NL22";"Gelderland";"Enabling & Strategic Technologies";0,54;32,55;50,56
"NL22";"Gelderland";"Engineering";0,51;32,98;42,31
"NL22";"Gelderland";"Historical Studies";0,62;44,77;25,31
"NL22";"Gelderland";"Information & Communication Technologies";0,39;33,39;44,75
"NL22";"Gelderland";"Mathematics & Statistics";0,22;33,73;51,17
"NL22";"Gelderland";"Philosophy & Theology";1,18;53,57;13,98
"NL22";"Gelderland";"Physics & Astronomy";0,6;35,45;70,4
"NL22";"Gelderland";"Psychology & Cognitive Sciences";1,99;55;47,52
"NL22";"Gelderland";"Public Health & Health Services";1,74;58,63;44,42
"NL22";"Gelderland";"Social Sciences";1,02;50,3;26,24
"NL22";"Gelderland";"Visual & Performing Arts";0,29;46,15;9,92
"NL23";"Flevoland";"Enabling & Strategic Technologies";0,48;21,93;50,56
"NL23";"Flevoland";"Engineering";1,05;22,71;42,31
"NL23";"Flevoland";"Agriculture, Fisheries & Forestry";7,46;38,16;46,15
"NL23";"Flevoland";"Biology";1,49;38,94;65,01
"NL23";"Flevoland";"Historical Studies";0,35;26;25,31
"NL23";"Flevoland";"Economics & Business";0,22;25,05;44,6
"NL23";"Flevoland";"Information & Communication Technologies";0,26;20,78;44,75
"NL23";"Flevoland";"Mathematics & Statistics";0,07;23,56;51,17
"NL23";"Flevoland";"Philosophy & Theology";0;24,59;13,98
"NL23";"Flevoland";"Biomedical Research";2,98;44,21;61,3
"NL23";"Flevoland";"Built Environment & Design";0,53;26,03;35,47
"NL23";"Flevoland";"Chemistry";0,17;26,36;51,19
"NL23";"Flevoland";"Clinical Medicine";0,91;38,69;46,27
"NL23";"Flevoland";"Communication & Textual Studies";0;24,42;15,4
"NL23";"Flevoland";"Earth & Environmental Sciences";0,93;36,48;65,54
"NL23";"Flevoland";"Physics & Astronomy";0,1;24,02;70,4
"NL23";"Flevoland";"Psychology & Cognitive Sciences";0,58;26,97;47,52
"NL23";"Flevoland";"Public Health & Health Services";1,47;35,04;44,42
"NL23";"Flevoland";"Social Sciences";0,36;26,59;26,24
"NL23";"Flevoland";"Visual & Performing Arts";0;25,52;9,92
"NL31";"Utrecht";"Built Environment & Design";0,79;32,65;35,47
"NL31";"Utrecht";"Agriculture, Fisheries & Forestry";0,98;29,12;46,15
"NL31";"Utrecht";"Biology";0,62;30,97;65,01
"NL31";"Utrecht";"Biomedical Research";1,71;49,64;61,3
"NL31";"Utrecht";"Chemistry";0,44;24,67;51,19
"NL31";"Utrecht";"Clinical Medicine";1,46;40,75;46,27
"NL31";"Utrecht";"Communication & Textual Studies";0,8;35,73;15,4
"NL31";"Utrecht";"Earth & Environmental Sciences";1,8;36,66;65,54
"NL31";"Utrecht";"Economics & Business";0,64;33,2;44,6
"NL31";"Utrecht";"Enabling & Strategic Technologies";0,45;24,26;50,56
"NL31";"Utrecht";"Engineering";0,45;23,64;42,31
"NL31";"Utrecht";"Historical Studies";0,64;33,67;25,31
"NL31";"Utrecht";"Information & Communication Technologies";0,47;24,57;44,75
"NL31";"Utrecht";"Mathematics & Statistics";0,28;23,26;51,17
"NL31";"Utrecht";"Philosophy & Theology";1,2;42,94;13,98
"NL31";"Utrecht";"Physics & Astronomy";0,38;28,22;70,4
"NL31";"Utrecht";"Psychology & Cognitive Sciences";1,64;45,03;47,52
"NL31";"Utrecht";"Public Health & Health Services";2,36;49,39;44,42
"NL31";"Utrecht";"Social Sciences";1,37;38,87;26,24
"NL31";"Utrecht";"Visual & Performing Arts";0,97;35,19;9,92
"NL32";"North Holland";"Enabling & Strategic Technologies";0,45;35,64;50,56
"NL32";"North Holland";"Engineering";0,34;35,5;42,31
"NL32";"North Holland";"Agriculture, Fisheries & Forestry";0,25;40,74;46,15
"NL32";"North Holland";"Biology";0,7;43,21;65,01
"NL32";"North Holland";"Historical Studies";0,98;59,07;25,31
"NL32";"North Holland";"Information & Communication Technologies";0,8;39,44;44,75
"NL32";"North Holland";"Economics & Business";1,21;55,88;44,6
"NL32";"North Holland";"Mathematics & Statistics";0,51;36,64;51,17
"NL32";"North Holland";"Philosophy & Theology";1,74;63,86;13,98
"NL32";"North Holland";"Biomedical Research";1,12;62,24;61,3
"NL32";"North Holland";"Built Environment & Design";0,7;48,89;35,47
"NL32";"North Holland";"Chemistry";0,49;35,31;51,19
"NL32";"North Holland";"Clinical Medicine";1,54;53,88;46,27
"NL32";"North Holland";"Communication & Textual Studies";1,42;62,15;15,4
"NL32";"North Holland";"Earth & Environmental Sciences";0,66;43,56;65,54
"NL32";"North Holland";"Physics & Astronomy";0,66;38,87;70,4
"NL32";"North Holland";"Psychology & Cognitive Sciences";1,98;65,04;47,52
"NL32";"North Holland";"Public Health & Health Services";1,99;69,43;44,42
"NL32";"North Holland";"Social Sciences";1,54;59,12;26,24
"NL32";"North Holland";"Visual & Performing Arts";1,2;60,53;9,92
"NL33";"South Holland";"Biomedical Research";0,98;44,43;61,3
"NL33";"South Holland";"Built Environment & Design";1,92;53,66;35,47
"NL33";"South Holland";"Agriculture, Fisheries & Forestry";0,25;41,03;46,15
"NL33";"South Holland";"Biology";0,65;41,15;65,01
"NL33";"South Holland";"Chemistry";0,51;35,44;51,19
"NL33";"South Holland";"Clinical Medicine";1,18;49,88;46,27
"NL33";"South Holland";"Communication & Textual Studies";0,62;46,96;15,4
"NL33";"South Holland";"Earth & Environmental Sciences";1,05;48,65;65,54
"NL33";"South Holland";"Economics & Business";1,35;52,94;44,6
"NL33";"South Holland";"Enabling & Strategic Technologies";0,96;40,74;50,56
"NL33";"South Holland";"Engineering";1,39;45,77;42,31
"NL33";"South Holland";"Historical Studies";0,97;49,52;25,31
"NL33";"South Holland";"Information & Communication Technologies";0,86;43,94;44,75
"NL33";"South Holland";"Mathematics & Statistics";0,58;38,46;51,17
"NL33";"South Holland";"Philosophy & Theology";0,86;44,43;13,98
"NL33";"South Holland";"Physics & Astronomy";0,77;34,46;70,4
"NL33";"South Holland";"Psychology & Cognitive Sciences";1,12;53,26;47,52
"NL33";"South Holland";"Public Health & Health Services";1,39;57,07;44,42
"NL33";"South Holland";"Social Sciences";1,25;52,56;26,24
"NL33";"South Holland";"Visual & Performing Arts";0,53;46,36;9,92
"NL34";"Zeeland";"Engineering";1,01;37,76;42,31
"NL34";"Zeeland";"Economics & Business";0,18;35,39;44,6
"NL34";"Zeeland";"Enabling & Strategic Technologies";0,5;32,77;50,56
"NL34";"Zeeland";"Information & Communication Technologies";0,21;33,24;44,75
"NL34";"Zeeland";"Agriculture, Fisheries & Forestry";2,02;44,19;46,15
"NL34";"Zeeland";"Historical Studies";0,55;33,89;25,31
"NL34";"Zeeland";"Earth & Environmental Sciences";2,16;43,47;65,54
"NL34";"Zeeland";"Mathematics & Statistics";0,06;31,9;51,17
"NL34";"Zeeland";"Biology";7,6;44,4;65,01
"NL34";"Zeeland";"Biomedical Research";0,92;33,29;61,3
"NL34";"Zeeland";"Built Environment & Design";0,56;35,62;35,47
"NL34";"Zeeland";"Chemistry";0,73;31,26;51,19
"NL34";"Zeeland";"Clinical Medicine";0,7;32,3;46,27
"NL34";"Zeeland";"Communication & Textual Studies";1,11;34,3;15,4
"NL34";"Zeeland";"Philosophy & Theology";0,27;32,64;13,98
"NL34";"Zeeland";"Physics & Astronomy";0,05;26,55;70,4
"NL34";"Zeeland";"Psychology & Cognitive Sciences";0,38;34,32;47,52
"NL34";"Zeeland";"Public Health & Health Services";1,25;41,37;44,42
"NL34";"Zeeland";"Social Sciences";1,66;40,08;26,24
"NL34";"Zeeland";"Visual & Performing Arts";3,23;41,27;9,92
"NL41";"North Brabant";"Biomedical Research";0,41;41,73;61,3
"NL41";"North Brabant";"Biology";0,16;42,7;65,01
"NL41";"North Brabant";"Built Environment & Design";2,07;57,62;35,47
"NL41";"North Brabant";"Agriculture, Fisheries & Forestry";0,35;43,82;46,15
"NL41";"North Brabant";"Chemistry";1,08;49,99;51,19
"NL41";"North Brabant";"Enabling & Strategic Technologies";1,39;58,52;50,56
"NL41";"North Brabant";"Engineering";1,65;58,34;42,31
"NL41";"North Brabant";"Historical Studies";0,23;45,98;25,31
"NL41";"North Brabant";"Information & Communication Technologies";1,67;59,35;44,75
"NL41";"North Brabant";"Mathematics & Statistics";0,94;47,9;51,17
"NL41";"North Brabant";"Philosophy & Theology";1,7;54,35;13,98
"NL41";"North Brabant";"Physics & Astronomy";0,87;44,29;70,4
"NL41";"North Brabant";"Psychology & Cognitive Sciences";1,96;55,82;47,52
"NL41";"North Brabant";"Public Health & Health Services";1,36;56,56;44,42
"NL41";"North Brabant";"Social Sciences";1,19;56,2;26,24
"NL41";"North Brabant";"Visual & Performing Arts";0,28;48,74;9,92
"NL41";"North Brabant";"Earth & Environmental Sciences";0,21;45,04;65,54
"NL41";"North Brabant";"Communication & Textual Studies";0,43;50,19;15,4
"NL41";"North Brabant";"Economics & Business";2,05;57,71;44,6
"NL41";"North Brabant";"Clinical Medicine";0,81;44,72;46,27
"NL42";"Limburg";"Engineering";0,3;19,9;42,31
"NL42";"Limburg";"Enabling & Strategic Technologies";0,24;19,38;50,56
"NL42";"Limburg";"Historical Studies";0,33;24,83;25,31
"NL42";"Limburg";"Information & Communication Technologies";0,74;21,89;44,75
"NL42";"Limburg";"Mathematics & Statistics";0,2;18,45;51,17
"NL42";"Limburg";"Philosophy & Theology";0,88;27,13;13,98
"NL42";"Limburg";"Visual & Performing Arts";0,41;26,71;9,92
"NL42";"Limburg";"Physics & Astronomy";0,06;16,84;70,4
"NL42";"Limburg";"Psychology & Cognitive Sciences";1,98;35,49;47,52
"NL42";"Limburg";"Public Health & Health Services";3,49;39,1;44,42
"NL42";"Limburg";"Social Sciences";1,78;33,45;26,24
"NL42";"Limburg";"Built Environment & Design";0,42;27,02;35,47
"NL42";"Limburg";"Chemistry";0,49;16,68;51,19
"NL42";"Limburg";"Clinical Medicine";1,94;32,6;46,27
"NL42";"Limburg";"Communication & Textual Studies";0,18;28,01;15,4
"NL42";"Limburg";"Agriculture, Fisheries & Forestry";0,19;21,03;46,15
"NL42";"Limburg";"Biology";0,13;21,61;65,01
"NL42";"Limburg";"Biomedical Research";1,15;28,29;61,3
"NL42";"Limburg";"Earth & Environmental Sciences";0,21;21,18;65,54
"NL42";"Limburg";"Economics & Business";1,7;32,63;44,6
"NO01";"Oslo and Akershus";"Agriculture, Fisheries & Forestry";1,45;67,21;46,15
"NO01";"Oslo and Akershus";"Biology";1,17;68,88;65,01
"NO01";"Oslo and Akershus";"Biomedical Research";1,08;76,39;61,3
"NO01";"Oslo and Akershus";"Built Environment & Design";1,14;69,21;35,47
"NO01";"Oslo and Akershus";"Chemistry";0,47;51,21;51,19
"NO01";"Oslo and Akershus";"Clinical Medicine";1,04;69,57;46,27
"NO01";"Oslo and Akershus";"Communication & Textual Studies";1,13;71,79;15,4
"NO01";"Oslo and Akershus";"Earth & Environmental Sciences";1,78;67,82;65,54
"NO01";"Oslo and Akershus";"Economics & Business";1,45;69,01;44,6
"NO01";"Oslo and Akershus";"Enabling & Strategic Technologies";0,7;50,66;50,56
"NO01";"Oslo and Akershus";"Engineering";0,65;52,24;42,31
"NO01";"Oslo and Akershus";"Historical Studies";0,83;66,05;25,31
"NO01";"Oslo and Akershus";"Information & Communication Technologies";0,73;54,14;44,75
"NO01";"Oslo and Akershus";"Mathematics & Statistics";0,58;51,21;51,17
"NO01";"Oslo and Akershus";"Philosophy & Theology";2,17;73,15;13,98
"NO01";"Oslo and Akershus";"Physics & Astronomy";0,55;50,93;70,4
"NO01";"Oslo and Akershus";"Psychology & Cognitive Sciences";1,26;75,24;47,52
"NO01";"Oslo and Akershus";"Public Health & Health Services";2,28;81,84;44,42
"NO01";"Oslo and Akershus";"Social Sciences";1,94;72,73;26,24
"NO01";"Oslo and Akershus";"Visual & Performing Arts";1,3;72,93;9,92
"NO02";"Hedmark and Oppland";"Engineering";0,57;40,22;42,31
"NO02";"Hedmark and Oppland";"Historical Studies";0,12;45,89;25,31
"NO02";"Hedmark and Oppland";"Agriculture, Fisheries & Forestry";1,97;48,38;46,15
"NO02";"Hedmark and Oppland";"Biology";1,76;49,64;65,01
"NO02";"Hedmark and Oppland";"Information & Communication Technologies";2,45;47,33;44,75
"NO02";"Hedmark and Oppland";"Mathematics & Statistics";0,11;37,58;51,17
"NO02";"Hedmark and Oppland";"Philosophy & Theology";1,89;53,72;13,98
"NO02";"Hedmark and Oppland";"Biomedical Research";0,54;43,14;61,3
"NO02";"Hedmark and Oppland";"Built Environment & Design";1,05;45,81;35,47
"NO02";"Hedmark and Oppland";"Economics & Business";2,16;52,65;44,6
"NO02";"Hedmark and Oppland";"Enabling & Strategic Technologies";0,62;38,19;50,56
"NO02";"Hedmark and Oppland";"Physics & Astronomy";0,25;35,08;70,4
"NO02";"Hedmark and Oppland";"Psychology & Cognitive Sciences";1,34;54,67;47,52
"NO02";"Hedmark and Oppland";"Chemistry";0,12;34,96;51,19
"NO02";"Hedmark and Oppland";"Clinical Medicine";0,94;40,04;46,27
"NO02";"Hedmark and Oppland";"Communication & Textual Studies";0,85;49,69;15,4
"NO02";"Hedmark and Oppland";"Earth & Environmental Sciences";0,25;43,48;65,54
"NO02";"Hedmark and Oppland";"Public Health & Health Services";3,65;58,06;44,42
"NO02";"Hedmark and Oppland";"Social Sciences";1,82;54,17;26,24
"NO02";"Hedmark and Oppland";"Visual & Performing Arts";2,88;53,65;9,92
"NO03";"South Eastern Norway";"Agriculture, Fisheries & Forestry";0,38;35,59;46,15
"NO03";"South Eastern Norway";"Biomedical Research";0,39;37,07;61,3
"NO03";"South Eastern Norway";"Built Environment & Design";1,13;49,25;35,47
"NO03";"South Eastern Norway";"Chemistry";0,41;34,42;51,19
"NO03";"South Eastern Norway";"Biology";0,66;34,29;65,01
"NO03";"South Eastern Norway";"Clinical Medicine";1,12;46,12;46,27
"NO03";"South Eastern Norway";"Communication & Textual Studies";0,75;39,45;15,4
"NO03";"South Eastern Norway";"Earth & Environmental Sciences";0,79;35,43;65,54
"NO03";"South Eastern Norway";"Economics & Business";1,27;47,99;44,6
"NO03";"South Eastern Norway";"Enabling & Strategic Technologies";1,34;44,87;50,56
"NO03";"South Eastern Norway";"Engineering";1,24;45,69;42,31
"NO03";"South Eastern Norway";"Historical Studies";0,41;36,21;25,31
"NO03";"South Eastern Norway";"Information & Communication Technologies";0,86;41,68;44,75
"NO03";"South Eastern Norway";"Mathematics & Statistics";0,2;36,14;51,17
"NO03";"South Eastern Norway";"Philosophy & Theology";0,88;37,91;13,98
"NO03";"South Eastern Norway";"Physics & Astronomy";0,69;31,33;70,4
"NO03";"South Eastern Norway";"Psychology & Cognitive Sciences";1,94;46,88;47,52
"NO03";"South Eastern Norway";"Public Health & Health Services";3,76;50,23;44,42
"NO03";"South Eastern Norway";"Social Sciences";1,41;47,44;26,24
"NO03";"South Eastern Norway";"Visual & Performing Arts";1,32;39,01;9,92
"NO04";"Agder and Rogaland";"Engineering";1,77;65,84;42,31
"NO04";"Agder and Rogaland";"Historical Studies";0,53;50,34;25,31
"NO04";"Agder and Rogaland";"Information & Communication Technologies";1,26;65,46;44,75
"NO04";"Agder and Rogaland";"Agriculture, Fisheries & Forestry";1,16;57,65;46,15
"NO04";"Agder and Rogaland";"Biology";0,72;53,47;65,01
"NO04";"Agder and Rogaland";"Mathematics & Statistics";1,13;59,98;51,17
"NO04";"Agder and Rogaland";"Philosophy & Theology";1,81;55,14;13,98
"NO04";"Agder and Rogaland";"Biomedical Research";0,39;43,59;61,3
"NO04";"Agder and Rogaland";"Built Environment & Design";1,29;62,35;35,47
